name,__glayCluster,,
zwf,48,,
zur,84,,
zras,5,,
zrar,5,,
zrap,5,,
znuc,84,,
znub,84,,
znua,84,,
zntr,83,,
znta,83,,
ytfe,70,,
ysga,33,,
yrbl,12,,
yqji,1,,
yqjh,1,,
yqja,27,,
yqhd,82,,
yqhc,82,,
yqae,27,,
ypdb,81,,
yoji,60,,
yoeb,15,,
yoag,70,,
yoac,64,,
ynfk,36,,
ynfh,7,,
ynfg,7,,
ynff,7,,
ynfe,7,,
ynce,48,,
ykgo,84,,
ykgm,84,,
yjjz,1,,
yjjq,9,,
yjiy,57,,
yjhc,47,,
yjhb,47,,
yjch,46,,
yiis,19,,
yidq,27,,
yiao,52,,
yian,52,,
yiam,52,,
yial,52,,
yiak,52,,
yiaj,52,,
yhjx,81,,
yhjc,11,,
yhja,2,,
yhid,42,,
yhhy,1,,
yhfa,36,,
yhch,47,,
yhbt,0,,
yhbs,0,,
ygic,48,,
ygib,48,,
ygeh,64,,
ygea,20,,
ygba,33,,
ygau,27,,
ygac,1,,
yfir,9,,
yfib,9,,
yfdx,42,,
yfdv,42,,
yfde,42,,
yfbr,64,,
yfae,23,,
yeiw,36,,
yeip,36,,
yeil,60,,
yeib,10,,
yeht,57,,
yegr,42,,
yegh,11,,
yefm,15,,
yedx,62,,
yedw,62,,
yecr,33,,
yebg,14,,
yebe,27,,
year,70,,
ydjm,14,,
ydiv,14,,
ydiu,2,,
ydhy,70,,
ydhx,70,,
ydhw,70,,
ydhv,70,,
ydhu,70,,
ydht,70,,
ydfx,67,,
ydfw,67,,
ydfh,11,,
ydfe,67,,
ydfd,67,,
ydep,54,,
ydeo,19,,
yden,20,,
ydem,30,,
ydej,33,,
ydea,22,,
ydcv,6,,
ydcu,6,,
ydct,6,,
ydcs,6,,
ydbk,48,,
yciw,64,,
ychh,36,,
ychf,2,,
ycdz,49,,
ycct,0,,
yccj,0,,
ycca,27,,
ybjn,48,,
ybjg,12,,
ybjc,48,,
ybit,51,,
ybhl,9,,
ybfn,30,,
ybfe,14,,
ybdz,1,,
ybdn,64,,
ybby,18,,
ybbw,18,,
ybat,42,,
ybas,42,,
ybao,48,,
yaiw,27,,
yaia,79,,
yafq,14,,
yafp,14,,
yafo,14,,
yafn,14,,
yaeq,36,,
yaep,36,,
xylr,20,,
xylh,20,,
xylg,20,,
xylf,20,,
xylb,20,,
xyla,20,,
xsea,36,,
xdhc,33,,
xdhb,33,,
xdha,33,,
xapr,80,,
xapb,80,,
xapa,80,,
wrba,0,,
uxur,55,,
uxub,55,,
uxua,55,,
uxac,55,,
uxab,55,,
uxaa,55,,
uvry,54,,
uvrd,14,,
uvrc,14,,
uvrb,14,,
uvra,14,,
uspe,42,,
uspa,21,,
uraa,33,,
upp,33,,
ung,27,,
umud,14,,
umuc,14,,
ular,56,,
ulag,56,,
ulaf,56,,
ulae,56,,
ulad,56,,
ulac,56,,
ulab,56,,
ulaa,56,,
uidr,55,,
uidc,55,,
uidb,55,,
uida,55,,
uhpt,54,,
uhpa,54,,
ugpq,11,,
ugpe,11,,
ugpc,11,,
ugpb,11,,
ugpa,11,,
udp,49,,
ubix,8,,
ubig,36,,
ubic,7,,
ubia,7,,
tyru,46,,
tyrr,79,,
tyrp,79,,
tyrb,79,,
tyra,79,,
tyna,6,,
tsx,49,,
tsr,27,,
trxc,2,,
trxa,36,,
trub,24,,
trpr,79,,
trpl,79,,
trpe,79,,
trpd,79,,
trpc,79,,
