fis	rrsg	+
fis	rrsh	+
fis	ssrs	+
fis	thrt	+
fis	thru	+
fis	thrv	+
fis	topa	-
fis	tufb	+
fis	tyru	+
fis	year	-
fis	yfae	+
fis	yoag	-
fliz	csge	-
fliz	csgf	-
fliz	csgg	-
fliz	gadb	-
fliz	gadc	-
fliz	hdea	-
fliz	hdeb	-
fliz	mdte	-
fliz	mdtf	-
fliz	osmy	-
fliz	yhid	-
fur	crl	-
fur	fepc	-
fur	fepd	-
fur	fepg	-
fur	fhua	-
fur	fhub	-
fur	fhuc	-
fur	fhud	-
fur	gark	-
fur	garl	-
fur	garp	-
fur	garr	-
fur	gspc	-
fur	gspd	-
fur	gspe	-
fur	gspf	-
fur	gspg	-
fur	gsph	-
fur	gspi	-
fur	gspj	-
fur	gspk	-
fur	gspl	-
fur	gspm	-
fur	gspo	-
fur	noha	-
fur	oppa	-
fur	oppb	-
fur	oppc	-
fur	oppd	-
fur	oppf	-
fur	pyrc	-
fur	rnpb	-
fur	sufa	-
fur	sufb	-
fur	sufc	-
fur	sufd	-
fur	sufe	-
fur	sufs	-
fur	tfaq	-
gade	gadb	+
gade	gadc	+
gade	gltb	+
gade	gltd	+
gade	gltf	+
gade	mdte	+
gade	mdtf	+
gadw	gada	+-
gadw	gadb	+-
gadw	gadc	+-
gadx	btub	-
gadx	gada	+
gadx	gadb	+
gadx	gadc	+
gadx	muri	-
galr	gale	+
galr	galk	+
galr	galm	+
galr	galt	+
gals	gale	+
gals	galk	+
gals	galm	+
gals	galt	+
glpr	glpa	-
glpr	glpb	-
glpr	glpc	-
glpr	glpd	-
glpr	glpf	-
glpr	glpk	-
glpr	glpq	-
glpr	glpt	-
glpr	glpx	-
hdfr	gltb	+
hdfr	gltd	+
hdfr	gltf	+
hipb	fadh	-
iclr	acea	-
iclr	aceb	-
iclr	acek	-
iscr	hyaa	-
iscr	hyab	-
iscr	hyac	-
iscr	hyad	-
iscr	hyae	-
iscr	hyaf	-
iscr	isca	-
iscr	iscs	-
iscr	iscu	-
iscr	napa	-
iscr	napb	-
iscr	napc	-
iscr	napd	-
iscr	napf	-
iscr	napg	-
iscr	naph	-
iscr	sufa	+
iscr	sufb	+
iscr	sufc	+
iscr	sufd	+
iscr	sufe	+
iscr	sufs	+
iscr	ydiu	+
kdpe	kdpa	+
kdpe	kdpb	+
kdpe	kdpc	+
kdpe	kdpf	+
leuo	bglb	+
leuo	bglf	+
leuo	bglg	+
lexa	dinf	-
lexa	reca	-
lexa	recb	-
lexa	recd	-
lexa	recx	-
lexa	ruva	-
lexa	ruvb	-
lexa	umuc	-
lexa	umud	-
lexa	uvrb	-
lrha	fime	+
lrp	argo	+
lrp	cada	+
lrp	cadb	+
lrp	dada	-
lrp	dadx	-
lrp	fima	+
lrp	fimc	+
lrp	fimd	+
lrp	fimf	+
lrp	fimg	+
lrp	fimh	+
lrp	fimi	+
lrp	gabd	+
lrp	gabp	+
lrp	gabt	+
lrp	gltt	-
lrp	gltu	-
lrp	livj	-
lrp	lysp	+
lrp	micf	-
lrp	oppa	-
lrp	oppb	-
lrp	oppc	-
lrp	oppd	-
lrp	oppf	-
lrp	osmc	+
lrp	osmy	-
lrp	rrfb	-
lrp	rrfc	-
lrp	rrlb	-
lrp	rrlc	-
lrp	rrsb	-
lrp	rrsc	-
lrp	sera	+
lrp	ssrs	-
lsrr	lsra	-
lsrr	lsrb	-
lsrr	lsrc	-
lsrr	lsrd	-
lsrr	lsrf	-
lsrr	lsrg	-
lsrr	lsrk	-
lsrr	tam	-
mara	acna	+
mara	fumc	+
mara	hdea	-
mara	hdeb	-
mara	inaa	+
mara	nfsa	+
mara	pqia	+
mara	pqib	+
mara	pura	-
mara	rimk	+
mara	soda	+
mara	ybjc	+
mara	ybjn	+
mara	yhid	-
mara	zwf	+
melr	mela	+
melr	melb	+
metj	metc	-
metj	mete	-
metr	glya	+
metr	hmp	+
metr	mete	+
mlra	csge	+
mlra	csgf	+
mlra	csgg	+
mlra	rplu	+
mlra	rpma	+
mngr	mnga	-
mngr	mngb	-
mode	ccma	+
mode	ccmb	+
mode	ccmc	+
mode	ccmd	+
mode	ccme	+
mode	ccmf	+
mode	ccmg	+
mode	ccmh	+
mode	deoa	-
mode	deob	-
mode	deoc	-
mode	deod	-
mode	dmsa	-
mode	dmsb	-
mode	dmsc	-
mode	hyca	+
mode	hycb	+
mode	hycc	+
mode	hycd	+
mode	hyce	+
mode	hycf	+
mode	hycg	+
mode	hych	+
mode	hyci	+
mode	moaa	+
mode	moab	+
mode	moac	+
mode	moad	+
mode	moae	+
mode	moda	-
mode	modb	-
mode	modc	-
mode	napa	+
mode	napb	+
mode	napc	+
mode	napd	+
mode	napf	+
mode	napg	+
mode	naph	+
mode	narx	+
mpra	emra	-
mpra	emrb	-
nagc	glms	+
nagc	glmu	+
nagc	naga	-
nagc	nagb	-
nagc	nage	-
nanr	fimb	+
nanr	nana	-
nanr	nane	-
nanr	nank	-
nanr	nant	-
nanr	yhch	-
nanr	yjhb	-
nanr	yjhc	-
narl	aspa	-
narl	dcua	-
narl	dcus	-
narl	fdhf	-
narl	foca	-
narl	frda	-
narl	frdb	-
narl	frdc	-
narl	frdd	-
narl	hcp	+
narl	hcr	+
narl	narg	+
narl	narh	+
narl	nari	+
narl	narj	+
narl	nark	+
narl	nrfa	+-
narl	nrfb	+-
narl	nrfc	+-
narl	nrfd	+-
narl	nrfe	+-
narl	nrff	+-
narl	nrfg	+-
narl	ogt	+
narl	pflb	-
narl	ydep	+
narl	ydht	-
narl	ydhu	-
narl	ydhv	-
narl	ydhw	-
narl	ydhx	-
narl	ydhy	-
narp	nrfa	+
narp	nrfb	+
narp	nrfc	+
narp	nrfd	+
narp	nrfe	+
narp	nrff	+
narp	nrfg	+
narp	ydep	-
narp	ydht	-
narp	ydhu	-
narp	ydhv	-
narp	ydhw	-
narp	ydhx	-
narp	ydhy	-
nikr	nika	-
nikr	nikb	-
nikr	nikc	-
nikr	nikd	-
nikr	nike	-
ompr	csge	+
ompr	csgf	+
ompr	csgg	+
ompr	micf	+
ompr	ompc	+
ompr	ompf	+
oxyr	ahpc	+
oxyr	ahpf	+
oxyr	dsbg	+
oxyr	fhuf	-
oxyr	flu	-
oxyr	grxa	+
oxyr	hcp	+
oxyr	hcr	+
oxyr	hemh	+
oxyr	isrc	-
oxyr	katg	+
oxyr	nfsa	-
oxyr	oxys	+
oxyr	rimk	-
oxyr	sufa	+
oxyr	sufb	+
oxyr	sufc	+
oxyr	sufd	+
oxyr	sufe	+
oxyr	sufs	+
oxyr	trxc	+
oxyr	ybjc	-
oxyr	ybjn	-
oxyr	ychf	-
paax	paay	-
pdhr	cyoa	-
pdhr	cyob	-
pdhr	cyoc	-
pdhr	cyod	-
pdhr	cyoe	-
pdhr	ndh	-
pepa	cara	-
pepa	carb	-
phob	cusa	+
phob	cusb	+
phob	cusc	+
phob	cusf	+
phob	cuss	+
phob	eda	-
phob	mipa	+
phob	phnc	+
phob	phnd	+
phob	phne_1	+
phob	phne_2	+
phob	phnf	+
phob	phng	+
phob	phnh	+
phob	phni	+
phob	phnj	+
phob	phnk	+
phob	phnl	+
phob	phnm	+
phob	phnn	+
phob	phno	+
phob	phnp	+
phob	phoh	+
phob	phor	+
phob	sbcc	-
phob	sbcd	-
phob	ugpa	+
phob	ugpb	+
phob	ugpc	+
phob	ugpe	+
phob	ugpq	+
phob	yedx	+
phob	yegh	+
phob	yhjc	+
phop	bord	+
phop	hdea	+
phop	hdeb	+
phop	hded	+
phop	heml	+
phop	mgta	+
phop	naga	+
phop	slyb	+
phop	yhid	+
purr	pura	-
purr	pyrc	-
puta	putp	-
puur	puua	-
puur	puub	-
puur	puuc	-
puur	puud	-
puur	puue	-
puur	puup	-
qseb	qsec	+
rcsb	bdm	+
rcsb	gada	-
rcsb	osmc	+
rcsb	sra	+
rcsb	ydep	+
relb	hokd	-
rhas	rhat	?
rob	acra	+
rob	acrb	+
rob	fumc	+
rob	inaa	+
rob	marb	+
rob	micf	+
rob	zwf	+
rsta	asr	+
rsta	csge	-
rsta	csgf	-
rsta	csgg	-
sdia	ftsa	-
sdia	ftsq	+
sdia	ftsz	-
sgrr	seta	+
sgrr	sgrs	+
sgrr	tbpa	-
sgrr	thip	-
sgrr	thiq	-
slya	hlye	+
soxr	fumc	+
soxs	acna	+
soxs	acra	+
soxs	acrb	+
soxs	flda	+
soxs	fpr	+
soxs	fumc	+
soxs	inaa	+
soxs	marb	+
soxs	nfsa	+
soxs	ompn	+
soxs	pqia	+
soxs	pqib	+
soxs	ptsg	+
soxs	riba	+
soxs	rimk	+
soxs	ybjc	+
soxs	ybjn	+
soxs	ydbk	+
soxs	zwf	+
stpa	ssrs	-
torr	tnaa	+
torr	tnab	+
torr	tnac	+
trer	treb	-
trer	trec	-
trpr	aroh	-
trpr	arol	-
trpr	arom	-
trpr	mtr	-
trpr	trpa	-
trpr	trpb	-
trpr	trpc	-
trpr	trpd	-
trpr	trpe	-
trpr	trpl	-
trpr	yaia	-
tyrr	arog	-
tyrr	arol	-
tyrr	arom	-
tyrr	arop	-
tyrr	fola	+
tyrr	mtr	+
tyrr	tyrb	-
tyrr	yaia	-
ular	ulaa	-
ular	ulab	-
ular	ulac	-
ular	ulad	-
ular	ulae	-
ular	ulaf	-
ular	ulag	-
uvry	uhpt	+
uvry	ydep	+
uxur	gntp	-
uxur	uxua	-
uxur	uxub	-
xylr	xyla	+
xylr	xylb	+
xylr	xylf	+
xylr	xylg	+
xylr	xylh	+
ydeo	appa	+
ydeo	appb	+
ydeo	appc	+
ydeo	hyaa	+
ydeo	hyab	+
ydeo	hyac	+
ydeo	hyad	+
ydeo	hyae	+
ydeo	hyaf	+
ydeo	mdte	+
ydeo	mdtf	+
ydeo	slp	+
ydeo	yiis	+
yedw	yedx	+
yeht	yjiy	+
ypdb	yhjx	+
yqhc	dkga	+
yqhc	yqhd	+
yqji	yqjh	-
zntr	znta	+
zrar	zrap	+
zrar	zras	+
zur	znua	-
zur	znub	-
zur	znuc	-
