acrr	mara	-
acrr	marr	-
acrr	soxr	-
acrr	soxs	-
ada	aidb	+
adiy	gadx	+
arca	gade	+
argp	dnaa	+
basr	csgd	+
basr	puta	-
basr	qseb	+
crp	arac	+
crp	cytr	+-
crp	dcur	+
crp	fis	+-
crp	flhc	+
crp	flhd	+
crp	gade	-
crp	glpr	+
crp	hupa	+
crp	hupb	+
crp	laci	+
crp	lsrr	+
crp	malt	+
crp	mhpr	+
crp	mtlr	+
crp	ompr	+
crp	prpr	+
crp	yiaj	-
cpxr	baer	+
cpxr	csgd	-
cpxr	mara	+
cpxr	marr	+
cspa	hns	+
cysb	cbl	+
evga	gade	+
fadr	iclr	+
fis	crp	-
fis	hns	+
fis	hupa	+
fis	hupb	-
fis	mara	+
fis	marr	+
fliz	csgd	-
fliz	flhc	-
fliz	flhd	-
fliz	gade	-
fliz	mlra	-
gade	gadw	+
gade	gadx	+
gade	rcsa	+
gadw	gadx	+-
hdfr	flhc	-
hdfr	flhd	-
hipb	hipa	-
leuo	bglj	+
leuo	yjjq	+
lrha	flhc	-
lrha	flhd	-
lrp	aidb	-
mara	rob	-
metj	metr	-
mlra	cadc	+
mlra	csgd	+
mode	narl	+
narl	dcur	-
ompr	bola	-
ompr	csgd	+
oxyr	fur	+
phob	cusr	+
phob	fear	-
phob	prpr	-
phob	ydfh	+
phop	gadw	+
phop	trer	-
rcsb	gadx	-
relb	rele	-
rhas	rhar	+
rob	mara	+
rob	marr	+
rsta	csgd	-
soxr	soxs	+
soxs	fur	+
soxs	mara	+
soxs	marr	+
soxs	rob	-
ydeo	gade	+
ydeo	gadw	+
yefm	yoeb	-
acrr	marb	-
ada	alka	+
ada	alkb	+
adiy	adia	+
adiy	gada	+
adiy	gadb	+
adiy	gadc	+
adiy	gltb	+
adiy	gltd	+
adiy	gltf	+
agar	agaa	-
agar	agab	-
agar	agac	-
agar	agad	-
agar	agai	-
agar	agas	-
agar	agav	-
agar	agaw	-
agar	kbay	-
agar	kbaz	-
arac	araa	+
arac	arab	+
arac	arad	+
arac	arae	+
arac	ygea	+
arca	foca	+
arca	hyaa	+
arca	hyab	+
arca	hyac	+
arca	hyad	+
arca	hyae	+
arca	hyaf	+
arca	icd	-
arca	moea	+
arca	moeb	+
arca	pflb	+
arca	ptsg	-
arca	rpos	-
arca	sdha	+
arca	sdhb	+
arca	sdhc	+
arca	sdhd	+
arca	ssb	-
arca	suca	+
arca	sucb	+
arca	succ	+
arca	sucd	+
arca	uvra	-
argp	dapd	+
argp	dnan	+
argp	gdha	+
argp	lysa	+
argp	lysc	+
argp	lysp	+
argp	nrda	+
argp	nrdb	+
argp	recf	+
argp	yfae	+
argr	gltb	-
argr	gltd	-
argr	gltf	-
atoc	atoa	+
atoc	atob	+
atoc	atod	+
atoc	atoe	+
baer	acrd	+
basr	csge	+
basr	csgf	+
basr	csgg	+
basr	cspi	+
basr	dgka	+
basr	fimb	+
basr	hha	+
basr	qsec	+
basr	yrbl	-
bira	bioa	-
bira	biob	-
bira	bioc	-
bira	biod	-
bira	biof	-
crp	agaa	+
crp	agav	+
crp	agaw	+
crp	araa	+
crp	arab	+
crp	arad	+
crp	araf	+
crp	arag	+
crp	arah	+
crp	araj	+
crp	argg	+
crp	ascb	+
crp	ascf	+
crp	cdd	+
crp	cspe	+
crp	cyaa	-
crp	dada	+
crp	dadx	+
crp	dcta	+
crp	deoa	+
crp	deob	+
crp	deoc	+
crp	deod	+
crp	dusb	+-
crp	envz	+
crp	fadl	+
crp	fumc	?
crp	gcd	-
crp	gcvh	+
crp	gcvp	+
crp	gcvt	+
crp	glga	+
crp	glgc	+
crp	glgp	+
crp	glpd	+
crp	glpe	+
crp	glpg	+
crp	gltb	-
crp	gltd	-
crp	gltf	-
crp	gntt	+
crp	gpsa	+
crp	guaa	+
crp	guab	+
crp	hflc	-
crp	hflk	-
crp	hflx	-
crp	hfq	-
crp	hlye	+
crp	hpt	+
crp	ilvb	+
crp	ilvn	+
crp	infb	-
crp	ivbl	+
crp	kbaz	+
crp	laca	+
crp	lacy	+
crp	lacz	+
crp	lsra	+
crp	lsrb	+
crp	lsrc	+
crp	lsrd	+
crp	lsrf	+
crp	lsrg	+
crp	lsrk	+
crp	lyxk	+
crp	mdte	-
crp	mdtf	-
crp	mety	-
crp	mtla	+
crp	mtld	+
crp	nana	+
crp	nane	+
crp	nank	+
crp	nant	+
crp	nupg	+
crp	nusa	-
crp	paaa	+
crp	paab	+
crp	paac	+
crp	paad	+
crp	paae	+
crp	paaf	+
crp	paag	+
crp	paah	+
crp	paai	+
crp	paaj	+
crp	paak	+
crp	pck	+
crp	pnp	-
crp	ppia	+-
crp	prop	+
crp	prpb	+
crp	prpc	+
crp	prpd	+
crp	prpe	+
crp	rbfa	-
crp	rela	+
crp	rpso	-
crp	secb	+
crp	sgbe	+
crp	sgbh	+
crp	sgbu	+
crp	tam	+
crp	trub	-
crp	trxa	-
crp	udp	+
crp	ugpa	+
crp	ugpb	+
crp	ugpc	+
crp	ugpe	+
crp	ugpq	+
crp	xsea	-
crp	yhch	+
crp	yhfa	-
crp	yiak	+
crp	yial	+
crp	yiam	+
crp	yian	+
crp	yiao	+
cadc	cada	+
cadc	cadb	+
caif	caia	+
caif	caib	+
caif	caic	+
caif	caid	+
caif	caie	+
caif	cait	+
caif	fixa	+
caif	fixb	+
caif	fixc	+
caif	fixx	+
cbl	ssua	+
cbl	ssub	+
cbl	ssuc	+
cbl	ssud	+
cbl	ssue	+
cbl	taua	+
cbl	taub	+
cbl	tauc	+
cbl	taud	+
chbr	chba	+
chbr	chbb	+
chbr	chbc	+
chbr	chbf	+
chbr	chbg	+
cpxr	acrd	+
cpxr	arog	+
cpxr	baes	+
cpxr	chea	-
cpxr	chew	-
cpxr	cpxa	+
cpxr	cpxp	+
cpxr	csge	-
cpxr	csgf	-
cpxr	csgg	-
cpxr	dsba	+
cpxr	hha	+
cpxr	marb	+
cpxr	mdta	+
cpxr	mdtb	+
cpxr	mdtc	+
cpxr	mdtd	+
cpxr	mota	-
cpxr	motb	-
cpxr	ppia	+
cpxr	rpra	+
cpxr	spy	+
cpxr	tsr	-
cpxr	ycca	+
cpxr	yebe	+
cpxr	yqja	+
csgd	csge	+
csgd	csgf	+
csgd	csgg	+
csgd	flgm	-
csgd	flgn	-
csgd	flie	-
csgd	flif	-
csgd	flig	-
csgd	flih	-
csgd	flii	-
csgd	flij	-
csgd	flik	-
csgd	nlpa	+
csgd	wrba	+
csgd	yccj	+
csgd	ycct	+
csgd	yhbs	-
csgd	yhbt	-
cuer	copa	+
cuer	cueo	+
cusr	cusa	+
cusr	cusb	+
cusr	cusc	+
cusr	cusf	+
cusr	cuss	+
cynr	cyns	+
cynr	cynt	+
cynr	cynx	+
cysb	cysa	+
cysb	cysm	+
cysb	cysp	+
cysb	cysu	+
cysb	cysw	+
cysb	ssua	-
cysb	ssub	-
cysb	ssuc	-
cysb	ssud	-
cysb	ssue	-
cysb	taua	+
cysb	taub	+
cysb	tauc	+
cysb	taud	+
cytr	cdd	-
cytr	deoa	-
cytr	deob	-
cytr	deoc	-
cytr	deod	-
cytr	nupg	-
cytr	ppia	-
cytr	rpoh	-
cytr	tsx	-
cytr	udp	-
dcur	dcta	+
dcur	dcub	+
dcur	frda	+
dcur	frdb	+
dcur	frdc	+
dcur	frdd	+
dcur	fumb	+
dica	dicc	-
dica	ydfw	-
dica	ydfx	-
dnaa	alda	-
dnaa	dnan	+-
dnaa	guaa	-
dnaa	guab	-
dnaa	nrda	+
dnaa	nrdb	+
dnaa	pola	+
dnaa	recf	+-
dnaa	yfae	+
evga	mdte	+
evga	mdtf	+
fnr	cysg	+
fnr	hcp	+
fnr	hcr	+
fnr	hema	-
fnr	hlye	+
fnr	hmp	-
fnr	moea	-
fnr	moeb	-
fnr	narg	+
fnr	narh	+
fnr	nari	+
fnr	narj	+
fnr	nirb	+
fnr	nirc	+
fnr	nird	+
fnr	nrdd	+
fnr	nrdg	+
fnr	prfa	-
fnr	prmc	-
fnr	ydht	+
fnr	ydhu	+
fnr	ydhv	+
fnr	ydhw	+
fnr	ydhx	+
fnr	ydhy	+
fadr	fabb	+
fadr	fabd	+
fadr	fabg	+
fadr	fabh	+
fadr	fadd	-
fadr	fade	-
fadr	fadh	-
fear	feab	+
fear	tyna	+
fhla	fdhf	+
fhla	hyca	+
fhla	hycb	+
fhla	hycc	+
fhla	hycd	+
fhla	hyce	+
fhla	hycf	+
fhla	hycg	+
fhla	hych	+
fhla	hyci	+
fhla	hydn	+
fhla	hypa	+
fhla	hypb	+
fhla	hypc	+
fhla	hypd	+
fhla	hype	+
fhla	hypf	+
fis	adhe	+
fis	alat	+
fis	alau	+
fis	alav	+
fis	bglb	-
fis	bglf	-
fis	bglg	-
fis	cbpa	-
fis	cbpm	-
fis	dps	-
fis	dusb	-
fis	gltt	+
fis	gltu	+
fis	gltv	+
fis	gltw	+
fis	glyt	+
fis	gyra	-
fis	gyrb	-
fis	ilet	+
fis	ileu	+
fis	ilev	+
fis	marb	+
fis	mazg	+
fis	ndh	+
fis	nrda	+
fis	nrdb	+
fis	nrfa	-
fis	nrfb	-
fis	nrfc	-
fis	nrfd	-
fis	nrfe	-
fis	nrff	-
fis	nrfg	-
fis	nuoa	+
fis	nuob	+
fis	nuoc	+
fis	nuoe	+
fis	nuof	+
fis	nuog	+
fis	nuoh	+
fis	nuoi	+
fis	nuoj	+
fis	nuok	+
fis	nuol	+
fis	nuom	+
fis	nuon	+
fis	ogt	-
fis	osme	-
fis	prop	+
fis	ptsg	+-
fis	quea	+
fis	rnpb	+
fis	rrfa	+
fis	rrfb	+
fis	rrfc	+
fis	rrfd	+
fis	rrfe	+
fis	rrff	+
fis	rrfg	+
fis	rrfh	+
fis	rrla	+
fis	rrlb	+
fis	rrlc	+
fis	rrld	+
fis	rrle	+
fis	rrlg	+
fis	rrlh	+
fis	rrsa	+
fis	rrsb	+
fis	rrsc	+
fis	rrsd	+
fis	rrse	+
