crp	cyod	+
crp	cyoe	+
crp	cysg	-
crp	dada	+
crp	dadx	+
crp	dcta	+
crp	dcua	+
crp	dcub	+
crp	deoa	+
crp	deob	+
crp	deoc	+
crp	deod	+
crp	dksa	+
crp	dsda	+
crp	dsdx	+
crp	dusb	+
crp	ebga	+
crp	ebgc	+
crp	enta	+
crp	entb	+
crp	entc	+
crp	entd	+
crp	ente	+
crp	envz	+
crp	epd	+
crp	exut	+
crp	fadd	+
crp	fadh	+
crp	fadl	+
crp	fbaa	+
crp	feab	+
crp	feca	+
crp	fecb	+
crp	fecc	+
crp	fecd	+
crp	fece	+
crp	fepa	+
crp	fiu	+
crp	fixa	+
crp	fixb	+
crp	fixc	+
crp	fixx	+
crp	foca	+
crp	focb	+
crp	fuca	+
crp	fuci	+
crp	fuck	+
crp	fuco	+
crp	fucp	+
crp	fucu	+
crp	fuma	+
crp	fumb	+
crp	fumc	+
crp	gabd	+
crp	gabp	+
crp	gabt	+
crp	gada	-
crp	gadb	-
crp	gadc	-
crp	gale	+
crp	galk	+
crp	galm	+
crp	galp	+
crp	galt	+
crp	gapa	+
crp	gata	+
crp	gatb	+
crp	gatc	+
crp	gatd	+
crp	gaty	+
crp	gatz	+
crp	gcd	-
crp	gcvh	+
crp	gcvp	+
crp	gcvt	+
crp	gdha	-
crp	glga	+
crp	glgc	+
crp	glgp	+
crp	glgs	+
crp	glna	+
crp	glnl	+
crp	glpa	+
crp	glpb	+
crp	glpc	+
crp	glpd	+
crp	glpe	+
crp	glpf	+
crp	glpg	+
crp	glpk	+
crp	glpq	+
crp	glpt	+
crp	glpx	+
crp	glta	+
crp	gltb	-
crp	gltd	-
crp	gltf	-
crp	gntk	+
crp	gntp	+
crp	gntt	+
crp	gntu	+
crp	gntx	+
crp	gpsa	+
crp	grpe	+
crp	guaa	+
crp	guab	+
crp	gutq	+
crp	gyra	+
crp	hflc	-
crp	hflk	-
crp	hflx	-
crp	hfq	-
crp	hlye	+
crp	hofb	+
crp	hofc	+
crp	hpt	+
crp	hyfa	+
crp	hyfb	+
crp	hyfc	+
crp	hyfd	+
crp	hyfe	+
crp	hyff	+
crp	hyfg	+
crp	hyfh	+
crp	hyfi	+
crp	hyfj	+
crp	idnd	+
crp	idnk	+
crp	idno	+
crp	idnt	+
crp	ilvb	+
crp	ilvn	+
crp	infb	-
crp	ivbl	+
crp	kbaz	+
crp	laca	+
crp	lacy	+
crp	lacz	+
crp	lamb	+
crp	lpd	+
crp	lsra	+
crp	lsrb	+
crp	lsrc	+
crp	lsrd	+
crp	lsrf	+
crp	lsrg	+
crp	lsrk	+
crp	male	+
crp	malf	+
crp	malg	+
crp	malk	+
crp	malm	+
crp	mals	+
crp	malx	+
crp	maly	+
crp	mana	+
crp	manx	+
crp	many	+
crp	manz	+
crp	marb	+
crp	mdh	+
crp	mdte	-
crp	mdtf	-
crp	mela	+
crp	melb	+
crp	metk	-
crp	mety	-
crp	mgla	+
crp	mglb	+
crp	mglc	+
crp	mhpa	+
crp	mhpb	+
crp	mhpc	+
crp	mhpd	+
crp	mhpe	+
crp	mhpf	+
crp	moda	+
crp	modb	+
crp	modc	+
crp	mpl	+
crp	mtla	+
crp	mtld	+
crp	murp	+
crp	nadc	+
crp	naga	+-
crp	nagb	+-
crp	nage	+-
crp	nana	+
crp	nane	+
crp	nank	+
crp	nant	+
crp	narq	-
crp	nirb	-
crp	nirc	-
crp	nird	-
crp	nlpe	-
crp	nmpc	+
crp	nrda	+
crp	nrdb	+
crp	nupc	+
crp	nupg	+
crp	nusa	-
crp	ompa	+
crp	ompf	+
crp	osmy	-
crp	paaa	+
crp	paab	+
crp	paac	+
crp	paad	+
crp	paae	+
crp	paaf	+
crp	paag	+
crp	paah	+
crp	paai	+
crp	paaj	+
crp	paak	+
crp	pck	+
crp	pflb	+
crp	pgk	+
crp	pncb	-
crp	pnp	-
crp	ppdd	+
crp	ppia	+-
crp	prib	+
crp	prop	+
crp	prpb	+
crp	prpc	+
crp	prpd	+
crp	prpe	+
crp	ptsg	+
crp	ptsh	+
crp	ptsi	+
crp	putp	-
crp	puub	-
crp	puuc	-
crp	puud	-
crp	puue	-
crp	rbfa	-
crp	rbsa	+
crp	rbsb	+
crp	rbsc	+
crp	rbsd	+
crp	rbsk	+
crp	rela	+
crp	rhaa	+
crp	rhab	+
crp	rhad	+
crp	rhat	+
crp	rmf	+
crp	rof	-
crp	rpli	+
crp	rplm	-
crp	rpoh	+
crp	rpos	?
crp	rpsf	+
crp	rpsi	-
crp	rpso	-
crp	rpsr	+
crp	sbmc	+
crp	sdha	+
crp	sdhb	+
crp	sdhc	+
crp	sdhd	+
crp	secb	+
crp	sera	+
crp	serc	-
crp	sfsa	+
crp	sgbe	+
crp	sgbh	+
crp	sgbu	+
crp	soda	+
crp	sodb	-
crp	sohb	-
crp	spec	-
crp	spf	-
crp	srla	+
crp	srlb	+
crp	srld	+
crp	srle	+
crp	suca	+
crp	sucb	+
crp	succ	+
crp	sucd	+
crp	tam	+
crp	tdcb	+
crp	tdcc	+
crp	tdcd	+
crp	tdce	+
crp	tdcf	+
crp	tdcg	+
crp	tnaa	+
crp	tnab	+
crp	tnac	+
crp	treb	-
crp	trec	-
crp	trg	+
crp	trub	-
crp	trxa	-
crp	tsx	+-
crp	ubig	+
crp	udp	+
crp	ugpa	+
crp	ugpb	+
crp	ugpc	+
crp	ugpe	+
crp	ugpq	+
crp	uhpt	+
crp	uida	+
crp	uidb	+
crp	uidc	+
crp	ulaa	+
crp	ulab	+
crp	ulac	+
crp	ulad	+
crp	ulae	+
crp	ulaf	+
crp	uxaa	+
crp	uxab	+
crp	uxac	+
crp	uxua	+
crp	uxub	+
crp	xsea	-
crp	xyla	+
crp	xylb	+
crp	xylf	+
crp	xylg	+
crp	xylh	+
crp	yaep	-
crp	yaeq	-
crp	ybfn	+
crp	ybit	+
crp	ycdz	+
crp	ychh	+
crp	yeip	+
crp	yeiw	+
crp	yfae	+
crp	ygea	+
crp	yhch	+
crp	yhfa	+
crp	yiak	+
crp	yial	+
crp	yiam	+
crp	yian	+
crp	yiao	+
crp	yjch	+
crp	yjiy	+
crp	ynfk	+
crp	zras	+
cadc	cada	+
cadc	cadb	+
caif	caia	+
caif	caib	+
caif	caic	+
caif	caid	+
caif	caie	+
caif	cait	+
caif	fixa	+
caif	fixb	+
caif	fixc	+
caif	fixx	+
cbl	ssua	+
cbl	ssub	+
cbl	ssuc	+
cbl	ssud	+
cbl	ssue	+
cbl	taua	+
cbl	taub	+
cbl	tauc	+
cbl	taud	+
cdar	gard	+
cdar	gark	+
cdar	garl	+
cdar	garp	+
cdar	garr	+
cdar	gudd	+
cdar	gudp	+
cdar	gudx	+
cdar	rnpb	+
chbr	chba	+
chbr	chbb	+
chbr	chbc	+
chbr	chbf	+
chbr	chbg	+
cpxr	acrd	+
cpxr	arog	+
cpxr	baca	+
cpxr	baes	+
cpxr	chea	-
cpxr	chew	-
cpxr	cpxa	+
cpxr	cpxp	+
cpxr	csga	-
cpxr	csgb	-
cpxr	csgc	-
cpxr	csge	-
cpxr	csgf	-
cpxr	csgg	-
cpxr	degp	+
cpxr	dsba	+
cpxr	dsbc	+
cpxr	fabz	+
cpxr	hha	+
cpxr	lpxa	+
cpxr	lpxd	+
cpxr	marb	+
cpxr	mdta	+
cpxr	mdtb	+
cpxr	mdtc	+
cpxr	mdtd	+
cpxr	mota	-
cpxr	motb	-
cpxr	ompc	+
cpxr	ompf	-
cpxr	ppia	+
cpxr	ppid	+
cpxr	psd	-
cpxr	rpoe	-
cpxr	rpoh	+
cpxr	rpra	+
cpxr	rsea	-
cpxr	rseb	-
cpxr	rsec	-
cpxr	sbma	+
cpxr	slt	+
cpxr	spy	+
cpxr	tsr	-
cpxr	ung	-
cpxr	yaiw	+
cpxr	ycca	+
cpxr	yebe	+
cpxr	ygau	+
cpxr	yidq	+
cpxr	yqae	+
cpxr	yqja	+
creb	cred	+
creb	male	-
creb	malf	-
creb	malg	-
creb	tala	+
csgd	csga	+
csgd	csgb	+
csgd	csgc	+
csgd	csge	+
csgd	csgf	+
csgd	csgg	+
csgd	flgm	-
csgd	flgn	-
csgd	flia	-
csgd	flie	-
csgd	flif	-
csgd	flig	-
csgd	flih	-
csgd	flii	-
csgd	flij	-
csgd	flik	-
csgd	nlpa	+
csgd	pepd	-
csgd	wrba	+
csgd	yccj	+
csgd	ycct	+
csgd	yhbs	-
csgd	yhbt	-
csir	gabd	-
csir	gabp	-
csir	gabt	-
cspa	gyra	+
cuer	copa	+
cuer	cueo	+
cuer	moaa	-
cuer	moab	-
cuer	moac	-
cuer	moad	-
cuer	moae	-
cusr	cusa	+
cusr	cusb	+
cusr	cusc	+
cusr	cusf	+
cusr	cuss	+
cusr	cyoa	+
cusr	cyob	+
cusr	cyoc	+
cusr	cyod	+
cusr	cyoe	+
cusr	yedx	+
cynr	cyns	+
cynr	cynt	+
cynr	cynx	+
cysb	cysa	+
cysb	cysc	+
cysb	cysd	+
cysb	cysh	+
cysb	cysi	+
cysb	cysj	+
cysb	cysk	+
cysb	cysm	+
cysb	cysn	+
cysb	cysp	+
cysb	cysu	+
cysb	cysw	+
cysb	hslj	-
cysb	ssua	-
cysb	ssub	-
cysb	ssuc	-
cysb	ssud	-
cysb	ssue	-
cysb	taua	+
cysb	taub	+
cysb	tauc	+
cysb	taud	+
cysb	ybdn	+
cysb	yciw	+
cysb	yfbr	+
cysb	ygeh	+
cysb	yoac	+
cytr	cdd	-
cytr	deoa	-
cytr	deob	-
cytr	deoc	-
cytr	deod	-
cytr	nupc	-
cytr	nupg	-
cytr	ppia	-
cytr	rpoh	-
cytr	tsx	-
cytr	udp	-
cytr	ycdz	-
dcur	dcta	+
dcur	dcub	+
dcur	frda	+
dcur	frdb	+
dcur	frdc	+
dcur	frdd	+
dcur	fumb	+
deor	deoa	-
deor	deob	-
deor	deoc	-
deor	deod	-
deor	nupg	-
deor	tsx	-
dhar	dhak	+
dhar	dhal	+
dica	dicb	-
dica	dicc	-
dica	intq	-
dica	ydfd	-
dica	ydfe	-
dica	ydfw	-
dica	ydfx	-
dnaa	alda	-
dnaa	dnan	+-
dnaa	guaa	-
dnaa	guab	-
dnaa	nrda	+
dnaa	nrdb	+
dnaa	pola	+
dnaa	recf	+-
dnaa	rpoh	-
dnaa	yfae	+
dsdc	dsda	+
dsdc	dsdx	+
ebgr	ebga	-
ebgr	ebgc	-
envr	acra	-
envr	acrb	-
envy	ompc	+
envy	ompf	+
evga	acrd	+
evga	emrk	+
evga	emry	+
evga	evgs	+
evga	frc	+
evga	mdte	+
evga	mdtf	+
evga	oxc	+
evga	ydep	+
evga	yegr	+
evga	yfde	+
evga	yfdv	+
evga	yfdx	+
exur	exut	-
exur	uxaa	-
exur	uxab	-
exur	uxac	-
exur	uxua	-
exur	uxub	-
fnr	acee	+-
fnr	acef	+-
fnr	acka	+
fnr	acna	-
fnr	acre	+
fnr	acrf	+
fnr	adhe	+
fnr	aer	+
fnr	alda	-
fnr	amtb	+-
fnr	ansb	+
fnr	aspa	+
fnr	aspc	+-
fnr	bcsb	+
fnr	bcsz	+
fnr	caia	+
fnr	caib	+
fnr	caic	+
fnr	caid	+
fnr	caie	+
fnr	cait	+
fnr	ccma	+
fnr	ccmb	+
fnr	ccmc	+
fnr	ccmd	+
fnr	ccme	+
fnr	ccmf	+
fnr	ccmg	+
fnr	ccmh	+
fnr	cheb	+
fnr	cher	+
fnr	chey	+
fnr	chez	+
fnr	citc	-
fnr	citd	-
fnr	cite	-
fnr	citf	-
fnr	citg	-
fnr	citx	-
fnr	cyda	+
fnr	cydb	+
fnr	cydc	+
fnr	cydd	+
fnr	cyoa	-
fnr	cyob	-
fnr	cyoc	-
fnr	cyod	-
fnr	cyoe	-
fnr	cysg	+
fnr	dcua	+
fnr	dcub	+
fnr	dcuc	+
fnr	dcus	+
fnr	dmsa	+
fnr	dmsb	+
fnr	dmsc	+
fnr	dmsd	+
fnr	dppa	-
fnr	dppb	-
fnr	dppc	-
fnr	dppd	-
fnr	dppf	-
fnr	emrk	+
fnr	emry	+
fnr	entf	+
fnr	fdhf	+
fnr	fdng	+
fnr	fdnh	+
fnr	fdni	+
fnr	feoa	+
fnr	feob	+
fnr	fepe	+
fnr	fes	+
fnr	fixa	+
fnr	fixb	+
fnr	fixc	+
fnr	fixx	+
fnr	foca	+
fnr	focb	-
fnr	frda	+
fnr	frdb	+
fnr	frdc	+
fnr	frdd	+
fnr	fuma	-
fnr	fumb	+
fnr	fumc	-
fnr	gada	-
fnr	gark	+
fnr	garl	+
fnr	garp	+
fnr	garr	+
fnr	gcvh	+
fnr	gcvp	+
fnr	gcvt	+
fnr	gdha	+
fnr	glnd	+-
fnr	glnk	+-
fnr	glpa	+
fnr	glpb	+
fnr	glpc	+
fnr	glpq	+
fnr	glpt	+
fnr	gltb	-
fnr	gltd	-
fnr	gltf	-
fnr	gnd	-
fnr	hcp	+
fnr	hcr	+
fnr	hema	-
fnr	hlye	+
fnr	hmp	-
fnr	hyfa	-
fnr	hyfb	-
fnr	hyfc	-
fnr	hyfd	-
fnr	hyfe	-
fnr	hyff	-
fnr	hyfg	-
fnr	hyfh	-
fnr	hyfi	-
fnr	hyfj	-
fnr	hypb	+
fnr	hypc	+
fnr	hypd	+
fnr	hype	+
fnr	katg	+
fnr	lpd	+-
fnr	malp	+
fnr	malq	+
fnr	moaa	+
fnr	moab	+
fnr	moac	+
fnr	moad	+
fnr	moae	+
fnr	moea	-
fnr	moeb	-
fnr	napa	+
fnr	napb	+
fnr	napc	+
fnr	napd	+
fnr	napf	+
fnr	napg	+
fnr	naph	+
fnr	narg	+
fnr	narh	+
fnr	nari	+
fnr	narj	+
fnr	nark	+
fnr	narx	-
fnr	ndh	-
fnr	nika	+
fnr	nikb	+
fnr	nikc	+
fnr	nikd	+
fnr	nike	+
fnr	nirb	+
fnr	nirc	+
fnr	nird	+
fnr	norv	-
fnr	norw	-
fnr	nrdd	+
fnr	nrdg	+
fnr	nrfa	+
fnr	nrfb	+
fnr	nrfc	+
fnr	nrfd	+
fnr	nrfe	+
fnr	nrff	+
fnr	nrfg	+
fnr	nuoa	-
fnr	nuob	-
fnr	nuoc	-
fnr	nuoe	-
fnr	nuof	-
fnr	nuog	-
fnr	nuoh	-
fnr	nuoi	-
fnr	nuoj	-
fnr	nuok	-
fnr	nuol	-
fnr	nuom	-
fnr	nuon	-
fnr	ompw	+
fnr	ompx	-
fnr	pept	+
fnr	pflb	+
fnr	phem	-
fnr	phou	+
fnr	pita	+
fnr	prfa	-
fnr	prmc	-
fnr	psta	+
fnr	pstb	+
fnr	pstc	+
fnr	psts	+
fnr	purm	-
fnr	purn	-
fnr	puua	-
fnr	puup	-
fnr	rimm	-
fnr	rnpb	+
fnr	rplb	+
fnr	rplc	+
fnr	rpld	+
fnr	rplm	-
fnr	rplp	+
fnr	rpls	-
fnr	rplt	-
fnr	rplv	+
fnr	rplw	+
fnr	rpmc	+
fnr	rpsc	+
fnr	rpsi	-
fnr	rpsj	+
fnr	rpsp	-
fnr	rpsq	+
fnr	rpss	+
fnr	sdha	-
fnr	sdhb	-
fnr	sdhc	-
fnr	sdhd	-
fnr	soda	-
fnr	ssua	+
fnr	ssub	+
fnr	ssuc	+
fnr	ssud	+
fnr	ssue	+
fnr	suca	-
fnr	sucb	-
fnr	succ	-
fnr	sucd	-
fnr	tap	+
fnr	tar	+
fnr	tdcb	+
fnr	tdcc	+
fnr	tdcd	+
fnr	tdce	+
fnr	tdcf	+
fnr	tdcg	+
fnr	tpx	-
fnr	trmd	-
fnr	ubia	-
fnr	ubic	-
fnr	upp	+
fnr	uraa	+
fnr	uxaa	+
fnr	uxac	+
fnr	xdha	+
fnr	xdhb	+
fnr	xdhc	+
fnr	ybdn	+
fnr	ybdz	+
fnr	ydej	+
fnr	ydht	+
fnr	ydhu	+
fnr	ydhv	+
fnr	ydhw	+
fnr	ydhx	+
fnr	ydhy	+
fnr	yecr	+
fnr	ygba	-
fnr	yhja	+
fnr	ynfe	+
fnr	ynff	+
fnr	ynfg	+
fnr	ynfh	+
fnr	ysga	-
fnr	ytfe	-
fnr	zwf	-
fabr	faba	-
fabr	fabb	-
fadr	acca	+
fadr	accc	+
fadr	accd	+
fadr	faba	+
fadr	fabb	+
fadr	fabd	+
fadr	fabg	+
fadr	fabh	+
fadr	fabi	+
fadr	fada	-
fadr	fadb	-
fadr	fadd	-
fadr	fade	-
fadr	fadh	-
fadr	fadl	-
fadr	uspa	-
fear	feab	+
fear	tyna	+
fhla	fdhf	+
fhla	focb	+
fhla	hyca	+
fhla	hycb	+
fhla	hycc	+
fhla	hycd	+
fhla	hyce	+
fhla	hycf	+
fhla	hycg	+
fhla	hych	+
fhla	hyci	+
fhla	hydn	+
fhla	hyfa	+
fhla	hyfb	+
fhla	hyfc	+
fhla	hyfd	+
fhla	hyfe	+
fhla	hyff	+
fhla	hyfg	+
fhla	hyfh	+
fhla	hyfi	+
fhla	hyfj	+
fhla	hypa	+
fhla	hypb	+
fhla	hypc	+
fhla	hypd	+
fhla	hype	+
fhla	hypf	+
fis	acnb	-
fis	acs	-
fis	actp	-
fis	adhe	+
fis	aldb	-
fis	ansb	-
fis	apag	+
fis	apah	+
fis	argu	+
fis	argw	+
fis	argx	+
fis	bglb	-
fis	bglf	-
fis	bglg	-
fis	cara	+
fis	carb	+
fis	cbpa	-
fis	cbpm	-
fis	cspi	-
fis	cysg	-
fis	deoa	+
fis	deob	+
fis	deoc	+
fis	deod	+
fis	dmsa	-
fis	dmsb	-
fis	dmsc	-
fis	dps	-
fis	dusb	-
fis	fada	+
fis	fadb	+
fis	flxa	+
fis	fumb	-
fis	gada	-
fis	gadb	-
