name,__glayCluster,,
zwf,0,,
zur,132,,
zras,37,,
zrar,37,,
zrap,37,,
znuc,132,,
znub,132,,
znua,132,,
zntr,131,,
znta,131,,
ytfe,114,,
ysga,4,,
yrbl,10,,
yqji,47,,
yqjh,47,,
yqja,38,,
yqhd,130,,
yqhc,130,,
yqae,38,,
ypdb,129,,
yoji,48,,
yoeb,68,,
yoag,114,,
yoac,41,,
ynfk,13,,
ynfh,45,,
ynfg,45,,
ynff,45,,
ynfe,45,,
ynce,0,,
ykgo,132,,
ykgm,132,,
yjjz,20,,
yjjq,52,,
yjiy,128,,
yjhc,113,,
yjhb,113,,
yjch,18,,
yiis,75,,
yidq,38,,
yiao,36,,
yian,36,,
yiam,36,,
yial,36,,
yiak,36,,
yiaj,36,,
yhjx,129,,
yhjc,59,,
yhja,33,,
yhid,66,,
yhhy,20,,
yhfa,13,,
yhch,113,,
yhbt,11,,
yhbs,11,,
ygic,0,,
ygib,1,,
ygia,60,,
ygeh,41,,
ygea,76,,
ygba,4,,
ygau,38,,
ygac,20,,
yfir,52,,
yfib,52,,
yfdx,42,,
yfdv,42,,
yfde,42,,
yfbr,41,,
yfae,8,,
yeiw,13,,
yeip,13,,
yeil,4,,
yeib,54,,
yeht,128,,
yegr,42,,
yegh,59,,
yefm,68,,
yedx,67,,
yedw,67,,
yecr,4,,
yebg,53,,
yebe,38,,
year,114,,
ydjm,53,,
ydiv,64,,
ydiu,107,,
ydhy,114,,
ydhx,45,,
ydhw,114,,
ydhv,114,,
ydhu,114,,
ydht,114,,
ydfx,101,,
ydfw,101,,
ydfh,59,,
ydfe,101,,
ydfd,101,,
ydep,124,,
ydeo,75,,
yden,76,,
ydem,76,,
ydej,4,,
ydea,3,,
ydcv,56,,
ydcu,56,,
ydct,56,,
ydcs,56,,
ydbk,1,,
yciw,41,,
ychh,13,,
ychf,33,,
ycdz,15,,
ycct,11,,
yccj,11,,
ycca,38,,
ybjn,0,,
ybjg,60,,
ybjc,1,,
ybit,9,,
ybhl,52,,
ybfn,32,,
ybfe,53,,
ybdz,20,,
ybdn,41,,
ybby,74,,
ybbw,74,,
ybat,2,,
ybas,2,,
ybao,0,,
yaiw,38,,
yaia,123,,
yafq,53,,
yafp,53,,
yafo,53,,
yafn,53,,
yaeq,13,,
yaep,13,,
xylr,7,,
xylh,7,,
xylg,7,,
xylf,7,,
xylb,7,,
xyla,7,,
xsea,13,,
xdhc,4,,
xdhb,4,,
xdha,4,,
xapr,127,,
xapb,127,,
xapa,127,,
wrba,11,,
valy,18,,
valx,18,,
valu,18,,
valt,18,,
uxur,125,,
uxub,125,,
uxua,125,,
uxac,125,,
uxab,125,,
uxaa,125,,
uvry,124,,
uvrd,53,,
uvrc,53,,
uvrb,53,,
uvra,53,,
uspe,2,,
uspa,69,,
uraa,4,,
upp,4,,
ung,38,,
umud,53,,
umuc,53,,
ular,126,,
ulag,126,,
ulaf,126,,
ulae,126,,
ulad,126,,
ulac,126,,
ulab,126,,
ulaa,126,,
uidr,125,,
uidc,125,,
uidb,125,,
uida,125,,
uhpt,124,,
uhpa,124,,
ugpq,59,,
ugpe,59,,
ugpc,59,,
ugpb,59,,
ugpa,59,,
udp,15,,
ubix,118,,
ubig,13,,
ubic,45,,
ubia,3,,
tyrv,18,,
tyru,18,,
tyrt,18,,
tyrr,123,,
tyrp,123,,
tyrb,123,,
tyra,123,,
tyna,17,,
tufb,18,,
tsx,15,,
tsr,38,,
trxc,33,,
trxa,13,,
trub,93,,
trpr,123,,
trpl,123,,
trpe,123,,
trpd,123,,
trpc,123,,
trpb,123,,
trpa,123,,
trmd,4,,
trma,18,,
trg,18,,
trer,62,,
trec,62,,
treb,62,,
tpx,3,,
tpr,18,,
torr,66,,
tord,66,,
torc,66,,
tora,66,,
topa,18,,
tonb,20,,
tolc,0,,
tnac,66,,
tnab,66,,
tnaa,66,,
tktb,59,,
thrw,18,,
thrv,48,,
thru,18,,
thrt,18,,
thiq,121,,
thip,121,,
tfaq,20,,
tdh,48,,
tdcr,65,,
tdcg,65,,
tdcf,65,,
tdce,65,,
tdcd,65,,
tdcc,65,,
tdcb,65,,
tdca,65,,
tbpa,121,,
taud,41,,
tauc,41,,
taub,41,,
taua,41,,
tar,4,,
tap,4,,
tam,26,,
tala,28,,
sula,53,,
sufs,33,,
sufe,33,,
sufd,33,,
sufc,33,,
sufb,33,,
sufa,33,,
sucd,4,,
succ,20,,
sucb,13,,
suca,20,,
stpa,51,,
ssue,41,,
ssud,41,,
ssuc,41,,
ssub,41,,
ssua,41,,
ssrs,51,,
ssb,53,,
srlr,22,,
srle,22,,
srld,22,,
srlb,22,,
srla,22,,
sra,57,,
spy,38,,
spf,13,,
spec,13,,
speb,118,,
spea,118,,
soxs,1,,
soxr,80,,
sohb,13,,
sodb,13,,
soda,0,,
slyb,60,,
slya,122,,
slt,38,,
slp,44,,
sgrs,121,,
sgrr,121,,
sgbu,36,,
sgbh,36,,
sgbe,36,,
sfsa,13,,
seta,121,,
serx,18,,
sert,18,,
serc,48,,
sera,56,,
secb,13,,
sdia,64,,
sdhd,13,,
sdhc,20,,
sdhb,13,,
sdha,20,,
sdaa,48,,
sbmc,53,,
sbma,38,,
sbcd,59,,
sbcc,59,,
ryhb,20,,
ryba,110,,
ruvb,53,,
ruva,53,,
rtcr,120,,
rtcb,120,,
rtca,120,,
rstb,60,,
rsta,61,,
rsec,38,,
rseb,38,,
rsea,38,,
rrsh,48,,
rrsg,48,,
rrse,48,,
rrsd,48,,
rrsc,48,,
rrsb,48,,
rrsa,48,,
rrlh,48,,
rrlg,48,,
rrle,48,,
rrld,48,,
rrlc,48,,
rrlb,48,,
rrla,48,,
rrfh,48,,
rrfg,48,,
rrff,48,,
rrfe,48,,
rrfd,48,,
rrfc,48,,
rrfb,48,,
rrfa,48,,
rpsu,53,,
rpss,3,,
rpsr,13,,
rpsq,4,,
rpsp,4,,
rpso,93,,
rpsj,3,,
rpsi,4,,
rpsf,13,,
rpsc,4,,
rpra,115,,
rpos,2,,
rpoh,15,,
rpoe,38,,
rpod,53,,
rpmc,3,,
rpma,10,,
rplw,4,,
rplv,3,,
rplu,10,,
rplt,4,,
rpls,4,,
rplp,4,,
rplm,4,,
rpli,13,,
rpld,3,,
rplc,4,,
rplb,3,,
rof,13,,
rob,0,,
rnpb,97,,
rmf,13,,
rimm,4,,
rimk,0,,
riba,1,,
rhat,35,,
rhas,35,,
rhar,35,,
rhad,35,,
rhab,35,,
rhaa,35,,
rele,63,,
relb,63,,
rela,50,,
recx,53,,
recn,53,,
recf,8,,
recd,53,,
recb,53,,
reca,53,,
rcsb,115,,
rcsa,5,,
rbsr,34,,
rbsk,34,,
rbsd,34,,
rbsc,34,,
rbsb,34,,
rbsa,34,,
rbfa,93,,
rara,115,,
quea,18,,
qsec,12,,
qseb,12,,
pyrd,118,,
pyrc,118,,
puur,6,,
puup,6,,
puue,6,,
puud,6,,
puuc,6,,
puub,6,,
puua,6,,
putp,10,,
puta,10,,
purr,118,,
purn,118,,
purm,118,,
purl,118,,
purk,118,,
purh,34,,
purf,118,,
pure,118,,
purd,34,,
purc,118,,
purb,118,,
pura,5,,
ptsi,32,,
ptsh,32,,
ptsg,1,,
psts,59,,
pstc,59,,
pstb,59,,
psta,59,,
pspf,119,,
pspe,119,,
pspd,119,,
pspc,119,,
pspb,119,,
pspa,119,,
psif,59,,
psd,38,,
prpr,9,,
prpe,9,,
prpd,9,,
prpc,9,,
prpb,9,,
prop,18,,
prom,18,,
prol,18,,
prok,18,,
prmc,4,,
prib,13,,
prfa,3,,
pqib,1,,
pqia,1,,
ppid,38,,
ppia,15,,
ppdd,13,,
poxb,1,,
polb,53,,
pola,8,,
pnuc,112,,
pnp,93,,
pncb,112,,
pitb,59,,
pita,4,,
phr,53,,
phou,59,,
phor,59,,
phoq,60,,
phop,60,,
phoh,59,,
phoe,59,,
phob,59,,
phoa,59,,
phnp,59,,
phno,59,,
phnn,59,,
phnm,59,,
phnl,59,,
phnk,59,,
phnj,59,,
phni,59,,
phnh,59,,
phng,59,,
phnf,59,,
phne_2,59,,
phne_1,59,,
phnd,59,,
phnc,59,,
phev,18,,
pheu,18,,
phem,4,,
pgk,13,,
pgi,1,,
pflb,13,,
pept,4,,
pepd,11,,
pepa,118,,
pdxa,18,,
pdhr,58,,
pck,13,,
paay,117,,
paax,117,,
paak,117,,
paaj,117,,
paai,117,,
paah,117,,
paag,117,,
paaf,117,,
paae,117,,
paad,117,,
paac,117,,
paab,117,,
paaa,117,,
oxys,33,,
oxyr,33,,
oxc,42,,
osmy,39,,
osme,18,,
osmc,115,,
osmb,115,,
oppf,55,,
oppd,55,,
oppc,55,,
oppb,55,,
oppa,55,,
ompx,4,,
ompw,4,,
ompt,60,,
ompr,57,,
ompn,1,,
ompf,52,,
ompc,52,,
ompa,13,,
ogt,45,,
nusa,93,,
nupg,15,,
nupc,56,,
nuon,92,,
nuom,91,,
nuol,90,,
nuok,89,,
nuoj,88,,
nuoi,87,,
nuoh,86,,
nuog,85,,
nuof,84,,
nuoe,83,,
nuoc,3,,
nuob,4,,
nuoa,45,,
nrfg,114,,
nrff,114,,
nrfe,114,,
nrfd,114,,
nrfc,114,,
nrfb,114,,
nrfa,114,,
nrdi,107,,
nrdh,107,,
nrdg,4,,
nrdf,107,,
nrde,107,,
nrdd,4,,
nrdb,8,,
nrda,8,,
norw,116,,
norv,116,,
norr,116,,
noha,20,,
nmpc,111,,
nlpe,13,,
nlpa,11,,
nird,45,,
nirc,114,,
nirb,114,,
nikr,46,,
nike,46,,
nikd,46,,
nikc,46,,
nikb,46,,
nika,46,,
nhar,115,,
nhaa,115,,
nfsa,0,,
nfo,0,,
ndh,58,,
narx,55,,
narq,13,,
narp,114,,
narl,45,,
nark,45,,
narj,61,,
nari,61,,
narh,61,,
narg,61,,
naph,107,,
napg,107,,
napf,107,,
napd,107,,
napc,107,,
napb,107,,
napa,107,,
nant,113,,
nanr,113,,
nank,113,,
nane,113,,
nana,113,,
nage,32,,
nagc,32,,
nagb,32,,
naga,60,,
nadr,112,,
nadc,13,,
nadb,112,,
nada,112,,
nac,56,,
murp,13,,
muri,2,,
murg,58,,
murf,58,,
mure,58,,
murd,58,,
murc,58,,
mtr,123,,
mtlr,31,,
mtld,31,,
mtla,31,,
msra,18,,
mraz,58,,
mray,58,,
mpra,111,,
mpl,13,,
motb,38,,
mota,38,,
moeb,3,,
moea,45,,
mode,55,,
modc,55,,
modb,55,,
moda,55,,
moae,98,,
moad,98,,
moac,98,,
moab,98,,
moaa,98,,
mntr,110,,
mnth,110,,
mngr,109,,
mngb,109,,
mnga,109,,
mlra,10,,
mipa,59,,
mioc,56,,
micf,57,,
mhpr,30,,
mhpf,30,,
mhpe,30,,
mhpd,30,,
mhpc,30,,
mhpb,30,,
mhpa,30,,
mgta,60,,
mglc,49,,
mglb,49,,
mgla,49,,
mety,93,,
metu,18,,
mett,18,,
metr,54,,
metq,54,,
metn,54,,
metl,54,,
metk,54,,
metj,54,,
meti,54,,
meth,54,,
metf,54,,
mete,54,,
metc,54,,
metb,54,,
meta,54,,
melr,29,,
melb,29,,
mela,29,,
mdtf,39,,
mdte,42,,
mdtd,38,,
mdtc,38,,
mdtb,38,,
mdta,38,,
mdh,3,,
mazg,18,,
marr,70,,
marb,70,,
mara,0,,
manz,32,,
many,32,,
manx,32,,
mana,13,,
malz,28,,
maly,27,,
malx,27,,
malt,28,,
mals,28,,
malq,28,,
malp,28,,
malm,28,,
malk,28,,
mali,27,,
malg,28,,
malf,28,,
male,28,,
lyxk,36,,
lysw,18,,
lysv,18,,
lysu,48,,
lyst,18,,
lysr,8,,
lysp,8,,
lysc,8,,
lysa,8,,
lsrr,26,,
lsrk,26,,
lsrg,26,,
lsrf,26,,
lsrd,26,,
lsrc,26,,
lsrb,26,,
lsra,26,,
lrp,48,,
lrha,12,,
lpxd,5,,
lpxc,58,,
lpxa,5,,
lpd,58,,
lon,2,,
lola,115,,
lldr,82,,
lldp,82,,
lldd,82,,
livm,48,,
livk,48,,
livj,48,,
livh,48,,
livg,48,,
livf,48,,
lexa,53,,
leux,18,,
leuw,18,,
leuv,18,,
leut,18,,
leuq,18,,
leup,18,,
leuo,51,,
leul,51,,
leud,51,,
leuc,51,,
leub,51,,
leua,51,,
lamb,28,,
lacz,25,,
lacy,25,,
laci,25,,
laca,25,,
kdpf,108,,
kdpe,108,,
kdpc,108,,
kdpb,108,,
kdpa,108,,
kdgr,24,,
kbl,48,,
kbaz,73,,
kbay,73,,
katg,33,,
kate,20,,
ivbl,13,,
isrc,33,,
iscu,107,,
iscs,107,,
iscr,107,,
isca,107,,
intq,101,,
insk,53,,
infb,93,,
inaa,0,,
ilvy,106,,
ilvn,13,,
ilvm,48,,
ilvl,48,,
ilvi,48,,
ilvh,48,,
ilve,48,,
ilvd,48,,
ilvc,106,,
ilvb,13,,
ilva,48,,
ilev,48,,
ileu,48,,
ilet,48,,
idnt,24,,
idnr,24,,
idno,24,,
idnk,24,,
idnd,24,,
iclr,77,,
icd,3,,
hypf,43,,
hype,43,,
hypd,43,,
hypc,43,,
hypb,43,,
hypa,43,,
hyi,74,,
hyfr,23,,
hyfj,23,,
hyfi,43,,
hyfh,23,,
hyfg,23,,
hyff,23,,
hyfe,23,,
hyfd,23,,
hyfc,23,,
hyfb,23,,
hyfa,23,,
hydn,43,,
hyci,43,,
hych,43,,
hycg,43,,
hycf,43,,
hyce,43,,
hycd,43,,
hycc,43,,
hycb,43,,
hyca,43,,
hybo,45,,
hybg,45,,
hybf,45,,
hybe,45,,
hybd,45,,
hybc,45,,
hybb,45,,
hyba,45,,
hyaf,75,,
hyae,75,,
hyad,75,,
hyac,75,,
hyab,75,,
hyaa,75,,
hupb,18,,
hupa,18,,
htpg,9,,
hslj,41,,
hpt,13,,
hoke,53,,
hokd,63,,
hofc,13,,
hofb,13,,
hns,40,,
hmp,54,,
hlye,122,,
hisr,18,,
hisq,93,,
hisp,93,,
hism,93,,
hisj,93,,
hipb,50,,
hipa,50,,
hha,10,,
hfq,13,,
hflx,13,,
hflk,13,,
hfld,118,,
hflc,13,,
heml,60,,
hemh,33,,
hema,3,,
hdfr,72,,
hded,2,,
hdeb,115,,
hdea,44,,
hcr,33,,
hcp,33,,
hcar,105,,
hcaf,105,,
hcae,105,,
hcad,105,,
hcac,105,,
hcab,105,,
gyrb,18,,
gyra,40,,
gutq,22,,
gutm,22,,
gudx,97,,
gudp,97,,
gudd,97,,
guab,8,,
guaa,8,,
gspo,20,,
gspm,20,,
gspl,20,,
gspk,20,,
gspj,20,,
gspi,20,,
gsph,20,,
gspg,20,,
gspf,20,,
gspe,20,,
gspd,20,,
gspc,20,,
grxa,33,,
grpe,13,,
gpsa,13,,
gpma,20,,
gor,33,,
gntx,24,,
gntu,24,,
gntt,24,,
gntr,24,,
gntp,125,,
gntk,24,,
gnd,5,,
glyu,18,,
glyt,18,,
glya,54,,
glxr,74,,
glxk,74,,
gltx,18,,
gltw,48,,
gltv,48,,
gltu,18,,
gltt,18,,
gltf,72,,
gltd,72,,
gltb,72,,
glta,3,,
glpx,21,,
glpt,21,,
glpr,21,,
glpq,21,,
glpk,21,,
glpg,13,,
glpf,21,,
glpe,13,,
glpd,21,,
glpc,21,,
glpb,21,,
glpa,21,,
glnx,18,,
glnw,18,,
glnv,18,,
glnu,18,,
glnq,18,,
glnl,18,,
glnk,2,,
glng,18,,
glnd,20,,
glnb,118,,
glna,18,,
glmu,32,,
glms,32,,
glgx,60,,
glgs,13,,
glgp,60,,
glgc,60,,
glgb,60,,
glga,60,,
glcg,81,,
glcf,81,,
glce,81,,
glcd,81,,
glcc,81,,
glcb,81,,
gdha,56,,
gcvt,104,,
gcvp,104,,
gcvh,104,,
gcvb,104,,
gcva,104,,
gcl,74,,
gcd,13,,
gatz,3,,
gaty,3,,
gatd,3,,
gatc,3,,
gatb,3,,
gata,3,,
garr,97,,
garp,97,,
garl,97,,
gark,97,,
gard,97,,
gapa,13,,
galt,49,,
gals,49,,
galr,49,,
galp,49,,
galm,49,,
galk,49,,
gale,49,,
gady,115,,
gadx,2,,
gadw,44,,
gade,5,,
gadc,44,,
gadb,72,,
gada,72,,
gabt,56,,
gabp,56,,
gabd,56,,
fur,20,,
fumc,80,,
fumb,16,,
fuma,3,,
fucu,19,,
fucr,19,,
fucp,19,,
fuco,19,,
fuck,19,,
fuci,19,,
fuca,19,,
ftsz,64,,
ftsw,58,,
ftsq,64,,
ftsl,58,,
ftsk,53,,
ftsi,58,,
ftsa,64,,
frdd,16,,
frdc,16,,
frdb,16,,
frda,16,,
frc,42,,
fpr,0,,
fole,54,,
fola,123,,
focb,23,,
foca,45,,
fnr,4,,
flxa,18,,
flu,33,,
fliz,39,,
flik,11,,
flij,11,,
flii,11,,
flih,11,,
flig,11,,
flif,11,,
flie,11,,
flic,5,,
flia,11,,
flhd,12,,
flhc,12,,
flgn,11,,
flgm,11,,
fldb,1,,
flda,1,,
fixx,14,,
fixc,14,,
fixb,14,,
fixa,14,,
fiu,20,,
fis,18,,
fimi,48,,
fimh,48,,
fimg,48,,
fimf,48,,
fime,12,,
fimd,48,,
fimc,48,,
fimb,10,,
fima,48,,
fhuf,33,,
fhue,20,,
fhud,20,,
fhuc,20,,
fhub,20,,
fhua,20,,
fhla,43,,
fes,20,,
fepg,20,,
fepe,20,,
fepd,20,,
fepc,20,,
fepb,20,,
fepa,20,,
feob,32,,
feoa,32,,
fecr,20,,
feci,20,,
fece,58,,
fecd,58,,
fecc,58,,
fecb,58,,
feca,58,,
fear,17,,
feab,17,,
fdni,114,,
fdnh,114,,
fdng,114,,
fdhf,43,,
fbaa,13,,
fadr,69,,
fadl,57,,
fadh,50,,
fade,69,,
fadd,69,,
fadb,69,,
fada,69,,
fabz,5,,
fabr,69,,
fabi,69,,
fabh,69,,
fabg,69,,
fabd,69,,
fabb,69,,
faba,69,,
exut,125,,
exur,125,,
exbd,20,,
exbb,20,,
evgs,42,,
evga,42,,
epd,13,,
envz,13,,
envy,52,,
envr,111,,
entf,4,,
ente,20,,
entd,20,,
entc,20,,
entb,20,,
enta,20,,
emry,42,,
emrk,42,,
emrb,111,,
emra,111,,
edd,24,,
eda,24,,
ecnb,57,,
