G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.8572682	0.7960451	0.5147144	0.9999877	0.7583728	0.1586370	0.9839673	0.2086115	0.9879639	0.9638786
0.6947906	0.8455836	0.4755635	0.9959982	0.8466646	0.2078856	0.9734751	0.2387786	0.9991417	0.8706327
0.9621771	0.6648575	0.2494224	0.9996161	0.5251984	0.0510288	0.7672236	0.0633496	0.9957348	0.9836116
0.8074153	0.9821308	0.7576157	0.9091478	0.8638697	0.1644840	0.9966066	0.4183109	0.9998629	0.9981993
0.3885678	0.9258243	0.8231198	0.9091422	0.9150501	0.1850403	0.9697113	0.4518432	0.9997984	0.9727187
0.8559038	0.9279707	0.5825042	0.9999939	0.8787107	0.0732821	0.9873877	0.4489029	0.9881611	0.8828066
0.6521584	0.9998192	0.9269336	0.9091489	0.9638696	0.6311279	0.9973203	0.4320999	0.9998898	0.9034247
0.8753356	0.9323732	0.5245723	0.9104734	0.8302456	0.6165941	0.9826977	0.2499372	0.9880119	0.9414868
0.8518762	0.8611315	0.5970292	0.9999923	0.8061244	0.2267384	0.9926812	0.4396926	0.9881932	0.9142990
0.8492163	0.9414278	0.6033704	0.9999932	0.8091219	0.5677392	0.9885875	0.4552894	0.9882020	0.9165409
