G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.9997585	0.0000010	0.9999995	0.5957180	0.0000064	0.9999982	1.0000000	0.5769888	0.9999972	1.0000000
0.9993957	0.0000031	0.9999974	0.9929245	1.0000000	0.9999934	0.3237381	0.9999059	0.7059320	0.0000015
0.0891700	1.0000000	0.9999992	0.2772498	0.0000064	0.9997078	1.0000000	0.9999396	0.9999973	0.0000005
