"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10

0	0.0368202	0.1420554	0.0480791	0.1253818	0.8474865	0.3014768	0.3271452	1.0000000	0.6019109	0.0113544
50	0.0249400	0.0323368	0.0465201	0.1030223	0.7470056	0.2467695	0.2720280	1.0000000	0.5985985	0.0091112
100	0.0116300	0.0428636	0.0455615	0.0648332	0.3406059	0.1655845	0.1553841	1.0000000	0.5914263	0.0062535
150	0.0071260	0.0915181	0.0454831	0.0578231	0.1273413	0.1429502	0.0718044	1.0000000	0.5874851	0.0054106
200	0.0094712	0.1056655	0.0458650	0.0757549	0.0574738	0.1710776	0.0519283	1.0000000	0.5868629	0.0057854
250	0.0121725	0.0818768	0.0460516	0.0860495	0.0596901	0.1926978	0.0620929	1.0000000	0.5877932	0.0061245
300	0.0104399	0.0699701	0.0457958	0.0800891	0.0659916	0.1810757	0.0653540	1.0000000	0.5879371	0.0058598
350	0.0085942	0.0787798	0.0456653	0.0737792	0.0493017	0.1676729	0.0564044	1.0000000	0.5873135	0.0056227
400	0.0086943	0.0876322	0.0457299	0.0754437	0.0384333	0.1696989	0.0509134	1.0000000	0.5870364	0.0056616
450	0.0096535	0.0850871	0.0458215	0.0792908	0.0402095	0.1773935	0.0532466	1.0000000	0.5872520	0.0057954
500	0.0097582	0.0798454	0.0458019	0.0793895	0.0456539	0.1780655	0.0562794	1.0000000	0.5874479	0.0057981
550	0.0631908	0.3095288	0.0553453	0.1391467	0.2653997	0.3304546	0.1947573	1.0000000	0.5933938	0.0158830
600	0.1198511	0.1316658	0.0599039	0.1799988	0.7278561	0.4531539	0.4614056	1.0000000	0.6098370	0.0294974
650	0.0709540	0.0947403	0.0498183	0.1426263	0.8952347	0.3600916	0.4792693	1.0000000	0.6112651	0.0258526
700	0.0371606	0.1178106	0.0468687	0.1110786	0.8809085	0.2710122	0.3854560	1.0000000	0.6043888	0.0140215
750	0.0308823	0.1703729	0.0473173	0.1131704	0.7558984	0.2683230	0.2954487	1.0000000	0.6003305	0.0100443
800	0.0439969	0.1604974	0.0493133	0.1324858	0.7915921	0.3193107	0.3148537	1.0000000	0.6016841	0.0120465
850	0.0454732	0.1306101	0.0489126	0.1338566	0.8674127	0.3260943	0.3581475	1.0000000	0.6037391	0.0132231
900	0.0369835	0.1297273	0.0477700	0.1236025	0.8757373	0.2987093	0.3493705	1.0000000	0.6028773	0.0119238
950	0.0334073	0.1456537	0.0476375	0.1204045	0.8366516	0.2881204	0.3199718	1.0000000	0.6014162	0.0107476
1000	0.0367065	0.1501319	0.0482063	0.1254940	0.8261685	0.3009334	0.3159874	1.0000000	0.6014289	0.0111066

0	0.0368202	0.1420554	0.0480791	0.1253818	0.8474865	0.3014768	0.3271452	1.0000000	0.6019109	0.0113544
50	0.3352158	0.0762421	0.0469142	0.5809107	0.7949274	0.2657441	0.2989979	1.0000000	0.5998059	0.0097343
100	0.4376838	0.1184573	0.0460927	0.6980841	0.5469915	0.2168420	0.2192315	1.0000000	0.5953167	0.0074037
150	0.4789580	0.1644218	0.0471952	0.7348456	0.4220694	0.2481422	0.1870867	1.0000000	0.5944497	0.0080681
200	0.4976932	0.1098033	0.0480747	0.7477022	0.5796980	0.2883964	0.2362038	1.0000000	0.5970439	0.0097657
250	0.4981449	0.0880170	0.0466987	0.7457256	0.6300518	0.2517318	0.2429601	1.0000000	0.5965906	0.0085966
300	0.4966457	0.1309900	0.0462834	0.7434779	0.4768462	0.2239125	0.1966829	1.0000000	0.5942964	0.0073391
350	0.5008569	0.1480378	0.0473798	0.7477898	0.4499014	0.2584048	0.1934502	1.0000000	0.5947636	0.0083817
400	0.5032947	0.1042075	0.0475465	0.7495542	0.5862446	0.2764516	0.2324186	1.0000000	0.5966966	0.0092202
450	0.4995954	0.0992197	0.0465498	0.7457471	0.5833921	0.2432664	0.2259566	1.0000000	0.5957950	0.0081152
500	0.4982012	0.1367666	0.0465026	0.7448123	0.4646151	0.2323449	0.1920732	1.0000000	0.5943328	0.0074972
550	0.2109950	0.2032733	0.0496447	0.3008354	0.5671148	0.3067788	0.2415561	1.0000000	0.5973169	0.0111429
600	0.1197077	0.1350220	0.0509419	0.1921163	0.8003164	0.3600047	0.3649504	1.0000000	0.6040018	0.0155930
650	0.0659477	0.1154332	0.0482442	0.1418206	0.8877634	0.3176527	0.3863968	1.0000000	0.6047514	0.0143356
700	0.0400125	0.1361815	0.0472256	0.1196000	0.8514509	0.2792903	0.3364056	1.0000000	0.6019023	0.0110542
750	0.0365133	0.1585197	0.0478821	0.1221247	0.8002137	0.2891699	0.3040164	1.0000000	0.6007321	0.0105037
800	0.0417133	0.1474980	0.0487162	0.1303550	0.8302957	0.3136736	0.3245129	1.0000000	0.6019675	0.0118110
850	0.0403646	0.1344064	0.0483330	0.1286970	0.8642941	0.3112150	0.3432627	1.0000000	0.6027795	0.0121476
900	0.0359789	0.1372222	0.0478301	0.1234914	0.8591021	0.2971216	0.3342761	1.0000000	0.6021562	0.0113913
950	0.0351355	0.1454453	0.0478961	0.1231713	0.8386185	0.2952647	0.3208047	1.0000000	0.6015449	0.0109908
1000	0.0372174	0.1453849	0.0481974	0.1260531	0.8387915	0.3028786	0.3227178	1.0000000	0.6017408	0.0113095

0	0.0368202	0.1420554	0.0480791	0.1253818	0.8474865	0.3014768	0.3271452	1.0000000	0.6019109	0.0113544
50	0.0368340	0.1419641	0.0480792	0.6172401	0.8733346	0.3015191	0.3272966	1.0000000	0.6019181	0.0113595
100	0.0368124	0.1419508	0.0480759	0.7483228	0.8822165	0.3014419	0.3272964	1.0000000	0.6019169	0.0113567
150	0.0368004	0.1419999	0.0480752	0.7832581	0.8851789	0.3014031	0.3272106	1.0000000	0.6019126	0.0113532
200	0.0368103	0.1420169	0.0480770	0.7925731	0.8861983	0.3014393	0.3271942	1.0000000	0.6019124	0.0113542
250	0.0368190	0.1419924	0.0480777	0.7950572	0.8866061	0.3014682	0.3272395	1.0000000	0.6019148	0.0113563
300	0.0368151	0.1419780	0.0480768	0.7957172	0.8867587	0.3014533	0.3272576	1.0000000	0.6019154	0.0113562
350	0.0368094	0.1419891	0.0480762	0.7958919	0.8867818	0.3014341	0.3272354	1.0000000	0.6019141	0.0113550
400	0.0368105	0.1419994	0.0480766	0.7959394	0.8867772	0.3014388	0.3272209	1.0000000	0.6019136	0.0113548
450	0.0368140	0.1419951	0.0480770	0.7959529	0.8867900	0.3014506	0.3272306	1.0000000	0.6019142	0.0113554
500	0.0368140	0.1419885	0.0480769	0.7959561	0.8868042	0.3014502	0.3272407	1.0000000	0.6019146	0.0113557
550	0.0368121	0.1419896	0.0480766	0.3040916	0.8611522	0.3014434	0.3272372	1.0000000	0.6019144	0.0113553
600	0.0368117	0.1419936	0.0480767	0.1730000	0.8522983	0.3014424	0.3272308	1.0000000	0.6019141	0.0113551
650	0.0368127	0.1419937	0.0480768	0.1380628	0.8492484	0.3014460	0.3272315	1.0000000	0.6019142	0.0113553
700	0.0368131	0.1419915	0.0480768	0.1287513	0.8482025	0.3014473	0.3272353	1.0000000	0.6019143	0.0113554
750	0.0368126	0.1419910	0.0480767	0.1262688	0.8478413	0.3014455	0.3272356	1.0000000	0.6019143	0.0113554
800	0.0368123	0.1419922	0.0480767	0.1256070	0.8477134	0.3014444	0.3272335	1.0000000	0.6019142	0.0113553
850	0.0368125	0.1419927	0.0480768	0.1254311	0.8476690	0.3014452	0.3272330	1.0000000	0.6019142	0.0113553
900	0.0368127	0.1419921	0.0480768	0.1253844	0.8476555	0.3014460	0.3272340	1.0000000	0.6019143	0.0113554
950	0.0368126	0.1419917	0.0480768	0.1253717	0.8476514	0.3014457	0.3272346	1.0000000	0.6019143	0.0113554
1000	0.0368125	0.1419920	0.0480767	0.1253682	0.8476490	0.3014452	0.3272341	1.0000000	0.6019142	0.0113553

0	0.0368202	0.1420554	0.0480791	0.1253818	0.8474865	0.3014768	0.3271452	1.0000000	0.6019109	0.0113544
50	0.0368340	0.1419641	0.0480792	0.1253936	0.8477146	0.3015191	0.5630623	1.0000000	0.6019181	0.3624335
100	0.0368124	0.1419508	0.0480759	0.1253638	0.8477520	0.3014419	0.6337291	1.0000000	0.6019169	0.4184261
150	0.0368004	0.1419999	0.0480752	0.1253514	0.8476301	0.3014031	0.6548312	1.0000000	0.6019126	0.4273541
200	0.0368103	0.1420169	0.0480770	0.1253659	0.8475854	0.3014393	0.6611555	1.0000000	0.6019124	0.4287796
250	0.0368190	0.1419924	0.0480777	0.1253757	0.8476458	0.3014682	0.6630925	1.0000000	0.6019148	0.4290088
300	0.0368151	0.1419780	0.0480768	0.1253694	0.8476827	0.3014533	0.6636805	1.0000000	0.6019154	0.4290449
350	0.0368094	0.1419891	0.0480762	0.1253626	0.8476557	0.3014341	0.6638344	1.0000000	0.6019141	0.4290495
400	0.0368105	0.1419994	0.0480766	0.1253649	0.8476296	0.3014388	0.6638720	1.0000000	0.6019136	0.4290503
450	0.0368140	0.1419951	0.0480770	0.1253692	0.8476398	0.3014506	0.6638942	1.0000000	0.6019142	0.4290511
500	0.0368140	0.1419885	0.0480769	0.1253687	0.8476566	0.3014502	0.6639078	1.0000000	0.6019146	0.4290513
550	0.0368121	0.1419896	0.0480766	0.1253662	0.8476540	0.3014434	0.4281212	1.0000000	0.6019144	0.0779768
600	0.0368117	0.1419936	0.0480767	0.1253660	0.8476441	0.3014424	0.3574612	1.0000000	0.6019141	0.0219811
650	0.0368127	0.1419937	0.0480768	0.1253673	0.8476436	0.3014460	0.3362902	1.0000000	0.6019142	0.0130501
700	0.0368131	0.1419915	0.0480768	0.1253677	0.8476491	0.3014473	0.3299498	1.0000000	0.6019143	0.0116258
750	0.0368126	0.1419910	0.0480767	0.1253670	0.8476505	0.3014455	0.3280490	1.0000000	0.6019143	0.0113985
800	0.0368123	0.1419922	0.0480767	0.1253667	0.8476476	0.3014444	0.3274773	1.0000000	0.6019142	0.0113622
850	0.0368125	0.1419927	0.0480768	0.1253670	0.8476463	0.3014452	0.3273060	1.0000000	0.6019142	0.0113564
900	0.0368127	0.1419921	0.0480768	0.1253673	0.8476477	0.3014460	0.3272559	1.0000000	0.6019143	0.0113555
950	0.0368126	0.1419917	0.0480768	0.1253671	0.8476487	0.3014457	0.3272411	1.0000000	0.6019143	0.0113554
1000	0.0368125	0.1419920	0.0480767	0.1253670	0.8476481	0.3014452	0.3272360	1.0000000	0.6019142	0.0113553

0	0.0368202	0.1420554	0.0480791	0.1253818	0.8474865	0.3014768	0.3271452	1.0000000	0.6019109	0.0113544
50	0.0268822	0.0602485	0.0129270	0.1082675	0.7785813	0.2583780	0.2938618	1.0000000	0.5993496	0.0094753
100	0.0149315	0.0988787	0.0077472	0.0832428	0.4575862	0.1965517	0.1994616	1.0000000	0.5938476	0.0068579
150	0.0175342	0.1611281	0.0079532	0.0956022	0.2691227	0.2185077	0.1478356	1.0000000	0.5920441	0.0070447
200	0.0292421	0.1111455	0.0091074	0.1164822	0.4034571	0.2720963	0.1896241	1.0000000	0.5944950	0.0088687
250	0.0227569	0.0773258	0.0079060	0.1040127	0.5055510	0.2433997	0.2093206	1.0000000	0.5948353	0.0080112
300	0.0153918	0.1098568	0.0073131	0.0892886	0.3578849	0.2063217	0.1680836	1.0000000	0.5925307	0.0067423
350	0.0187354	0.1420656	0.0079680	0.0997761	0.2775960	0.2279097	0.1493908	1.0000000	0.5921870	0.0072121
400	0.0249736	0.1066575	0.0085185	0.1110510	0.3916839	0.2575185	0.1810056	1.0000000	0.5939963	0.0082050
450	0.0202951	0.0888949	0.0077647	0.1012012	0.4401224	0.2347638	0.1892802	1.0000000	0.5939638	0.0075524
500	0.0161288	0.1153883	0.0074695	0.0932674	0.3373204	0.2140159	0.1613937	1.0000000	0.5925159	0.0068393
550	0.0415333	0.2359118	0.0453338	0.1280347	0.4450067	0.3028447	0.2157253	1.0000000	0.5956613	0.0113191
600	0.0726661	0.1368653	0.0523297	0.1556445	0.7656341	0.3858570	0.3840744	1.0000000	0.6050227	0.0182452
650	0.0512306	0.1077235	0.0486084	0.1340378	0.8910824	0.3317686	0.4153448	1.0000000	0.6064958	0.0167987
700	0.0329680	0.1295046	0.0470480	0.1143835	0.8623167	0.2757903	0.3517493	1.0000000	0.6025490	0.0116566
750	0.0322799	0.1629551	0.0476661	0.1183923	0.7846421	0.2815742	0.2994781	1.0000000	0.6004674	0.0102326
800	0.0416981	0.1519742	0.0489157	0.1309953	0.8171457	0.3156932	0.3204863	1.0000000	0.6018237	0.0118550
850	0.0417960	0.1329689	0.0485249	0.1304638	0.8660272	0.3163918	0.3482393	1.0000000	0.6030939	0.0125003
900	0.0361544	0.1345129	0.0478010	0.1234620	0.8653198	0.2975068	0.3393725	1.0000000	0.6023910	0.0115545
950	0.0344351	0.1456359	0.0478007	0.1221656	0.8377586	0.2926430	0.3201975	1.0000000	0.6014824	0.0108907
1000	0.0370319	0.1470687	0.0482034	0.1258833	0.8343785	0.3022566	0.3202539	1.0000000	0.6016263	0.0112360

0	0.0368202	0.1420554	0.0480791	0.1253818	0.8474865	0.3014768	0.3271452	1.0000000	0.6019109	0.0113544
50	0.2066138	0.0955679	0.0475539	0.5751869	0.9237829	0.6582915	0.4180610	0.8212989	0.8437545	0.0314857
100	0.2594787	0.0755061	0.0463127	0.6893108	0.9718027	0.7584514	0.4711677	0.7493392	0.9386721	0.1077915
150	0.2754254	0.0719718	0.0457974	0.7162887	0.9885461	0.7853383	0.4797071	0.7203623	0.9759233	0.1463202
200	0.2804349	0.0713425	0.0456552	0.7223530	0.9940631	0.7926480	0.4797967	0.7086938	0.9905421	0.1525205
250	0.2820591	0.0712180	0.0456192	0.7236642	0.9957906	0.7946096	0.4790359	0.7039951	0.9962787	0.1509068
300	0.2825985	0.0711905	0.0456103	0.7239366	0.9962986	0.7951105	0.4785411	0.7021030	0.9985298	0.1490105
350	0.2827811	0.0711840	0.0456081	0.7239902	0.9964339	0.7952247	0.4782977	0.7013411	0.9994131	0.1479013
400	0.2828438	0.0711825	0.0456076	0.7239999	0.9964632	0.7952436	0.4781892	0.7010343	0.9997597	0.1473598
450	0.2828656	0.0711822	0.0456075	0.7240014	0.9964658	0.7952428	0.4781431	0.7009108	0.9998957	0.1471151
500	0.2828732	0.0711821	0.0456074	0.7240015	0.9964636	0.7952398	0.4781239	0.7008610	0.9999491	0.1470089
550	0.1052484	0.0749460	0.0456114	0.2437722	0.9834799	0.3375818	0.4686674	0.8795420	0.7580428	0.0830178
