YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C
0.1830744	0.8628599	0.7644801	0.1625498	0.7565047	0.7929791	0.7357880	0.6601706	0.6693832	0.6900469
0.0461384	0.3609627	0.1512775	0.0964922	0.7627520	0.8251068	0.8662028	0.7586276	0.7220290	0.7093597
0.2460269	0.8779260	0.4505085	0.0964073	0.7180223	0.8170634	0.7758046	0.8793231	0.7162985	0.7771509
0.2033921	0.6952502	0.5973098	0.0645080	0.8306785	0.6706059	0.7174531	0.7606688	0.7002245	0.8485251
0.3659915	0.7946174	0.7635139	0.1853589	0.3453876	0.7023250	0.6612085	0.8700010	0.7714111	0.7050305
0.1753810	0.6414598	0.6790343	0.1034122	0.8105521	0.4056225	0.8545282	0.7239006	0.8379738	0.6610698
0.2357018	0.6524027	0.7149815	0.0917954	0.7191205	0.7528288	0.3250815	0.7726864	0.8524582	0.6217246
0.3371001	0.7945157	0.7457431	0.1445106	0.7092487	0.7436277	0.7445471	0.3764515	0.6809679	0.8093895
0.2489506	0.6969429	0.8448946	0.0507895	0.7251276	0.6537400	0.8249342	0.6737245	0.4249866	0.7800481
0.4086845	0.5419884	0.6246872	0.0810411	0.6756623	0.5986677	0.7883407	0.7497776	0.8758433	0.3709454
