"Time"	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C	YPL248C

0	0.9147780	0.4866522	0.2689477	1.1263849	1.0142592	0.6018584	1.0913797	1.0484643	0.9309606	0.9876947
50	0.8739109	0.4318616	0.2505650	0.9404977	1.0361775	0.5483910	0.6126198	0.9164365	0.9782899	0.9335062
100	0.9690995	0.4601177	0.2284876	0.9439740	0.9783360	0.4392599	0.5098488	0.9358139	0.9851685	1.0338803
150	0.8917310	0.5171878	0.2189167	0.9766152	0.9812222	0.4279928	0.5487941	0.9911754	0.9819973	0.9826533
200	0.9286770	0.4926272	0.2344921	0.9018642	1.0369766	0.3418576	0.5426442	0.9905542	1.0067833	0.9446488
250	0.8890679	0.5270283	0.2516801	0.9699371	0.9896993	0.3554689	0.4882370	1.0481958	1.0277693	0.9454511
300	0.8979832	0.5963667	0.2934064	0.9057447	0.9246535	0.3696501	0.4520036	1.0097181	0.9974462	0.9935143
350	0.9114840	0.6409696	0.2656732	0.9219128	1.0448583	0.3285039	0.4484560	0.9800808	1.0061443	0.9707720
400	0.8677349	0.5836830	0.2818309	0.9370767	0.9394031	0.2710990	0.4172327	0.9606866	0.9548863	1.0289848
450	0.9084922	0.5499022	0.2618901	0.9506516	1.0293934	0.2993070	0.5211599	1.0396288	0.9833596	0.9597422
500	0.8569416	0.5439044	0.2618681	0.9719412	1.0683998	0.3296174	0.4467049	1.0365871	0.9712567	1.0258701
550	0.8784167	0.5782653	0.2528215	0.9706218	1.0480310	0.3999688	0.9368607	0.9337681	0.9719427	0.9372321
600	0.8063082	0.5894587	0.2580296	0.9459990	0.9783785	0.5091058	0.9844930	0.9901908	1.0007015	1.0417623
650	0.8379305	0.5601143	0.2592185	0.9501296	1.0074484	0.5274298	0.9990373	0.9563329	0.9197410	1.0368949
700	0.8151884	0.6175815	0.2640461	1.0032202	1.0296120	0.5528846	0.9878182	1.0547325	0.9919624	1.0736234
750	0.9560780	0.5590094	0.2892031	1.0112138	0.9843035	0.4834657	0.9062339	0.9910536	1.0135512	1.0565815
800	0.9592740	0.5608910	0.2833138	0.9890976	1.0114413	0.4510311	0.9727679	0.9373741	1.0166640	1.0174744
850	0.9610667	0.5807376	0.2610141	1.0054279	0.9807865	0.4635096	1.0746866	0.9756371	1.0737765	1.0290307
900	0.8082112	0.5483784	0.2665042	1.0210466	0.9943814	0.5739867	0.9770733	0.9454971	0.9642379	1.0100252
950	0.8161490	0.4864998	0.2545051	0.9644312	0.8779094	0.5084011	0.9348182	0.9385438	0.9751873	1.0406685
1000	0.8723178	0.4868559	0.2263602	1.0871216	1.0452156	0.6095865	0.9606882	0.9231979	1.0043115	1.0159137

0	0.9147780	0.4866522	0.2689477	1.1263849	1.0142592	0.6018584	1.0913797	1.0484643	0.9309606	0.9876947
50	0.8337168	0.4937060	0.1184227	0.9932534	0.9756330	0.6151567	1.0310373	1.0573949	1.0072840	0.9835480
100	0.8567941	0.3779321	0.0487487	1.0513548	1.0504808	0.5995413	1.0059495	1.0524145	0.9456048	0.9522108
150	0.8302732	0.2296931	0.0217731	1.0770715	1.0257000	0.6140649	0.9442562	0.9997302	0.9846330	0.9679784
200	0.8384280	0.1265129	0.0310845	0.9653070	1.0740681	0.6774827	1.0048891	0.9584706	0.8890301	1.0998137
250	0.6324595	0.0896925	0.0238438	0.9171965	1.0796103	0.5776919	0.9758468	1.0174512	0.9331997	0.9833065
300	0.6048880	0.0829223	0.0277545	0.9687864	1.0444298	0.6656579	0.9811520	0.9926668	0.9777098	1.0319028
350	0.6367099	0.1140462	0.0269236	1.0075316	1.0414491	0.5981106	0.9847872	1.0178123	0.9890109	0.9852939
400	0.5044603	0.0852562	0.0213375	1.0144620	0.9913288	0.6529476	0.9154581	1.0822463	0.8999617	0.9931525
450	0.4714089	0.0933115	0.0156544	1.0766667	1.0441440	0.6381008	1.0686417	0.9953284	1.0044217	1.0231624
500	0.3818159	0.0511598	0.0188629	1.0420352	1.0426117	0.6522416	1.1056595	0.9779770	1.0559208	1.1137387
550	0.3454870	0.1164701	0.1848321	0.9029159	1.0240076	0.5748921	1.0262532	0.9368503	1.0511424	0.9545912
600	0.4485059	0.2453436	0.2437516	0.9130325	1.0029873	0.5259581	1.0711560	1.0039044	1.1230235	0.9868846
650	0.6312306	0.3231545	0.2671192	1.0044082	0.9072983	0.5390719	1.0940305	0.9736555	1.0359743	1.0193241
700	0.6815882	0.4097038	0.2669812	0.9506656	0.9500427	0.5178825	1.0314758	1.0140450	0.9464384	1.0705792
750	0.6236843	0.4870488	0.2542311	0.9656481	1.0432642	0.5608499	0.9653589	1.0177827	1.0602336	1.1076915
800	0.7525494	0.4723081	0.2605091	1.0057860	1.0553787	0.5020058	0.9647309	1.0611538	1.0112660	1.0059398
850	0.8352024	0.4557021	0.2558427	1.0565438	1.0451446	0.5754874	0.9658649	0.9670046	1.0125414	0.9376603
900	0.9113080	0.5086309	0.2349158	1.0220492	1.0805613	0.5688070	0.9102978	0.9549757	1.0445849	0.8869021
950	0.7694568	0.4326552	0.2547553	1.0116263	1.0091835	0.5260588	1.0192987	1.0681941	1.0183994	0.9521044
1000	0.8164453	0.5314153	0.2446842	0.9900809	0.9953118	0.6331072	0.9676814	0.9135861	0.9885640	0.9769309

0	0.9147780	0.4866522	0.2689477	1.1263849	1.0142592	0.6018584	1.0913797	1.0484643	0.9309606	0.9876947
50	0.8305098	0.4516167	0.2560096	0.9705726	1.0223132	0.7071761	0.6489285	0.8931200	0.9546162	0.9421444
100	0.8265345	0.4665112	0.2466751	0.9733770	1.0035905	0.7314962	0.5873769	0.8382248	1.0082190	0.9366475
150	0.8064436	0.4826817	0.2688713	0.9546818	0.8848006	0.5427610	0.5605194	0.9167373	0.9667121	0.9941475
200	0.7761410	0.5171297	0.2905923	0.9898463	0.9890205	0.6941337	0.6078735	0.8626506	1.0129312	1.0456258
250	0.7987606	0.5152414	0.2517542	1.1048500	1.0525074	0.7166855	0.6438534	0.7829137	1.0083857	1.0511661
300	0.8679814	0.4554022	0.2545422	1.0099002	0.9833716	0.6727391	0.5218479	0.8958473	1.0482022	1.0570362
350	0.8852300	0.4750433	0.2702700	0.9980520	0.9160349	0.6606304	0.5675598	0.8505984	0.9615688	0.9853474
400	0.8145950	0.5121381	0.2976973	0.9695232	0.9813011	0.6920735	0.6039994	0.8188917	0.9843735	0.9158729
450	0.7920847	0.5234685	0.2720751	1.0006010	1.0480891	0.6483066	0.6360209	0.8099186	0.9564947	0.9283372
500	0.8217081	0.5415805	0.2546353	0.9519506	0.9557279	0.6029125	0.5097815	0.9231898	0.9982358	0.9549303
550	0.7697999	0.5117851	0.2771056	0.9787210	1.0746346	0.4272939	0.9615432	1.0097356	1.0162188	1.0159829
600	0.8565162	0.4862107	0.2739983	1.0111174	0.9806164	0.5146755	0.9397101	0.9880655	0.9854720	0.9868986
650	0.8243821	0.5602266	0.2663967	0.9699222	0.9528265	0.5358710	1.0579136	1.0023060	1.0215029	1.0053834
700	0.8081857	0.5287444	0.2999836	1.0381705	0.9464732	0.4584253	0.9228868	0.9946575	0.9683393	1.0107526
750	0.8744027	0.5811600	0.3003648	1.0296320	0.9541663	0.4702545	0.9937385	1.0230699	1.0139977	1.0599456
800	0.8942596	0.6212010	0.3093790	1.0437549	0.9853859	0.5183301	0.9671930	1.0184291	0.9711353	1.0441160
850	0.8727164	0.5861243	0.3264498	1.0319454	1.0173254	0.5071166	1.0627457	0.9773437	0.9721850	0.9327440
900	0.8515379	0.5076910	0.2313231	1.0525999	0.9845224	0.5235575	0.9981952	0.9949911	0.9287648	1.0180665
950	0.8875649	0.5385953	0.2880160	0.9227686	1.0445722	0.5482492	0.9055050	0.9114445	0.9087499	0.9724732
1000	0.9224293	0.4826819	0.2818536	0.9696044	1.0056826	0.4990157	0.9476381	0.9343659	1.0249509	0.9058752

0	0.9147780	0.4866522	0.2689477	1.1263849	1.0142592	0.6018584	1.0913797	1.0484643	0.9309606	0.9876947
50	0.7896128	0.5080376	0.1916967	0.8763685	0.7857943	0.5781536	0.9644707	0.9271068	0.8223621	0.9982835
100	0.8084342	0.5227933	0.2871089	0.8590398	0.7479977	0.5826785	0.9706324	0.8632539	0.7602184	0.9899126
