YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C	YPL248C
0.8595111	0.4749530	0.1955880	0.8547872	1.0000000	0.6641867	0.9016597	0.6789740	0.5393169	1.0000000
0.8522406	0.6953426	0.3901148	0.6033137	0.8325046	0.5911823	1.0000000	1.0000000	1.0000000	1.0000000
0.7940954	0.5020719	0.2646959	0.9752934	0.7399672	0.6403728	0.8896252	1.0000000	1.0000000	0.8365616
0.8018988	0.5283279	0.1215793	1.0000000	1.0000000	0.5718975	1.0000000	0.3793908	1.0000000	1.0000000
0.8008353	0.5256911	0.2922282	0.6312781	1.0000000	0.6025619	0.7436873	0.9495208	1.0000000	0.7199407
0.8428019	0.5086314	0.2592327	1.0000000	1.0000000	0.8607699	0.9420637	0.8237489	1.0000000	0.7032366
0.8023095	0.5309350	0.2988004	0.8432936	0.9801573	0.5397073	1.0000000	0.9967967	1.0000000	0.6061416
0.9125809	0.5639001	0.3102871	0.8054764	0.8131005	0.5340641	0.9783630	1.0000000	0.7982271	0.6931465
0.9662748	0.6949569	0.2592327	1.0000000	0.9418522	0.5397073	1.0000000	0.9447061	0.7819151	1.0000000
0.8261594	0.6324839	0.2592327	1.0000000	1.0000000	0.5027795	0.8667763	1.0000000	1.0000000	1.0000000
