"Time"	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C
1000	0.0865993	0.9413902	0.0329141	0.9660023	0.8226499	0.7809439	0.8003481	1.0000000	0.7719345	1.0000000

0	0.0866047	0.9413821	0.0329128	0.9662938	0.8229719	0.7809034	0.8003472	1.0000000	0.7722568	1.0000000
50	0.0219506	0.9413946	0.0329068	0.9834890	0.8229813	0.7802333	0.7373716	0.3899341	0.8301909	0.9149387
100	0.0063071	0.9414095	0.0328948	0.9869767	0.8238237	0.7688639	0.5016813	0.2514808	0.8507463	0.8797929
150	0.0025219	0.9414323	0.0328871	0.9877702	0.8299100	0.7280896	0.2727968	0.2200591	0.8582159	0.8652713
200	0.0016060	0.9414546	0.0328835	0.9883475	0.8484295	0.6498199	0.1511148	0.2129280	0.8609413	0.8592712
250	0.0013843	0.9414708	0.0328816	0.9894644	0.8816128	0.5454653	0.0994530	0.2113096	0.8619760	0.8567921
300	0.0013305	0.9414813	0.0328799	0.9911174	0.9208501	0.4409249	0.0792653	0.2109423	0.8624667	0.8557677
350	0.0013175	0.9414887	0.0328780	0.9927981	0.9535028	0.3587338	0.0716671	0.2108590	0.8628195	0.8553445
400	0.0013143	0.9414950	0.0328759	0.9940848	0.9744316	0.3053731	0.0688697	0.2108400	0.8631314	0.8551696
450	0.0013135	0.9415010	0.0328741	0.9949048	0.9858480	0.2752411	0.0678560	0.2108357	0.8633941	0.8550974
500	0.0013133	0.9415064	0.0328728	0.9953729	0.9915609	0.2598032	0.0674932	0.2108348	0.8635911	0.8550675
550	0.0659615	0.9415105	0.0328739	0.9895075	0.9942830	0.2632192	0.1633173	0.8209004	0.8082391	0.9401164
600	0.0816033	0.9415103	0.0328772	0.9885299	0.9947862	0.3809919	0.4476575	0.9593537	0.7891484	0.9752572
650	0.0853879	0.9415057	0.0328794	0.9883643	0.9885207	0.5511095	0.6448014	0.9907754	0.7824823	0.9897767
700	0.0863037	0.9415001	0.0328805	0.9879489	0.9652355	0.6652826	0.7373404	0.9979065	0.7801467	0.9957759
750	0.0865253	0.9414957	0.0328813	0.9865875	0.9273726	0.7256463	0.7758915	0.9995249	0.7792490	0.9982547
800	0.0865790	0.9414921	0.0328830	0.9839190	0.8900065	0.7551221	0.7911142	0.9998922	0.7786788	0.9992789
850	0.0865920	0.9414877	0.0328861	0.9802164	0.8621569	0.7690736	0.7969329	0.9999755	0.7779919	0.9997020
900	0.0865952	0.9414807	0.0328906	0.9762415	0.8444437	0.7755601	0.7991053	0.9999944	0.7770737	0.9998769
950	0.0865961	0.9414705	0.0328958	0.9727623	0.8342041	0.7785284	0.7999015	0.9999987	0.7760065	0.9999491
1000	0.0865964	0.9414578	0.0329009	0.9701709	0.8286422	0.7798647	0.8001890	0.9999997	0.7749527	0.9999790

0	0.0866047	0.9413821	0.0329128	0.9662938	0.8229719	0.7809034	0.8003472	1.0000000	0.7722568	1.0000000
50	0.0870559	0.8106155	0.0329082	0.9804456	0.8774854	0.8845134	0.8114241	1.0000000	0.8859643	1.0000000
100	0.0884967	0.7731694	0.0328976	0.9855432	0.8870290	0.9123863	0.8147000	1.0000000	0.9243854	1.0000000
150	0.0900415	0.7624580	0.0328892	0.9874643	0.8845803	0.9200206	0.8156688	1.0000000	0.9375044	1.0000000
200	0.0911069	0.7594032	0.0328846	0.9879929	0.8813311	0.9221656	0.8159554	1.0000000	0.9420232	1.0000000
250	0.0916801	0.7585374	0.0328825	0.9880160	0.8793026	0.9227891	0.8160401	1.0000000	0.9435848	1.0000000
300	0.0919454	0.7582947	0.0328818	0.9879183	0.8782700	0.9229779	0.8160652	1.0000000	0.9441204	1.0000000
350	0.0920569	0.7582276	0.0328816	0.9878283	0.8777917	0.9230379	0.8160726	1.0000000	0.9442996	1.0000000
400	0.0921010	0.7582095	0.0328816	0.9877709	0.8775813	0.9230578	0.8160748	1.0000000	0.9443565	1.0000000
450	0.0921176	0.7582046	0.0328817	0.9877395	0.8774916	0.9230647	0.8160754	1.0000000	0.9443728	1.0000000
500	0.0921236	0.7582032	0.0328817	0.9877238	0.8774540	0.9230672	0.8160756	1.0000000	0.9443764	1.0000000
550	0.0910312	0.8889921	0.0328850	0.9756852	0.7963671	0.8208048	0.8049987	1.0000000	0.8335302	1.0000000
600	0.0889590	0.9264455	0.0328950	0.9663145	0.7909715	0.7927335	0.8017228	1.0000000	0.7948345	1.0000000
650	0.0876526	0.9371566	0.0329069	0.9616422	0.8025680	0.7846442	0.8007540	1.0000000	0.7801913	1.0000000
700	0.0870325	0.9402038	0.0329153	0.9614699	0.8122595	0.7821656	0.8004675	1.0000000	0.7742750	1.0000000
750	0.0867687	0.9410597	0.0329185	0.9629120	0.8178292	0.7813542	0.8003828	1.0000000	0.7720458	1.0000000
800	0.0866628	0.9412955	0.0329183	0.9643002	0.8206126	0.7810718	0.8003577	1.0000000	0.7714503	1.0000000
850	0.0866219	0.9413604	0.0329168	0.9652210	0.8219107	0.7809687	0.8003503	1.0000000	0.7714881	1.0000000
900	0.0866066	0.9413800	0.0329154	0.9657417	0.8224934	0.7809298	0.8003481	1.0000000	0.7716918	1.0000000
950	0.0866010	0.9413878	0.0329144	0.9660110	0.8227493	0.7809148	0.8003474	1.0000000	0.7718825	1.0000000
1000	0.0865990	0.9413920	0.0329137	0.9661426	0.8228600	0.7809089	0.8003473	1.0000000	0.7720157	1.0000000

0	0.0866047	0.9413821	0.0329128	0.9662938	0.8229719	0.7809034	0.8003472	1.0000000	0.7722568	1.0000000
50	0.0222301	0.9413934	0.0329129	0.9662330	0.8208379	0.7986829	0.8003472	1.0000000	0.7722229	1.0000000
100	0.0066541	0.9413971	0.0329131	0.9658063	0.8156064	0.8034121	0.8003472	1.0000000	0.7721878	1.0000000
150	0.0028853	0.9413980	0.0329137	0.9649322	0.8112615	0.8046701	0.8003472	1.0000000	0.7720891	1.0000000
200	0.0019734	0.9413973	0.0329147	0.9639807	0.8087130	0.8050047	0.8003472	1.0000000	0.7718969	1.0000000
250	0.0017528	0.9413952	0.0329160	0.9632369	0.8074399	0.8050938	0.8003472	1.0000000	0.7716517	1.0000000
300	0.0016994	0.9413923	0.0329172	0.9627609	0.8068570	0.8051174	0.8003472	1.0000000	0.7714163	1.0000000
350	0.0016865	0.9413892	0.0329181	0.9624938	0.8066034	0.8051237	0.8003472	1.0000000	0.7712303	1.0000000
400	0.0016834	0.9413864	0.0329187	0.9623568	0.8064965	0.8051254	0.8003472	1.0000000	0.7711026	1.0000000
450	0.0016826	0.9413842	0.0329190	0.9622909	0.8064523	0.8051259	0.8003472	1.0000000	0.7710236	1.0000000
500	0.0016825	0.9413827	0.0329192	0.9622607	0.8064342	0.8051260	0.8003472	1.0000000	0.7709785	1.0000000
550	0.0660523	0.9413817	0.0329193	0.9622931	0.8085777	0.7873476	0.8003472	1.0000000	0.7709548	1.0000000
600	0.0816269	0.9413812	0.0329192	0.9627563	0.8138272	0.7826187	0.8003472	1.0000000	0.7709626	1.0000000
650	0.0853952	0.9413812	0.0329186	0.9636837	0.8181540	0.7813609	0.8003472	1.0000000	0.7710570	1.0000000
700	0.0863070	0.9413822	0.0329175	0.9646398	0.8206801	0.7810263	0.8003472	1.0000000	0.7712559	1.0000000
750	0.0865276	0.9413844	0.0329162	0.9653509	0.8219388	0.7809374	0.8003472	1.0000000	0.7715050	1.0000000
800	0.0865809	0.9413874	0.0329150	0.9657894	0.8225143	0.7809137	0.8003472	1.0000000	0.7717367	1.0000000
850	0.0865938	0.9413905	0.0329142	0.9660295	0.8227642	0.7809074	0.8003472	1.0000000	0.7719144	1.0000000
900	0.0865969	0.9413932	0.0329137	0.9661507	0.8228695	0.7809057	0.8003472	1.0000000	0.7720334	1.0000000
950	0.0865976	0.9413953	0.0329134	0.9662085	0.8229130	0.7809053	0.8003472	1.0000000	0.7721056	1.0000000
1000	0.0865978	0.9413967	0.0329132	0.9662349	0.8229307	0.7809052	0.8003472	1.0000000	0.7721462	1.0000000

0	0.0866047	0.9413821	0.0329128	0.9662938	0.8229719	0.7809034	0.8003472	1.0000000	0.7722568	1.0000000
50	0.0865848	0.7094793	0.0329130	0.9659508	0.8058423	0.9220870	0.8919364	1.0000000	0.8537791	0.9842561
100	0.0899861	0.6430587	0.0329139	0.9622528	0.7630631	0.9604839	0.9190230	1.0000000	0.8809475	0.9777510
150	0.0949956	0.6240333	0.0329190	0.9531443	0.7275367	0.9712544	0.9270336	1.0000000	0.8896611	0.9750632
200	0.0992043	0.6185778	0.0329308	0.9409540	0.7066697	0.9743971	0.9294027	1.0000000	0.8917731	0.9739527
250	0.1017502	0.6170014	0.0329483	0.9295249	0.6961451	0.9753590	0.9301033	1.0000000	0.8913834	0.9734938
300	0.1030122	0.6165289	0.0329678	0.9211505	0.6912371	0.9756692	0.9303105	1.0000000	0.8901512	0.9733042
350	0.1035671	0.6163692	0.0329850	0.9159903	0.6890429	0.9757746	0.9303718	1.0000000	0.8888549	0.9732259
400	0.1037947	0.6163003	0.0329978	0.9131676	0.6880832	0.9758119	0.9303899	1.0000000	0.8878218	0.9731935
450	0.1038852	0.6162618	0.0330060	0.9117428	0.6876678	0.9758257	0.9303953	1.0000000	0.8871177	0.9731801
500	0.1039214	0.6162374	0.0330108	0.9110612	0.6874888	0.9758308	0.9303968	1.0000000	0.8866865	0.9731746
550	0.0999009	0.8480721	0.0330134	0.9115739	0.7025470	0.8485198	0.8388080	1.0000000	0.7984130	0.9889162
600	0.0927090	0.9144664	0.0330116	0.9196016	0.7414192	0.8084069	0.8117216	1.0000000	0.7692067	0.9954204
650	0.0890218	0.9334858	0.0329987	0.9340822	0.7757150	0.7929900	0.8037110	1.0000000	0.7611331	0.9981078
700	0.0875192	0.9389542	0.0329768	0.9470765	0.7976907	0.7862911	0.8013420	1.0000000	0.7612022	0.9992182
750	0.0869431	0.9405570	0.0329547	0.9556940	0.8100513	0.7832734	0.8006414	1.0000000	0.7638838	0.9996770
800	0.0867267	0.9410569	0.0329380	0.9606846	0.8165647	0.7819251	0.8004342	1.0000000	0.7667146	0.9998665
850	0.0866462	0.9412352	0.0329271	0.9633959	0.8198630	0.7813356	0.8003729	1.0000000	0.7688728	0.9999449
900	0.0866163	0.9413118	0.0329206	0.9648184	0.8214857	0.7810837	0.8003548	1.0000000	0.7702919	0.9999772
950	0.0866051	0.9413506	0.0329170	0.9655468	0.8222656	0.7809781	0.8003494	1.0000000	0.7711479	0.9999906
1000	0.0866008	0.9413720	0.0329151	0.9659121	0.8226329	0.7809346	0.8003478	1.0000000	0.7716356	0.9999961

0	0.0866047	0.9413821	0.0329128	0.9662938	0.8229719	0.7809034	0.8003472	1.0000000	0.7722568	1.0000000
50	0.0866004	0.9413935	0.0329127	0.9682237	0.8676689	0.7841275	0.8993542	1.0000000	0.7722641	0.7460829
100	0.0865987	0.9413981	0.0329102	0.9725462	0.8842128	0.7922706	0.9286345	1.0000000	0.7726722	0.6411687
150	0.0865981	0.9414039	0.0329055	0.9756822	0.8889877	0.7992230	0.9372939	1.0000000	0.7735229	0.5978200
200	0.0865978	0.9414133	0.0329011	0.9772375	0.8892770	0.8034506	0.9398548	1.0000000	0.7744164	0.5799091
250	0.0865976	0.9414242	0.0328981	0.9778165	0.8883235	0.8056515	0.9406122	1.0000000	0.7750796	0.5725086
300	0.0865974	0.9414338	0.0328965	0.9779369	0.8873457	0.8067014	0.9408361	1.0000000	0.7754709	0.5694509
350	0.0865973	0.9414406	0.0328959	0.9778910	0.8866550	0.8071753	0.9409024	1.0000000	0.7756600	0.5681875
400	0.0865971	0.9414448	0.0328957	0.9778114	0.8862386	0.8073812	0.9409220	1.0000000	0.7757310	0.5676655
450	0.0865970	0.9414469	0.0328957	0.9777448	0.8860095	0.8074682	0.9409278	1.0000000	0.7757454	0.5674498
500	0.0865970	0.9414478	0.0328958	0.9777001	0.8858911	0.8075043	0.9409295	1.0000000	0.7757385	0.5673607
550	0.0865969	0.9414481	0.0328960	0.9761652	0.8365814	0.8048900	0.8419230	1.0000000	0.7756977	0.8212410
600	0.0865969	0.9414474	0.0328981	0.9718772	0.8186503	0.7975227	0.8126428	1.0000000	0.7753377	0.9261399
650	0.0865969	0.9414434	0.0329027	0.9678858	0.8143188	0.7904685	0.8039835	1.0000000	0.7744928	0.9694823
700	0.0865970	0.9414346	0.0329080	0.9656485	0.8153207	0.7857936	0.8014226	1.0000000	0.7734713	0.9873906
750	0.0865971	0.9414228	0.0329119	0.9649269	0.8176534	0.7832164	0.8006652	1.0000000	0.7726404	0.9947900
800	0.0865972	0.9414114	0.0329140	0.9650029	0.8197213	0.7819414	0.8004412	1.0000000	0.7721465	0.9978473
850	0.0865974	0.9414030	0.0329146	0.9653366	0.8211409	0.7813528	0.8003750	1.0000000	0.7719429	0.9991106
900	0.0865976	0.9413981	0.0329145	0.9656659	0.8219942	0.7810934	0.8003554	1.0000000	0.7719151	0.9996325
950	0.0865977	0.9413960	0.0329141	0.9659086	0.8224655	0.7809828	0.8003496	1.0000000	0.7719639	0.9998482
1000	0.0865977	0.9413957	0.0329138	0.9660637	0.8227108	0.7809367	0.8003479	1.0000000	0.7720299	0.9999373

0	0.0866047	0.9413821	0.0329128	0.9662938	0.8229719	0.7809034	0.8003472	1.0000000	0.7722568	1.0000000
50	0.0215624	0.9413934	0.0329129	0.9662728	0.8229703	0.7801848	0.7354941	0.3759057	0.7722233	1.0000000
100	0.0058250	0.9413971	0.0329130	0.9662797	0.8238122	0.7684014	0.4918761	0.2342687	0.7722059	1.0000000
150	0.0020172	0.9413983	0.0329130	0.9665272	0.8301059	0.7258731	0.2590791	0.2021244	0.7722052	1.0000000
200	0.0010959	0.9413988	0.0329126	0.9677747	0.8493665	0.6438723	0.1384394	0.1948293	0.7722726	1.0000000
250	0.0008730	0.9413998	0.0329109	0.9709004	0.8837831	0.5343213	0.0883833	0.1931737	0.7725621	1.0000000
300	0.0008190	0.9414033	0.0329070	0.9755913	0.9239409	0.4247256	0.0691808	0.1927980	0.7732555	1.0000000
350	0.0008060	0.9414111	0.0329012	0.9803005	0.9565681	0.3389431	0.0620571	0.1927127	0.7743520	1.0000000
400	0.0008028	0.9414236	0.0328949	0.9838415	0.9768678	0.2835895	0.0594637	0.1926933	0.7756116	1.0000000
450	0.0008020	0.9414388	0.0328897	0.9860563	0.9876110	0.2525322	0.0585320	0.1926890	0.7767516	1.0000000
500	0.0008018	0.9414539	0.0328859	0.9872977	0.9928373	0.2367159	0.0582009	0.1926880	0.7776195	1.0000000
550	0.0658384	0.9414666	0.0328835	0.9879490	0.9952708	0.2400088	0.1504274	0.8167820	0.7782032	1.0000000
600	0.0815741	0.9414761	0.0328822	0.9882732	0.9957891	0.3625684	0.4384267	0.9584190	0.7785621	1.0000000
650	0.0853813	0.9414825	0.0328814	0.9883734	0.9903020	0.5414599	0.6406494	0.9905633	0.7787670	1.0000000
700	0.0863024	0.9414865	0.0328811	0.9880495	0.9679742	0.6610075	0.7356916	0.9978584	0.7788615	1.0000000
750	0.0865252	0.9414887	0.0328815	0.9867649	0.9300387	0.7238301	0.7752664	0.9995140	0.7788250	1.0000000
800	0.0865791	0.9414889	0.0328829	0.9841536	0.8919173	0.7543511	0.7908830	0.9998897	0.7785664	1.0000000
850	0.0865921	0.9414865	0.0328859	0.9804639	0.8633113	0.7687435	0.7968487	0.9999750	0.7779972	1.0000000
900	0.0865953	0.9414806	0.0328903	0.9764563	0.8450764	0.7754179	0.7990750	0.9999943	0.7771226	1.0000000
950	0.0865961	0.9414710	0.0328955	0.9729204	0.8345309	0.7784671	0.7998907	0.9999987	0.7760657	1.0000000
1000	0.0865964	0.9414585	0.0329006	0.9702730	0.8288045	0.7798384	0.8001852	0.9999997	0.7750060	1.0000000

0	0.0866047	0.9413821	0.0329128	0.9662938	0.8229719	0.7809034	0.8003472	1.0000000	0.7722568	1.0000000
50	0.0215558	0.9413934	0.0329129	0.9662728	0.8229582	0.7807760	0.7898080	0.8719553	0.7217975	1.0000000
100	0.0058169	0.9413971	0.0329130	0.9662659	0.8230816	0.7792193	0.7611981	0.8428958	0.7049312	1.0000000
150	0.0020087	0.9413983	0.0329130	0.9662962	0.8238251	0.7754010	0.7353826	0.8363008	0.6992938	1.0000000
200	0.0010873	0.9413986	0.0329130	0.9664364	0.8255709	0.7705161	0.7196331	0.8348041	0.6974176	1.0000000
250	0.0008643	0.9413988	0.0329128	0.9667483	0.8280946	0.7660932	0.7117419	0.8344644	0.6968195	1.0000000
300	0.0008104	0.9413992	0.0329124	0.9672139	0.8307977	0.7628661	0.7082158	0.8343873	0.6966797	1.0000000
350	0.0007973	0.9414000	0.0329118	0.9677458	0.8331605	0.7608325	0.7067507	0.8343698	0.6967220	1.0000000
400	0.0007942	0.9414013	0.0329111	0.9682480	0.8349452	0.7596778	0.7061712	0.8343659	0.6968398	1.0000000
450	0.0007934	0.9414031	0.0329103	0.9686595	0.8361539	0.7590704	0.7059499	0.8343650	0.6969801	1.0000000
500	0.0007932	0.9414050	0.0329097	0.9689621	0.8369066	0.7587688	0.7058675	0.8343648	0.6971129	1.0000000
550	0.0658369	0.9414069	0.0329091	0.9691665	0.8373405	0.7588510	0.7204522	0.9624094	0.7476487	1.0000000
600	0.0815745	0.9414086	0.0329088	0.9692912	0.8373740	0.7611670	0.7529419	0.9914689	0.7645803	1.0000000
650	0.0853822	0.9414099	0.0329085	0.9693205	0.8364397	0.7660047	0.7771328	0.9980639	0.7702662	1.0000000
700	0.0863035	0.9414109	0.0329084	0.9691872	0.8343147	0.7711844	0.7901141	0.9995606	0.7721731	1.0000000
750	0.0865264	0.9414115	0.0329086	0.9688525	0.8315392	0.7752123	0.7961240	0.9999003	0.7727856	1.0000000
800	0.0865803	0.9414115	0.0329090	0.9683658	0.8288467	0.7778254	0.7986814	0.9999774	0.7729281	1.0000000
850	0.0865934	0.9414108	0.0329096	0.9678312	0.8266864	0.7793359	0.7997114	0.9999949	0.7728838	1.0000000
900	0.0865965	0.9414096	0.0329103	0.9673446	0.8251664	0.7801419	0.8001105	0.9999988	0.7727648	1.0000000
950	0.0865973	0.9414078	0.0329110	0.9669589	0.8241947	0.7805475	0.8002607	0.9999997	0.7726266	1.0000000
1000	0.0865975	0.9414059	0.0329117	0.9666840	0.8236173	0.7807425	0.8003161	0.9999999	0.7724989	1.0000000

0	0.0866047	0.9413821	0.0329128	0.9662938	0.8229719	0.7809034	0.8003472	1.0000000	0.7722568	1.0000000
50	0.0866004	0.9413950	0.0329047	0.9898174	0.8764267	0.8710947	0.8003472	1.0000000	0.7735584	1.0000000
100	0.0865987	0.9414138	0.0328884	0.9951642	0.8867753	0.8950845	0.8003472	1.0000000	0.7766411	1.0000000
150	0.0865979	0.9414444	0.0328777	0.9964900	0.8852979	0.9014656	0.8003472	1.0000000	0.7790582	1.0000000
200	0.0865973	0.9414747	0.0328726	0.9968074	0.8826939	0.9031628	0.8003472	1.0000000	0.7803989	1.0000000
250	0.0865968	0.9414969	0.0328707	0.9968598	0.8810219	0.9036143	0.8003472	1.0000000	0.7810271	1.0000000
300	0.0865964	0.9415102	0.0328700	0.9968503	0.8801706	0.9037344	0.8003472	1.0000000	0.7812908	1.0000000
350	0.0865961	0.9415173	0.0328697	0.9968340	0.8797804	0.9037663	0.8003472	1.0000000	0.7813917	1.0000000
400	0.0865959	0.9415208	0.0328697	0.9968225	0.8796117	0.9037748	0.8003472	1.0000000	0.7814266	1.0000000
450	0.0865958	0.9415223	0.0328697	0.9968160	0.8795412	0.9037771	0.8003472	1.0000000	0.7814371	1.0000000
500	0.0865957	0.9415229	0.0328697	0.9968128	0.8795125	0.9037777	0.8003472	1.0000000	0.7814394	1.0000000
550	0.0865957	0.9415222	0.0328749	0.9780575	0.8040002	0.8135877	0.8003472	1.0000000	0.7805111	1.0000000
600	0.0865957	0.9415119	0.0328888	0.9679962	0.7975651	0.7895983	0.8003472	1.0000000	0.7778533	1.0000000
650	0.0865958	0.9414868	0.0329030	0.9632779	0.8068175	0.7832174	0.8003472	1.0000000	0.7749728	1.0000000
700	0.0865961	0.9414543	0.0329123	0.9627379	0.8146862	0.7815201	0.8003472	1.0000000	0.7728919	1.0000000
750	0.0865966	0.9414252	0.0329162	0.9637357	0.8191269	0.7810687	0.8003472	1.0000000	0.7718600	1.0000000
800	0.0865970	0.9414056	0.0329167	0.9647834	0.8212769	0.7809486	0.8003472	1.0000000	0.7715773	1.0000000
850	0.0865974	0.9413958	0.0329158	0.9654875	0.8222398	0.7809167	0.8003472	1.0000000	0.7716480	1.0000000
900	0.0865976	0.9413928	0.0329148	0.9658827	0.8226521	0.7809082	0.8003472	1.0000000	0.7718134	1.0000000
950	0.0865977	0.9413931	0.0329140	0.9660832	0.8228241	0.7809059	0.8003472	1.0000000	0.7719606	1.0000000
1000	0.0865978	0.9413946	0.0329135	0.9661786	0.8228947	0.7809053	0.8003472	1.0000000	0.7720617	1.0000000
