YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C
0.0653145	0.7329705	0.9979979	0.9970860	1.0000000	1.0000000	0.0591004	1.0000000	1.0000000	1.0000000
0.3029979	0.3661810	0.9949912	0.9970861	1.0000000	1.0000000	0.0591004	1.0000000	1.0000000	1.0000000
0.1895862	0.5736872	0.4986161	0.9970861	1.0000000	1.0000000	0.0591004	1.0000000	1.0000000	1.0000000
0.1326686	0.7260076	0.9643427	0.4985577	1.0000000	1.0000000	0.0591004	1.0000000	1.0000000	1.0000000
0.1306503	0.7328890	0.9975797	0.9515920	0.5000011	1.0000000	0.0591004	1.0000000	1.0000000	1.0000000
0.1308049	0.7329705	0.9979980	0.9970861	1.0000000	0.5000460	0.0591004	1.0000000	1.0000000	1.0000000
0.1306285	0.7329705	0.9979980	0.9970860	1.0000000	1.0000000	0.0295507	1.0000000	1.0000000	1.0000000
0.1306285	0.7329705	0.9979980	0.9970861	1.0000000	1.0000000	0.2030030	0.5000030	1.0000000	1.0000000
0.1306285	0.7329705	0.9979980	0.9970860	1.0000000	1.0000000	0.0591004	1.0000000	0.5000014	1.0000000
0.1306285	0.7329705	0.9979980	0.9970861	1.0000000	1.0000000	0.0591004	1.0000000	1.0000000	0.5000004
