"Time"	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C

0	0.3170701	0.2603182	0.0397650	0.0611569	0.9769388	0.6651770	0.5657293	0.5595136	0.9793832	0.9924092
50	0.3953301	0.2649526	0.0572529	0.0591976	1.0157743	0.6201866	0.5105487	0.5834680	0.9466923	1.0268754
100	0.5092040	0.2791220	0.0485708	0.0501632	0.9889617	0.7271771	0.5729349	0.6855117	0.9812951	1.0111463
150	0.5554207	0.2602154	0.0374103	0.0493768	1.0590807	0.7354476	0.7593881	0.8071040	1.0542006	1.0114357
200	0.6110235	0.2627601	0.0468678	0.0844579	1.1485898	0.7824945	0.8374244	0.7330229	1.0689249	1.0293308
250	0.6565462	0.1799782	0.0487080	0.0716257	1.0818879	0.8745300	0.9059351	0.7409570	0.9789948	0.9295288
300	0.6520252	0.1935262	0.0351964	0.0633953	1.0547436	0.8849921	0.9959850	0.7576820	1.0229844	0.9902402
350	0.6659875	0.1953652	0.0360681	0.0584649	1.0057982	0.9375283	1.0989501	0.8092392	0.9988752	0.8593210
400	0.6230124	0.1933467	0.0437253	0.0639805	1.0476012	0.9852194	0.9737172	0.7284434	0.9180192	0.8096616
450	0.6512680	0.2095863	0.0207077	0.0416742	0.8876058	0.9190053	0.9892314	0.6484374	1.0019109	1.0147407
500	0.6189906	0.2272276	0.0490961	0.0559195	0.9001146	0.8965744	0.9257672	0.7309981	1.1464107	0.9573110
550	0.5212567	0.1629297	0.0459458	0.0762080	0.9048823	0.8633571	0.7903296	0.5990236	1.0895181	1.0133637
600	0.4152562	0.2571694	0.0358820	0.0669814	0.9919917	0.7774550	0.8511750	0.6200079	0.9537592	0.9331622
650	0.2689295	0.2828621	0.0493337	0.0580564	0.9373857	0.7888956	0.7503848	0.5433187	0.9618536	0.9426361
700	0.2266992	0.2567613	0.0666749	0.0718087	0.9300270	0.8488675	0.6187477	0.5324315	1.0256141	1.0064636
750	0.2331479	0.2381899	0.0339175	0.0989787	1.0612463	0.7958609	0.5962560	0.5157486	1.0075259	1.0215565
800	0.2711966	0.2771188	0.0908257	0.0946147	1.0077382	0.7619952	0.6272478	0.5215181	1.0535517	0.9564838
850	0.2856938	0.2402157	0.0592779	0.0622874	0.9539384	0.7809146	0.5816097	0.5670755	1.0587273	0.9630785
900	0.2607937	0.2411257	0.0577077	0.0470500	1.0393950	0.7185840	0.5965937	0.6431463	1.0406084	1.0385468
950	0.2707719	0.2586444	0.0307744	0.0638523	0.9591455	0.6829040	0.6951848	0.6222897	1.0274593	1.0655020
1000	0.3311255	0.2546524	0.0353977	0.0488811	0.9912375	0.7560999	0.6237663	0.5389078	1.0645308	1.0598660

0	0.3170701	0.2603182	0.0397650	0.0611569	0.9769388	0.6651770	0.5657293	0.5595136	0.9793832	0.9924092
50	0.2787273	0.2995814	0.0254377	0.0674409	0.9850407	0.6416364	0.6208247	0.8090108	0.9806034	0.9606945
100	0.2354881	0.2922936	0.0324574	0.0560036	0.9656315	0.7300478	0.8490899	1.0052802	0.9817813	0.9858383
150	0.2664882	0.2721708	0.0356278	0.0671681	1.0514366	0.7850521	0.9574155	0.9749674	0.8810481	0.9113688
200	0.2374649	0.3312779	0.0173499	0.0635203	1.0818160	0.8502759	1.0947114	0.9219301	0.9722524	0.9804270
250	0.1948252	0.3047028	0.0451986	0.0743557	1.0592712	0.8600425	1.0276850	0.9662119	0.9420712	0.9805368
300	0.2030930	0.2359120	0.0588928	0.0535224	0.9631620	0.9210646	1.1413239	0.9994721	0.9583747	1.0386542
350	0.1703036	0.2647656	0.0293070	0.0560058	0.9280226	1.0298818	1.1108498	1.0041148	0.9373783	1.0732031
400	0.1660422	0.3233960	0.0305092	0.0482899	0.9496716	1.0580607	1.1349538	0.9910490	1.0318150	1.0381342
450	0.1514742	0.3022619	0.0355724	0.0571904	0.9359343	0.9611690	1.0811782	0.9858874	1.0963331	1.0425069
500	0.1535793	0.3254094	0.0279934	0.0670781	0.9095993	0.9476929	0.9634090	1.0224696	1.0718899	0.9223241
550	0.1526402	0.2829248	0.0451755	0.0462642	0.9808872	0.8076715	0.9187300	0.7974256	0.9754943	0.9368384
600	0.1351128	0.2875694	0.0317012	0.0559082	1.0198750	0.8478223	0.9141659	0.6195781	0.9317919	0.9703264
650	0.1827978	0.2580387	0.0283866	0.0782084	0.9962501	0.8066568	0.8691378	0.5711258	1.0145142	0.9769316
700	0.2245290	0.2573266	0.0505079	0.0709282	1.0441717	0.7955898	0.7425566	0.5340092	0.8879989	1.0193584
750	0.2199781	0.2896592	0.0273303	0.0581567	0.9724505	0.8534232	0.6349857	0.5454878	0.8992572	0.9910516
800	0.2944359	0.2733790	0.0368392	0.0501605	0.9826233	0.7363372	0.6680333	0.5468815	0.9876880	0.9597658
850	0.2761405	0.2670569	0.0251461	0.0576449	1.0099391	0.7287833	0.5909548	0.6270453	1.0417020	0.9614570
900	0.2619416	0.2389870	0.0503133	0.0666631	1.1471001	0.8095163	0.7536805	0.6161826	1.0526006	1.0045071
950	0.2334002	0.2592184	0.0344254	0.0950122	1.1275862	0.7489128	0.6902182	0.5792348	1.1346901	1.1262626
1000	0.2136914	0.2295834	0.0241483	0.0766159	1.0780180	0.7048030	0.6892308	0.5793604	1.0361596	1.0306825

0	0.3170701	0.2603182	0.0397650	0.0611569	0.9769388	0.6651770	0.5657293	0.5595136	0.9793832	0.9924092
50	0.3349538	0.1962776	0.0334163	0.0574940	1.0092604	0.5751690	0.5116409	0.5540708	1.0027638	0.9209235
100	0.3056614	0.1009474	0.0343502	0.0367047	1.0062167	0.5849253	0.5318391	0.5078792	1.0252898	0.7330335
150	0.3054826	0.0443649	0.0330467	0.0416695	1.0219162	0.5784931	0.4793928	0.5131388	0.9522258	0.5849731
200	0.3371505	0.0256149	0.0402857	0.0357729	1.0790196	0.6317331	0.4905234	0.5591320	0.9978311	0.6162064
250	0.3146973	0.0239877	0.0316785	0.0540343	1.0308558	0.5786407	0.5094378	0.5993997	0.8865913	0.6215802
300	0.3036987	0.0110306	0.0259378	0.0874009	0.9157986	0.5876570	0.4604681	0.5452438	1.0619277	0.6210339
350	0.2534162	0.0000756	0.0281465	0.0587379	1.0219063	0.5205292	0.4806120	0.6234040	1.0158793	0.6485686
400	0.2195094	0.0026751	0.0196123	0.0522563	1.0177726	0.6077250	0.4626453	0.6514507	1.0082264	0.6736112
450	0.2083062	0.0025743	0.0257487	0.0491859	0.9114270	0.5247302	0.5163713	0.5796498	0.9689870	0.5851313
500	0.2671635	0.0006253	0.0211141	0.0374823	0.9790788	0.5449123	0.5071212	0.5529352	1.0027623	0.6323422
550	0.2752936	0.0722310	0.0133747	0.0257858	0.9384658	0.6100924	0.5203125	0.5262088	0.9630918	0.8860104
600	0.3113647	0.1607279	0.0269793	0.0256210	1.0208580	0.5877734	0.4417042	0.4917700	0.9503936	0.8942256
650	0.2803216	0.2170880	0.0283360	0.0305574	1.1177063	0.6764690	0.4299840	0.5556056	0.9459802	0.9818841
700	0.3240559	0.2083662	0.0242688	0.0609679	0.9818598	0.5750303	0.5067904	0.4727047	1.0347474	0.9129892
750	0.3154089	0.2683827	0.0277654	0.0647517	1.0401155	0.6336428	0.5034228	0.5046424	1.0096122	0.9857179
800	0.3240844	0.2295088	0.0265557	0.0733633	1.0166545	0.5602026	0.4748953	0.5246157	1.0137099	1.1017040
850	0.2987687	0.1949287	0.0462912	0.0546469	1.0289449	0.5804635	0.5370150	0.4915914	1.0513555	1.0241756
900	0.3240811	0.2350096	0.0248025	0.0503658	0.9436347	0.5555914	0.5039211	0.5447485	1.0822990	1.0120244
950	0.3085297	0.2532995	0.0453613	0.0431735	0.9961425	0.6185449	0.4417578	0.5411593	1.0253147	0.8819912
1000	0.2602566	0.2893336	0.0367355	0.0603624	0.9859500	0.6121270	0.5127730	0.5164644	0.9955520	0.9300987

0	0.3170701	0.2603182	0.0397650	0.0611569	0.9769388	0.6651770	0.5657293	0.5595136	0.9793832	0.9924092
50	0.3197622	0.2419601	0.1058456	0.0638649	0.8868458	0.5646263	0.5243925	0.5912985	0.9870957	0.8995490
100	0.2916336	0.2493274	0.2312769	0.0250697	1.0051695	0.5927504	0.4693146	0.5637274	1.0266044	0.6602701
150	0.2735802	0.2728447	0.2625281	0.0096743	1.0204758	0.5410267	0.5391863	0.5343170	0.9924939	0.6145260
