YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C
0.7450382	0.5205232	0.8282198	0.6171797	0.1162527	0.2748357	0.6019256	0.1150151	0.3393535	0.1486341
0.6901671	0.6916331	0.6762354	0.7997533	0.2327697	0.5730422	0.4803013	0.1707557	0.1763137	0.0611355
0.4055735	0.4363716	0.7682443	0.6640934	0.0174566	0.2472781	0.6396881	0.0504136	0.1603319	0.4293435
0.4924665	0.4421566	0.6687705	0.6324962	0.0350229	0.3420278	0.6074322	0.0946453	0.3011261	0.4742225
0.6242250	0.3700438	0.7040648	0.1374589	0.5716238	0.3362836	0.1202420	0.4666588	0.2569625	0.0562583
0.5933051	0.4929898	0.6148437	0.4015616	0.2983745	0.4399070	0.2583199	0.3640011	0.0842879	0.2912928
0.5286340	0.6947417	0.0017793	0.7268543	0.3173835	0.3306857	0.3266064	0.1229456	0.0003592	0.0715020
0.6804452	0.4199381	0.7983098	0.1191667	0.4979486	0.3454486	0.2316269	0.5709865	0.3812511	0.0283884
0.6682681	0.3838866	0.6012137	0.6232532	0.0497634	0.1820733	0.6232830	0.0001116	0.0514876	0.3520930
0.6853081	0.2774771	0.1518171	0.6351368	0.0007957	0.3188847	0.6001293	0.0008211	0.0015535	0.2704431
