YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C
0.4832875	0.9736038	1.0510188	0.1076120	1.0212299	0.8850305	1.0430258	0.7741060	1.0213819	0.6181181
0.5952588	0.9221751	0.9869685	0.1234523	0.8203540	0.9715034	1.0863750	0.9759598	0.8273356	0.8958641
0.2889630	0.9577995	0.7737482	0.0517339	0.8569215	1.0273033	0.9594143	1.0084197	0.9779587	0.9100818
0.3310772	1.0766516	0.9277526	0.1247655	0.9836395	0.8992123	0.9825908	0.9930094	1.0337070	0.9395384
0.5010657	0.9042796	0.7570758	0.0875540	0.9830090	1.0081974	0.9974459	0.9440473	0.6547565	0.8016497
0.3962706	1.1087406	1.1071916	0.2214824	0.7878322	0.3651604	0.9593345	1.0828309	1.0820705	0.9451273
0.5297155	0.9225995	0.8872039	0.4571601	0.3588715	0.6531187	1.0270253	1.0118636	0.9983606	0.8876459
0.5383638	1.0475143	0.8534449	0.1372739	0.9945273	1.0088850	0.9636896	1.0383628	1.1195953	0.9265216
0.4162855	0.9773296	0.8473632	0.0813879	1.0635870	0.8811774	0.9639314	0.7178604	1.1297968	0.9354578
0.4216078	0.9825742	0.8107824	0.1239898	0.9760581	0.8428008	0.9562274	0.7156030	1.0040105	0.9300899
