YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C
0.5541263	0.0000000	0.0000000	0.6891476	0.7874759	0.6988246	0.5090477	0.4361911	0.3344716	1.0041062
0.0121303	0.0000000	0.9987001	0.6258965	0.8563235	0.6971258	0.5561916	0.4132138	0.0000000	1.0215418
0.0763373	0.3307392	1.0139663	0.0000000	0.7740123	0.8493859	0.3713444	0.8705703	0.0000000	1.0318747
0.0447297	0.3725951	1.0568093	0.5683284	0.0000000	0.0000000	0.4071747	0.9805778	0.0695125	1.0523252
0.2615701	0.5087018	0.5935234	0.1337804	0.0000000	0.7359848	0.3969969	0.7399032	0.9391558	0.0000000
0.8105856	0.8715096	0.2591291	0.6642097	1.0148050	0.0000000	0.4318596	0.6442030	1.0298155	0.0000000
0.6114455	0.7441730	0.3855443	0.2433890	1.0056436	0.5009117	0.9725923	0.0000000	0.9857227	0.0000000
