"Time"	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C

0	0.4643506	0.2401868	0.3737345	0.4920963	0.5691894	0.1618560	0.6073587	0.3997147	0.6403989	0.7573016
50	0.6096511	0.1953215	0.6546156	0.4238879	0.8067141	0.0266630	0.7627675	0.4437697	0.5469509	0.9377280
100	0.4378360	0.1234028	0.7443474	0.3540521	0.9046164	0.0082173	0.7467319	0.5066233	0.5013937	0.6740668
150	0.3506211	0.1388596	0.6687559	0.2955221	0.7959107	0.0069598	0.6886325	0.3666796	0.5083193	0.8255575
200	0.4226316	0.1632275	0.8214897	0.4045906	0.7508438	0.0000000	0.6565361	0.3602207	0.5838734	0.8416887
250	0.3990632	0.1085693	0.8824732	0.4316075	0.8185655	0.0081868	0.6787980	0.2605452	0.5571898	0.7201960
300	0.3355549	0.0520265	0.7486900	0.3081912	0.8292520	0.0059601	0.6661024	0.4757367	0.5410872	0.6527994
350	0.3853407	0.0670758	0.7312245	0.3494073	0.7785526	0.0015764	0.6006520	0.3442954	0.7050089	0.8343933
400	0.3393883	0.1308214	0.7753667	0.3708065	0.6965440	0.0117880	0.5188726	0.4139653	0.5452157	0.6874832
450	0.3625629	0.0898163	0.7292211	0.2941185	0.8026548	0.0072504	0.6334215	0.3100602	0.4780556	0.8071638
500	0.3483543	0.1278273	0.7461550	0.4560692	0.7477753	0.0064270	0.6641753	0.4043332	0.6021153	0.6614927
550	0.3451001	0.1117166	0.3730564	0.4010136	0.7464780	0.1586745	0.6497249	0.3379686	0.5349309	0.8460597
600	0.3198743	0.0835837	0.3792174	0.3732488	0.6149048	0.1236725	0.6888791	0.2431420	0.5532690	0.6726392
650	0.4339728	0.1342521	0.2179787	0.3995407	0.6152576	0.1443841	0.7734335	0.3163931	0.5527080	0.8009029
700	0.3618610	0.1170878	0.2189100	0.4303900	0.5886427	0.1602075	0.7523294	0.4296855	0.5904203	0.7225160
750	0.3733298	0.0697361	0.2652291	0.5090584	0.7173485	0.1349036	0.6398195	0.2835352	0.6807698	0.7712576
800	0.4733369	0.1186647	0.2528769	0.4846039	0.7338288	0.1333806	0.8304465	0.3821148	0.7206732	0.7468557
