YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W
0.0000002	0.9986992	0.9972460	0.0733410	0.1176162	0.1980673	1.0000000	1.0000000	0.1056248	1.0000000
0.0220894	0.0000000	0.9972460	0.0733410	0.1176162	0.1980673	1.0000000	1.0000000	0.1056248	1.0000000
0.7343806	0.9999998	0.0000000	0.0733411	0.1176168	0.1980673	1.0000000	1.0000000	0.1056248	1.0000000
0.7338089	0.9986991	1.0000000	0.0000000	0.0648058	0.1980673	1.0000000	1.0000000	0.1056248	1.0000000
0.7338089	0.9986992	0.9974688	0.0718919	0.0000001	0.1980673	1.0000000	1.0000000	0.1056248	1.0000000
0.7339944	0.9991177	0.1356079	0.4600645	0.7150187	0.0000000	1.0000000	1.0000000	0.1056248	1.0000000
0.7338089	0.9986992	0.9973646	0.0725800	0.0944246	0.9999998	0.0000000	1.0000000	0.1056248	1.0000000
0.7323964	0.9955288	1.0000000	0.0733410	0.1176162	0.1980673	1.0000000	0.0000012	0.1056248	1.0000000
0.7343857	1.0000000	0.9972460	0.0733410	0.1176163	0.1980673	1.0000000	1.0000000	0.0000006	1.0000000
0.6390452	0.8212858	0.9972460	0.0733410	0.1176162	0.1980673	1.0000000	1.0000000	0.9999943	0.0000000
