YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C
0.4013201	0.3026817	0.2316419	0.3737428	0.3349714	0.0312751	0.8508333	0.4627583	0.0913655	0.6834729
0.6522114	0.6519301	0.1508544	0.3965731	0.1477019	0.2078365	0.6408492	0.6006695	0.0045567	0.7605757
0.5103076	0.3270568	0.1814827	0.2305876	0.2611317	0.1572313	0.8436456	0.5841572	0.1561574	0.7500420
0.5089159	0.3414500	0.2664343	0.2148552	0.1898998	0.0443291	0.8482765	0.3226655	0.1592265	0.7811038
0.7296654	0.6693883	0.1017626	0.3152336	0.0106658	0.1312936	0.8133071	0.7886220	0.2492004	0.9347654
0.8273136	0.6088079	0.0924011	0.1536845	0.0287234	0.1796318	0.8082104	0.7152003	0.0073777	0.6685518
0.6239655	0.4714847	0.1420366	0.0443575	0.1311172	0.0397486	0.8859373	0.5893486	0.2111825	0.7535222
0.5133943	0.1572153	0.4492320	0.2991249	0.1145265	0.1970226	0.7733166	0.5179389	0.0254502	0.6878224
0.7311948	0.3761770	0.1426104	0.3347865	0.1287658	0.2111345	0.8369446	0.8358153	0.0189284	0.8097408
0.7839823	0.3781851	0.2113986	0.0899651	0.2462655	0.1208217	0.7145446	0.5789225	0.1516042	0.9741151
