YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W
0.1463625	0.6487472	0.0830232	0.1869437	0.6516928	0.1835154	0.3947989	0.5336364	0.6138634	0.7542397
0.2204656	0.3374779	0.0231073	0.1543799	0.6172255	0.1638072	0.5364444	0.3951960	0.5054004	0.7298911
0.2255390	0.7635013	0.0194640	0.1587541	0.6808049	0.1236850	0.3757573	0.5257300	0.5488638	0.7026634
0.1657539	0.6190735	0.0591057	0.0803859	0.6802502	0.1608169	0.3703016	0.5619090	0.6250749	0.6655235
0.1933639	0.6844624	0.0280928	0.1701802	0.3673153	0.2192733	0.3872934	0.4019182	0.6533017	0.7793735
0.2830236	0.7253726	0.0569518	0.1490491	0.5619974	0.0710000	0.4673435	0.5705068	0.6947216	0.6186031
0.1897867	0.9858353	0.2301001	0.4848226	0.5678496	0.1859720	0.2437046	0.5332595	0.4719441	0.7779869
0.1592079	0.5758929	0.0220191	0.0917690	0.6276339	0.1846095	0.6989784	0.1871147	0.6341026	0.7387103
0.5181166	0.7250935	0.0389010	0.1718191	0.6171588	0.1301684	0.5235942	0.4407179	0.3120303	0.7207198
0.5347809	0.7717663	0.0542841	0.1597198	0.7000535	0.1915694	0.4009006	0.4596271	0.3982307	0.4019969
