YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W
0.0000000	1.0508906	0.9663910	0.9939657	0.0812508	0.1609538	0.7328536	0.5307029	1.0008597	1.0001224
0.8748345	0.0000000	1.0142807	0.9450073	0.0878559	0.1541701	0.8825493	0.3831926	0.9298740	0.9956033
0.2427725	0.0399155	0.0000000	1.0487879	0.0550464	0.1682048	0.8592983	0.4015759	1.0078566	1.0303530
0.2589293	0.0237923	0.0080294	0.0000000	0.0810056	0.1309197	0.7787403	0.4667529	0.9931044	1.1297978
0.8306693	1.0145091	0.9509714	0.9447332	0.0000000	0.1653736	0.9093534	0.3296177	0.9883634	0.9404704
0.9565450	1.0290976	0.9673630	1.0281891	0.0229081	0.0000000	0.8436351	0.3713340	0.9989551	1.0201990
0.9577313	0.9390379	0.8893176	0.4592157	0.7705796	1.0248193	0.0000000	0.4795401	0.5756377	1.0892285
0.7772601	0.9658541	1.0173245	1.0180940	0.0537937	0.1110862	1.0243283	0.0000000	1.0079974	1.0585801
1.0404428	0.9974975	0.9786374	1.0814806	0.1108331	0.2041335	0.6417107	0.7436955	0.0000000	0.9974493
0.8235477	1.0294589	1.0224625	1.0600349	0.0734322	0.1165787	0.9509045	0.3139111	0.9991906	0.0000000
