"Time"	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W
750	0.1859135	0.0998659	0.2531491	0.4278853	0.7172266	0.5568762	0.4274372	0.5683319	0.6514451	0.9067411
800	0.2251319	0.1419725	0.2591095	0.3220766	0.7436701	0.6734019	0.4381493	0.5399792	0.5526392	0.8772132
850	0.1822482	0.1062273	0.2783975	0.3008261	0.5587450	0.7192818	0.4082294	0.4931468	0.6167263	0.7304033
900	0.2198562	0.1076801	0.1680780	0.3665950	0.7302951	0.5912831	0.3830149	0.5412394	0.5231250	0.8938288
950	0.2669747	0.0588666	0.1561686	0.4180990	0.6216981	0.8046243	0.4788379	0.5358863	0.5808588	0.8732591
1000	0.1768887	0.1160578	0.1676899	0.3389296	0.6476839	0.6866969	0.3790827	0.5329000	0.6997023	0.7392718

0	0.1285922	0.0878356	0.1904854	0.3043986	0.5664220	0.7045529	0.5465777	0.5773090	0.7297843	0.7572900
50	0.1847239	0.0506674	0.2300056	0.3542490	0.6138931	0.6924673	0.2453289	0.4872007	0.6398721	0.6755783
100	0.1945575	0.0785656	0.2024876	0.3313078	0.7101177	0.7256740	0.1363917	0.5603383	0.5153282	0.5416930
150	0.1318492	0.0644522	0.1720431	0.4345025	0.6799383	0.6570118	0.1083686	0.6185318	0.3035611	0.4906092
200	0.2050358	0.0683519	0.2179005	0.4160368	0.7854944	0.4525594	0.0835108	0.4275123	0.1991961	0.3398172
250	0.2055204	0.0792325	0.2144214	0.3854348	0.6388184	0.4028113	0.1289745	0.1633936	0.1415167	0.3798928
300	0.1240278	0.0901232	0.1778063	0.3822504	0.5867364	0.2408076	0.1093293	0.1593207	0.0776433	0.4570902
350	0.1235672	0.0651031	0.1704426	0.4323651	0.5809628	0.3486374	0.1271860	0.1002730	0.1609818	0.4866923
400	0.2199964	0.0511256	0.2567079	0.4449466	0.5618279	0.2566051	0.0437423	0.0708579	0.1464480	0.4275080
450	0.1242885	0.0609156	0.2820693	0.4580149	0.4571860	0.2132545	0.0735486	0.0961723	0.0999809	0.4081598
500	0.1762829	0.0947561	0.2029114	0.3766436	0.4565284	0.3308258	0.0576980	0.0689809	0.1101008	0.4261844
550	0.0944404	0.0938597	0.2176448	0.4900276	0.5002860	0.2884633	0.2663032	0.0526733	0.0795042	0.5431278
600	0.1741636	0.0637945	0.2605485	0.5310217	0.6189599	0.4186688	0.5364398	0.0564745	0.1822276	0.5929441
650	0.1535804	0.0904106	0.2175192	0.5071844	0.4718469	0.4602461	0.6908847	0.1051238	0.3567031	0.7614263
700	0.1899450	0.1060288	0.4258546	0.5540565	0.5371695	0.7025576	0.6168768	0.2125442	0.5504674	0.7429251
750	0.2056553	0.1455496	0.2670414	0.5058075	0.6425739	0.5255125	0.6100622	0.2602609	0.5776398	0.8612165
800	0.1624085	0.1256975	0.3352563	0.5189024	0.5844394	0.5811717	0.5476742	0.4800106	0.5886631	0.7731629
850	0.2651914	0.1601196	0.2895572	0.5409912	0.6023935	0.7067804	0.4920413	0.4655677	0.6361248	0.9749206
900	0.2570545	0.1424565	0.2409785	0.3790034	0.6232811	0.6213318	0.5475291	0.5890699	0.6389137	0.9643324
950	0.2810160	0.1018477	0.2059107	0.5017524	0.5601675	0.6174000	0.4484723	0.6531651	0.6078449	0.8048235
1000	0.1602729	0.1402173	0.2028434	0.4177314	0.6081288	0.5410320	0.5940848	0.4097510	0.6388052	0.7046557

0	0.1575708	0.1030546	0.1710325	0.2931385	0.6046497	0.7609801	0.5113360	0.4696138	0.8169973	0.6606983
50	0.1884437	0.0612448	0.1789595	0.4605619	0.6702774	0.6091367	0.4969503	0.4865516	0.5954213	0.8165004
100	0.1282473	0.0597398	0.1969553	0.4333109	0.6952300	0.7638909	0.5106899	0.4589358	0.5774212	0.6563882
150	0.2218896	0.1059535	0.2133638	0.4701430	0.6896586	0.7937164	0.5376804	0.6847962	0.5759547	0.7237571
200	0.3094679	0.1678002	0.1919848	0.4635822	0.8043603	0.7052420	0.3851813	0.5492486	0.6292041	0.7848818
250	0.2847124	0.1134175	0.3058839	0.4770566	0.5980009	0.8057253	0.4447835	0.5476454	0.7666091	0.7804534
300	0.3688511	0.1071417	0.1774369	0.4807346	0.6928166	0.6919602	0.4549166	0.5833932	0.6396549	0.8992918
350	0.1791714	0.0639754	0.2252033	0.3903077	0.6866194	0.7175749	0.4036154	0.5063706	0.5455749	0.8313188
400	0.3477687	0.0644158	0.3118927	0.5252717	0.5912375	0.6747874	0.5188976	0.4785448	0.5677268	0.8929147
450	0.2905387	0.1106123	0.2902958	0.5604389	0.4821669	0.8217168	0.5858830	0.6021287	0.6266603	0.8341823
500	0.2392725	0.0883173	0.2380554	0.4691965	0.6915695	0.7286208	0.5522895	0.5341427	0.6327876	0.7643650
550	0.2650659	0.1012431	0.2833950	0.3940782	0.6592017	0.7492868	0.4929915	0.5764881	0.6289446	0.7920062
600	0.2899281	0.1113579	0.3048430	0.3099919	0.7214737	0.6673490	0.4822251	0.5364045	0.7305458	0.8475922
650	0.2186272	0.1061329	0.2423203	0.3297402	0.7959162	0.6920537	0.5477290	0.5497509	0.5813520	0.8907152
700	0.1991161	0.0733304	0.1377661	0.3452188	0.6654300	0.8957443	0.5802410	0.5483984	0.5636830	0.7034604
750	0.1583753	0.0494268	0.1061684	0.3800211	0.7815791	0.6868037	0.5339387	0.5174859	0.6407555	0.7605158
800	0.1123343	0.0555252	0.2053583	0.3445625	0.6914895	0.7092994	0.5495444	0.5729710	0.7813998	0.8426703
850	0.1003398	0.1324591	0.2000842	0.3442165	0.6006688	0.6990587	0.4861912	0.4383229	0.8437147	0.7143442
900	0.1326109	0.0634980	0.2371733	0.3507400	0.5994452	0.7056644	0.5066617	0.5448067	0.6833867	0.7676945
950	0.1396343	0.1064993	0.2301818	0.4298293	0.7211096	0.6319631	0.4575608	0.7634062	0.5985359	0.9928628
1000	0.2039306	0.0694944	0.1760683	0.4769519	0.5492813	0.9292916	0.3876429	0.8197682	0.5992029	0.8978557

0	0.0901039	0.1305973	0.1577063	0.3599825	0.6379901	0.8526078	0.5917782	0.4549930	0.5971675	0.6372103
50	0.1327364	0.0616190	0.2983505	0.4194176	0.5835186	0.8106718	0.4879847	0.5138449	0.6393644	0.6459949
100	0.1385010	0.1320277	0.5184086	0.3922055	0.6741062	0.7192844	0.5357355	0.4642598	0.7866402	0.7592434
150	0.2181607	0.2192173	0.6992590	0.4149762	0.7096040	0.6995084	0.4396262	0.4829835	0.7272362	0.8877396
200	0.2735017	0.2581643	0.6400168	0.5129028	0.7013941	0.6910641	0.5252242	0.6064314	0.5772050	0.8542173
250	0.3421941	0.3286935	0.5339035	0.4355391	0.6718216	0.7672825	0.4719532	0.5738143	0.7509934	0.8192819
300	0.3278685	0.3117288	0.6468230	0.4811551	0.6875193	0.6839397	0.4671253	0.5948922	0.5470536	0.7630140
350	0.4324325	0.3043776	0.5500044	0.4130538	0.6165325	0.6887467	0.3814494	0.5948872	0.6521653	0.7866580
400	0.4169866	0.2511957	0.6766829	0.4840768	0.7654290	0.6592136	0.3924004	0.5094596	0.5324148	0.7924335
450	0.5265991	0.3028707	0.7904888	0.4308515	0.8192130	0.6623696	0.4416944	0.4538760	0.6290056	0.7059532
500	0.5396364	0.3934084	0.6053814	0.4450345	0.6224992	0.6427276	0.3542261	0.4579987	0.5462997	0.8277838
550	0.4582433	0.3347903	0.5836839	0.3811947	0.7516892	0.7298948	0.4040017	0.5077519	0.6042252	0.8389373
600	0.4201458	0.2707802	0.3424287	0.4026130	0.6691665	0.7760927	0.4325735	0.5368836	0.8193649	0.8553813
650	0.3792344	0.1668723	0.2321808	0.3271452	0.8002168	0.6847025	0.4883742	0.5441143	0.7603121	0.8235926
700	0.3094338	0.1160413	0.1968991	0.3941067	0.7386559	0.6459309	0.4448610	0.4656443	0.6960405	0.6978998
750	0.2496543	0.0791188	0.1461247	0.3567635	0.7090613	0.5963485	0.6255539	0.5446964	0.5659890	0.8805591
800	0.1859138	0.0973196	0.1340261	0.3838993	0.6761278	0.8616563	0.4805444	0.5074593	0.5160910	0.7765177
850	0.1670707	0.0637248	0.1274004	0.3377194	0.7289942	0.7766129	0.4500993	0.6542085	0.7161896	0.7466444
900	0.1464210	0.0475093	0.1286773	0.4617959	0.7248641	0.6459011	0.4045181	0.5150989	0.7663894	0.8977003
950	0.1566309	0.0434816	0.2037273	0.3692082	0.7093157	0.8029783	0.4921463	0.5667054	0.7690650	0.9692664
1000	0.1223019	0.0288301	0.2068169	0.5012321	0.6127833	0.5615518	0.4878337	0.6445430	0.7008950	1.0174818

0	0.1856941	0.0852864	0.2001527	0.2972292	0.6723211	0.8147560	0.5400890	0.4667425	0.6338040	0.7576661
50	0.1352267	0.0933314	0.1406203	0.3400073	0.6702691	0.5778887	0.3927598	0.5801885	0.6329729	0.8605910
100	0.1698072	0.0559274	0.1502321	0.3787217	0.8241719	0.5288402	0.3524160	0.4409772	0.7298282	0.8218342
150	0.1714195	0.0633857	0.2243378	0.3808914	0.7497574	0.7239715	0.3090019	0.4474693	0.6278126	0.7433769
200	0.1793543	0.1179736	0.1968738	0.4653404	0.7299260	0.6965363	0.2412071	0.4624291	0.6035595	0.8007321
250	0.1564986	0.0771423	0.1714682	0.4194636	0.7366777	0.8306529	0.3421997	0.4879378	0.6801096	0.7377484
300	0.1707316	0.1268888	0.2151252	0.4545634	0.4571162	0.6836238	0.2834004	0.5276699	0.5903352	0.7298480
350	0.1619842	0.1002509	0.2530410	0.3118536	0.8697923	0.7334930	0.2133185	0.4630221	0.5964394	0.6735843
400	0.1695345	0.0654034	0.2227965	0.3543617	0.7029209	0.7484738	0.2042369	0.4065850	0.6170213	0.7987190
450	0.1381988	0.0891309	0.1480773	0.2733245	0.5420751	0.8920524	0.3148856	0.4095002	0.6483689	0.8037858
500	0.1822693	0.1704105	0.1338931	0.3215558	0.5492509	0.6930342	0.2656806	0.5348174	0.5891414	0.8653654
550	0.1093091	0.0530340	0.1512897	0.4871290	0.6646315	0.7151157	0.3428441	0.5555002	0.6519934	0.7238784
600	0.0931498	0.0830391	0.1793829	0.4878919	0.7943894	0.6822665	0.3903848	0.5796909	0.7419875	0.7993273
650	0.1176993	0.0920238	0.1991386	0.3588356	0.7723144	0.7282387	0.4053315	0.4797040	0.8419691	0.7508328
700	0.1368385	0.0798514	0.2539852	0.3960689	0.5937595	0.6254324	0.5091097	0.5261776	0.6456632	0.6936089
750	0.1705622	0.1023324	0.1842581	0.2986567	0.6276024	0.6707874	0.5581847	0.5773622	0.6770474	0.7434496
800	0.1552687	0.0375958	0.1812206	0.3775972	0.7156092	0.7087869	0.4976810	0.4336461	0.5893142	0.6996381
850	0.1372906	0.0568586	0.1983879	0.3712783	0.6337810	0.8164063	0.5161794	0.5564826	0.7004158	0.7772130
900	0.1195517	0.0443167	0.2013325	0.5596781	0.6236308	0.6021488	0.5738655	0.4722730	0.5287272	0.5978685
950	0.1518497	0.0499141	0.1951215	0.4118161	0.7002318	0.6937883	0.4450207	0.3883655	0.6436992	0.7563237
1000	0.1758456	0.0742886	0.2474149	0.4207137	0.6873508	0.7792151	0.3615975	0.5269012	0.7324053	0.7545172

0	0.1782490	0.0865369	0.1967482	0.3895928	0.5641781	0.6609314	0.5473807	0.4005721	0.6716419	0.7499332
50	0.1127604	0.0600495	0.3809407	0.3447031	0.5941044	0.6256622	0.6344924	0.3852534	0.5867451	0.7861866
100	0.1369635	0.1227775	0.5116090	0.3485840	0.6433181	0.7501825	0.6145900	0.5138391	0.6654758	0.7171656
150	0.1938012	0.1785270	0.5824349	0.3996999	0.7159170	0.5615066	0.5135463	0.3823809	0.7044474	0.7395315
200	0.2943304	0.2267997	0.7077753	0.3712243	0.6445180	0.5786285	0.5345789	0.6204025	0.7565201	0.8433335
250	0.3380422	0.3161898	0.5827490	0.4526287	0.7046915	0.7485186	0.3682490	0.6647066	0.8623811	0.9285405
300	0.3027736	0.3537583	0.6626645	0.3640195	0.7556448	0.6375127	0.4462734	0.6091372	0.7145923	0.8631614
350	0.4594699	0.3805556	0.6068029	0.5660421	0.6251938	0.6491671	0.3632441	0.7529683	0.6568111	0.8120950
400	0.3091764	0.3277465	0.6392140	0.4040813	0.6905096	0.6578363	0.3142903	0.6876687	0.8555532	0.8639350
450	0.4144143	0.3717270	0.5866613	0.3974745	0.6052176	0.6758030	0.3969874	0.6541305	0.7851853	0.8003419
500	0.5033126	0.3489992	0.6649826	0.3459630	0.6326989	0.5949330	0.4510189	0.6639055	0.7605027	0.6960703
550	0.3507407	0.3449323	0.3664522	0.3637820	0.4836010	0.6706838	0.4291734	0.5411212	0.7909259	0.8226710
600	0.2967933	0.1734955	0.2864016	0.4586745	0.6549496	0.7196899	0.3670911	0.6560366	0.7314946	0.8867007
650	0.3063201	0.1104611	0.2301277	0.4571887	0.7425424	0.6984509	0.3180031	0.6262817	0.5872128	0.7490263
700	0.3477850	0.1628693	0.2365216	0.4370124	0.5525914	0.7452074	0.3790578	0.6234819	0.5896774	0.8856830
750	0.2451772	0.1477168	0.1602275	0.3138968	0.8175857	0.6877112	0.3863856	0.4826504	0.7612797	0.8194819
800	0.3204921	0.1058263	0.1571734	0.3495261	0.7755877	0.6605992	0.5940780	0.6885143	0.6400391	0.9610938
850	0.2859638	0.0600059	0.1411411	0.3787152	0.8543675	0.6932917	0.4756705	0.4769352	0.6691499	0.7477489
900	0.1868004	0.0468138	0.1621297	0.4145629	0.7069073	0.6730330	0.4482619	0.4618118	0.6279983	0.8750786
950	0.1570553	0.1012649	0.1754535	0.3753708	0.6681359	0.6550374	0.4564514	0.7048682	0.5607479	0.7665112
1000	0.1584658	0.0562039	0.1896308	0.3315312	0.6083463	0.5556639	0.4949240	0.5286838	0.7511651	0.6753380

0	0.1648387	0.0955672	0.1385963	0.3503311	0.6114204	0.7035958	0.5617361	0.4419595	0.6452619	0.8450106
50	0.1031770	0.1788372	0.2578026	0.2853972	0.9512519	0.6876376	0.4834778	0.5864782	0.6178935	0.6764641
100	0.2233513	0.3075309	0.1878093	0.2640832	0.8896586	0.8256946	0.5423006	0.4904999	0.6603772	0.8807353
150	0.2644268	0.3498506	0.1443386	0.3465557	0.8498749	0.5927977	0.3637233	0.5305700	0.6408834	0.8083267
200	0.4108195	0.3116583	0.2707398	0.4539705	0.7152743	0.7993684	0.4353152	0.5474154	0.6496067	0.8553809
250	0.4129493	0.3695351	0.1636446	0.2955969	0.8062420	0.7744807	0.3383919	0.5401013	0.7441381	0.9669976
300	0.5839785	0.4220338	0.1867578	0.2981496	0.6635837	0.7242855	0.4171773	0.4600659	0.7139725	0.9910965
350	0.4447190	0.3782701	0.2049850	0.3734305	0.6582478	0.7216230	0.4172093	0.5990700	0.8213309	1.0825777
400	0.4669566	0.3922397	0.1513923	0.3499178	0.7952408	0.8223503	0.4556683	0.5059556	0.6713826	0.8564468
450	0.3815505	0.2846119	0.1417581	0.3602058	0.6564569	0.7207360	0.4275432	0.6289099	0.6132345	0.9931385
500	0.3593425	0.5112484	0.1963150	0.4029927	0.6245974	0.5012090	0.5099185	0.6582867	0.7483327	0.7174424
550	0.4030833	0.2626241	0.2027801	0.4496199	0.6519738	0.7642226	0.3776857	0.5652056	0.7106726	0.7026827
600	0.3395619	0.1364306	0.1925822	0.3843113	0.7330109	0.6398584	0.5213678	0.5923540	0.6268342	0.8429707
650	0.3452142	0.1205790	0.1835916	0.3502161	0.5474991	0.5220424	0.5267037	0.6343946	0.5471161	1.0245853
700	0.2585028	0.0718503	0.1672848	0.4508311	0.7079627	0.5816147	0.4829998	0.6046800	0.7932996	0.6641738
750	0.2538030	0.0735879	0.2503012	0.4583724	0.7131704	0.6280059	0.5019451	0.5744901	0.6897552	0.9255886
800	0.1498210	0.0670164	0.1957341	0.4453156	0.6972398	0.6827843	0.4617663	0.5948154	0.6883776	0.9577245
850	0.1674650	0.0924521	0.2442467	0.5215105	0.6348774	0.7143488	0.4559804	0.4410591	0.7663004	0.7148303
900	0.1326825	0.0794367	0.2928997	0.4609443	0.7498766	0.7172733	0.4710692	0.4157412	0.6078313	0.8112948
950	0.0859911	0.0427303	0.2085680	0.3694604	0.6357128	0.7245152	0.4074412	0.5271946	0.7122306	0.7437989
1000	0.0697796	0.1101242	0.2009269	0.4003739	0.6660996	0.7047284	0.5455471	0.5065885	0.6640316	0.8441120

0	0.2275706	0.0939378	0.1691776	0.3766626	0.6712238	0.6671884	0.5135961	0.4803506	0.5822497	0.6342175
50	0.1394302	0.0799036	0.2976161	0.3371066	0.7670308	0.6233383	0.2981795	0.4741549	0.7281742	0.8201906
100	0.1993081	0.1245103	0.3065731	0.4401702	0.7580946	0.6231972	0.3896161	0.6279824	0.7977895	0.8002759
150	0.1492795	0.0744295	0.1999173	0.3834395	0.6732735	0.6707162	0.3565262	0.7844293	0.7450727	0.7000268
200	0.1453453	0.1043939	0.1878453	0.3710144	0.6245592	0.6834723	0.2930822	0.7534076	0.7839528	0.6932628
250	0.1419786	0.0691927	0.1609794	0.4733708	0.7318677	0.5002646	0.2532246	0.7145427	0.6800402	0.8997495
300	0.1800071	0.0653771	0.1965865	0.4391032	0.7271981	0.5402538	0.2588273	0.8651035	0.7922614	0.8735645
350	0.1940144	0.0749130	0.1853848	0.3976570	0.7186614	0.5763126	0.2015021	0.8282341	0.7410067	0.7537866
400	0.1003486	0.0707741	0.2125337	0.4196692	0.7109789	0.6812001	0.2689525	0.7929090	0.6646481	0.8893728
450	0.1035368	0.0952010	0.1569366	0.3920668	0.7058584	0.7495726	0.1994463	0.8077753	0.6899280	0.8059437
500	0.1445394	0.0754369	0.1992829	0.3207228	0.6891543	0.5110560	0.2213687	0.6989763	0.6794091	0.7287590
550	0.1631193	0.0897592	0.1679804	0.4416117	0.6929436	0.5702165	0.3547524	0.6695906	0.7749949	0.8700892
600	0.1207181	0.0810937	0.2089736	0.3074518	0.6364821	0.6774812	0.3991761	0.6460741	0.6267765	0.6782514
650	0.1855707	0.1375525	0.1598315	0.4346757	0.6094421	0.4965980	0.3893655	0.6402771	0.6994992	0.8037490
700	0.2284936	0.0867454	0.1224817	0.3776085	0.6849810	0.5789175	0.4421635	0.4999066	0.6519357	0.7144770
750	0.1840118	0.0795552	0.1770483	0.3124413	0.7692968	0.5817910	0.5868080	0.5848045	0.6217611	0.7777435
800	0.1944141	0.0589647	0.2052811	0.5213542	0.6990904	0.6719980	0.4372470	0.5384645	0.6027602	0.8829801
850	0.1484117	0.1299263	0.2506640	0.3812023	0.5439939	0.6425147	0.4708795	0.5173228	0.5866930	0.9453956
900	0.1666400	0.0983424	0.1903521	0.4114839	0.6534197	0.6392424	0.4965730	0.5195590	0.7380684	0.9634706
950	0.1834360	0.0725386	0.1692066	0.4197649	0.6315659	0.7225377	0.4796713	0.5944425	0.7494434	0.8341416
1000	0.1535334	0.1051873	0.1868852	0.3958074	0.6859571	0.8124741	0.4991317	0.6236014	0.7833364	0.8771849

0	0.1751992	0.0992251	0.1475454	0.4066252	0.6743235	0.7124720	0.4653216	0.5224883	0.5436356	0.6685099
50	0.1045574	0.0387408	0.1541537	0.3999535	0.5900896	0.7771053	0.4111327	0.5189989	0.5173774	0.5218031
100	0.0935515	0.1011645	0.1623500	0.3756881	0.7100062	0.7054366	0.5096001	0.6226986	0.5654735	0.3326034
150	0.1740157	0.0817943	0.1682186	0.2585779	0.7279908	0.7280050	0.5229583	0.4366464	0.3457325	0.1981326
200	0.1507090	0.0679637	0.1498934	0.2759673	0.6768655	0.6925126	0.5272333	0.5400538	0.3077725	0.0801722
250	0.2149058	0.1070458	0.1152020	0.3976273	0.6358147	0.6943239	0.6738500	0.4178331	0.2508311	0.0602142
300	0.1972038	0.0764033	0.1488420	0.3369923	0.6255676	0.6888748	0.5323182	0.4197667	0.2613080	0.0510398
350	0.1214454	0.0551293	0.1235480	0.4039867	0.6424007	0.8842617	0.5783088	0.3847756	0.2340445	0.0240903
400	0.1306272	0.1069043	0.2911311	0.4586204	0.6725271	0.6326848	0.6238579	0.3411445	0.2765934	0.0677768
450	0.1214958	0.1236349	0.1853661	0.4230679	0.6127938	0.7281241	0.4660166	0.4183177	0.2960098	0.1015497
500	0.1503612	0.0851319	0.1669614	0.3696027	0.6645475	0.7381422	0.4815165	0.3953621	0.1454021	0.0416039
550	0.0990450	0.0691277	0.1655949	0.3870883	0.6041395	0.6728153	0.4010930	0.2750240	0.1170372	0.2918052
600	0.1616511	0.0607729	0.2121931	0.4958169	0.7334916	0.6112341	0.5075087	0.1319445	0.1430073	0.5713806
650	0.2601123	0.0661513	0.2082791	0.3544191	0.6326523	0.9133725	0.5681320	0.0573337	0.2437614	0.7562642
700	0.2105840	0.1153570	0.2003008	0.4203066	0.5381745	0.8305799	0.6558269	0.1347395	0.3802949	0.6997846
750	0.0639794	0.0643248	0.2383410	0.3601843	0.5604747	0.7380434	0.6351139	0.2359261	0.5850296	0.7218664
800	0.1426487	0.0862115	0.1700158	0.3894247	0.7198552	0.5950357	0.7804782	0.4978344	0.6131975	0.6657970
850	0.1701716	0.1346119	0.1854483	0.3242465	0.5928126	0.7984047	0.6663283	0.3842178	0.5823066	0.7939363
900	0.0934983	0.1535647	0.1818629	0.4163381	0.5788299	0.5586025	0.6816718	0.4780861	0.5878705	0.8692266
950	0.2011216	0.0932005	0.1814490	0.5242479	0.7078448	0.6057138	0.3337295	0.4636685	0.5085000	0.9159593
1000	0.1344877	0.1375587	0.2447324	0.4989609	0.6330577	0.5626259	0.4610791	0.5109032	0.7706038	0.8738161
