YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C
0.5000505	0.9367578	0.9996738	0.9585460	0.0488368	0.0565370	0.0619039	0.3040388	0.8321588	0.9999414
1.0000000	0.4683809	0.9997740	0.9711553	0.0418791	0.0507113	0.0462174	0.2667772	0.9394542	0.9999818
1.0000000	0.9367620	0.4998928	0.9723915	0.0412260	0.0502994	0.0448206	0.2626269	0.9556703	0.9999839
1.0000000	0.9367578	0.9996738	0.4793075	0.0488368	0.0565369	0.0619039	0.3040388	0.8321588	0.9999414
1.0000000	0.9367578	0.9996738	0.9585461	0.0244184	0.0565369	0.0619039	0.3040388	0.8321588	0.9999414
1.0000000	0.9367578	0.9996738	0.9585462	0.0488367	0.0282708	0.0619038	0.3040387	0.8321588	0.9999414
1.0000000	0.9367632	0.9996738	0.9585473	0.0488361	0.0470785	0.0309511	0.3040351	0.8321679	0.9999964
1.0000000	0.9367634	0.9996738	0.9941526	0.0309619	0.0462808	0.0258366	0.1520262	0.8321682	0.9999982
1.0000000	0.7757019	0.9958104	0.5341431	0.4279724	0.8372721	0.7640707	0.8625409	0.3579234	0.4182441
1.0000000	0.8228356	0.9995097	0.9317745	0.0650512	0.0822921	0.1019975	0.3648778	0.7274345	0.4997813
