YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C	YPL248C
0.0000008	0.0109445	0.2592327	1.0000000	1.0000000	0.5469474	1.0000000	1.0000000	1.0000000	1.0000000
0.0602863	0.0000001	0.2592327	1.0000000	1.0000000	0.5469474	1.0000000	1.0000000	1.0000000	1.0000000
0.1004132	0.0109413	0.0000000	1.0000000	1.0000000	0.5469474	1.0000000	1.0000000	1.0000000	1.0000000
0.9069883	0.7561227	0.9999704	0.0000038	1.0000000	0.5469474	1.0000000	1.0000000	1.0000000	1.0000000
0.8605919	0.5231963	0.2592327	1.0000000	0.0000019	0.5469474	1.0000000	1.0000000	1.0000000	1.0000000
0.8605906	0.5231953	0.2592327	1.0000000	1.0000000	0.0000024	1.0000000	1.0000000	1.0000000	1.0000000
0.8605919	0.5231963	0.2592327	1.0000000	1.0000000	0.0072438	0.0000003	1.0000000	1.0000000	1.0000000
0.8605918	0.5231962	0.2592327	1.0000000	1.0000000	0.5469474	1.0000000	0.0000023	1.0000000	1.0000000
0.8605916	0.5231961	0.2592327	1.0000000	1.0000000	0.5469474	1.0000000	1.0000000	0.0000034	1.0000000
0.8605912	0.5231958	0.2592327	1.0000000	1.0000000	0.5469474	1.0000000	1.0000000	1.0000000	0.0000008
