YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W
0.0000000	0.6203505	0.5035131	0.9550299	0.0395184	0.0000000	0.0464584	1.0372247	1.0449716	0.9935751
0.5560686	1.0219634	0.0068983	0.0000000	0.0424783	0.0187744	0.0393015	1.0747982	0.0000000	1.0355785
0.4564397	0.7185001	0.4450918	0.0000000	0.0509451	0.0155868	0.0532755	1.0400701	1.0672478	0.0000000
0.1851471	0.4881221	0.6032708	0.9972191	0.0000000	0.0097382	0.0000000	0.9711817	1.0526477	0.9461278
0.4665607	1.0097507	0.1347250	0.4124414	0.0000000	0.0140256	0.0348036	0.9692968	0.0000000	1.0270586
0.5213639	0.9831358	0.0064993	0.3870115	0.0341234	0.0268537	0.0364340	1.0261832	0.0000000	0.0000000
