YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C
0.7250932	0.4495619	0.8661878	0.0011630	0.3226592	0.4447600	0.8830933	0.0067085	0.1891725	0.8966178
0.5748638	0.5129394	0.6928982	0.0118622	0.3655037	0.5833743	0.6943201	0.0075816	0.0977752	0.5277941
0.7132817	0.4830534	0.7599219	0.0665953	0.3907176	0.4544371	0.5163825	0.1435913	0.3916098	0.8511135
0.5950625	0.4369060	0.7021501	0.0000511	0.3641477	0.2056966	0.1397558	0.3003218	0.3357615	0.6393454
0.6801933	0.6639441	0.6655846	0.0446520	0.7717740	0.5894720	0.4802572	0.1410741	0.1107469	0.8287395
0.8341671	0.4997993	0.7535975	0.0830589	0.3404048	0.4899684	0.8051040	0.0585230	0.1491408	0.9694105
0.6164080	0.5018164	0.6393341	0.0955493	0.0569075	0.5428285	0.2533798	0.2527676	0.5815723	0.9881668
0.6197712	0.5651846	0.7745197	0.0179859	0.7016560	0.5072341	0.7411118	0.0240864	0.1618468	0.6502463
0.6594146	0.5477709	0.8024492	0.0016807	0.7411960	0.8782905	0.8907412	0.0113907	0.1376625	0.6746670
0.7451822	0.4572144	0.8574487	0.0135388	0.4002365	0.5258080	0.6723066	0.0087386	0.1230964	0.7956598
