YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C
0.4921897	0.9471857	0.8652048	0.0933105	1.0000000	1.0000000	0.9851478	0.7470495	1.0000000	0.6721459
0.6091725	0.9473021	0.9499638	0.1123074	0.8396515	1.0000000	0.9744754	1.0000000	0.8517658	1.0000000
0.3067424	0.9466749	0.6979584	0.0723130	0.9069006	1.0000000	0.9744754	1.0000000	0.9408703	0.8803820
0.3157020	0.9999015	0.9545105	0.1293010	0.9796025	0.9300039	0.9927158	0.9890647	0.9649434	0.8916630
0.4795499	0.9553986	0.8160846	0.0779832	1.0000000	1.0000000	0.9744754	1.0000000	0.6843659	0.8354335
0.4306391	0.9997922	0.9683924	0.1616924	0.7670131	0.4077755	0.9744754	1.0000000	1.0000000	1.0000000
0.5543721	0.9472693	0.9222264	0.3564330	0.3691009	0.6755725	0.9921194	1.0000000	1.0000000	0.9516352
0.5661202	0.9999452	0.9387007	0.1263406	1.0000000	0.9780752	0.9934194	1.0000000	0.9914096	0.9672097
0.4004718	0.9996899	0.8969661	0.1015581	1.0000000	0.9363785	0.9661037	0.7378053	1.0000000	0.9765772
0.3764598	0.9471761	0.8609726	0.1413639	0.9049702	0.8068408	0.9875928	0.7447302	1.0000000	1.0000000
