"Time"	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C
400	0.2719564	0.6360109	0.3599611	0.5400503	0.6537017	0.1667184	0.0436662	0.1057115	0.6678133	0.5248321
450	0.2032296	0.6673200	0.3714719	0.6125966	0.7072975	0.1992983	0.0458762	0.0789322	0.7807071	0.5695945
500	0.1879882	0.6413377	0.4062301	0.5459785	0.6179361	0.1661821	0.0648214	0.0862185	0.9100140	0.5126527
550	0.2129372	0.5589938	0.3872266	0.4182054	0.6045363	0.1698650	0.0405543	0.0495588	0.8732622	0.7510807
600	0.5021171	0.3384600	0.4776902	0.3751501	0.5430373	0.1345446	0.0477016	0.0676014	0.7961134	0.7478142
650	0.5996269	0.2738423	0.5334832	0.3270677	0.6742333	0.1893691	0.0282677	0.0961938	0.8863734	0.8976269
700	0.5591890	0.3477598	0.7231852	0.4173352	0.6624305	0.2152600	0.0415386	0.0824192	0.7497419	0.6931811
750	0.4795084	0.3723793	0.4953448	0.5113674	0.6237771	0.1807828	0.0293448	0.0738077	0.7505912	0.7406191
800	0.4258336	0.4419345	0.5522474	0.4962941	0.5843608	0.1843523	0.0865783	0.0870756	0.7693282	0.8828581
850	0.4569323	0.3758593	0.4514675	0.4205555	0.6151299	0.2063439	0.0336085	0.1089616	0.7700074	0.8140446
900	0.4526706	0.4058252	0.5544018	0.4901366	0.6508165	0.2741670	0.0492606	0.1213417	0.7028874	0.6892231
950	0.4048879	0.4421126	0.4791059	0.4076511	0.7208699	0.2850118	0.0752857	0.0760439	0.7636505	0.7581258
1000	0.4863331	0.4143010	0.5114307	0.4796015	0.8359507	0.2357938	0.0586794	0.2069229	0.6768539	0.7118530

0	0.7148215	0.3958560	0.5273849	0.4279858	0.6555857	0.3021860	0.0464987	0.1105262	0.7749989	0.6974981
50	0.3168863	0.4245764	0.4192915	0.5895323	0.7073472	0.3814975	0.0359313	0.1272246	0.7955424	0.7333578
100	0.1796162	0.4486628	0.3916708	0.7122159	0.5868538	0.4648169	0.0315435	0.1019176	0.6983774	0.6118729
150	0.1830339	0.3955898	0.3781610	0.7357053	0.6506608	0.5019431	0.0465929	0.0607448	0.7153344	0.7440150
200	0.1583196	0.3428696	0.2838654	0.5712877	0.7919032	0.6799528	0.0288898	0.0908510	0.7724489	0.6704528
250	0.1133762	0.3182150	0.3114735	0.8236383	0.6473954	0.4013305	0.0664237	0.0796146	0.8362751	0.7371284
300	0.1302833	0.2799729	0.3052623	0.7597694	0.8568129	0.4548303	0.0710263	0.1125147	0.7991351	0.7515629
350	0.1063373	0.2815862	0.3499200	0.7467530	0.6791784	0.3976645	0.0654651	0.0758864	0.8141095	0.6679603
400	0.1165603	0.3012549	0.3994691	0.6052064	0.4602369	0.4838468	0.0568291	0.1300253	0.8367746	0.7040823
450	0.0597191	0.2668234	0.3555297	0.6765676	0.6246483	0.4333482	0.0462643	0.0729479	0.6180987	0.7792957
500	0.0994521	0.3167716	0.4238685	0.6765499	0.6289096	0.4729968	0.0458351	0.0733761	0.7368122	0.6485399
550	0.0555836	0.3286970	0.4696648	0.6068742	0.7056252	0.3413795	0.0499450	0.0969808	0.6613978	0.7623326
600	0.1904104	0.4228181	0.5151349	0.5299703	0.6233274	0.1519935	0.0499338	0.0771091	0.7393168	0.6829564
650	0.4012642	0.3773994	0.4176433	0.4714196	0.7652263	0.1891951	0.0675297	0.0770506	0.7868058	0.8128479
700	0.2823655	0.3824600	0.4698530	0.4345433	0.5947049	0.1523382	0.0444969	0.0541824	0.7521737	0.5835841
750	0.4373969	0.3686118	0.4794442	0.4442590	0.6286777	0.2145163	0.0318060	0.0779807	0.7431879	0.6254196
800	0.5524977	0.4789230	0.4750510	0.3578352	0.5722402	0.2072964	0.0483295	0.0791011	0.7517881	0.6992156
850	0.5722984	0.3577801	0.5312387	0.4051044	0.6402495	0.1989171	0.0318238	0.0752070	0.6726833	0.7625645
900	0.7312701	0.3905908	0.6141940	0.4461635	0.5942372	0.2795720	0.0494183	0.0997509	0.6862673	0.7359747
950	0.5522312	0.4070859	0.6868911	0.4513733	0.6019241	0.3412363	0.0588193	0.0955420	0.6724267	0.6664906
1000	0.4717928	0.4554884	0.4742442	0.4057136	0.6706578	0.2296631	0.0402516	0.1531262	0.8329963	0.6448495

0	0.5286744	0.3945610	0.6056468	0.4862044	0.6709757	0.2257711	0.0490009	0.0728499	0.7670879	0.8278542
50	0.2970605	0.4490322	0.5815799	0.5022782	0.7232414	0.6600114	0.0329791	0.0373753	0.6369880	0.3251498
100	0.4256281	0.4052415	0.4464679	0.4289027	0.7387899	0.5831991	0.0426835	0.0257135	0.5771895	0.3097671
150	0.3892371	0.4148717	0.4794065	0.5009066	0.6480632	0.7339810	0.0569787	0.0262022	0.7851581	0.2712830
200	0.3257106	0.3595455	0.5825261	0.4269339	0.7383328	0.7533804	0.0529326	0.0082287	0.9506790	0.1475065
250	0.4171885	0.3169601	0.5537311	0.4274901	0.6154974	0.8606564	0.0491450	0.0108139	0.7592536	0.1941659
300	0.4705794	0.3740054	0.5767393	0.4514319	0.8474255	0.6639502	0.0730147	0.0132128	0.8931489	0.1950768
350	0.3889075	0.3643608	0.4217815	0.5565803	0.7593742	0.7331421	0.0586878	0.0068790	0.9039188	0.1522369
400	0.2100551	0.4520788	0.3463287	0.5991279	0.5935286	0.7263766	0.0424829	0.0219600	0.8259156	0.1715340
450	0.2140596	0.4117570	0.4539926	0.5302362	0.7633891	0.7367201	0.0622399	0.0116220	0.5593660	0.2225827
500	0.2329030	0.4048666	0.4372001	0.6033005	0.8762369	0.6390202	0.0427992	0.0117751	0.8354445	0.1376244
550	0.3403606	0.3843682	0.4695070	0.6013993	0.6167333	0.4319743	0.0842277	0.0592495	0.7390390	0.5619886
600	0.2532434	0.3381064	0.4104769	0.5098452	0.8990844	0.2266156	0.0462343	0.1132076	0.7982735	0.6540803
650	0.2687183	0.4093181	0.4206448	0.5196111	0.6414542	0.1641884	0.0471816	0.1149397	0.7906313	0.6512957
700	0.2796342	0.4015930	0.3791388	0.4605269	0.6795894	0.1698351	0.0433158	0.1300200	0.6365876	0.7810087
750	0.1871043	0.3865655	0.4367213	0.5093232	0.7367563	0.2125102	0.0347166	0.1084254	0.7705934	0.6443471
800	0.3974808	0.4421938	0.4038412	0.4639967	0.7014309	0.1734945	0.0561580	0.0786715	0.8075722	0.7092397
850	0.5041036	0.4828400	0.6397334	0.3548793	0.5194524	0.2272777	0.0405589	0.0815826	0.8106606	0.7208636
900	0.5809779	0.3411537	0.5698669	0.3563189	0.5547577	0.1977954	0.0305991	0.1094200	0.7814755	0.8631593
950	0.6890245	0.4000213	0.5537675	0.4035415	0.5958663	0.1722130	0.0382639	0.1174241	0.7346653	0.6998705
1000	0.6103624	0.3915206	0.5086225	0.3885736	0.5806370	0.2569834	0.0477825	0.1172164	0.7891359	0.7474625

0	0.5007258	0.4469847	0.5323592	0.5472939	0.6864943	0.2645241	0.0530518	0.1116283	0.7647280	0.6747163
50	0.3838429	0.4359451	0.2997106	0.5140929	0.8215961	0.2178749	0.0413435	0.0853370	0.6847643	0.8117251
100	0.2867165	0.5027746	0.2789097	0.6781296	0.7963963	0.1858681	0.0538510	0.0761098	0.7437475	0.7389713
150	0.2329946	0.4542535	0.1673324	0.6383243	0.7638808	0.1621492	0.0289173	0.1358197	0.6145094	0.9070114
200	0.1991064	0.3571711	0.1783690	0.6726633	0.7123411	0.0946896	0.0706507	0.1069695	0.5426805	0.6208221
250	0.1340084	0.3006857	0.1255169	0.6180665	0.6629892	0.0900742	0.0590408	0.1174782	0.6977291	0.6578566
300	0.2177018	0.2995717	0.1227909	0.6896418	0.7599098	0.0591738	0.0805173	0.1440668	0.4655906	0.4456208
350	0.1170767	0.3538350	0.1076870	0.6975344	0.7141286	0.0482733	0.0582743	0.0725152	0.6259881	0.3150656
400	0.1006035	0.2998060	0.1459883	0.5624199	0.6334934	0.0422484	0.0619525	0.1108615	0.6970051	0.3878311
450	0.1851911	0.2654478	0.1739874	0.6277169	0.7067361	0.0608152	0.0491913	0.0941101	0.5764173	0.4509194
500	0.2578983	0.3863142	0.1622213	0.6390832	0.8059197	0.0834262	0.0236570	0.0822194	0.6521588	0.3335641
550	0.2752760	0.2926865	0.3001520	0.5998586	0.5203426	0.0746119	0.0499057	0.0977292	0.6911857	0.3736822
600	0.4734495	0.1822622	0.5664815	0.3123148	0.5584296	0.1048373	0.0621686	0.1079903	0.7369893	0.3588932
650	0.7187669	0.3376799	0.5887843	0.2167595	0.5104378	0.1423683	0.0497614	0.1010905	0.8079329	0.5233047
700	0.6772079	0.3781124	0.6384530	0.2724596	0.5236878	0.2022141	0.0501497	0.0853185	0.7406970	0.6367583
750	0.7295562	0.4589122	0.6828083	0.3275224	0.5375119	0.2545358	0.0619332	0.0593697	0.6800253	0.6907511
800	0.6718696	0.4858458	0.6442113	0.2562888	0.6000777	0.2168824	0.0428294	0.1064096	0.8329723	0.6570389
850	0.7407704	0.3500616	0.6316990	0.3791967	0.6187577	0.2203323	0.0422377	0.0847648	0.7929790	0.7287666
900	0.5492881	0.4664270	0.5134858	0.4174896	0.5981424	0.3518861	0.0453808	0.0704210	0.7880789	0.7081190
950	0.5102891	0.4618130	0.5451911	0.4485053	0.5890434	0.1852006	0.0228569	0.0766858	0.8435790	0.7640602
1000	0.3143447	0.3757531	0.4989343	0.5092153	0.6606025	0.2765619	0.0828964	0.0955684	0.8437388	0.7132303

0	0.5668111	0.3923368	0.5829062	0.4663300	0.6910975	0.2947529	0.0589689	0.1431011	0.7425342	0.7279676
50	0.4212987	0.3983398	0.4925081	0.6405667	0.6385598	0.2074477	0.0374129	0.0966066	0.6990334	0.6243236
100	0.2507697	0.4600133	0.4810371	0.7186744	0.5724511	0.1894089	0.0402058	0.1196129	0.7799618	0.6784335
150	0.2528513	0.4611040	0.4615044	0.7131429	0.6299389	0.2134753	0.0721754	0.1142918	0.8150492	0.5385247
200	0.1214917	0.3392717	0.4316919	0.6470760	0.6689299	0.1628582	0.0452970	0.1062641	0.6753643	0.6548736
250	0.1347097	0.3622196	0.3045559	0.6155868	0.6170054	0.2348551	0.0840970	0.0880707	0.7010716	0.4972220
300	0.1214149	0.4440868	0.2330002	0.7384767	0.5660637	0.1675292	0.0648806	0.0922507	0.8033757	0.5150631
350	0.0986661	0.4720274	0.3218179	0.7383331	0.6082930	0.1349100	0.0380786	0.0802834	0.6061854	0.6337941
400	0.1406809	0.3200198	0.2940983	0.6997550	0.4596754	0.1433633	0.0301788	0.0901343	0.7523678	0.6377475
450	0.1162687	0.2858548	0.3177072	0.5433253	0.5818307	0.1171332	0.0953954	0.1385772	0.7067743	0.5562487
500	0.1107056	0.3959744	0.3423174	0.6076118	0.5861434	0.1720929	0.0623709	0.0699378	1.0000000	0.4901412
550	0.3257002	0.3555549	0.4674797	0.4366839	0.5683197	0.2370406	0.0626956	0.0647661	0.7039757	0.7983770
600	0.4255728	0.3356015	0.4906998	0.4694655	0.6487824	0.1606996	0.0447677	0.0828946	0.8977228	0.6967379
650	0.3458442	0.3719826	0.4459663	0.4135888	0.6170953	0.1905756	0.0280953	0.0877924	0.7859527	0.8525471
700	0.3993706	0.3400803	0.4445624	0.3666594	0.6616073	0.2352210	0.0945719	0.1337036	0.9020787	0.7760424
750	0.4693152	0.3587444	0.4592074	0.4153997	0.6871351	0.2356180	0.0473689	0.0828820	0.7136204	0.6970253
800	0.5734708	0.4585477	0.5043069	0.4040997	0.6557978	0.2606554	0.0438682	0.0607542	0.6804561	0.6911070
850	0.5852464	0.3586216	0.4347950	0.4532369	0.6569074	0.2330867	0.0767119	0.0374617	0.6991537	0.8376919
900	0.4189508	0.3959125	0.5217439	0.5227025	0.6246945	0.2260910	0.1001968	0.0786759	0.8415762	0.6318283
950	0.5778503	0.3617339	0.6428167	0.3372099	0.7557379	0.1621240	0.0220902	0.0600271	0.6985935	0.7224473
1000	0.7659641	0.4230386	0.4738322	0.3966725	0.6902884	0.1995570	0.0481764	0.0696408	0.7053223	0.7057707

0	0.6269081	0.4122207	0.6297020	0.4068934	0.6041780	0.2756898	0.0829835	0.1159467	0.8098779	0.7553711
50	0.3882938	0.3826983	0.2562981	0.4318843	0.5570714	0.5379725	0.0417169	0.0846529	0.7914722	0.7849676
100	0.4148702	0.3452294	0.1098202	0.3529059	0.8047800	0.6641345	0.0566079	0.1021620	0.7053679	0.9393218
150	0.5073422	0.2588523	0.1332933	0.4254168	0.7569866	0.6982452	0.0112399	0.1256804	0.5635084	0.6277974
200	0.5786453	0.2220197	0.0612373	0.4901724	0.7657455	0.4949552	0.0172464	0.0725938	0.6690208	0.6863134
250	0.4032926	0.1484000	0.1041495	0.4672509	0.5975613	0.5478115	0.0535729	0.0851121	0.7527324	0.6797675
300	0.4676952	0.1872224	0.0602236	0.5412357	0.7537690	0.6036014	0.0375545	0.0564797	0.6136934	0.6716445
350	0.2909429	0.1828564	0.0368143	0.5361838	0.7097552	0.5971742	0.0564549	0.0924276	0.6355373	0.7133299
400	0.2552951	0.1195431	0.0565124	0.6177496	0.6896490	0.7371657	0.0321412	0.1010882	0.7903598	0.7926713
450	0.4179591	0.0923914	0.0716299	0.4623476	0.7639605	0.7116700	0.0357904	0.0892092	0.7995680	0.8699379
500	0.4085125	0.0962044	0.0699304	0.4015530	0.7694123	0.5470148	0.0686694	0.0996109	0.7330569	0.7654147
550	0.4373121	0.1571473	0.3530935	0.5049337	0.6882241	0.3236990	0.0264686	0.0700241	0.6832302	0.6643355
600	0.3434852	0.2289787	0.4267572	0.4624698	0.6414350	0.1879160	0.0328401	0.0821203	0.8136303	0.6476585
650	0.3438215	0.2691723	0.4597756	0.4123115	0.7393880	0.1189069	0.0316148	0.0776657	0.6792711	0.7002630
700	0.4711213	0.3127013	0.5893998	0.2995184	0.4750516	0.1928761	0.0513756	0.0612518	0.8586930	0.7996716
750	0.4541960	0.3687498	0.5397703	0.3058379	0.6988173	0.1717561	0.0350517	0.1860416	0.6834692	0.7631060
800	0.6870807	0.3904241	0.5990127	0.3201484	0.5366354	0.1551379	0.0507683	0.0652850	0.7150911	0.8649620
850	0.6450840	0.3250632	0.5912689	0.3973918	0.5299451	0.1884328	0.0267422	0.1219117	0.8927105	0.9263667
900	0.5589261	0.4163170	0.5013926	0.3620070	0.5096387	0.3084896	0.0590087	0.1415290	0.7978240	0.7910828
950	0.5487141	0.4106191	0.5736428	0.4928214	0.6184537	0.2419311	0.0881199	0.0999069	0.7716612	0.6750375
1000	0.5511698	0.4028501	0.6154730	0.4494657	0.7412891	0.2324428	0.0562400	0.0984528	0.7992822	0.7873353

0	0.6336443	0.4196907	0.6443931	0.3658337	0.7380723	0.2592078	0.0653807	0.0965591	0.6885461	0.9222613
50	0.3159085	0.3248746	0.4886196	0.4873363	0.6782813	0.2497754	0.3345063	0.0711095	0.6310998	0.6518573
100	0.3520370	0.3807694	0.5418152	0.4293690	0.7189630	0.3086889	0.4875303	0.1208278	0.6287320	0.6399770
150	0.4266408	0.4515321	0.5032502	0.5073541	0.8290374	0.4021826	0.4963059	0.0668613	0.7717679	0.6519449
200	0.4761316	0.4195586	0.4415761	0.4254381	0.6831254	0.4297273	0.4776433	0.0750465	0.7679934	0.6236536
250	0.3050158	0.3777942	0.5505992	0.4618750	0.7373550	0.5473822	0.4320956	0.0717887	0.8188628	0.6633413
300	0.2954992	0.4648889	0.4887564	0.6016860	0.7481992	0.5785575	0.3844459	0.0600044	0.8516792	0.6786314
350	0.2957560	0.3952127	0.3964562	0.5627392	0.8365462	0.4713026	0.4525019	0.1042111	0.8699668	0.7592584
400	0.3061266	0.4630159	0.4358827	0.5378529	0.7131324	0.5723798	0.4237756	0.0401845	0.7110803	0.6513734
450	0.1749778	0.3159531	0.5228058	0.4793334	0.6608286	0.5133302	0.4906024	0.0904194	0.7442435	0.7616844
500	0.3965461	0.3761025	0.5257103	0.4161290	0.8037049	0.4596422	0.3995141	0.0431694	0.7095684	0.7062582
550	0.4700940	0.3497698	0.4568781	0.5294224	0.6890865	0.3898775	0.1210774	0.1660658	0.6441419	0.7177891
600	0.4013939	0.4573020	0.5625551	0.5691476	0.6427390	0.2736662	0.0776889	0.0900897	0.5951165	0.7572629
650	0.4618997	0.3336821	0.4821430	0.4655553	0.7258687	0.1677248	0.0479805	0.0821694	0.7541372	0.6951797
700	0.3849784	0.4387675	0.4681581	0.3852881	0.6393256	0.2461323	0.0742586	0.0719064	0.7615691	0.6908060
750	0.4709876	0.4319884	0.4553459	0.5466629	0.6480377	0.2111995	0.0318930	0.0687872	0.7127139	0.7791940
800	0.5977218	0.3507558	0.4621097	0.3704472	0.5637143	0.1573434	0.0257318	0.0635448	0.7976764	0.7151496
850	0.5512159	0.3822533	0.5467315	0.3906151	0.6466493	0.2523689	0.0321317	0.1075240	0.6980016	0.6991238
900	0.4720855	0.4454038	0.5896421	0.3716035	0.5962847	0.2233679	0.0420813	0.0892618	0.7900590	0.7587323
950	0.6384752	0.4823265	0.6014024	0.4084276	0.7056746	0.1790772	0.0584038	0.0700138	0.8771676	0.9488757
1000	0.6330732	0.4449100	0.6066156	0.3580274	0.5960783	0.1911994	0.0651142	0.1830637	0.7393348	0.7582370

0	0.4462237	0.4575058	0.4968056	0.4816486	0.6693980	0.2207613	0.0532525	0.1212197	0.7173498	0.6715456
50	0.2402919	0.3773017	0.4810475	0.4569565	0.6258445	0.2834319	0.3084495	0.0887431	0.6372056	0.8032275
100	0.2215369	0.4608712	0.4491846	0.3840273	0.5808936	0.2928702	0.4123941	0.1604166	0.5219199	0.8419618
150	0.2673689	0.3733104	0.4271967	0.5218182	0.5916324	0.3485088	0.3577965	0.1781799	0.4588928	0.8020650
200	0.2109132	0.4501426	0.4729788	0.4400381	0.7272284	0.3475248	0.4253866	0.2212926	0.4145946	0.7449614
250	0.2518674	0.5040108	0.5222303	0.5606927	0.6644846	0.4413293	0.3661267	0.2736525	0.3449868	0.7836446
300	0.1718146	0.4165936	0.6477593	0.5213096	0.6781152	0.4792483	0.4007458	0.2562198	0.4933196	0.6325353
350	0.1987482	0.4073574	0.6260885	0.4681813	0.6337403	0.5307733	0.3697902	0.1914982	0.4926190	0.8455950
400	0.1723483	0.4546435	0.4357781	0.4626867	0.7603989	0.5183087	0.3899816	0.1717258	0.4108832	0.7889874
450	0.2126855	0.3757079	0.5013397	0.4562478	0.6055371	0.4592086	0.3499309	0.1898083	0.4645307	0.7187739
500	0.1219894	0.3958524	0.4841056	0.4488929	0.7088598	0.3820726	0.4223503	0.1824916	0.4439271	0.7610873
550	0.3537153	0.5272291	0.5277453	0.4427536	0.6989596	0.3410386	0.1265496	0.1303717	0.7638153	0.7505264
600	0.4306930	0.5079863	0.4972025	0.4797871	0.6472271	0.2699246	0.1138111	0.1634149	0.6782803	0.7497277
650	0.4396518	0.4367929	0.4738110	0.4851252	0.6489261	0.1913549	0.0947504	0.0987427	0.7474732	0.7365386
700	0.4216853	0.3215106	0.4830868	0.5479390	0.5849915	0.3139389	0.0268339	0.1409957	0.6823861	0.8251141
750	0.4003911	0.4013370	0.6155209	0.3910967	0.6847847	0.1614025	0.0302123	0.1502261	0.7378727	0.6812479
800	0.6679606	0.3217152	0.4764908	0.3706356	0.5478243	0.1487203	0.0663468	0.0667341	0.7505904	0.7895050
850	0.6648996	0.3779876	0.4288254	0.4051609	0.5951310	0.2069332	0.0375050	0.0817364	0.7367014	0.5657048
900	0.4312051	0.4099099	0.4731217	0.5669500	0.6300719	0.2270716	0.0413958	0.1367027	0.8161378	0.7322904
950	0.4284914	0.4646958	0.5396265	0.3972911	0.4566785	0.2077926	0.0526701	0.0876074	0.7628820	0.6782536
1000	0.5715090	0.4265324	0.5826311	0.3787148	0.5327545	0.2463263	0.0487474	0.0665502	0.7479619	0.6209744

0	0.5542814	0.4792303	0.7221724	0.4131768	0.5792529	0.2288528	0.0397651	0.1082426	0.6965253	0.8238786
50	0.4597829	0.3292196	0.3405266	0.4739645	0.7262094	0.2163843	0.1015636	0.1118950	0.2254470	0.6408619
100	0.4194558	0.2956536	0.2591210	0.4691157	0.6430311	0.2843754	0.0860671	0.2751763	0.1118748	0.6672141
150	0.4727021	0.3567414	0.1853563	0.4309345	0.6248365	0.1495629	0.1008847	0.5699739	0.0237346	0.6087818
200	0.3646787	0.2896784	0.2104862	0.5446627	0.5727026	0.1448617	0.2186142	0.6956898	0.0110127	0.6099339
250	0.3723517	0.2365417	0.2016663	0.3427798	0.5818190	0.1465916	0.2869764	0.7336815	0.0057778	0.6687317
300	0.4727929	0.1797370	0.2043552	0.3711832	0.5900458	0.1606192	0.3747912	0.7423163	0.0122851	0.7309292
350	0.5140338	0.1771950	0.1381497	0.4841139	0.6427752	0.2461960	0.3974409	0.8159112	0.0014438	0.6498373
400	0.5374569	0.1777021	0.1772443	0.3568295	0.6923634	0.3832700	0.3539658	0.6594563	0.0000000	0.8190115
450	0.5185580	0.2704023	0.1429904	0.5078995	0.6706598	0.3911099	0.4203087	0.6847965	0.0021166	0.7517970
500	0.3791639	0.3074533	0.1548934	0.4902185	0.6402941	0.3708758	0.4729891	0.7830959	0.0004294	0.6924672
550	0.4668366	0.1473244	0.3700099	0.3689573	0.6352393	0.3473459	0.4972201	0.5377180	0.4881338	0.6765933
600	0.5425880	0.2175954	0.4125460	0.4875047	0.6300807	0.3780275	0.3222126	0.2964972	0.6822224	0.7545121
650	0.5731741	0.2875842	0.4784769	0.4536922	0.6519822	0.2566556	0.0994824	0.1378816	0.8873324	0.8179906
700	0.3909525	0.2930955	0.4861116	0.3998517	0.6998090	0.2434630	0.0481948	0.0992089	0.6849940	0.7752947
750	0.4648181	0.4282956	0.5169363	0.4248523	0.5542775	0.2096097	0.0445115	0.1299366	0.7751882	0.6026989
800	0.4685082	0.3703225	0.4546266	0.3679492	0.6081068	0.1915643	0.0300108	0.0964764	0.7135756	0.6678078
850	0.6626161	0.5001283	0.5241109	0.3796598	0.5572264	0.2042949	0.0493696	0.0828070	0.6856057	0.6516705
900	0.5818014	0.3313879	0.5618642	0.2988989	0.6803886	0.2758586	0.0386509	0.0738338	0.7323858	0.7467335
950	0.5156689	0.4247513	0.5428448	0.4940507	0.6245812	0.2016194	0.0280356	0.1006535	0.6808095	0.7769050
1000	0.6291399	0.3323438	0.4765100	0.4534162	0.7028914	0.2170338	0.0496337	0.1125617	0.6897882	0.6288834
