"Time"	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W
800	0.5214719	0.3202326	0.9998311	0.9782721	0.1970665	0.9966075	0.8739294	0.9096186	0.9410542	0.0951882
850	0.5214684	0.3202258	0.9998373	0.9843360	0.1930584	0.9986350	0.8797405	0.9474987	0.9782633	0.0779196
900	0.5214612	0.3202204	0.9998410	0.9874908	0.1912292	0.9994589	0.8842724	0.9670146	0.9922786	0.0693568
950	0.5214536	0.3202168	0.9998430	0.9890548	0.1904257	0.9997879	0.8872354	0.9762426	0.9973098	0.0653043
1000	0.5214472	0.3202146	0.9998441	0.9898040	0.1900827	0.9999176	0.8889763	0.9803784	0.9990648	0.0634503

0	0.5217717	0.3202160	0.9998450	0.9904056	0.1898423	1.0000000	0.8903155	0.9827877	0.9998584	0.0620134
50	0.5215645	0.3202141	0.9998314	0.8418358	0.1643963	1.0000000	0.8898884	0.9827707	0.9340550	0.0580663
100	0.5214871	0.3202314	0.9997374	0.6857290	0.1419921	1.0000000	0.8855153	0.9803122	0.8696348	0.0428867
150	0.5214795	0.3203005	0.9995572	0.6045021	0.1325196	1.0000000	0.8783408	0.9760207	0.8386855	0.0289105
200	0.5215416	0.3204242	0.9993637	0.5692249	0.1292155	1.0000000	0.8714744	0.9718459	0.8262905	0.0210452
250	0.5216733	0.3205651	0.9992202	0.5550930	0.1281628	1.0000000	0.8664624	0.9688264	0.8217146	0.0174942
300	0.5218460	0.3206832	0.9991370	0.5496739	0.1278446	1.0000000	0.8633418	0.9669987	0.8200985	0.0160740
350	0.5220178	0.3207630	0.9990959	0.5476493	0.1277517	1.0000000	0.8615860	0.9660139	0.8195426	0.0155482
400	0.5221583	0.3208092	0.9990777	0.5469051	0.1277252	1.0000000	0.8606631	0.9655244	0.8193546	0.0153638
450	0.5222573	0.3208330	0.9990702	0.5466343	0.1277178	1.0000000	0.8602010	0.9652950	0.8192917	0.0153018
500	0.5223196	0.3208443	0.9990672	0.5465365	0.1277157	1.0000000	0.8599776	0.9651920	0.8192709	0.0152816
550	0.5223552	0.3208427	0.9991630	0.6963956	0.1531611	1.0000000	0.8611872	0.9659692	0.8851468	0.0171347
600	0.5223572	0.3207546	0.9994585	0.8537469	0.1755650	1.0000000	0.8676673	0.9699632	0.9495970	0.0275246
650	0.5222741	0.3205772	0.9996752	0.9348298	0.1850375	1.0000000	0.8758821	0.9749206	0.9805622	0.0415206
700	0.5220965	0.3204139	0.9997783	0.9693111	0.1883416	1.0000000	0.8823203	0.9787192	0.9929630	0.0519850
750	0.5218880	0.3203098	0.9998201	0.9827187	0.1893943	1.0000000	0.8863751	0.9810444	0.9975374	0.0577242
800	0.5217110	0.3202554	0.9998360	0.9876821	0.1897124	1.0000000	0.8886391	0.9822963	0.9991486	0.0603415
850	0.5215884	0.3202302	0.9998418	0.9894678	0.1898054	1.0000000	0.8898120	0.9829167	0.9996994	0.0614010
900	0.5215145	0.3202194	0.9998439	0.9900997	0.1898319	1.0000000	0.8903898	0.9832066	0.9998839	0.0617962
950	0.5214741	0.3202149	0.9998447	0.9903213	0.1898393	1.0000000	0.8906644	0.9833363	0.9999447	0.0619351
1000	0.5214535	0.3202132	0.9998450	0.9903986	0.1898413	1.0000000	0.8907914	0.9833924	0.9999646	0.0619819

0	0.5217717	0.3202160	0.9998450	0.9904056	0.1898423	1.0000000	0.8903155	0.9827877	0.9998584	0.0620134
50	0.5215645	0.3202136	0.9998403	0.9325133	0.1584292	0.7542134	0.8891944	0.9881355	0.9849522	0.3443066
100	0.5214853	0.3202184	0.9998152	0.8723394	0.1872738	0.4610516	0.8795519	0.9939796	0.6870300	0.5648945
150	0.5214613	0.3202349	0.9997809	0.8352236	0.3012291	0.2861156	0.8612584	0.9972916	0.3472586	0.6616916
200	0.5214672	0.3202591	0.9997447	0.7800938	0.4199388	0.1995429	0.8401630	0.9988571	0.1615254	0.7419201
250	0.5214915	0.3202908	0.9996748	0.6751482	0.4952037	0.1603302	0.8198451	0.9995363	0.0783388	0.8213177
300	0.5215326	0.3203524	0.9994985	0.5569153	0.5325044	0.1434613	0.8000242	0.9998167	0.0436199	0.8759041
350	0.5216121	0.3204934	0.9991331	0.4652823	0.5488102	0.1364439	0.7805822	0.9999289	0.0296265	0.9051427
400	0.5217801	0.3207684	0.9985600	0.4080066	0.5554963	0.1335925	0.7631143	0.9999727	0.0240958	0.9188399
450	0.5220987	0.3211887	0.9978897	0.3765470	0.5581531	0.1324536	0.7493077	0.9999896	0.0219301	0.9248018
500	0.5225956	0.3216893	0.9972897	0.3606494	0.5591936	0.1320047	0.7396412	0.9999960	0.0210843	0.9272887
550	0.5232265	0.3221606	0.9969109	0.3508678	0.7093721	0.3776162	0.7383386	0.9110726	0.0208949	0.8842723
600	0.5238853	0.3225567	0.9960713	0.2833104	0.6807474	0.6707102	0.7534209	0.8091013	0.0211978	0.8885473
650	0.5245698	0.3233931	0.9938698	0.2861471	0.4955845	0.8456201	0.7682912	0.7508259	0.0214064	0.8597135
700	0.5256152	0.3245017	0.9946101	0.4529793	0.3448815	0.9321829	0.7820150	0.7231849	0.0226769	0.7073970
750	0.5267405	0.3241463	0.9972879	0.6754995	0.2608649	0.9713917	0.8015240	0.7111716	0.0380212	0.4653661
800	0.5268717	0.3227409	0.9988769	0.8338218	0.2206806	0.9882592	0.8227217	0.7063351	0.1992156	0.2669181
850	0.5258614	0.3215092	0.9995103	0.9193451	0.2028300	0.9952760	0.8395848	0.7225341	0.5575740	0.1542686
900	0.5244361	0.3207929	0.9997308	0.9597869	0.1952074	0.9981272	0.8525821	0.8009807	0.8098979	0.1010579
950	0.5232121	0.3204520	0.9998051	0.9776125	0.1920279	0.9992660	0.8644305	0.8821810	0.9271278	0.0780556
1000	0.5223881	0.3203068	0.9998305	0.9851662	0.1907227	0.9997149	0.8743510	0.9337470	0.9736614	0.0685131

0	0.5217717	0.3202160	0.9998450	0.9904056	0.1898423	1.0000000	0.8903155	0.9827877	0.9998584	0.0620134
50	0.5150907	0.2836352	0.9998451	0.9904276	0.1898421	1.0000000	0.8906205	0.9822254	0.8591202	0.2002704
100	0.4839827	0.2573885	0.9998451	0.9904356	0.1898421	1.0000000	0.8906874	0.9745106	0.6924772	0.3096286
150	0.4468432	0.2480293	0.9998451	0.9904384	0.1898421	1.0000000	0.8903385	0.9519958	0.5310462	0.3509922
200	0.4202208	0.2451142	0.9998451	0.9904395	0.1898421	1.0000000	0.8891356	0.9064413	0.4062577	0.3640284
250	0.4053047	0.2442441	0.9998451	0.9904399	0.1898421	1.0000000	0.8865296	0.8478074	0.3336741	0.3678215
300	0.3980361	0.2439882	0.9998451	0.9904400	0.1898421	1.0000000	0.8825563	0.7974618	0.2983136	0.3688794
350	0.3947899	0.2439134	0.9998451	0.9904400	0.1898421	1.0000000	0.8780628	0.7640328	0.2828852	0.3691673
400	0.3934220	0.2438916	0.9998451	0.9904401	0.1898421	1.0000000	0.8740241	0.7449686	0.2766282	0.3692444
450	0.3928685	0.2438853	0.9998451	0.9904401	0.1898421	1.0000000	0.8709614	0.7350787	0.2742170	0.3692649
500	0.3926510	0.2438834	0.9998451	0.9904401	0.1898421	1.0000000	0.8689122	0.7302654	0.2733218	0.3692703
550	0.4002253	0.2804610	0.9998451	0.9904401	0.1898421	1.0000000	0.8676786	0.7314662	0.4044424	0.2310081
600	0.4338752	0.3067067	0.9998451	0.9904401	0.1898421	1.0000000	0.8676436	0.7738555	0.6863752	0.1216482
650	0.4710973	0.3160656	0.9998451	0.9904401	0.1898421	1.0000000	0.8705888	0.8518997	0.8689490	0.0802842
700	0.4963950	0.3189806	0.9998451	0.9904401	0.1898421	1.0000000	0.8759370	0.9140246	0.9505278	0.0672479
750	0.5100823	0.3198507	0.9998451	0.9904401	0.1898421	1.0000000	0.8812717	0.9501973	0.9822824	0.0634548
800	0.5165984	0.3201065	0.9998451	0.9904401	0.1898421	1.0000000	0.8852724	0.9684423	0.9938387	0.0623968
850	0.5194623	0.3201813	0.9998451	0.9904401	0.1898421	1.0000000	0.8878287	0.9769387	0.9978875	0.0621090
900	0.5206554	0.3202031	0.9998451	0.9904401	0.1898421	1.0000000	0.8893061	0.9807003	0.9992735	0.0620318
950	0.5211342	0.3202095	0.9998451	0.9904401	0.1898421	1.0000000	0.8901033	0.9823081	0.9997408	0.0620113
1000	0.5213212	0.3202113	0.9998451	0.9904401	0.1898421	1.0000000	0.8905125	0.9829778	0.9998969	0.0620059

0	0.5217717	0.3202160	0.9998450	0.9904056	0.1898423	1.0000000	0.8903155	0.9827877	0.9998584	0.0620134
50	0.4965897	0.1898899	0.9998451	0.9904046	0.1921559	0.9495560	0.8903974	0.9831737	0.9995381	0.1700598
100	0.3691160	0.0963782	0.9998450	0.9898326	0.2057966	0.8893889	0.8891839	0.9832514	0.9815967	0.2582945
150	0.2200431	0.0630332	0.9998447	0.9873373	0.2265727	0.8534859	0.8871046	0.9823372	0.9093599	0.3012961
200	0.1205165	0.0526473	0.9998436	0.9821227	0.2453567	0.8357182	0.8850039	0.9784299	0.8012046	0.3303701
250	0.0687099	0.0495475	0.9998413	0.9749611	0.2582896	0.8276704	0.8831731	0.9687461	0.6856192	0.3551445
300	0.0449687	0.0486364	0.9998381	0.9676226	0.2658278	0.8242083	0.8814522	0.9497778	0.5775466	0.3749358
350	0.0348643	0.0483703	0.9998346	0.9615580	0.2697620	0.8227681	0.8794946	0.9189774	0.4879762	0.3886633
400	0.0307621	0.0482931	0.9998314	0.9572835	0.2716630	0.8221828	0.8769578	0.8791944	0.4222621	0.3970490
450	0.0291494	0.0482708	0.9998290	0.9546078	0.2725319	0.8219491	0.8737275	0.8388030	0.3788775	0.4016844
500	0.0285299	0.0482646	0.9998273	0.9530764	0.2729129	0.8218570	0.8700571	0.8053012	0.3525658	0.4040573
550	0.0515884	0.1785922	0.9998263	0.9523798	0.2695062	0.8722651	0.8667337	0.7821502	0.3777526	0.3128293
600	0.1775075	0.2721072	0.9998260	0.9544427	0.2514769	0.9324182	0.8655238	0.7871707	0.5699772	0.2307670
650	0.3245139	0.3054535	0.9998271	0.9614675	0.2286095	0.9683158	0.8674389	0.8388020	0.7766698	0.1755989
700	0.4243591	0.3158389	0.9998303	0.9706179	0.2110769	0.9860815	0.8722942	0.8981384	0.9017340	0.1324836
750	0.4778127	0.3189369	0.9998344	0.9784298	0.2004621	0.9941286	0.8780410	0.9392479	0.9608943	0.1017993
800	0.5029935	0.3198454	0.9998382	0.9837528	0.1948310	0.9975904	0.8828913	0.9622608	0.9853690	0.0828323
850	0.5139634	0.3201089	0.9998411	0.9869326	0.1920819	0.9990305	0.8862772	0.9737945	0.9947225	0.0723031
900	0.5185006	0.3201842	0.9998429	0.9886802	0.1908139	0.9996156	0.8883777	0.9792019	0.9981296	0.0668802
950	0.5203098	0.3202052	0.9998439	0.9895873	0.1902526	0.9998494	0.8895812	0.9816259	0.9993350	0.0642340
1000	0.5210118	0.3202107	0.9998445	0.9900385	0.1900119	0.9999415	0.8902325	0.9826775	0.9997541	0.0629949

0	0.5217717	0.3202160	0.9998450	0.9904056	0.1898423	1.0000000	0.8903155	0.9827877	0.9998584	0.0620134
50	0.5941739	0.3152955	0.9998451	0.9903130	0.2016080	0.7760695	0.8895554	0.9804042	0.6848369	0.1173264
100	0.6663401	0.3117660	0.9998448	0.9854245	0.2943975	0.5089767	0.8821278	0.9449054	0.3763615	0.1848833
150	0.7014069	0.3105080	0.9998399	0.9291583	0.4821374	0.3495966	0.8661698	0.8615744	0.2230234	0.3482476
200	0.7155741	0.3101230	0.9997936	0.7251530	0.6734120	0.2707222	0.8420874	0.7865696	0.1226943	0.6086725
250	0.7208622	0.3100574	0.9995183	0.4669757	0.8031192	0.2349965	0.8082429	0.7417128	0.0544303	0.8007232
300	0.7227954	0.3103120	0.9980743	0.2789452	0.8732448	0.2196276	0.7655200	0.7196134	0.0215852	0.8970820
350	0.7236918	0.3117775	0.9912881	0.1722772	0.9067221	0.2132342	0.7219356	0.7097937	0.0081809	0.9380830
400	0.7250565	0.3181352	0.9678921	0.1187442	0.9216200	0.2106363	0.6864972	0.7056782	0.0031300	0.9544121
450	0.7295359	0.3381296	0.9178530	0.0936036	0.9279799	0.2095988	0.6624001	0.7040142	0.0013076	0.9607878
500	0.7417254	0.3807264	0.8525167	0.0822496	0.9306242	0.2091897	0.6478803	0.7033565	0.0006663	0.9632795
550	0.7087855	0.4474778	0.7950424	0.0776134	0.9026107	0.4329606	0.6455190	0.7031003	0.0075997	0.9616234
600	0.6947905	0.5139815	0.7680084	0.0884536	0.7193973	0.6999917	0.6689031	0.7030022	0.0145478	0.9511307
650	0.7133324	0.5413866	0.8313679	0.1772229	0.4906029	0.8593480	0.7022054	0.7029671	0.0180716	0.8916991
700	0.7288322	0.4902409	0.9299414	0.4092653	0.3364006	0.9382134	0.7373359	0.7029565	0.0208569	0.7106937
750	0.7138791	0.4130688	0.9780762	0.6635128	0.2557134	0.9739357	0.7756309	0.7029551	0.0383102	0.4543714
800	0.6694705	0.3612759	0.9938496	0.8318911	0.2181734	0.9893032	0.8095235	0.7031342	0.2155465	0.2566722
850	0.6173921	0.3362063	0.9982780	0.9196579	0.2017177	0.9956961	0.8334471	0.7242257	0.5767116	0.1483225
900	0.5756676	0.3259627	0.9994402	0.9602884	0.1947366	0.9982938	0.8500902	0.8056651	0.8201348	0.0981861
950	0.5490601	0.3221750	0.9997383	0.9779408	0.1918340	0.9993313	0.8636530	0.8858066	0.9314347	0.0767829
1000	0.5344544	0.3208600	0.9998155	0.9853409	0.1906443	0.9997403	0.8742281	0.9358075	0.9752952	0.0679732

0	0.5217717	0.3202160	0.9998450	0.9904056	0.1898423	1.0000000	0.8903155	0.9827877	0.9998584	0.0620134
50	0.5164921	0.2913525	0.9998451	0.9903748	0.1951904	0.8886751	0.8901496	0.9881355	0.8262640	0.0966790
100	0.4923268	0.2706432	0.9998450	0.9888251	0.2300150	0.7558923	0.8873109	0.9939795	0.6562002	0.1329941
150	0.4637082	0.2632587	0.9998439	0.9795694	0.2898388	0.6766580	0.8823854	0.9972914	0.5733261	0.1857126
200	0.4432911	0.2609597	0.9998389	0.9513295	0.3495768	0.6374463	0.8771694	0.9988568	0.5287556	0.2799223
250	0.4318856	0.2602773	0.9998243	0.8992509	0.3936659	0.6196856	0.8723511	0.9995358	0.4409272	0.3953452
300	0.4263428	0.2600865	0.9997941	0.8353445	0.4205697	0.6120451	0.8676944	0.9998160	0.2867666	0.4948799
350	0.4238827	0.2600492	0.9997469	0.7770255	0.4350373	0.6088667	0.8629982	0.9999278	0.1562771	0.5627755
400	0.4228707	0.2600657	0.9996886	0.7336474	0.4421664	0.6075752	0.8584866	0.9999714	0.0805317	0.6027047
450	0.4224973	0.2601029	0.9996303	0.7056494	0.4454672	0.6070594	0.8545737	0.9999882	0.0435146	0.6240185
500	0.4223955	0.2601452	0.9995818	0.6893206	0.4469273	0.6068561	0.8515358	0.9999945	0.0268328	0.6346524
550	0.4282198	0.2890479	0.9995472	0.6818470	0.4340417	0.7181017	0.8495659	0.9110735	0.0312694	0.6236349
600	0.4540081	0.3097882	0.9995346	0.7044613	0.3703671	0.8508537	0.8487087	0.8091063	0.0425585	0.5779550
650	0.4827073	0.3171833	0.9995752	0.7769199	0.2968131	0.9300762	0.8488128	0.7508397	0.0660862	0.4615007
700	0.5023036	0.3194583	0.9996597	0.8606274	0.2452697	0.9692834	0.8506783	0.7233775	0.1846149	0.3133309
750	0.5129171	0.3200910	0.9997387	0.9216633	0.2163294	0.9870424	0.8538992	0.7232487	0.4900752	0.1966729
800	0.5179380	0.3202351	0.9997904	0.9569054	0.2018577	0.9946822	0.8586630	0.7873213	0.7632147	0.1273002
850	0.5201016	0.3202494	0.9998187	0.9748807	0.1950993	0.9978603	0.8661308	0.8694535	0.9054047	0.0918971
900	0.5209659	0.3202379	0.9998328	0.9834373	0.1920811	0.9991518	0.8743036	0.9259130	0.9649862	0.0752403
950	0.5212870	0.3202266	0.9998395	0.9873501	0.1907757	0.9996676	0.8808994	0.9566509	0.9875744	0.0677406
1000	0.5213967	0.3202195	0.9998426	0.9890956	0.1902247	0.9998709	0.8853182	0.9715828	0.9956918	0.0644505

0	0.5217717	0.3202160	0.9998450	0.9904056	0.1898423	1.0000000	0.8903155	0.9827877	0.9998584	0.0620134
50	0.5038631	0.2251809	0.9998291	0.8213565	0.1713539	1.0000000	0.9195653	0.9831742	0.9999362	0.0590763
100	0.4142123	0.1570011	0.9997109	0.6433493	0.1550757	1.0000000	0.9485876	0.9833303	0.9999670	0.0472796
150	0.3046555	0.1327264	0.9994590	0.5505081	0.1481932	1.0000000	0.9624609	0.9833927	0.9999842	0.0358191
200	0.2263356	0.1252321	0.9991612	0.5101110	0.1457926	1.0000000	0.9677006	0.9834176	0.9999932	0.0290577
250	0.1829206	0.1230685	0.9989242	0.4939039	0.1450277	1.0000000	0.9693662	0.9834275	0.9999973	0.0258908
300	0.1620466	0.1224898	0.9987803	0.4876816	0.1447965	1.0000000	0.9697914	0.9834315	0.9999989	0.0245892
350	0.1528808	0.1223560	0.9987072	0.4853544	0.1447290	1.0000000	0.9698524	0.9834331	0.9999996	0.0240977
400	0.1491074	0.1223353	0.9986742	0.4844982	0.1447098	1.0000000	0.9698319	0.9834337	0.9999998	0.0239229
450	0.1476303	0.1223378	0.9986604	0.4841865	0.1447044	1.0000000	0.9698062	0.9834340	0.9999999	0.0238634
500	0.1470762	0.1223422	0.9986549	0.4840738	0.1447029	1.0000000	0.9697893	0.9834341	0.9999999	0.0238439
550	0.1691337	0.2176224	0.9988210	0.6542603	0.1631907	1.0000000	0.9331232	0.9834341	0.9999999	0.0256040
600	0.2694485	0.2858455	0.9992941	0.8331663	0.1794688	1.0000000	0.9014410	0.9834341	0.9999998	0.0347222
650	0.3790118	0.3099438	0.9996148	0.9257876	0.1863512	1.0000000	0.8903588	0.9834340	0.9999992	0.0461919
700	0.4518261	0.3172901	0.9997582	0.9655381	0.1887518	1.0000000	0.8883878	0.9834339	0.9999964	0.0544055
750	0.4904030	0.3194052	0.9998136	0.9811953	0.1895167	1.0000000	0.8889296	0.9834338	0.9999912	0.0587962
800	0.5084277	0.3199952	0.9998338	0.9870819	0.1897479	1.0000000	0.8897304	0.9834335	0.9999851	0.0607677
850	0.5162141	0.3201557	0.9998411	0.9892359	0.1898154	1.0000000	0.8902857	0.9834332	0.9999803	0.0615580
900	0.5194047	0.3201981	0.9998437	0.9900115	0.1898347	1.0000000	0.8905980	0.9834329	0.9999772	0.0618509
950	0.5206642	0.3202089	0.9998446	0.9902881	0.1898400	1.0000000	0.8907566	0.9834327	0.9999755	0.0619534
1000	0.5211478	0.3202115	0.9998449	0.9903863	0.1898415	1.0000000	0.8908324	0.9834325	0.9999747	0.0619878

0	0.5217717	0.3202160	0.9998450	0.9904056	0.1898423	1.0000000	0.8903155	0.9827877	0.9998584	0.0620134
50	0.6721634	0.3202074	0.9998825	0.8052336	0.1898421	1.0000000	0.9042907	0.9881355	0.9999359	0.0620067
100	0.8254448	0.3201927	0.9998552	0.6095333	0.1898421	1.0000000	0.9154748	0.9939795	0.9999615	0.0620048
150	0.9029211	0.3202162	0.9997278	0.5069152	0.1898421	1.0000000	0.9172063	0.9972915	0.9999699	0.0620042
200	0.9357632	0.3203003	0.9995518	0.4620051	0.1898421	1.0000000	0.9148734	0.9988571	0.9999727	0.0620041
250	0.9486675	0.3204216	0.9994001	0.4438821	0.1898421	1.0000000	0.9121293	0.9995363	0.9999736	0.0620040
300	0.9535472	0.3205383	0.9993031	0.4368846	0.1898421	1.0000000	0.9101594	0.9998167	0.9999739	0.0620040
350	0.9553570	0.3206248	0.9992522	0.4342534	0.1898421	1.0000000	0.9089958	0.9999289	0.9999740	0.0620040
400	0.9560233	0.3206781	0.9992286	0.4332806	0.1898421	1.0000000	0.9083790	0.9999727	0.9999740	0.0620040
450	0.9562687	0.3207069	0.9992187	0.4329248	0.1898421	1.0000000	0.9080735	0.9999896	0.9999740	0.0620040
500	0.9563597	0.3207210	0.9992146	0.4327957	0.1898421	1.0000000	0.9079292	0.9999961	0.9999740	0.0620040
550	0.8060395	0.3207855	0.9989364	0.6179431	0.1898421	1.0000000	0.8908470	0.9950387	0.9999740	0.0620040
600	0.6529941	0.3208487	0.9992629	0.8136346	0.1898421	1.0000000	0.8801610	0.9893521	0.9999740	0.0620040
650	0.5756567	0.3207011	0.9995883	0.9162495	0.1898421	1.0000000	0.8806418	0.9861020	0.9999740	0.0620040
700	0.5427611	0.3204975	0.9997460	0.9611585	0.1898421	1.0000000	0.8841226	0.9845604	0.9999740	0.0620040
750	0.5296800	0.3203531	0.9998086	0.9792812	0.1898421	1.0000000	0.8870876	0.9838903	0.9999740	0.0620040
800	0.5246129	0.3202750	0.9998318	0.9862785	0.1898421	1.0000000	0.8889400	0.9836134	0.9999740	0.0620040
850	0.5226636	0.3202385	0.9998403	0.9889096	0.1898421	1.0000000	0.8899475	0.9835025	0.9999740	0.0620040
900	0.5219122	0.3202227	0.9998433	0.9898824	0.1898421	1.0000000	0.8904537	0.9834592	0.9999740	0.0620040
950	0.5216213	0.3202162	0.9998445	0.9902382	0.1898421	1.0000000	0.8906952	0.9834425	0.9999740	0.0620040
1000	0.5215081	0.3202137	0.9998449	0.9903673	0.1898421	1.0000000	0.8908063	0.9834361	0.9999740	0.0620040

0	0.5217717	0.3202160	0.9998450	0.9904056	0.1898423	1.0000000	0.8903155	0.9827877	0.9998584	0.0620134
50	0.6173307	0.3202148	0.9998187	0.7406388	0.1898421	1.0000000	0.9262754	0.9825451	0.6667987	0.0620067
100	0.7147762	0.3202566	0.9995391	0.4766763	0.1898421	1.0000000	0.9630359	0.9562626	0.3409199	0.0620048
150	0.7640601	0.3205179	0.9984777	0.3382645	0.1898421	1.0000000	0.9819177	0.8952135	0.1843479	0.0620042
200	0.7850719	0.3213461	0.9962438	0.2776895	0.1898421	1.0000000	0.9899621	0.8443388	0.1216354	0.0620041
250	0.7936569	0.3229338	0.9934824	0.2532451	0.1898421	1.0000000	0.9930217	0.8157575	0.0984821	0.0620040
300	0.7974885	0.3249319	0.9912291	0.2438069	0.1898421	1.0000000	0.9940696	0.8021315	0.0903041	0.0620040
350	0.7996354	0.3267462	0.9898476	0.2402580	0.1898421	1.0000000	0.9943844	0.7961588	0.0874913	0.0620040
400	0.8011021	0.3280419	0.9891447	0.2389458	0.1898421	1.0000000	0.9944595	0.7936676	0.0865399	0.0620040
450	0.8021480	0.3288197	0.9888277	0.2384660	0.1898421	1.0000000	0.9944669	0.7926616	0.0862217	0.0620040
500	0.8028545	0.3292314	0.9886955	0.2382918	0.1898421	1.0000000	0.9944603	0.7922644	0.0861161	0.0620040
550	0.7102033	0.3292028	0.9913646	0.4880178	0.1898421	1.0000000	0.9329082	0.7690955	0.4192183	0.0620040
600	0.6152552	0.3271773	0.9963415	0.7519656	0.1898421	1.0000000	0.8820297	0.7974169	0.7451113	0.0620040
650	0.5655764	0.3241844	0.9987055	0.8903722	0.1898421	1.0000000	0.8688153	0.8692219	0.9016879	0.0620040
700	0.5422160	0.3220570	0.9995044	0.9509453	0.1898421	1.0000000	0.8721223	0.9244723	0.9644020	0.0620040
750	0.5312004	0.3209670	0.9997450	0.9753890	0.1898421	1.0000000	0.8786508	0.9556953	0.9875558	0.0620040
800	0.5259477	0.3204977	0.9998151	0.9848270	0.1898421	1.0000000	0.8838736	0.9711033	0.9957339	0.0620040
850	0.5234661	0.3203151	0.9998358	0.9883758	0.1898421	1.0000000	0.8871680	0.9781573	0.9985468	0.0620040
900	0.5223230	0.3202482	0.9998421	0.9896879	0.1898421	1.0000000	0.8890171	0.9812367	0.9994982	0.0620040
950	0.5218128	0.3202245	0.9998441	0.9901678	0.1898421	1.0000000	0.8899838	0.9825373	0.9998164	0.0620040
1000	0.5215921	0.3202163	0.9998448	0.9903419	0.1898421	1.0000000	0.8904653	0.9830734	0.9999221	0.0620040
