"Time"	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W
700	0.7875329	0.9511843	0.4444276	0.7867076	0.5823609	0.3519574	0.1232781	0.9433561	0.3619241	1.0000000
750	0.7889354	0.9434775	0.4470301	0.7838554	0.5761432	0.3659458	0.1218787	0.9447772	0.3617855	1.0000000
800	0.7900154	0.9356671	0.4438843	0.7813511	0.5749899	0.3724645	0.1209874	0.9451376	0.3614908	1.0000000
850	0.7908205	0.9301231	0.4414984	0.7803972	0.5762801	0.3735302	0.1204989	0.9451828	0.3613264	1.0000000
900	0.7913868	0.9273949	0.4411877	0.7805477	0.5775960	0.3724420	0.1202592	0.9451659	0.3612619	1.0000000
950	0.7917422	0.9266313	0.4418982	0.7809728	0.5780711	0.3713270	0.1201513	0.9451498	0.3612427	1.0000000
1000	0.7919321	0.9267210	0.4425361	0.7812137	0.5779220	0.3708121	0.1201060	0.9451421	0.3612388	1.0000000

0	0.7921789	0.9266198	0.4424949	0.7810811	0.5774819	0.3709375	0.1200770	0.9451386	0.3612398	1.0000000
50	0.7925365	0.9270764	0.4570435	0.8068371	0.6895124	0.3658696	0.0890219	0.9661936	0.3566258	0.8099802
100	0.7942412	0.9299676	0.5259155	0.8450198	0.7914890	0.3525071	0.0509177	0.9773421	0.3324390	0.6107130
150	0.7959696	0.9343154	0.6048251	0.8713494	0.8337100	0.3580885	0.0274662	0.9784303	0.2983954	0.5080246
200	0.7968563	0.9333559	0.6589196	0.8843820	0.8489486	0.3808850	0.0155231	0.9754099	0.2698914	0.4642761
250	0.7970736	0.9244172	0.6885697	0.8900112	0.8568042	0.4059556	0.0099857	0.9713396	0.2520248	0.4472479
300	0.7971021	0.9102990	0.7038356	0.8925786	0.8627500	0.4254537	0.0075727	0.9679023	0.2426985	0.4409619
350	0.7972707	0.8954219	0.7121641	0.8940135	0.8673933	0.4383666	0.0065740	0.9656401	0.2384010	0.4387210
400	0.7976558	0.8827998	0.7172058	0.8949581	0.8707121	0.4462923	0.0061815	0.9643834	0.2365932	0.4379416
450	0.7981744	0.8734254	0.7204729	0.8956047	0.8728996	0.4510354	0.0060360	0.9637654	0.2358848	0.4376754
500	0.7987085	0.8670113	0.7226208	0.8960356	0.8742680	0.4538863	0.0059858	0.9634880	0.2356229	0.4375858
550	0.7982951	0.8628296	0.7139021	0.8808716	0.7498557	0.4554887	0.0369240	0.9184673	0.2453169	0.6275758
600	0.7949525	0.8604813	0.6552797	0.8491484	0.6337056	0.4536263	0.0777073	0.9033175	0.2859114	0.8268332
650	0.7920208	0.8611078	0.5692832	0.8151064	0.5826846	0.4455376	0.1040251	0.9154385	0.3254906	0.9295183
700	0.7914710	0.8659862	0.4990504	0.7917633	0.5681992	0.4327527	0.1165133	0.9296266	0.3477194	0.9732658
750	0.7923616	0.8748603	0.4590516	0.7811328	0.5702310	0.4166526	0.1208608	0.9383339	0.3570239	0.9902937
800	0.7933674	0.8864477	0.4437399	0.7790573	0.5767383	0.4003145	0.1216502	0.9425085	0.3601851	0.9965795
850	0.7938738	0.8985165	0.4419325	0.7805085	0.5809308	0.3876338	0.1213175	0.9442294	0.3610622	0.9988204
900	0.7938583	0.9087513	0.4442091	0.7820804	0.5814374	0.3801087	0.1208383	0.9448579	0.3612436	0.9995999
950	0.7935405	0.9159747	0.4457001	0.7825780	0.5800137	0.3765772	0.1204865	0.9450624	0.3612583	0.9998660
1000	0.7931429	0.9203576	0.4454831	0.7822478	0.5785274	0.3750235	0.1202792	0.9451211	0.3612488	0.9999556

0	0.7921789	0.9266198	0.4424949	0.7810811	0.5774819	0.3709375	0.1200770	0.9451386	0.3612398	1.0000000
50	0.7937017	0.6899778	0.4512171	0.8154703	0.5769386	0.3676172	0.0996770	0.9449645	0.3549351	0.7018721
100	0.8034400	0.4654443	0.4592748	0.8380337	0.5736548	0.3527943	0.0747513	0.9410111	0.3133389	0.3892355
150	0.8186888	0.3592479	0.4608835	0.8444119	0.5681180	0.3366685	0.0597864	0.9237550	0.2438899	0.2281246
200	0.8316091	0.3170283	0.4578617	0.8448492	0.5627751	0.3254710	0.0534047	0.8853386	0.1833556	0.1594862
250	0.8378164	0.3016712	0.4530402	0.8437071	0.5592125	0.3181046	0.0532751	0.8330480	0.1468074	0.1327701
300	0.8373551	0.2965458	0.4486283	0.8425656	0.5574533	0.3128318	0.0577198	0.7860768	0.1287318	0.1229079
350	0.8329162	0.2951050	0.4455780	0.8418404	0.5567672	0.3091147	0.0647323	0.7548481	0.1207238	0.1193919
400	0.8275017	0.2948895	0.4438333	0.8414756	0.5565291	0.3071136	0.0720595	0.7377400	0.1174029	0.1181691
450	0.8229377	0.2949778	0.4429650	0.8413201	0.5565134	0.3069157	0.0781281	0.7294453	0.1160854	0.1177515
500	0.8197758	0.2950313	0.4426302	0.8412853	0.5567361	0.3081542	0.0824129	0.7257340	0.1155796	0.1176109
550	0.8142486	0.5404437	0.4334775	0.8053186	0.5577597	0.3121735	0.1138025	0.7269984	0.1328155	0.4156921
600	0.7971406	0.7719521	0.4254643	0.7820655	0.5623167	0.3376221	0.1485714	0.7725441	0.2197762	0.7283133
650	0.7828050	0.8738320	0.4252233	0.7766211	0.5719960	0.3901689	0.1603372	0.8530782	0.3043280	0.8894191
700	0.7795651	0.8966778	0.4321265	0.7787302	0.5837096	0.4353063	0.1540138	0.9070846	0.3452832	0.9580558
750	0.7829252	0.8862499	0.4428380	0.7830775	0.5916549	0.4515886	0.1425300	0.9316646	0.3584741	0.9847714
800	0.7877353	0.8739361	0.4524508	0.7865262	0.5935875	0.4448758	0.1329381	0.9409515	0.3613591	0.9946335
850	0.7915579	0.8720131	0.4576663	0.7878482	0.5911529	0.4292671	0.1267602	0.9440136	0.3615793	0.9981493
900	0.7937855	0.8788457	0.4581669	0.7873250	0.5871094	0.4138096	0.1233109	0.9448906	0.3614058	0.9993722
950	0.7946642	0.8890536	0.4556062	0.7858657	0.5834457	0.4014331	0.1215587	0.9451001	0.3612904	0.9997898
1000	0.7946964	0.8989418	0.4520065	0.7842998	0.5809414	0.3921415	0.1207277	0.9451372	0.3612472	0.9999303

0	0.7921789	0.9266198	0.4424949	0.7810811	0.5774819	0.3709375	0.1200770	0.9451386	0.3612398	1.0000000
50	0.6998372	0.8961214	0.5581372	0.7808535	0.5728419	0.3859050	0.1200770	0.9451386	0.3612398	1.0000000
100	0.5964746	0.8595213	0.6714088	0.7780797	0.5590226	0.4300898	0.1200769	0.9451385	0.3612398	1.0000000
150	0.5395947	0.8232163	0.7233131	0.7730081	0.5516843	0.4789951	0.1200770	0.9451380	0.3612398	1.0000000
200	0.5143975	0.7841827	0.7422979	0.7695125	0.5518986	0.5148819	0.1200770	0.9451374	0.3612399	1.0000000
250	0.5050822	0.7480685	0.7491651	0.7687660	0.5549153	0.5363635	0.1200771	0.9451369	0.3612401	1.0000000
300	0.5027173	0.7201112	0.7523494	0.7696407	0.5578719	0.5478952	0.1200772	0.9451368	0.3612402	1.0000000
350	0.5029884	0.7012575	0.7543457	0.7709106	0.5599373	0.5537875	0.1200773	0.9451369	0.3612402	1.0000000
400	0.5039849	0.6896979	0.7557285	0.7719729	0.5611748	0.5567883	0.1200773	0.9451371	0.3612402	1.0000000
450	0.5049607	0.6830226	0.7566531	0.7726908	0.5618575	0.5583613	0.1200773	0.9451372	0.3612402	1.0000000
500	0.5056987	0.6792885	0.7572321	0.7731229	0.5622194	0.5592205	0.1200772	0.9451373	0.3612402	1.0000000
550	0.5994784	0.7035294	0.6378913	0.7733863	0.5629373	0.5482448	0.1200772	0.9451374	0.3612401	1.0000000
600	0.7039889	0.7371910	0.5197852	0.7740239	0.5672809	0.5151095	0.1200772	0.9451375	0.3612401	1.0000000
650	0.7611124	0.7755900	0.4655793	0.7761563	0.5759015	0.4689941	0.1200772	0.9451376	0.3612401	1.0000000
700	0.7859264	0.8186668	0.4494621	0.7796966	0.5834654	0.4278423	0.1200772	0.9451379	0.3612401	1.0000000
750	0.7946034	0.8576768	0.4485520	0.7828421	0.5856062	0.4008710	0.1200771	0.9451384	0.3612400	1.0000000
800	0.7964021	0.8862594	0.4500449	0.7841420	0.5834519	0.3869265	0.1200771	0.9451388	0.3612399	1.0000000
850	0.7957981	0.9040401	0.4495130	0.7837397	0.5803421	0.3807530	0.1200770	0.9451389	0.3612398	1.0000000
900	0.7946966	0.9139106	0.4473213	0.7826631	0.5783070	0.3778103	0.1200769	0.9451389	0.3612397	1.0000000
950	0.7937590	0.9191403	0.4450345	0.7817558	0.5775766	0.3757834	0.1200769	0.9451388	0.3612397	1.0000000
1000	0.7931137	0.9220539	0.4435494	0.7812910	0.5775551	0.3740502	0.1200769	0.9451387	0.3612397	1.0000000

0	0.7921789	0.9266198	0.4424949	0.7810811	0.5774819	0.3709375	0.1200770	0.9451386	0.3612398	1.0000000
50	0.6524563	0.7593193	0.4424138	0.7810570	0.5774222	0.3679954	0.1054297	0.9423889	0.3213153	1.0000000
100	0.4977442	0.6010642	0.4422566	0.7809756	0.5765526	0.3535074	0.0878469	0.9312804	0.2917156	1.0000000
150	0.4140617	0.5277064	0.4413648	0.7804855	0.5737569	0.3352757	0.0779422	0.9204633	0.2821706	1.0000000
200	0.3769832	0.5003608	0.4389479	0.7792653	0.5697471	0.3211472	0.0738788	0.9146770	0.2806159	1.0000000
250	0.3620381	0.4918983	0.4351907	0.7775394	0.5661521	0.3117835	0.0726614	0.9126447	0.2810406	1.0000000
300	0.3563244	0.4901161	0.4311722	0.7758701	0.5638655	0.3054584	0.0724613	0.9122453	0.2815297	1.0000000
350	0.3542014	0.4903857	0.4279112	0.7746602	0.5627652	0.3008343	0.0725042	0.9122991	0.2817686	1.0000000
400	0.3534134	0.4911393	0.4257675	0.7739585	0.5622908	0.2973515	0.0725567	0.9123911	0.2818436	1.0000000
450	0.3531061	0.4918896	0.4245301	0.7735938	0.5619904	0.2948248	0.0725820	0.9124398	0.2818547	1.0000000
500	0.3529694	0.4925005	0.4238062	0.7733782	0.5616941	0.2931016	0.0725898	0.9124563	0.2818504	1.0000000
550	0.4959546	0.6677691	0.4233084	0.7732102	0.5614297	0.2927079	0.0875126	0.9167254	0.3217339	1.0000000
600	0.6509257	0.8340253	0.4229639	0.7730973	0.5616372	0.2983548	0.1051730	0.9295989	0.3509930	1.0000000
650	0.7326270	0.9121652	0.4231445	0.7732731	0.5634231	0.3118469	0.1148241	0.9390383	0.3602666	1.0000000
700	0.7680502	0.9409324	0.4246588	0.7741305	0.5670185	0.3278234	0.1187115	0.9433096	0.3619549	1.0000000
750	0.7820889	0.9477382	0.4278359	0.7757026	0.5710727	0.3411676	0.1199187	0.9447688	0.3618042	1.0000000
800	0.7874508	0.9461593	0.4319256	0.7775046	0.5741403	0.3506693	0.1201689	0.9451379	0.3614987	1.0000000
850	0.7895495	0.9422427	0.4357215	0.7789865	0.5758091	0.3572013	0.1201636	0.9451840	0.3613291	1.0000000
900	0.7904710	0.9383132	0.4384611	0.7799212	0.5764854	0.3617547	0.1201238	0.9451665	0.3612626	1.0000000
950	0.7909630	0.9350596	0.4400822	0.7803967	0.5767290	0.3649085	0.1200973	0.9451501	0.3612428	1.0000000
1000	0.7912791	0.9325811	0.4409273	0.7806136	0.5768784	0.3670002	0.1200846	0.9451421	0.3612388	1.0000000

0	0.7921789	0.9266198	0.4424949	0.7810811	0.5774819	0.3709375	0.1200770	0.9451386	0.3612398	1.0000000
50	0.7926278	0.9103970	0.5022064	0.7811317	0.5792165	0.5520554	0.1194933	0.9756527	0.3599110	1.0000000
100	0.7961374	0.7944269	0.5629954	0.7822511	0.5860964	0.7598560	0.1169369	0.9928814	0.3553027	1.0000000
150	0.8039472	0.6164834	0.5957439	0.7848612	0.5930567	0.8807121	0.1140046	0.9980301	0.3513231	1.0000000
200	0.8158587	0.4695668	0.6122709	0.7877092	0.5976206	0.9400755	0.1118785	0.9994577	0.3491638	1.0000000
250	0.8294586	0.3774382	0.6208150	0.7898675	0.6000681	0.9672335	0.1106330	0.9998484	0.3482092	1.0000000
300	0.8418020	0.3269993	0.6252840	0.7911941	0.6012193	0.9792321	0.1099860	0.9999551	0.3478303	1.0000000
350	0.8512315	0.3013690	0.6275759	0.7919024	0.6017031	0.9844404	0.1096746	0.9999843	0.3476893	1.0000000
400	0.8575764	0.2889181	0.6287027	0.7922413	0.6018839	0.9866822	0.1095323	0.9999922	0.3476389	1.0000000
450	0.8614640	0.2830445	0.6292273	0.7923882	0.6019421	0.9876438	0.1094697	0.9999944	0.3476214	1.0000000
500	0.8636852	0.2803296	0.6294570	0.7924460	0.6019571	0.9880559	0.1094430	0.9999950	0.3476155	1.0000000
550	0.8644737	0.2927248	0.5729810	0.7924622	0.6018350	0.8301264	0.1099840	0.9671474	0.3490003	1.0000000
600	0.8611906	0.3846858	0.5165191	0.7923608	0.6007451	0.6384680	0.1125726	0.9492077	0.3538860	1.0000000
650	0.8515363	0.5424609	0.4880172	0.7918258	0.5975201	0.5157921	0.1156671	0.9449082	0.3580685	1.0000000
700	0.8372362	0.6911741	0.4740420	0.7904524	0.5920401	0.4490387	0.1178931	0.9445064	0.3601917	1.0000000
750	0.8228281	0.7938552	0.4649454	0.7882278	0.5861219	0.4152652	0.1191260	0.9447810	0.3609890	1.0000000
800	0.8113845	0.8540253	0.4574482	0.7857369	0.5817110	0.3980748	0.1197035	0.9449977	0.3612157	1.0000000
850	0.8035553	0.8866151	0.4514628	0.7836868	0.5793611	0.3883897	0.1199424	0.9450965	0.3612561	1.0000000
900	0.7986852	0.9039541	0.4473966	0.7824008	0.5784855	0.3821508	0.1200318	0.9451303	0.3612528	1.0000000
950	0.7958291	0.9134558	0.4450998	0.7817714	0.5782491	0.3778780	0.1200625	0.9451387	0.3612457	1.0000000
1000	0.7942050	0.9189409	0.4439818	0.7815127	0.5781219	0.3750298	0.1200724	0.9451397	0.3612418	1.0000000

0	0.7921789	0.9266198	0.4424949	0.7810811	0.5774819	0.3709375	0.1200770	0.9451386	0.3612398	1.0000000
50	0.7933713	0.7367072	0.5913208	0.7835949	0.6059764	0.3796853	0.1200770	0.9451386	0.3612398	1.0000000
100	0.8009164	0.5531438	0.7431097	0.7923410	0.6243669	0.4227736	0.1200769	0.9451391	0.3612398	1.0000000
150	0.8129151	0.4562202	0.8199978	0.7997848	0.6335249	0.4752703	0.1200769	0.9451401	0.3612397	1.0000000
200	0.8245556	0.4039441	0.8529772	0.8046489	0.6412579	0.5151434	0.1200767	0.9451410	0.3612395	1.0000000
250	0.8336664	0.3723702	0.8667184	0.8081653	0.6476192	0.5397267	0.1200766	0.9451416	0.3612393	1.0000000
300	0.8401589	0.3524664	0.8727857	0.8108183	0.6520925	0.5533268	0.1200764	0.9451421	0.3612391	1.0000000
350	0.8445841	0.3402077	0.8757452	0.8127020	0.6548834	0.5604226	0.1200763	0.9451424	0.3612390	1.0000000
400	0.8475053	0.3329871	0.8773160	0.8139311	0.6564902	0.5640211	0.1200762	0.9451426	0.3612389	1.0000000
450	0.8493714	0.3289105	0.8781851	0.8146757	0.6573672	0.5658310	0.1200762	0.9451427	0.3612388	1.0000000
500	0.8505228	0.3266833	0.8786692	0.8151017	0.6578300	0.5667451	0.1200761	0.9451428	0.3612388	1.0000000
550	0.8493185	0.4766947	0.7512261	0.8128137	0.6210189	0.5644230	0.1200761	0.9451428	0.3612387	1.0000000
600	0.8401833	0.6238163	0.6051593	0.8017703	0.5885389	0.5449445	0.1200761	0.9451423	0.3612387	1.0000000
650	0.8279639	0.7095146	0.5158463	0.7901626	0.5780654	0.5069414	0.1200761	0.9451411	0.3612389	1.0000000
700	0.8175680	0.7699205	0.4717849	0.7840845	0.5793240	0.4633463	0.1200763	0.9451399	0.3612391	1.0000000
750	0.8098509	0.8196862	0.4549102	0.7828543	0.5828969	0.4267430	0.1200765	0.9451391	0.3612394	1.0000000
800	0.8042205	0.8588616	0.4506689	0.7834823	0.5839650	0.4022462	0.1200766	0.9451388	0.3612396	1.0000000
850	0.8001185	0.8862936	0.4498946	0.7838254	0.5824294	0.3885056	0.1200768	0.9451389	0.3612397	1.0000000
900	0.7972089	0.9034644	0.4487448	0.7833646	0.5801646	0.3815869	0.1200768	0.9451389	0.3612397	1.0000000
950	0.7952417	0.9133496	0.4468412	0.7825204	0.5785391	0.3779783	0.1200769	0.9451388	0.3612397	1.0000000
1000	0.7939811	0.9188326	0.4449664	0.7817911	0.5778183	0.3756799	0.1200769	0.9451388	0.3612397	1.0000000

0	0.7921789	0.9266198	0.4424949	0.7810811	0.5774819	0.3709375	0.1200770	0.9451386	0.3612398	1.0000000
50	0.7921356	0.9179479	0.4425959	0.7811772	0.5803880	0.4776880	0.1200870	0.9439091	0.3425131	1.0000000
100	0.7925363	0.8575688	0.4460105	0.7831407	0.5931619	0.5999174	0.1202701	0.9393296	0.3285976	1.0000000
150	0.7946770	0.7578171	0.4558519	0.7879190	0.6063216	0.6720571	0.1207942	0.9351918	0.3239869	1.0000000
200	0.7992515	0.6645578	0.4683127	0.7930001	0.6135280	0.7107131	0.1214849	0.9330382	0.3230645	1.0000000
250	0.8053963	0.5972109	0.4782651	0.7963576	0.6156640	0.7326378	0.1220894	0.9322449	0.3231112	1.0000000
300	0.8116499	0.5536736	0.4839209	0.7978485	0.6155085	0.7459934	0.1224997	0.9320430	0.3232630	1.0000000
350	0.8169902	0.5266214	0.4862082	0.7982159	0.6149269	0.7541583	0.1227332	0.9320245	0.3233504	1.0000000
400	0.8210608	0.5101067	0.4867501	0.7981642	0.6145974	0.7588571	0.1228495	0.9320402	0.3233840	1.0000000
450	0.8239350	0.5002697	0.4867176	0.7980661	0.6145513	0.7613245	0.1229017	0.9320523	0.3233930	1.0000000
500	0.8258523	0.4946379	0.4866451	0.7980304	0.6146365	0.7625037	0.1229232	0.9320576	0.3233941	1.0000000
550	0.8270198	0.5055199	0.4866088	0.7980156	0.6138356	0.6582195	0.1229182	0.9335682	0.3421136	1.0000000
600	0.8264948	0.5831226	0.4854791	0.7973959	0.6081850	0.5386461	0.1226994	0.9384885	0.3559666	1.0000000
650	0.8224117	0.6928361	0.4809027	0.7951562	0.5986671	0.4686735	0.1221256	0.9423918	0.3605250	1.0000000
700	0.8156323	0.7827750	0.4726781	0.7915208	0.5895802	0.4321759	0.1214284	0.9442684	0.3614680	1.0000000
750	0.8086119	0.8408177	0.4632202	0.7877338	0.5835463	0.4118147	0.1208526	0.9449442	0.3614699	1.0000000
800	0.8029290	0.8749083	0.4551921	0.7848491	0.5805922	0.3986118	0.1204754	0.9451273	0.3613530	1.0000000
850	0.7989315	0.8947851	0.4497952	0.7831427	0.5794847	0.3891765	0.1202641	0.9451560	0.3612808	1.0000000
900	0.7963315	0.9068220	0.4467623	0.7823129	0.5790470	0.3824617	0.1201587	0.9451507	0.3612509	1.0000000
950	0.7947020	0.9144008	0.4452009	0.7819245	0.5786854	0.3779654	0.1201106	0.9451440	0.3612415	1.0000000
1000	0.7936920	0.9192374	0.4443233	0.7816854	0.5782915	0.3751474	0.1200901	0.9451404	0.3612395	1.0000000

0	0.7921789	0.9266198	0.4424949	0.7810811	0.5774819	0.3709375	0.1200770	0.9451386	0.3612398	1.0000000
50	0.7921321	0.9235600	0.4424931	0.8779838	0.5787371	0.4121546	0.0947357	0.9451412	0.3612397	1.0000000
100	0.7923027	0.9058165	0.4439738	0.9424682	0.5843922	0.4467457	0.0637272	0.9451482	0.3612391	1.0000000
150	0.7930003	0.8831626	0.4483185	0.9635661	0.5899982	0.4595995	0.0447013	0.9451525	0.3612378	1.0000000
200	0.7941142	0.8663563	0.4536972	0.9696860	0.5926434	0.4649595	0.0350269	0.9451542	0.3612368	1.0000000
250	0.7952715	0.8560362	0.4577238	0.9714181	0.5930153	0.4687235	0.0305289	0.9451546	0.3612361	1.0000000
300	0.7962267	0.8495924	0.4597150	0.9718869	0.5926060	0.4718455	0.0285449	0.9451547	0.3612359	1.0000000
350	0.7969308	0.8452051	0.4602935	0.9719945	0.5922834	0.4740997	0.0276995	0.9451547	0.3612357	1.0000000
400	0.7974286	0.8421458	0.4603051	0.9720113	0.5922346	0.4754361	0.0273481	0.9451547	0.3612357	1.0000000
450	0.7977756	0.8401306	0.4602563	0.9720144	0.5923393	0.4760953	0.0272047	0.9451547	0.3612357	1.0000000
500	0.7980125	0.8389201	0.4602930	0.9720196	0.5924572	0.4763859	0.0271469	0.9451547	0.3612357	1.0000000
550	0.7981522	0.8435515	0.4603257	0.8782211	0.5915198	0.4279321	0.0524646	0.9451534	0.3612357	1.0000000
600	0.7979052	0.8696878	0.4590653	0.8151878	0.5855194	0.3739736	0.0834634	0.9451484	0.3612361	1.0000000
650	0.7968374	0.9017856	0.4542119	0.7925751	0.5767090	0.3487520	0.1024855	0.9451433	0.3612371	1.0000000
700	0.7952135	0.9242339	0.4464458	0.7834457	0.5706055	0.3449328	0.1121589	0.9451403	0.3612382	1.0000000
750	0.7936415	0.9350350	0.4392991	0.7792201	0.5694661	0.3495081	0.1166567	0.9451389	0.3612390	1.0000000
800	0.7925004	0.9381075	0.4355978	0.7778962	0.5716257	0.3547112	0.1186409	0.9451382	0.3612395	1.0000000
850	0.7918466	0.9376021	0.4354866	0.7783124	0.5743685	0.3585531	0.1194864	0.9451381	0.3612398	1.0000000
900	0.7915601	0.9359870	0.4372920	0.7793078	0.5761532	0.3614609	0.1198379	0.9451381	0.3612399	1.0000000
950	0.7914909	0.9342325	0.4392903	0.7801323	0.5768604	0.3639411	0.1199814	0.9451383	0.3612399	1.0000000
1000	0.7915282	0.9325955	0.4406475	0.7805767	0.5769989	0.3660458	0.1200392	0.9451384	0.3612399	1.0000000
