YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C
0.0000001	0.4391778	0.4672655	0.9652267	0.5233421	0.9799189	0.9694988	0.3938213	0.1681363	1.0000000
0.2142483	0.0000000	0.4408148	0.9999974	0.0203961	0.0042397	0.0374425	0.0015115	0.1655497	1.0000000
0.2144835	0.9999977	0.0000010	0.9630550	0.5294656	0.9951995	0.9989734	0.8884086	0.1683038	1.0000000
0.9999994	0.2858794	0.9999993	0.0000020	0.5293218	0.9948344	0.9987715	0.8511879	0.5323832	1.0000000
0.2142482	0.4535542	0.4407992	0.9999986	0.0000000	0.9809957	0.9729599	0.4059322	0.1655488	1.0000000
0.2142482	0.4535593	0.4407971	0.9999988	0.0202412	0.0000000	0.9729750	0.4059556	0.1655487	1.0000000
0.2142483	0.4535391	0.4408061	0.9999981	0.0203953	0.0042251	0.0000000	0.4058704	0.1655492	1.0000000
0.2142483	0.4535069	0.4408205	0.9999969	0.0203953	0.0042251	0.0374425	0.0000000	0.1655500	1.0000000
0.2142483	0.4535452	0.4408033	0.9999983	0.0203961	0.0042397	0.0374425	0.0015115	0.0000000	1.0000000
0.2144842	0.4383321	0.4689757	0.9629703	0.5296740	0.9957209	0.9992255	0.9499258	0.5146400	0.0000007
