"Time"	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W
950	0.0735087	0.0553671	0.6673224	0.7271259	0.9765775	0.0682520	0.0728207	0.2894507	0.3826206	0.0140533
1000	0.1127791	0.0568488	0.7670410	0.7443404	0.9881686	0.0840962	0.0963329	0.2467141	0.5433405	0.0164106

0	0.0966791	0.0367728	0.5790370	0.7690190	1.1123131	0.0507511	0.0761328	0.3267313	0.5598073	0.0059230
50	0.0969755	0.0387994	0.6437814	0.8516040	1.0469028	0.0632675	0.0349134	0.2825033	0.5816509	0.0063764
100	0.1196986	0.0475252	0.6442644	0.8722829	1.0846413	0.0641369	0.0512330	0.2982070	0.5322672	0.0168552
150	0.0774378	0.0394623	0.5319125	0.8540835	1.0510713	0.0588884	0.0714296	0.3445606	0.4457355	0.0172437
200	0.0798950	0.0494129	0.5489408	0.9225877	0.9881619	0.0391501	0.0427468	0.2768418	0.5198785	0.0252210
250	0.1360525	0.0405089	0.5865604	0.8434532	1.0162561	0.0342144	0.0516310	0.3009274	0.4525597	0.0178061
300	0.1275312	0.0404714	0.6466820	0.7694047	0.9997579	0.0570484	0.0413964	0.2595089	0.4503318	0.0135738
350	0.1061073	0.0199387	0.7031591	0.8557767	0.9787692	0.0688806	0.0738316	0.2620774	0.6059075	0.0105534
400	0.1091055	0.0234663	0.6431229	0.8487858	1.0289224	0.0499506	0.0751823	0.2249025	0.5001190	0.0122154
450	0.0891012	0.0483639	0.6686615	0.7714933	1.1362841	0.0712770	0.1538609	0.2230319	0.6443380	0.0100612
500	0.0902323	0.0713228	0.7558060	0.7759728	1.0062670	0.1264746	0.1117301	0.2910467	0.5125486	0.0129242
550	0.1275646	0.0997316	0.7732602	0.7668517	0.9261040	0.1389950	0.0653785	0.3517291	0.5541184	0.0274372
600	0.0918878	0.0581792	0.7231272	0.8533210	1.0478106	0.0906269	0.0420552	0.3269239	0.5541412	0.0148436
650	0.1169775	0.0419081	0.7190601	0.7422081	0.9691250	0.0796048	0.0434883	0.3596349	0.5797320	0.0054376
700	0.0788255	0.0393752	0.7963941	0.7211624	0.9524566	0.0625829	0.0550269	0.3244557	0.5055455	0.0144021
750	0.0831462	0.0578619	0.7503212	0.7882894	0.9515697	0.0647208	0.0571729	0.2992365	0.4595223	0.0189853
800	0.1313318	0.0630982	0.6975405	0.7891916	0.9236378	0.0824467	0.0748782	0.2130585	0.4795910	0.0077157
850	0.1430219	0.0316845	0.7185161	0.7909427	1.0878917	0.0761887	0.1192361	0.2231788	0.5331436	0.0106316
900	0.1150162	0.0518292	0.5835975	0.7581337	0.9916460	0.0821072	0.0687943	0.2919011	0.5566309	0.0105270
950	0.1103330	0.0366210	0.7427868	0.8023161	1.0169793	0.0931805	0.1127603	0.2611553	0.4078136	0.0129056
1000	0.0819743	0.0374666	0.6737690	0.8480291	1.0263258	0.0825732	0.0808296	0.2389652	0.5516506	0.0026454

0	0.0966791	0.0367728	0.5790370	0.7690190	1.1123131	0.0507511	0.0761328	0.3267313	0.5598073	0.0059230
50	0.0747739	0.0496760	0.6283142	0.8153465	1.0183257	0.0674254	0.0408675	0.2731322	0.6034823	0.1707972
100	0.1147855	0.1468449	0.6207443	0.8423163	0.9561194	0.0463124	0.0865157	0.2823033	0.4937948	0.3089455
150	0.1704488	0.2202908	0.6861736	0.8716486	0.9495387	0.0447915	0.0589071	0.3055854	0.5160727	0.4500174
200	0.2203552	0.2781903	0.6120498	0.8128531	0.9768705	0.0663031	0.0436298	0.2962999	0.4018982	0.5199365
250	0.2845845	0.3627592	0.6980372	0.8213403	0.9545954	0.0630233	0.0846515	0.2131902	0.4460521	0.4386447
300	0.3290742	0.3601395	0.6302302	0.8823510	1.0636410	0.0842045	0.1502490	0.2590663	0.4132214	0.5602446
350	0.2793042	0.3561266	0.5490301	0.7971815	0.9353042	0.1439234	0.1401827	0.2348911	0.4414493	0.4687557
400	0.3346435	0.3360435	0.5422251	0.7313179	0.9421758	0.1759332	0.2577865	0.1705300	0.4330334	0.4320638
450	0.3269197	0.3693604	0.6981537	0.7569171	0.8165571	0.2440574	0.1955202	0.2269230	0.3341870	0.4127685
500	0.3153768	0.3335763	0.7485761	0.7143514	0.8751502	0.2831036	0.2295419	0.1809386	0.3735698	0.4307540
550	0.3038844	0.3730453	0.7507228	0.6789156	0.6993905	0.3354871	0.3129218	0.2245578	0.3835065	0.3258219
600	0.2912861	0.2782622	0.7851120	0.7138680	0.6163096	0.3704427	0.1750772	0.2236094	0.4802284	0.2200607
650	0.2996468	0.2097883	0.7449946	0.6561885	0.4646911	0.2855091	0.1086804	0.2635206	0.5245899	0.1380903
700	0.1675943	0.1724771	0.8143814	0.5913012	0.5482627	0.1912214	0.0991371	0.3249543	0.4661596	0.0603090
750	0.1207097	0.0813774	0.8993892	0.5554860	0.6688237	0.1204901	0.0970115	0.2703534	0.5269153	0.0304540
800	0.0989509	0.0686165	0.8036785	0.5907247	0.8518689	0.0996341	0.0917462	0.3297814	0.5109998	0.0215312
850	0.0841190	0.0477006	0.7401850	0.6764806	0.9870352	0.0606037	0.0288143	0.3428913	0.5795241	0.0045417
900	0.0865053	0.0422156	0.7254013	0.6875504	1.0367356	0.0470804	0.0432484	0.3423670	0.5440432	0.0106462
950	0.0733547	0.0320307	0.7602730	0.7634495	1.0286169	0.0360964	0.0567185	0.3542844	0.5334055	0.0147928
1000	0.0703998	0.0376793	0.8097142	0.7116968	0.9277128	0.0400729	0.0813434	0.2917882	0.4593072	0.0161406

0	0.0966791	0.0367728	0.5790370	0.7690190	1.1123131	0.0507511	0.0761328	0.3267313	0.5598073	0.0059230
50	0.0973845	0.0711002	0.5774085	0.8556039	0.7311489	0.0758874	0.0708594	0.2964319	0.4451685	0.2169743
100	0.1221423	0.1835571	0.5388217	0.8378060	0.6398937	0.0631525	0.0420704	0.2757902	0.4823398	0.4823886
150	0.1730169	0.3045733	0.5979470	0.7654388	0.6328373	0.0746006	0.0669496	0.2471459	0.3404227	0.6936758
200	0.2486466	0.3546171	0.6687178	0.6997481	0.5273949	0.0792608	0.1343626	0.1920192	0.2640257	0.6927035
250	0.2994161	0.4551798	0.7293946	0.5728168	0.5552179	0.1293970	0.5114232	0.1187725	0.2941675	0.6899433
300	0.3061296	0.4318019	0.7521175	0.4911765	0.4931998	0.3524200	0.5991523	0.1344254	0.3476892	0.6836723
350	0.3687368	0.4659609	0.7609178	0.4479897	0.4139276	0.5803877	0.5944896	0.1686745	0.3576233	0.6369755
400	0.3251116	0.4721753	0.8998812	0.4086286	0.1534480	0.6294330	0.4736901	0.1422290	0.3343915	0.7831235
450	0.4306513	0.5422028	0.8560696	0.3049525	0.1158455	0.6324843	0.3566311	0.1697234	0.3365374	0.7800382
500	0.4193847	0.5260870	0.9541109	0.1819937	0.1002398	0.5780648	0.3646256	0.1796244	0.3418701	0.7499260
550	0.4384618	0.4851253	0.9616601	0.1180868	0.1407262	0.5438927	0.2867563	0.1970144	0.4229481	0.5019588
600	0.3761598	0.4809033	1.0125952	0.0763448	0.2014257	0.4641840	0.2817928	0.2103231	0.4634922	0.3205828
650	0.3996710	0.5033241	0.9761582	0.0854338	0.3513188	0.3782770	0.1888763	0.2427779	0.5061077	0.1630725
700	0.3838722	0.4621924	1.0023345	0.1397382	0.4918156	0.2812982	0.1772691	0.3123576	0.6637045	0.0706886
750	0.3520998	0.2591924	0.9209942	0.2137738	0.6557226	0.1984068	0.0548340	0.3205868	0.4197967	0.0379481
800	0.2246507	0.1499792	0.8879101	0.4408453	0.7512163	0.1149376	0.0741844	0.2756583	0.5309838	0.0253945
850	0.1539538	0.0716734	0.8248849	0.5389449	0.8405403	0.0883614	0.0478826	0.3317363	0.4435565	0.0112065
900	0.1138279	0.0528615	0.8405287	0.7040692	0.9329992	0.0777015	0.0538219	0.2854146	0.4451095	0.0226948
950	0.1153937	0.0457920	0.8298436	0.7301450	0.8588936	0.1138037	0.1007069	0.2283092	0.4651190	0.0170948
1000	0.0894483	0.0382676	0.7654213	0.7987029	0.8673858	0.1107788	0.1042065	0.2677314	0.5184042	0.0055955

0	0.0966791	0.0367728	0.5790370	0.7690190	1.1123131	0.0507511	0.0761328	0.3267313	0.5598073	0.0059230
50	0.0825111	0.0623758	0.6418122	0.7430652	0.9485059	0.1062959	0.0703724	0.2765744	0.1348457	0.0225338
100	0.1115558	0.0516210	0.6780502	0.8497525	0.9244332	0.2230440	0.1286179	0.1361562	0.0631023	0.0146990
150	0.0940049	0.0419770	0.6267012	0.9129023	0.8121459	0.3273961	0.6196567	0.0591389	0.0442016	0.0346347
200	0.1104167	0.0603641	0.5979990	0.9196147	0.6642757	0.5664662	0.9088847	0.0592101	0.0380849	0.2113655
250	0.1190703	0.1925387	0.5643708	0.9199879	0.3425744	0.6812366	1.1020682	0.0327791	0.0779081	0.3597186
300	0.1994085	0.2371201	0.5296252	0.9777226	0.2276416	0.8511322	1.0389348	0.0111212	0.0449994	0.5635695
350	0.2449853	0.3291075	0.5191871	0.9229224	0.1151320	0.9699991	1.0462530	0.0152342	0.0472576	0.6736784
400	0.2607541	0.4691858	0.4953480	0.8972093	0.1027533	0.9953433	1.0610823	0.0316355	0.0483925	0.7181855
450	0.3512477	0.4579678	0.5176922	0.8886519	0.1027006	0.9989403	0.8623157	0.0420239	0.0580762	0.8670682
500	0.3547946	0.4886720	0.5686778	0.8904239	0.1063650	0.9684622	0.9719982	0.0173759	0.0554589	0.7255899
550	0.3703673	0.5232799	0.6482745	0.7525711	0.1215771	0.8702178	0.9697378	0.0521416	0.3715291	0.7051411
600	0.4039812	0.5667732	0.7496578	0.4390314	0.1157641	0.9581845	0.9346189	0.1226020	0.4309982	0.6761777
650	0.4209221	0.5151006	0.9409838	0.2661335	0.0985437	0.8896366	0.7633306	0.1669634	0.4059541	0.6876516
700	0.3984426	0.5250321	1.0286585	0.1184806	0.0678081	0.8620251	0.3344547	0.1752501	0.3199675	0.5856405
750	0.3802188	0.4311308	0.9062817	0.0790103	0.0801866	0.6703569	0.3329064	0.1626788	0.4161554	0.2795060
800	0.4136144	0.4207515	0.9271452	0.0355686	0.1250007	0.6060545	0.3494286	0.1960132	0.4347898	0.1945767
850	0.3833753	0.4261999	0.9403701	0.0161574	0.1411499	0.5523959	0.2522300	0.2150716	0.6430873	0.1244699
900	0.3573718	0.5512659	1.0616930	0.0274479	0.1945349	0.3715667	0.1789939	0.3055493	0.6748903	0.0661561
950	0.3982834	0.5402274	0.9472218	0.0378374	0.3626060	0.2578229	0.1012488	0.3861100	0.6955512	0.0503856
1000	0.4086423	0.4489961	0.9559510	0.2100418	0.6092838	0.1661214	0.0430552	0.3763949	0.6100766	0.0205274

0	0.0966791	0.0367728	0.5790370	0.7690190	1.1123131	0.0507511	0.0761328	0.3267313	0.5598073	0.0059230
50	0.1212920	0.0533451	0.7420548	0.7597990	0.9854405	0.0681707	0.0629635	0.3473125	0.5398911	0.1161081
100	0.1162000	0.1019140	0.7702035	0.7283683	1.0651992	0.0622713	0.0487409	0.2841643	0.5493961	0.1765028
150	0.0962638	0.1123564	0.7507585	0.7557855	1.0496139	0.0818489	0.0782565	0.2346937	0.4239965	0.1667578
200	0.1271037	0.1260609	0.6309063	0.7873852	0.9813949	0.0536989	0.1375403	0.2511707	0.6098369	0.2329899
250	0.1433779	0.2327050	0.6796463	0.8360308	1.0554252	0.0897780	0.0921104	0.3113455	0.5732783	0.2350954
300	0.1954127	0.2116590	0.6312788	0.7434997	0.9791815	0.1044502	0.0529806	0.3459791	0.5380519	0.2363581
350	0.2202628	0.1677035	0.6035717	0.7358222	1.0302358	0.0667553	0.0274870	0.2993036	0.4340954	0.2242196
400	0.2665858	0.2079906	0.6015439	0.7806597	1.0163439	0.0739951	0.0840509	0.2497303	0.4098710	0.2171284
450	0.1741172	0.1640958	0.6449390	0.8380957	1.0027843	0.0699820	0.1000549	0.2177818	0.4169444	0.2067358
500	0.1934406	0.1892625	0.6148058	0.8284875	1.0171073	0.0888556	0.1857063	0.1894461	0.5016012	0.1870210
550	0.1900985	0.1887505	0.6196392	0.8372847	0.9074023	0.1979845	0.1895080	0.2359443	0.4837760	0.1518419
600	0.1965022	0.1345955	0.6863819	0.8006878	0.8076871	0.2144819	0.0915373	0.2416762	0.4646962	0.0976714
650	0.1747222	0.1047186	0.6066033	0.7902185	0.7411156	0.1936906	0.0832839	0.2434357	0.4511279	0.0494147
700	0.1234473	0.0771634	0.6199080	0.7055108	0.8207788	0.1555861	0.1876998	0.2334703	0.5374156	0.0138026
750	0.1064705	0.0456657	0.6831314	0.7156598	0.8394031	0.1459698	0.1162830	0.2933082	0.5520449	0.0159948
800	0.1009184	0.0273958	0.7562520	0.6803432	0.9435775	0.1766421	0.0816513	0.3131717	0.5577418	0.0107812
850	0.0846108	0.0261238	0.8042139	0.7236005	0.9096115	0.0915252	0.0490641	0.3471469	0.5297721	0.0035178
900	0.1225609	0.0591593	0.8214759	0.7021645	1.0112730	0.0711491	0.0403957	0.3007830	0.6118622	0.0074460
950	0.1136905	0.0417876	0.7732533	0.7566851	0.9348419	0.0655629	0.0682073	0.2474988	0.4541717	0.0061533
1000	0.0818577	0.0424772	0.6932053	0.7772432	0.9695838	0.0456695	0.0816251	0.2932651	0.4648759	0.0010557

0	0.0966791	0.0367728	0.5790370	0.7690190	1.1123131	0.0507511	0.0761328	0.3267313	0.5598073	0.0059230
50	0.2354392	0.3995678	0.7399823	0.7817254	0.8826329	0.3168227	0.0695966	0.2161765	0.1508999	0.0664912
100	0.5634346	0.6869156	0.6989800	0.8043753	0.7685312	0.6199904	0.2996325	0.1218396	0.1350731	0.1305647
150	0.6018664	0.7570840	0.6982688	0.7138135	0.3745052	0.7809510	0.7918513	0.0718338	0.2612347	0.2202245
200	0.5715229	0.8375126	0.7251185	0.5628268	0.1739220	0.8683575	0.8731107	0.0876114	0.2579336	0.4307961
250	0.5594107	0.8533752	0.7798306	0.3614472	0.1394335	0.9556208	0.8426412	0.1174595	0.2216016	0.6365279
300	0.6983055	0.9089585	0.8726707	0.1987945	0.0825105	0.9760592	0.7865578	0.0958957	0.2434921	0.6505444
350	0.7252711	0.8838829	0.9462677	0.1157889	0.0759971	1.0940548	0.8181252	0.0742248	0.1700252	0.6934283
400	0.6682881	0.8830699	0.9263879	0.0719073	0.0666838	1.1209047	0.8926965	0.0603410	0.2040702	0.7652097
450	0.7513346	0.9226028	0.8924297	0.0323954	0.0678100	1.0685204	0.9352418	0.0456143	0.1841185	0.7638828
500	0.7001716	0.9432386	0.9942753	0.0222129	0.0430102	1.0029932	1.0017572	0.0568463	0.2056459	0.7561767
550	0.6485936	0.7916749	1.0658210	0.0113853	0.0525156	1.0839064	1.1228765	0.0773938	0.5431007	0.7778825
600	0.5201731	0.7160581	0.9768323	0.0072033	0.0563708	0.8767230	0.8124765	0.1824620	0.5471230	0.7904287
650	0.5726561	0.7103509	1.0910579	0.0076699	0.0267195	0.8197663	0.3383127	0.2593273	0.4631551	0.6630610
700	0.5483820	0.5877112	0.9586704	0.0129307	0.0932606	0.5169595	0.1194372	0.2662186	0.5276151	0.3858181
750	0.4802329	0.4911930	1.0450729	0.0113605	0.1907203	0.3402865	0.0810867	0.3034158	0.5970471	0.1685931
800	0.4472758	0.5070587	1.1171297	0.0416528	0.3696956	0.1853508	0.0483345	0.3723073	0.6951223	0.0882913
850	0.4375146	0.4217501	1.1197729	0.1809948	0.7119861	0.1123281	0.0273799	0.4108227	0.6337118	0.0416414
900	0.4202318	0.2424937	1.1141567	0.3304972	0.9113251	0.0644921	0.0538798	0.3880537	0.5205581	0.0325179
950	0.2346490	0.1164935	1.0754740	0.4839208	0.9084967	0.0483828	0.0311808	0.3471703	0.5972337	0.0070762
1000	0.1983002	0.0556564	0.9915494	0.6398964	1.0061737	0.0503917	0.0455140	0.3518357	0.5015816	0.0246422

0	0.0966791	0.0367728	0.5790370	0.7690190	1.1123131	0.0507511	0.0761328	0.3267313	0.5598073	0.0059230
50	0.1144036	0.0427695	0.6026446	0.8717176	1.0351634	0.0709771	0.0214923	0.2764841	0.4726685	0.0094229
100	0.0910730	0.0589986	0.4835032	0.8817930	0.7878682	0.0397676	0.0164020	0.2615899	0.4323234	0.0203166
150	0.0847329	0.0396786	0.3596398	0.7825981	0.8014593	0.0543884	0.0291485	0.2293505	0.5462743	0.0142337
200	0.1014130	0.0423416	0.3865128	0.7626000	0.7902271	0.0559203	0.0474869	0.2862121	0.4355478	0.0132772
250	0.0909902	0.0354179	0.3988794	0.7952455	0.6936987	0.0550901	0.0165567	0.2979481	0.4693885	0.0058244
300	0.1155538	0.0427958	0.3998261	0.8240091	0.7684708	0.0479636	0.0221462	0.2564219	0.5347002	0.0055781
350	0.0829132	0.0395935	0.3653385	0.7624150	0.7548965	0.0403106	0.0137490	0.2600790	0.5424990	0.0031978
400	0.0857603	0.0497785	0.3660575	0.7509381	0.7440726	0.0298258	0.0296423	0.2409329	0.4520831	0.0070986
450	0.1237543	0.0481025	0.4418877	0.6619181	0.6970226	0.0242061	0.0360559	0.3262335	0.5447369	0.0120863
500	0.1035078	0.0405726	0.3714195	0.6567922	0.7177650	0.0447723	0.0182910	0.3201596	0.5678449	0.0059926
550	0.1038241	0.0457841	0.5113303	0.7048115	0.8270212	0.0610843	0.0445930	0.2829206	0.5645845	0.0147467
600	0.0776639	0.0401980	0.7118983	0.6947402	0.8544939	0.0338167	0.0702524	0.2686209	0.5588306	0.0161667
650	0.0974012	0.0480634	0.7161796	0.7392405	0.8790501	0.0579922	0.0578356	0.3346386	0.5604566	0.0089370
700	0.0947529	0.0501252	0.7909249	0.7083411	0.9470122	0.0769260	0.0627369	0.3156173	0.5270605	0.0117060
750	0.1013983	0.0764082	0.7547860	0.7917878	0.9498528	0.0443528	0.0508911	0.2894109	0.5142434	0.0123653
800	0.1060704	0.0500982	0.7354997	0.8057346	0.9382036	0.0892497	0.0774409	0.2919147	0.4637545	0.0169071
850	0.1236053	0.0359524	0.6805851	0.7725671	1.0149625	0.1094924	0.0622058	0.2871020	0.5289161	0.0326337
900	0.0937457	0.0349817	0.5839265	0.7889966	0.9793129	0.0819919	0.0776555	0.2889517	0.5351130	0.0222887
950	0.0914598	0.0270180	0.5978198	0.7936924	0.9814051	0.0600460	0.0781025	0.3212356	0.4741704	0.0178093
1000	0.0958133	0.0449435	0.7165888	0.8011497	1.0705478	0.0445187	0.0799197	0.3089083	0.5121889	0.0100664
