"Time"	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W
600	1.0285976	0.0372253	0.2666850	0.9057557	0.8196158	0.1583542	0.6048007	0.2898418	0.8896543	0.7209183
650	0.9972924	0.0227007	0.2694943	0.9487429	0.8020822	0.2802351	0.5756187	0.3639160	0.5079090	1.0605946
700	1.0171679	0.0228272	0.3158248	0.8461488	0.7658177	0.3034581	0.4952261	0.6078059	0.3875391	0.9289179
750	1.0249333	0.0155933	0.2837634	0.8686725	0.7266765	0.3062325	0.3978333	0.7073099	0.4619372	0.9429919
800	0.9566136	0.0244173	0.3191974	0.8383064	0.7186001	0.3850233	0.3499930	0.7334333	0.3819987	0.9392151
850	1.0124094	0.0261705	0.3070874	0.7668998	0.7415736	0.3539439	0.2637080	0.8367226	0.4122397	1.0493011
900	1.0371994	0.0301851	0.3380609	0.7147508	0.7477080	0.3529449	0.2799601	0.8520463	0.3990798	1.0284626
950	1.0091645	0.0387287	0.4023676	0.8152106	0.5987596	0.4232633	0.2389261	0.8660917	0.3531818	1.0846373
1000	0.9175685	0.0474504	0.3580100	0.7945207	0.5952793	0.3593319	0.2373890	0.8999920	0.2840209	1.0312952

0	1.0589753	0.0363004	0.3717608	0.7798222	0.6104201	0.4461810	0.1879489	0.8995813	0.4046263	0.9228718
50	0.8463804	0.0488634	0.2748794	0.7870690	0.6112292	0.3861352	0.2634051	0.9383939	0.2834333	1.0480661
100	0.7486713	0.0417428	0.2797125	0.7255316	0.5937679	0.3773419	0.2615242	0.9159407	0.3066265	1.0390319
150	0.7219617	0.0566418	0.3205932	0.7409448	0.6043110	0.3863323	0.2239425	0.9784693	0.3078710	0.9783545
200	0.6206275	0.0533998	0.3079335	0.7619309	0.5184204	0.4200054	0.1350279	1.0108387	0.3005459	1.0526510
250	0.5636932	0.0517704	0.2532324	0.8755348	0.5513142	0.4622182	0.1851953	0.9125476	0.3540634	0.9864400
300	0.4709272	0.0541886	0.2477154	0.7821594	0.5334791	0.4506761	0.1637237	0.8320736	0.4132903	0.9673864
350	0.4732745	0.0391187	0.2450801	0.7398941	0.4840254	0.4977774	0.1637126	0.9049465	0.3359871	1.0093021
400	0.4962581	0.0412328	0.2493735	0.7653108	0.5853320	0.4290793	0.1974509	0.9418214	0.3401235	1.0300873
450	0.4615832	0.0440426	0.2775737	0.6890437	0.5410112	0.4731147	0.1648636	1.0025243	0.3149265	1.0353745
500	0.5134332	0.0247181	0.3940531	0.6320714	0.4985186	0.4144528	0.1714888	0.9255601	0.2786618	0.9120920
550	0.6129627	0.0367008	0.4071181	0.7211016	0.5296934	0.4197766	0.1983977	0.8557448	0.4032364	0.9655356
600	0.7394201	0.0406192	0.3594967	0.7375382	0.5447011	0.4234704	0.1845998	0.8357685	0.3334443	1.0112959
650	0.8235557	0.0529016	0.3839235	0.7308825	0.5755248	0.4492323	0.2006102	0.9022276	0.4166863	1.0070730
700	0.9384659	0.0218082	0.3924839	0.7776782	0.5600946	0.4276653	0.2585437	0.8717917	0.3327733	1.0680601
750	0.9574438	0.0368568	0.3526019	0.7649282	0.6063401	0.3849081	0.2290168	0.7758292	0.3398929	0.9420290
800	0.9745744	0.0495606	0.3362291	0.8750377	0.6346271	0.3498207	0.2559748	0.8995410	0.3197279	0.9645692
850	1.1689079	0.0498025	0.3385956	0.8473505	0.5190069	0.3530210	0.2088907	0.8621919	0.3539887	0.9527184
900	1.0482566	0.0386357	0.2814090	0.8851799	0.5645824	0.3832806	0.2097989	0.9090675	0.3636131	0.8777410
950	0.8938536	0.0256294	0.3573120	0.7960815	0.6015609	0.4100866	0.2052343	0.8940478	0.4191735	1.0120756
1000	1.0289081	0.0224411	0.3167814	0.8477823	0.5571956	0.4095141	0.2411809	0.9015074	0.3738342	1.0232789

0	1.0589753	0.0363004	0.3717608	0.7798222	0.6104201	0.4461810	0.1879489	0.8995813	0.4046263	0.9228718
50	0.7969962	0.0161500	0.3307068	0.8092988	0.5687379	0.4389856	0.2747080	0.7710801	0.4387247	0.8962676
100	0.6112049	0.0274471	0.3242332	0.7795566	0.5792036	0.4482622	0.2602849	0.8506112	0.4589369	0.9527321
150	0.5043379	0.0279684	0.3027950	0.8397240	0.6611633	0.4936935	0.2156772	0.8147135	0.4718730	1.0145140
200	0.4412968	0.0579542	0.3769421	0.9201790	0.6226014	0.5530009	0.2219758	0.7925662	0.4075844	1.0362846
250	0.3835564	0.0399455	0.3388048	0.8906927	0.6621608	0.6012631	0.2409308	0.7982301	0.3214519	1.0304308
300	0.3469899	0.0366029	0.3596621	0.7704525	0.6057561	0.6300029	0.2149830	0.8567522	0.3316154	0.8713414
350	0.3676183	0.0521562	0.3284944	0.7971547	0.6169413	0.6013778	0.2458335	0.9482668	0.4793279	0.8694108
400	0.4362337	0.0440656	0.3359478	0.8112399	0.6032873	0.6447774	0.2336439	0.8237382	0.4198584	1.0487067
450	0.4065097	0.0415287	0.3718771	0.7536571	0.5544990	0.6629246	0.2302754	0.8536571	0.3590801	0.9075458
500	0.4065880	0.0404987	0.3669307	0.8150192	0.6389808	0.5751842	0.2358161	0.7942353	0.3504358	1.0357788
550	0.5510171	0.0423706	0.3500172	0.8427082	0.6526020	0.5799297	0.2474582	0.9127872	0.3856825	0.9095345
600	0.8376749	0.0487051	0.3315985	0.8410511	0.6416156	0.4871910	0.2565372	0.8568573	0.3706121	0.9821239
650	0.8585052	0.0428975	0.2378816	0.8577582	0.7568132	0.5356036	0.2415176	0.8830026	0.3943417	0.9934317
700	0.9479960	0.0357130	0.3228980	0.9437111	0.7032144	0.4820548	0.2066894	0.8636257	0.3875381	1.0029983
750	0.9820627	0.0266414	0.3697902	0.8869294	0.5902828	0.4624914	0.1837884	0.8413832	0.3938310	1.0544953
800	0.9977292	0.0457448	0.3967848	0.7826737	0.5791321	0.4392814	0.1962613	0.8584575	0.2656313	0.9856906
850	1.0008403	0.0295649	0.3318864	0.7766280	0.6536517	0.3557270	0.2356328	0.8844676	0.3493423	0.9256370
900	1.0623097	0.0146850	0.3291192	0.7495533	0.5934928	0.4160397	0.2760944	0.8540516	0.3709176	1.0039793
950	1.0607296	0.0253930	0.3123970	0.7747129	0.6044774	0.5183702	0.1842902	0.8724803	0.3859044	1.0299470
1000	0.9213206	0.0284491	0.2964363	0.8357623	0.5792028	0.4117433	0.1721678	0.8237838	0.4006867	0.9991547

0	1.0589753	0.0363004	0.3717608	0.7798222	0.6104201	0.4461810	0.1879489	0.8995813	0.4046263	0.9228718
50	0.9506937	0.0243447	0.2229845	0.8062705	0.6478784	0.4633508	0.2220582	0.7297869	0.4203092	0.6073923
100	0.9484268	0.0171558	0.2702026	0.8162140	0.6003477	0.4229393	0.2432062	0.8069143	0.7377408	0.3028719
150	0.8859553	0.0161779	0.2841140	0.8331041	0.6130351	0.4721633	0.2388433	0.6970473	0.9551477	0.1747257
200	0.9292149	0.0227611	0.2741389	0.8291604	0.6633375	0.4225880	0.2909334	0.5182355	1.0295808	0.1057752
250	0.8681721	0.0393428	0.3555338	0.8106366	0.6945922	0.4188752	0.3339902	0.3775496	0.9635159	0.0766114
300	0.9127377	0.0471454	0.3435655	0.8295566	0.6914326	0.4460653	0.4389785	0.3733664	0.9751981	0.0913253
350	0.9657102	0.0359486	0.3363993	0.7688801	0.6969150	0.3622079	0.5065727	0.3750021	0.9777677	0.0819666
400	1.1050937	0.0412568	0.3321215	0.8334509	0.7528729	0.3497715	0.5434847	0.3196415	0.9834841	0.0684526
450	1.0635518	0.0406810	0.2860857	0.8465731	0.8559303	0.3542876	0.5230735	0.3702164	1.0359429	0.1120054
500	1.0598958	0.0488944	0.2893907	0.8781106	0.9083915	0.3219768	0.5296990	0.3147947	0.9351363	0.0966700
550	1.0613262	0.0330204	0.2808624	0.8986510	0.8494750	0.3246884	0.5128748	0.3090212	0.9024945	0.4769079
600	1.0188849	0.0358835	0.2708003	0.8905465	0.8251005	0.2827797	0.5534800	0.3200136	0.7670036	0.8789892
650	0.9035624	0.0329147	0.2740282	0.9604871	0.8165374	0.3140849	0.5586767	0.3942327	0.5790742	0.9631099
700	0.8773874	0.0352049	0.3020157	0.9522427	0.8237254	0.3305121	0.5352234	0.5606323	0.5022032	0.9648875
750	1.0189078	0.0265173	0.3412885	0.9349267	0.7593485	0.2744295	0.3943617	0.6676267	0.3815553	1.0539959
800	0.9717390	0.0233566	0.2930416	0.8528201	0.8033529	0.3502416	0.3164805	0.7769300	0.3281382	0.9114093
850	0.9913496	0.0354667	0.3023067	0.8644952	0.7473892	0.3687159	0.2707007	0.8324108	0.3650727	0.9324996
900	1.0509477	0.0329680	0.3257288	0.8450516	0.7228862	0.2962678	0.2023923	0.8915960	0.4082611	0.9470322
950	0.9999428	0.0287673	0.3565652	0.8866930	0.6510521	0.3434065	0.2111764	0.8426539	0.4703558	0.9999107
1000	0.9098489	0.0242196	0.3436975	0.8756525	0.6225993	0.3704936	0.2363143	0.8265436	0.3865062	1.0118441

0	1.0589753	0.0363004	0.3717608	0.7798222	0.6104201	0.4461810	0.1879489	0.8995813	0.4046263	0.9228718
50	1.0934265	0.0348946	0.2952552	0.7817416	0.6033747	0.5016189	0.1948575	0.7419976	0.4693920	0.9775825
100	1.0828760	0.0462866	0.2799552	0.9336972	0.6132743	0.4544392	0.1802794	0.7489575	0.4956458	0.9673907
150	1.0496736	0.0480989	0.3102720	1.0570494	0.6753785	0.4167604	0.2372886	0.7859321	0.4568438	1.1055799
200	1.0765571	0.0368550	0.2220767	1.0349499	0.7031720	0.4632522	0.2380879	0.8510613	0.3475737	1.0065267
250	1.0433612	0.0298063	0.2525366	0.9744097	0.6432293	0.4192798	0.2219775	0.8634946	0.3019007	0.9480312
300	1.0594257	0.0349743	0.2097671	0.9618615	0.6378283	0.4305750	0.2382279	0.9473353	0.3410815	1.0051691
350	1.0305549	0.0314658	0.2649689	0.9913602	0.5658735	0.4403221	0.2177772	0.8952835	0.3728121	1.0750750
400	0.9770852	0.0384954	0.2689726	0.9379419	0.5857548	0.4280559	0.2491337	0.7494114	0.3201609	1.0649415
450	0.9830430	0.0372247	0.2372709	0.9691330	0.6491692	0.3560760	0.2263714	0.7547474	0.3597118	1.1337866
500	0.9546015	0.0382951	0.1989267	1.0149644	0.6688416	0.4075894	0.2350748	0.8272087	0.3516141	1.1087422
550	0.9590749	0.0283366	0.2474688	1.0526743	0.6686468	0.3604162	0.1961086	0.9203037	0.3095423	1.0641075
600	0.9873356	0.0288779	0.1937586	0.8915914	0.6267764	0.3894176	0.1969959	0.9949358	0.3319215	1.0205300
650	1.0576871	0.0365422	0.2098326	0.8885673	0.5736857	0.4492641	0.1525977	0.9783791	0.3281977	0.9407643
700	0.9892218	0.0351999	0.2820183	0.7696148	0.5459396	0.4819678	0.1655499	0.8609757	0.3482298	1.0559617
750	1.0694858	0.0319302	0.3761236	0.7457150	0.5867851	0.4725072	0.1897598	0.9224843	0.3396432	0.9315079
800	1.0714507	0.0299553	0.3676634	0.7879094	0.5624050	0.4200152	0.1932689	0.8853517	0.3770361	0.9720310
850	1.0606927	0.0326852	0.4038907	0.8108306	0.6168568	0.4507855	0.2256222	0.8144307	0.3404802	1.0233433
900	1.0307103	0.0347961	0.4279621	0.8193676	0.5842338	0.3864716	0.2245587	0.9467008	0.3468679	1.0408517
950	1.0311745	0.0471186	0.3483591	0.9037117	0.6344123	0.4481006	0.1578012	0.9250796	0.3262178	1.0638857
1000	1.0482210	0.0480483	0.3256379	0.8635867	0.5784076	0.4169020	0.1599369	0.9584082	0.3390243	0.9791148

0	1.0589753	0.0363004	0.3717608	0.7798222	0.6104201	0.4461810	0.1879489	0.8995813	0.4046263	0.9228718
50	0.9152803	0.2887361	0.4598111	0.8181466	0.6740247	0.4654796	0.2078920	0.9374482	0.3257308	0.9653932
100	0.6829509	0.4645874	0.3766193	0.8148840	0.8341584	0.6035779	0.1643111	0.9589938	0.3396668	0.9922351
150	0.3860575	0.4868867	0.3627986	0.8483538	0.8600798	0.6397434	0.1708204	0.9808834	0.3958933	1.0329894
200	0.2269386	0.5763113	0.3539277	0.8621483	0.9008794	0.6803125	0.1859111	1.0002548	0.3133950	1.0877356
250	0.1061415	0.5823674	0.3072612	0.8419273	0.8412511	0.6804076	0.1548979	0.9637873	0.3191130	0.9956417
300	0.0626624	0.5948025	0.3183521	0.8557644	0.8707703	0.7766584	0.1586102	0.9419109	0.3996635	1.0176938
350	0.0526485	0.6177533	0.2834473	1.0241060	0.9442586	0.6355810	0.2181787	0.9335272	0.3958676	1.0341625
400	0.0581090	0.5571508	0.2928377	0.9302378	0.9817339	0.6838523	0.2273923	0.9616438	0.3219097	1.0317869
450	0.0618892	0.6199866	0.2854740	0.9124446	0.8885369	0.6455898	0.2349476	0.8206801	0.3474707	1.0052554
500	0.0596742	0.6152648	0.2700244	0.9535935	0.9151681	0.6336839	0.2321372	0.8703303	0.3820232	1.0546534
550	0.0415174	0.3523134	0.2712012	0.9645075	0.8188857	0.6033748	0.2013486	0.8084876	0.4241954	1.0757406
600	0.0776379	0.1839215	0.2924850	0.9309466	0.6959338	0.5372483	0.1936738	0.7751668	0.3266739	1.1918878
650	0.2412186	0.0831384	0.2456876	0.8607327	0.6891958	0.4650877	0.2657056	0.8201692	0.3675313	0.9556298
700	0.4540858	0.0634684	0.2253601	0.8463858	0.6132658	0.4784585	0.1964272	0.8731260	0.3569119	0.9326585
750	0.6582158	0.0479542	0.3004737	0.7948258	0.5528040	0.3801796	0.2084061	0.9284442	0.3992164	1.0258561
800	0.8235419	0.0469188	0.2857752	0.8440251	0.5313988	0.4481530	0.1513708	0.7999621	0.3724254	1.0445033
850	0.9214334	0.0237416	0.3338264	0.7915844	0.5397737	0.4130004	0.1995145	0.7395052	0.3669837	0.9586953
900	0.9652321	0.0160015	0.3317799	0.6966010	0.5435069	0.3728190	0.2351864	0.7506313	0.4098665	0.8684634
950	0.9466478	0.0239517	0.3531331	0.7563210	0.5661295	0.3798503	0.1952554	0.8144810	0.5199240	0.9148751
1000	1.0198506	0.0353817	0.3642618	0.7741812	0.5819450	0.3969274	0.2291180	0.8044168	0.4284258	1.0079127

0	1.0589753	0.0363004	0.3717608	0.7798222	0.6104201	0.4461810	0.1879489	0.8995813	0.4046263	0.9228718
50	0.8414185	0.0564947	0.3656492	0.8153812	0.6587538	0.3022500	0.2707538	0.7613497	0.3701841	0.9521864
100	0.6741480	0.0342575	0.3299485	0.7764546	0.6435533	0.3094375	0.2709467	0.8981132	0.4117610	0.9519273
150	0.5720038	0.0392483	0.2769567	0.8051072	0.6630434	0.2955808	0.2632152	0.7859220	0.3814211	1.0035434
200	0.4525908	0.0567885	0.3150798	0.8836865	0.6960169	0.2800625	0.2951484	0.7332017	0.4184450	1.0358842
250	0.4643948	0.0393423	0.3270449	0.8295139	0.6665851	0.3115227	0.2584305	0.7835802	0.3692776	0.9725350
300	0.4513450	0.0125684	0.3195736	0.7823331	0.5806573	0.3029532	0.1788090	0.8786714	0.3867000	0.9652857
350	0.4447673	0.0391455	0.2411923	0.6673927	0.5599601	0.3282969	0.1939550	0.8733602	0.4186342	0.9415871
400	0.3887117	0.0391821	0.3132184	0.7253047	0.6077335	0.3280856	0.2119691	0.9330102	0.3671271	1.0327552
450	0.4426171	0.0509668	0.3620807	0.7118579	0.6237579	0.3286321	0.1688805	0.8474625	0.3557478	0.9658315
500	0.4254200	0.0603360	0.3731514	0.6858591	0.5731039	0.3112385	0.2084292	0.8100787	0.3998256	1.0088153
550	0.5629811	0.0374628	0.3946204	0.7385654	0.5874162	0.4445751	0.3045472	0.7997441	0.3494571	1.0382569
600	0.6816745	0.0705579	0.4531161	0.7251882	0.6670198	0.4215318	0.2643947	0.8507942	0.3060282	1.1185338
650	0.8947745	0.0783047	0.4177228	0.7253147	0.6853851	0.3588862	0.2174865	0.9136622	0.3063154	1.0139034
700	1.0032523	0.0787598	0.4593196	0.8183049	0.6485515	0.3823010	0.1880245	0.9714902	0.2799139	1.0548246
750	0.9853675	0.0591667	0.3860676	0.8101933	0.5518451	0.3862367	0.2217605	0.8983261	0.3755360	0.9912406
800	0.9525001	0.0463344	0.3890021	0.8052170	0.5145576	0.4475156	0.1507083	0.7908834	0.4496223	1.0379577
850	0.9177619	0.0575262	0.3731757	0.7683337	0.5352345	0.4774819	0.2329828	0.7611146	0.3981641	0.9798830
900	0.8785582	0.0759888	0.3551808	0.7297661	0.5148012	0.4932594	0.2288813	0.8644544	0.3283101	0.9873406
950	1.0192732	0.0361089	0.3350544	0.8214547	0.6426104	0.4330200	0.2892725	0.8449405	0.3862614	0.9237404
1000	0.9811223	0.0535601	0.3407599	0.7172117	0.6331618	0.4157832	0.2731305	0.8127856	0.4185294	0.9619525

0	1.0589753	0.0363004	0.3717608	0.7798222	0.6104201	0.4461810	0.1879489	0.8995813	0.4046263	0.9228718
50	0.8634847	0.0357516	0.3478652	0.9161979	0.8493012	0.4132039	0.2214930	0.7706410	0.3437310	0.9416943
100	0.9915506	0.0259043	0.3348735	0.9155030	0.9215891	0.3645018	0.2711231	0.8608554	0.3419564	1.0240923
150	0.9606430	0.0238420	0.3145032	0.8896858	0.9431940	0.4049665	0.2614176	0.8880711	0.3424898	0.9991481
200	0.9756600	0.0275587	0.2684563	0.8190726	0.9294369	0.4236323	0.2474053	0.8537084	0.3746961	0.9685451
250	0.9611666	0.0316553	0.2411325	0.8712500	0.9799559	0.4181686	0.1973351	0.8469464	0.3793730	1.0514271
300	1.0113057	0.0309922	0.2472056	0.9854018	0.9994442	0.3713042	0.1638365	0.9153534	0.4261221	0.9181692
350	1.0360809	0.0288526	0.2644587	0.9184489	1.0119884	0.4325415	0.1753888	0.9270689	0.3843056	1.0251042
400	1.0601215	0.0309162	0.3040081	0.9246928	1.0553544	0.4431641	0.1385184	0.9175469	0.4208407	1.0781676
450	1.0038814	0.0302962	0.2605225	0.9970475	1.0658347	0.4363799	0.2115952	0.8852278	0.3509433	1.0122298
500	0.9757621	0.0156982	0.3137004	1.0424058	1.0174517	0.4281415	0.2017600	0.8518325	0.3842880	1.0125335
550	0.9711612	0.0230121	0.3137126	0.9092833	0.9375368	0.4350613	0.2324408	0.8226518	0.4107909	0.9717915
600	0.9925119	0.0318324	0.2972697	0.8385600	0.7328440	0.4083392	0.2132254	0.8361849	0.3790165	1.0315275
650	0.9932611	0.0214495	0.3669874	0.9481539	0.6534497	0.3572239	0.2401476	0.8951149	0.3012703	1.1013878
700	0.9998650	0.0239824	0.3122818	0.9008012	0.5712438	0.3785767	0.2274362	0.9268196	0.2853817	1.1741093
750	0.9767126	0.0270292	0.2625186	0.8615397	0.5622794	0.3537505	0.2401927	0.9146834	0.2689521	1.0312130
800	1.0149380	0.0420314	0.3197081	0.7679130	0.6807057	0.4143199	0.2337655	0.8912902	0.2888178	1.1081403
850	0.9690876	0.0206957	0.2635330	0.8077432	0.5990437	0.3967392	0.2676677	0.8914379	0.2757102	0.9527912
900	0.9574745	0.0227477	0.3327915	0.8362651	0.5856936	0.3884154	0.2106427	1.0192744	0.3458217	0.9862493
950	0.9679564	0.0621222	0.3606955	0.8705146	0.5501923	0.4148336	0.1737458	1.0062898	0.3551817	0.9862528
1000	0.9290247	0.0428910	0.3899270	0.8198701	0.5343229	0.3639779	0.1652151	0.9675509	0.4037371	1.0167577
