"Time"	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C

0	0.3008895	0.4216299	0.5605652	0.7934798	0.0463286	0.1092672	0.7508905	0.1443300	0.1971452	0.7427503
50	0.3515290	0.3312085	0.5197380	0.8421882	0.0315206	0.0733408	0.3734785	0.1067345	0.1438989	0.7320595
100	0.3449125	0.2716208	0.4589730	0.6853071	0.0169748	0.0254367	0.1263876	0.1810796	0.1160464	0.7843840
150	0.2688539	0.3687496	0.5193333	0.6928508	0.0084283	0.1641786	0.0686381	0.1505844	0.1184715	0.7707566
200	0.3693435	0.4070929	0.5819296	0.8256653	0.0128764	0.1792718	0.0530062	0.1154812	0.0687439	0.7806335
250	0.2518611	0.2902717	0.4855384	0.7380891	0.0426127	0.2325925	0.0448391	0.1782468	0.0709845	0.6730378
300	0.2879004	0.3893410	0.5447099	0.8425589	0.0403218	0.1883175	0.0684663	0.1757930	0.1057754	0.7367040
350	0.3235602	0.2589189	0.5007249	0.7021115	0.0517804	0.2437906	0.0839299	0.1672177	0.1903178	0.8094495
400	0.3321089	0.3263858	0.4877605	0.6157806	0.0169546	0.2194392	0.0537339	0.1894878	0.2073468	0.7621814
450	0.2151417	0.3932376	0.4028086	0.7812702	0.0706854	0.2920840	0.0281659	0.2287062	0.2732534	0.8256512
500	0.2491309	0.3337263	0.4686028	0.7705088	0.0786222	0.2672195	0.0345736	0.1304914	0.1963175	0.7112637
550	0.2801182	0.4360937	0.5438466	0.6908172	0.1780226	0.3855571	0.4797835	0.1264852	0.2716434	0.7706526
600	0.2613782	0.4970100	0.6291749	0.6874352	0.1963652	0.2544139	0.6133931	0.1162314	0.3011008	0.7398854
650	0.2489245	0.3179462	0.5874090	0.6895607	0.1516489	0.2413994	0.6189891	0.1985674	0.2615821	0.6973485
700	0.3360689	0.3050168	0.4979075	0.7384240	0.0970501	0.2115713	0.8138390	0.1641701	0.3163865	0.7518230
750	0.3197248	0.3486506	0.5257214	0.7185544	0.0606655	0.1489500	0.6496516	0.1590328	0.3624833	0.7764487
800	0.3135777	0.4011448	0.4187518	0.7817229	0.0378839	0.2259771	0.7857520	0.1392164	0.1837769	0.7860756
850	0.3073871	0.4869685	0.5666045	0.7919378	0.0425407	0.1885537	0.7576707	0.1576916	0.2021398	0.7356986
900	0.2689799	0.3388036	0.6098871	0.8452657	0.0466453	0.1522052	0.6588187	0.1394749	0.2513786	0.7859965
950	0.3401054	0.3210799	0.5502409	0.9330748	0.0507689	0.1435853	0.7615703	0.1052623	0.2224899	0.6889430
1000	0.3252376	0.3344706	0.4900691	0.7764639	0.0364178	0.1878238	0.7348926	0.1553408	0.1470696	0.8585359

0	0.2646105	0.3403058	0.4943208	0.7555097	0.0697129	0.1768348	0.7609909	0.1487809	0.1840118	0.7468617
50	0.2480154	0.3845429	0.5122794	0.8112407	0.2530983	0.1574013	0.7659263	0.0605148	0.2089187	0.6568854
100	0.2415945	0.3632076	0.5399019	0.8194735	0.3902784	0.1872145	0.8010246	0.0200221	0.3629202	0.6808705
150	0.2871346	0.4100500	0.4877950	0.6856571	0.3650581	0.1986751	0.7681830	0.0354061	0.3182908	0.7204399
200	0.2359707	0.2721067	0.5542519	0.6594154	0.3919544	0.1853535	0.6695823	0.0055684	0.3444750	0.7410553
250	0.2718757	0.3467415	0.4706247	0.5773329	0.3653419	0.1948675	0.6507035	0.0009072	0.4831331	0.9484888
300	0.3245916	0.3176667	0.5544267	0.6903167	0.4059610	0.1376060	0.7316936	0.0000169	0.2916994	0.7175133
350	0.3660421	0.3316470	0.4614784	0.5679910	0.4611736	0.1547879	0.7228413	0.0000001	0.4121921	0.8390265
400	0.3467991	0.3474751	0.5497509	0.5698270	0.4629623	0.1830109	0.6832581	0.0000204	0.4130357	0.7740497
450	0.3773827	0.3331567	0.5818320	0.6958007	0.4033957	0.1334195	0.8091799	0.0000000	0.4322873	0.7551136
500	0.2882676	0.3188154	0.6165906	0.6213065	0.4888704	0.1300079	0.8100245	0.0001648	0.2857897	0.8992955
550	0.2874418	0.2305249	0.5396557	0.5704733	0.2234778	0.1894351	0.6415272	0.1682700	0.3836242	0.7641644
600	0.3138805	0.3189736	0.5279885	0.8152014	0.1056330	0.1362804	0.7138671	0.1515857	0.3788316	0.7771330
650	0.2742088	0.3236011	0.4991143	0.8607078	0.0736287	0.2143825	0.7080399	0.1775357	0.3535962	0.7355680
700	0.3399120	0.3132901	0.4900143	0.8494969	0.0466627	0.1709263	0.6886471	0.1734706	0.3410144	0.8228043
750	0.3546227	0.3488044	0.4900175	0.8578983	0.0325155	0.1723880	0.8066772	0.1749971	0.2077739	0.8248886
800	0.3974498	0.3084954	0.4879795	0.6934957	0.0343282	0.1932612	0.8517537	0.2032826	0.2408571	0.8455431
850	0.3443355	0.2833931	0.5048728	0.5976504	0.0450660	0.1075266	0.7221070	0.2383254	0.1673565	0.7018364
900	0.2938885	0.4110341	0.5290036	0.7323011	0.0554607	0.1860238	0.8421001	0.0764119	0.1383093	0.8607804
950	0.3622141	0.2980057	0.5391954	0.6602412	0.0361516	0.1356934	0.6919846	0.1205310	0.2031977	0.7010218
1000	0.3284092	0.3079515	0.4327837	0.6636868	0.0537397	0.1145915	0.6757945	0.0939012	0.1861659	0.6955986

0	0.2725607	0.3345831	0.4256903	0.7185413	0.0375573	0.2114175	0.9370949	0.2139513	0.2029778	0.8485624
50	0.3218711	0.1291702	0.5044288	0.7272332	0.0250416	0.0408907	0.6359140	0.0854552	0.1109392	0.7799209
100	0.4329392	0.1605472	0.6568959	0.7477939	0.0098663	0.0118492	0.8391076	0.1071868	0.1485456	0.8602206
150	0.5988165	0.0723616	0.4876306	0.7146394	0.0063927	0.0027929	0.6938229	0.0520907	0.0806917	0.6769009
200	0.6822225	0.0388075	0.4905593	0.7548347	0.0019221	0.0025769	0.7279642	0.1006091	0.0611572	0.7251156
250	0.6616006	0.0783642	0.4294440	0.8072252	0.0058967	0.0009118	0.7327944	0.0553716	0.0444502	0.7645283
300	0.6938092	0.0263713	0.5478140	0.6741845	0.0119691	0.0000000	0.6896832	0.0509569	0.0730718	0.6975804
350	0.8317512	0.0664426	0.4355967	0.7271619	0.0102528	0.0030967	0.7120723	0.0285020	0.0655095	0.7481589
400	0.5980374	0.0467385	0.5198281	0.7383477	0.0021470	0.0005935	0.8176876	0.0202934	0.0626114	0.7517220
450	0.8428351	0.0663328	0.5194440	0.8395496	0.0037458	0.0007779	0.7253385	0.0153987	0.0475371	0.6733489
500	0.8154858	0.0474008	0.5793879	0.8669653	0.0001142	0.0128610	0.6865509	0.0256234	0.0581091	0.7197802
550	0.6987777	0.2507671	0.4928874	0.6992818	0.0286418	0.1186640	0.7009585	0.0291109	0.0428567	0.7873538
600	0.5927997	0.3869312	0.4423900	0.7259976	0.0241757	0.1560032	0.7066648	0.0179074	0.0597800	0.6456698
650	0.2991123	0.2822324	0.4753527	0.6801110	0.0260003	0.1232576	0.7788589	0.0483155	0.0457409	0.6247078
700	0.3105446	0.4666156	0.5405558	0.8631698	0.0379060	0.1940978	0.7692236	0.0786536	0.0937809	0.7217366
750	0.2793573	0.3653601	0.4757337	0.7371182	0.0336395	0.1107176	0.7592704	0.1237454	0.1126621	0.6944971
800	0.1912282	0.5002270	0.5210061	0.7946246	0.0556163	0.1582169	0.6579260	0.1362809	0.1403729	0.6601748
850	0.2469359	0.4733417	0.4383043	0.8478385	0.0350273	0.1964935	0.7434853	0.1764263	0.1072264	0.7986067
900	0.2467879	0.4485920	0.5801717	0.8921240	0.0772917	0.1988034	0.5673078	0.1642427	0.1796391	0.7926871
950	0.3085388	0.3252684	0.5434165	0.7981434	0.0648909	0.1958611	0.6532720	0.1810277	0.1262289	0.8919610
1000	0.2688388	0.3303913	0.5259139	0.7363913	0.0225726	0.1736169	0.5885121	0.2013331	0.1423765	0.7402619

0	0.2899475	0.5383261	0.5851572	0.7634809	0.0666266	0.1264050	0.8398533	0.1391494	0.2169712	0.7317229
50	0.0656716	0.3048505	0.6643780	0.7016849	0.0453126	0.1659990	0.6808464	0.2792483	0.2907074	0.7031019
100	0.0552249	0.3293285	0.6014443	0.6595605	0.0800764	0.1822939	0.7069698	0.2769420	0.4056462	0.7814412
150	0.0162776	0.2250832	0.7130703	0.6774518	0.0169136	0.1020638	0.6378087	0.3183145	0.3239115	0.6746942
200	0.0136017	0.2331478	0.8233528	0.6544617	0.0298028	0.1209270	0.7461348	0.2918699	0.2957810	0.6298588
250	0.0063767	0.3434629	0.8478578	0.6236683	0.0668476	0.1422238	0.7455462	0.2734394	0.2508485	0.5746538
300	0.0182760	0.2712731	0.7480312	0.7802533	0.0690263	0.1729456	0.6458734	0.3168322	0.2476360	0.7437855
350	0.0254226	0.2801666	0.6389495	0.6751427	0.0095583	0.0760902	0.6755723	0.2991061	0.2297597	0.6390049
400	0.0088705	0.2287715	0.6517899	0.7534869	0.0166149	0.0925790	0.7305760	0.3881248	0.2766119	0.6661700
450	0.0108945	0.2601522	0.7375697	0.5803487	0.0036836	0.0928226	0.5927375	0.2915344	0.2033348	0.7723379
500	0.0067478	0.2860801	0.6344152	0.6599676	0.0228570	0.1559036	0.5865941	0.3408825	0.1772628	0.6297022
550	0.3113989	0.2990803	0.5202209	0.6742317	0.0195742	0.1219829	0.7024043	0.2423782	0.1676410	0.6686377
600	0.3460037	0.3060685	0.6006278	0.6746973	0.0256737	0.1604183	0.7302012	0.3358843	0.0944220	0.8441525
650	0.2855280	0.2739600	0.5207419	0.7492642	0.0286705	0.0997189	0.7726393	0.1805943	0.1243935	0.7171748
700	0.3255039	0.2478953	0.5938346	0.8145681	0.0543447	0.1770365	0.6400964	0.1384073	0.2261588	0.7527387
750	0.3426473	0.4222776	0.4988063	0.7733839	0.0578696	0.1414147	0.7876896	0.1513682	0.1981491	0.8323084
800	0.3882750	0.3863926	0.5612133	0.6495382	0.0539823	0.1494569	0.7394477	0.1691358	0.1658980	0.6335582
850	0.3983132	0.4049041	0.5254177	0.6986090	0.0241909	0.1564648	0.7605898	0.0864493	0.1819681	0.6522813
900	0.3781605	0.3399137	0.5281354	0.7008356	0.0267107	0.1974643	0.7732847	0.1119130	0.1977424	0.5792594
950	0.3039257	0.4043273	0.4413712	0.8622670	0.0376933	0.2366525	0.6126611	0.1105372	0.2077700	0.7428981
1000	0.2282460	0.3157090	0.6091915	0.6815715	0.0394989	0.1445553	0.7508248	0.1443408	0.2668080	0.6673798

0	0.3284433	0.4090131	0.5789061	0.8376268	0.0338294	0.1478436	0.7885329	0.1716506	0.2198175	0.7103177
50	0.2982192	0.5010876	0.4677880	0.7189031	0.5861563	0.1788978	0.7340255	0.1575179	0.3963073	0.6394737
100	0.2417599	0.3943267	0.4551488	0.6960759	0.6052702	0.1356621	0.5592093	0.2087665	0.4713012	0.7653423
150	0.2310358	0.4146079	0.5059622	0.6517287	0.6819606	0.1771665	0.5547819	0.1783935	0.6541507	0.7012178
200	0.2936590	0.3412215	0.4924987	0.5799076	0.6709915	0.1833512	0.5264303	0.1384659	0.5773899	0.7075390
250	0.3016215	0.3039869	0.3678687	0.5639999	0.6340324	0.2262108	0.5973758	0.1408169	0.7530679	0.7474952
300	0.2482203	0.3782044	0.6398443	0.5144385	0.7689153	0.2061830	0.6093654	0.1339337	0.6314749	0.7366092
350	0.3576491	0.3644500	0.5511147	0.4828811	0.5770136	0.1826105	0.5911281	0.1344939	0.6169788	0.8001090
400	0.2862545	0.4218589	0.4393003	0.4937685	0.6263094	0.1822821	0.6518307	0.1788823	0.6128803	0.7658837
