YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W
0.3534467	0.4828871	0.9714114	0.7903470	0.6238108	0.2764649	0.6956918	0.5991502	0.6394323	1.0000000
0.8578216	0.2630066	0.9345844	0.6551210	0.4420359	0.5122277	0.4535496	0.5761683	0.6394323	1.0000000
0.4680091	0.9562341	0.4891380	0.8400952	0.7363805	0.1404176	0.9990410	0.1719790	0.6394323	1.0000000
0.5099270	0.8518844	0.6513889	0.4194998	0.7334844	0.1447082	0.9840409	0.2882809	0.6394323	1.0000000
0.5939829	0.6711784	0.8246173	0.5234378	0.3374803	0.2249856	0.7936019	0.4728967	0.6394323	1.0000000
0.6753606	0.5341031	0.9271267	0.6396159	0.4285859	0.2052556	0.5418571	0.5717315	0.6394323	1.0000000
0.6549487	0.5659141	0.9016445	0.5945571	0.3878040	0.7374442	0.2995202	0.5520921	0.6394323	1.0000000
0.7111424	0.4755518	0.9780509	0.8380257	0.7306150	0.1491809	0.9687625	0.3013472	0.6394323	1.0000000
0.6567174	0.5635056	0.9034057	0.5973714	0.3903082	0.6961148	0.3268435	0.6891507	0.3197162	1.0000000
0.6694482	0.5430265	0.9196767	0.6235054	0.4126433	0.5824365	0.4026123	0.6413203	0.4541456	0.5000000
