YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C
0.0867353	0.0703799	0.1039395	0.1977658	0.2493944	0.6262668	0.0681266	0.0094006	0.9819996	1.0000000
0.1734322	0.0351989	0.1039395	0.1977658	0.2493944	0.6262668	0.0681266	0.0093045	0.9819996	1.0000000
0.1734315	0.0701568	0.0519717	0.1977657	0.2493944	0.6262668	0.0681266	0.0093993	0.9820000	1.0000000
0.0876980	0.0701406	0.0254881	0.0988854	0.2493944	0.6262668	0.0681266	0.0084545	0.9986029	1.0000000
0.2658869	0.1588059	0.4763201	0.3021430	0.1246972	0.6262668	0.0681266	0.0163133	0.9190997	1.0000000
0.4118809	0.6175940	0.9215925	0.4897405	0.0527502	0.3249225	0.0741717	0.3086180	0.6625721	1.0000000
0.2206431	0.0788280	0.2587872	0.2504799	0.1692400	0.5252275	0.0340633	0.0110493	0.9578635	1.0000000
0.1734322	0.0703799	0.1039395	0.1977658	0.2493944	0.6262668	0.0681266	0.0047072	0.9819996	1.0000000
0.1665360	0.0702741	0.0895748	0.1900529	0.2666374	0.6467422	0.0730562	0.2988689	0.4922085	1.0000000
0.1734322	0.0703799	0.1039395	0.1977658	0.2493944	0.6262668	0.0681266	0.0093278	0.9833842	0.5001879
