YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C
0.0659980	0.0918707	0.0265364	0.1465724	0.2301827	0.4427009	0.0440529	0.0288859	0.7681637	0.7050105
0.0899062	0.0217752	0.0596559	0.1555512	0.1749779	0.4315561	0.0838608	0.0145609	0.7660395	0.6793661
0.1576762	0.0890537	0.0247634	0.1640644	0.1623632	0.4416898	0.0299673	0.0053102	0.7437162	0.7558679
0.0733261	0.0617601	0.0263812	0.0696242	0.1487982	0.5178249	0.0846629	0.0079626	0.7307899	0.7282087
0.2234566	0.0755945	0.2024688	0.1590178	0.0910200	0.4110463	0.0701834	0.0257028	0.6166232	0.7869674
0.3301749	0.4830986	0.5977003	0.2911283	0.0618366	0.3329993	0.0980306	0.2389248	0.6127626	0.6995085
0.1958608	0.0916809	0.4118324	0.4405043	0.0371834	0.2505944	0.0601568	0.0120108	0.5099975	0.7881010
0.1469563	0.0361915	0.0435656	0.1210684	0.1209559	0.5207727	0.0425301	0.0088833	0.5993262	0.6382811
0.1221083	0.0854859	0.0615669	0.1348779	0.3175657	0.4775872	0.0659057	0.1893726	0.3675659	0.6170788
0.1657716	0.0701056	0.1104169	0.1805095	0.1538870	0.4132439	0.0214595	0.0065377	0.6490432	0.3696608
