"Time"	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C

0	0.3660389	0.9997139	0.9307731	0.1263436	1.0000000	1.0000000	0.9920269	1.0000000	1.0000000	1.0000000
50	0.3614935	0.9997144	0.9307831	0.1263420	1.0000000	0.8192809	0.9919954	0.9909918	1.0000000	0.9258097
100	0.3471764	0.9997145	0.9307846	0.1263413	1.0000000	0.7560028	0.9919128	0.9876985	1.0000000	0.9080605
150	0.3314992	0.9997146	0.9307840	0.1263409	1.0000000	0.7338462	0.9918399	0.9864945	1.0000000	0.9038142
200	0.3196109	0.9997146	0.9307833	0.1263407	1.0000000	0.7260881	0.9917948	0.9860543	1.0000000	0.9027983
250	0.3121484	0.9997146	0.9307827	0.1263407	1.0000000	0.7233717	0.9917713	0.9858934	1.0000000	0.9025553
300	0.3079677	0.9997146	0.9307824	0.1263406	1.0000000	0.7224205	0.9917602	0.9858345	1.0000000	0.9024971
350	0.3057921	0.9997146	0.9307822	0.1263406	1.0000000	0.7220875	0.9917554	0.9858130	1.0000000	0.9024832
400	0.3047152	0.9997146	0.9307821	0.1263406	1.0000000	0.7219709	0.9917533	0.9858052	1.0000000	0.9024799
450	0.3042006	0.9997146	0.9307821	0.1263406	1.0000000	0.7219300	0.9917525	0.9858023	1.0000000	0.9024791
500	0.3039608	0.9997146	0.9307821	0.1263406	1.0000000	0.7219157	0.9917521	0.9858012	1.0000000	0.9024789
550	0.3102156	0.9997146	0.9307820	0.1263406	1.0000000	0.9026298	0.9917848	0.9948091	1.0000000	0.9766692
600	0.3274492	0.9997146	0.9307820	0.1263406	1.0000000	0.9659062	0.9918688	0.9981023	1.0000000	0.9944184
650	0.3433987	0.9997146	0.9307820	0.1263406	1.0000000	0.9880622	0.9919414	0.9993062	1.0000000	0.9986647
700	0.3539412	0.9997146	0.9307820	0.1263406	1.0000000	0.9958200	0.9919856	0.9997464	1.0000000	0.9996805
750	0.3599432	0.9997146	0.9307820	0.1263406	1.0000000	0.9985364	0.9920083	0.9999073	1.0000000	0.9999236
800	0.3630932	0.9997146	0.9307820	0.1263406	1.0000000	0.9994875	0.9920189	0.9999661	1.0000000	0.9999817
850	0.3646647	0.9997146	0.9307820	0.1263406	1.0000000	0.9998206	0.9920236	0.9999876	1.0000000	0.9999956
900	0.3654219	0.9997146	0.9307820	0.1263406	1.0000000	0.9999372	0.9920256	0.9999955	1.0000000	0.9999990
950	0.3657777	0.9997146	0.9307820	0.1263406	1.0000000	0.9999780	0.9920264	0.9999983	1.0000000	0.9999997
1000	0.3659417	0.9997146	0.9307820	0.1263406	1.0000000	0.9999923	0.9920267	0.9999994	1.0000000	0.9999999

0	0.3660389	0.9997139	0.9307731	0.1263436	1.0000000	1.0000000	0.9920269	1.0000000	1.0000000	1.0000000
50	0.6353061	0.9997144	0.9307831	0.1263420	1.0000000	1.0000000	0.9952608	0.5313512	1.0000000	1.0000000
100	0.7114561	0.9997145	0.9307846	0.1263413	1.0000000	1.0000000	0.9921509	0.3600180	1.0000000	1.0000000
150	0.7329917	0.9997146	0.9307840	0.1263409	1.0000000	1.0000000	0.9830665	0.2973804	1.0000000	1.0000000
200	0.7390822	0.9997146	0.9307833	0.1263407	1.0000000	1.0000000	0.9701730	0.2744807	1.0000000	1.0000000
250	0.7408046	0.9997146	0.9307827	0.1263407	1.0000000	1.0000000	0.9584693	0.2661089	1.0000000	1.0000000
300	0.7412917	0.9997146	0.9307824	0.1263406	1.0000000	1.0000000	0.9507330	0.2630482	1.0000000	1.0000000
350	0.7414294	0.9997146	0.9307822	0.1263406	1.0000000	1.0000000	0.9465652	0.2619292	1.0000000	1.0000000
400	0.7414684	0.9997146	0.9307821	0.1263406	1.0000000	1.0000000	0.9445875	0.2615202	1.0000000	1.0000000
450	0.7414794	0.9997146	0.9307821	0.1263406	1.0000000	1.0000000	0.9437206	0.2613706	1.0000000	1.0000000
500	0.7414825	0.9997146	0.9307821	0.1263406	1.0000000	1.0000000	0.9433593	0.2613159	1.0000000	1.0000000
550	0.4722417	0.9997146	0.9307820	0.1263406	1.0000000	1.0000000	0.9205399	0.7299447	1.0000000	1.0000000
600	0.3961000	0.9997146	0.9307820	0.1263406	1.0000000	1.0000000	0.9629003	0.9012706	1.0000000	1.0000000
650	0.3745670	0.9997146	0.9307820	0.1263406	1.0000000	1.0000000	0.9815829	0.9639055	1.0000000	1.0000000
700	0.3684774	0.9997146	0.9307820	0.1263406	1.0000000	1.0000000	0.9882826	0.9868042	1.0000000	1.0000000
750	0.3667553	0.9997146	0.9307820	0.1263406	1.0000000	1.0000000	0.9906518	0.9951758	1.0000000	1.0000000
800	0.3662682	0.9997146	0.9307820	0.1263406	1.0000000	1.0000000	0.9915102	0.9982363	1.0000000	1.0000000
850	0.3661305	0.9997146	0.9307820	0.1263406	1.0000000	1.0000000	0.9918300	0.9993552	1.0000000	1.0000000
900	0.3660916	0.9997146	0.9307820	0.1263406	1.0000000	1.0000000	0.9919514	0.9997643	1.0000000	1.0000000
950	0.3660805	0.9997146	0.9307820	0.1263406	1.0000000	1.0000000	0.9919979	0.9999138	1.0000000	1.0000000
1000	0.3660774	0.9997146	0.9307820	0.1263406	1.0000000	1.0000000	0.9920158	0.9999685	1.0000000	1.0000000

0	0.3660389	0.9997139	0.9307731	0.1263436	1.0000000	1.0000000	0.9920269	1.0000000	1.0000000	1.0000000
50	0.5276241	0.9997139	0.9254176	0.1039251	0.6847013	0.9864128	0.9920269	1.0000000	1.0000000	0.3863043
100	0.5727533	0.9997080	0.9107527	0.1070292	0.6185750	0.9816553	0.9920269	1.0000000	1.0000000	0.2394846
150	0.5850571	0.9996957	0.9045118	0.1170298	0.6047066	0.9799894	0.9920269	1.0000000	1.0000000	0.2043597
200	0.5882626	0.9996874	0.9102324	0.1248786	0.6017980	0.9794061	0.9920269	1.0000000	1.0000000	0.1959564
250	0.5890244	0.9996890	0.9197964	0.1294936	0.6011880	0.9792019	0.9920269	1.0000000	1.0000000	0.1939461
300	0.5891690	0.9996971	0.9279173	0.1319157	0.6010601	0.9791304	0.9920269	1.0000000	1.0000000	0.1934651
350	0.5891773	0.9997063	0.9334017	0.1331238	0.6010332	0.9791054	0.9920269	1.0000000	1.0000000	0.1933500
400	0.5891655	0.9997138	0.9367111	0.1337123	0.6010276	0.9790966	0.9920269	1.0000000	1.0000000	0.1933225
450	0.5891565	0.9997190	0.9385818	0.1339958	0.6010264	0.9790935	0.9920269	1.0000000	1.0000000	0.1933159
500	0.5891518	0.9997222	0.9395952	0.1341316	0.6010262	0.9790924	0.9920269	1.0000000	1.0000000	0.1933143
550	0.4267288	0.9997246	0.9453742	0.1635005	0.9163249	0.9926793	0.9920269	1.0000000	1.0000000	0.8070096
600	0.3816890	0.9997301	0.9541679	0.1541782	0.9824512	0.9974367	0.9920269	1.0000000	1.0000000	0.9538292
650	0.3696616	0.9997371	0.9563436	0.1422966	0.9963196	0.9991025	0.9920269	1.0000000	1.0000000	0.9889542
700	0.3666781	0.9997408	0.9529686	0.1346322	0.9992281	0.9996857	0.9920269	1.0000000	1.0000000	0.9973574
750	0.3660531	0.9997398	0.9472695	0.1304617	0.9998381	0.9998900	0.9920269	1.0000000	1.0000000	0.9993678
800	0.3659835	0.9997356	0.9417109	0.1283454	0.9999660	0.9999615	0.9920269	1.0000000	1.0000000	0.9998488
850	0.3660136	0.9997302	0.9374335	0.1273057	0.9999929	0.9999865	0.9920269	1.0000000	1.0000000	0.9999638
900	0.3660443	0.9997251	0.9345820	0.1268029	0.9999985	0.9999953	0.9920269	1.0000000	1.0000000	0.9999913
950	0.3660622	0.9997212	0.9328544	0.1265615	0.9999997	0.9999983	0.9920269	1.0000000	1.0000000	0.9999979
1000	0.3660709	0.9997185	0.9318743	0.1264460	0.9999999	0.9999994	0.9920269	1.0000000	1.0000000	0.9999995

0	0.3660389	0.9997139	0.9307731	0.1263436	1.0000000	1.0000000	0.9920269	1.0000000	1.0000000	1.0000000
50	0.3579804	0.9998159	0.9307882	0.1263420	1.0000000	0.6878584	0.9920269	1.0000000	1.0000000	1.0000000
100	0.3312109	0.9998431	0.9308029	0.1263413	1.0000000	0.5785632	0.9920269	1.0000000	1.0000000	1.0000000
150	0.2999568	0.9998504	0.9308141	0.1263409	1.0000000	0.5402938	0.9920269	1.0000000	1.0000000	1.0000000
200	0.2750446	0.9998523	0.9308207	0.1263407	1.0000000	0.5268939	0.9920269	1.0000000	1.0000000	1.0000000
250	0.2588815	0.9998528	0.9308239	0.1263407	1.0000000	0.5222020	0.9920269	1.0000000	1.0000000	1.0000000
300	0.2496377	0.9998530	0.9308254	0.1263406	1.0000000	0.5205591	0.9920269	1.0000000	1.0000000	1.0000000
350	0.2447659	0.9998530	0.9308260	0.1263406	1.0000000	0.5199839	0.9920269	1.0000000	1.0000000	1.0000000
400	0.2423355	0.9998530	0.9308262	0.1263406	1.0000000	0.5197825	0.9920269	1.0000000	1.0000000	1.0000000
450	0.2411685	0.9998530	0.9308263	0.1263406	1.0000000	0.5197120	0.9920269	1.0000000	1.0000000	1.0000000
500	0.2406230	0.9998530	0.9308263	0.1263406	1.0000000	0.5196873	0.9920269	1.0000000	1.0000000	1.0000000
550	0.2546369	0.9997515	0.9308213	0.1263406	1.0000000	0.8318202	0.9920269	1.0000000	1.0000000	1.0000000
600	0.2915191	0.9997245	0.9308080	0.1263406	1.0000000	0.9411124	0.9920269	1.0000000	1.0000000	1.0000000
650	0.3237254	0.9997172	0.9307962	0.1263406	1.0000000	0.9793807	0.9920269	1.0000000	1.0000000	1.0000000
700	0.3439887	0.9997153	0.9307889	0.1263406	1.0000000	0.9927802	0.9920269	1.0000000	1.0000000	1.0000000
750	0.3551138	0.9997148	0.9307851	0.1263406	1.0000000	0.9974720	0.9920269	1.0000000	1.0000000	1.0000000
