"Time"	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W

0	0.1980133	0.0868642	0.2226595	0.4675306	0.8579169	0.9576160	0.7024266	0.6318889	0.7693750	0.9172767
50	0.1610619	0.0670899	0.2207990	0.4559836	0.8993607	0.8813201	0.6837297	0.6929341	0.7951563	0.6925047
100	0.1046561	0.0762566	0.2175813	0.4869550	0.9195302	0.8272699	0.6994436	0.6923868	0.5270485	0.5276089
150	0.1512342	0.1014126	0.1423304	0.4653381	0.9558989	0.8176133	0.6529303	0.4797899	0.2358928	0.4907389
200	0.1577253	0.0880426	0.2010657	0.4627350	0.9367653	0.8803393	0.6268885	0.2440772	0.1395308	0.4776258
250	0.1808935	0.0807761	0.2167255	0.4747149	0.9536844	0.7441410	0.7037381	0.1804966	0.0911460	0.5095597
300	0.1693285	0.0721907	0.1951122	0.4147845	0.9496635	0.8411904	0.7391259	0.1236588	0.1249668	0.4633584
350	0.1645657	0.0798003	0.1982431	0.4766078	0.9128720	0.8836867	0.8784699	0.0566564	0.1339379	0.4507982
400	0.1382406	0.0884253	0.1753694	0.4520188	0.9804028	0.8557852	0.9316786	0.0554545	0.0732171	0.4009470
450	0.1689812	0.0691040	0.2158636	0.4415958	0.8969592	0.9520631	0.9552288	0.0736020	0.0694554	0.3992992
500	0.1966249	0.0963678	0.2607776	0.4607343	0.8853248	0.9359012	0.7795700	0.0857127	0.0885577	0.3977597
550	0.2031812	0.0990971	0.2133256	0.4022575	0.9292795	0.9985230	0.8736106	0.0777215	0.1127211	0.7282307
600	0.1823775	0.0689261	0.1873645	0.4951827	0.9705034	1.0259584	0.8536313	0.0579144	0.3125840	0.9210244
650	0.2030598	0.0860979	0.1873982	0.4420657	0.9207279	1.0114430	0.8754954	0.1672004	0.5442846	0.9796474
700	0.2007741	0.0962524	0.2079816	0.4137499	0.8910229	0.9946955	0.8566882	0.2668221	0.6593754	1.0591580
750	0.1673531	0.0922880	0.2224575	0.4653938	0.9482997	0.9039846	0.8052125	0.4541140	0.8276964	1.0389319
800	0.1476422	0.0973664	0.2406426	0.5336146	0.9249042	0.9440739	0.7634793	0.5857327	0.8753017	1.0700032
850	0.1592285	0.0822096	0.2292797	0.4762091	0.8975815	0.9846538	0.6053723	0.7261093	0.9620445	1.0248655
900	0.2159965	0.1137137	0.2296657	0.4910719	0.8985154	0.9564065	0.5685659	0.7251462	0.9288563	1.0256473
950	0.2065543	0.1293594	0.2501516	0.5482814	0.9405619	0.8863661	0.6143411	0.7730616	0.8559918	1.0367989
1000	0.2148455	0.1084996	0.3323065	0.5496094	0.8329706	0.9006501	0.5535950	0.7490090	0.8585167	1.0136621

0	0.1980133	0.0868642	0.2226595	0.4675306	0.8579169	0.9576160	0.7024266	0.6318889	0.7693750	0.9172767
50	0.1920223	0.0658484	0.2752827	0.7598509	0.8769233	0.8917455	0.2719598	0.8855640	0.8232080	1.0233011
100	0.1797372	0.0816084	0.3204195	0.7553249	0.8579076	0.8943174	0.1900013	0.8866381	0.8064617	0.9939297
150	0.1787944	0.1342472	0.3729860	0.7176025	0.8054763	0.6966078	0.1676011	0.8759046	0.9012421	1.0216366
200	0.1806601	0.1127129	0.3620386	0.7604844	0.7865635	0.6647456	0.1774421	0.8979713	0.9706069	1.0581206
250	0.2368799	0.1138700	0.4249809	0.7368994	0.8581973	0.6268081	0.1644840	0.9581919	0.9337449	1.0029178
300	0.2388653	0.1455958	0.3664718	0.7287108	0.8148110	0.5941121	0.1825021	0.9484669	0.9941195	0.9536562
350	0.1961646	0.1152295	0.4155276	0.6849926	0.9095146	0.5802555	0.1606611	0.9783677	0.8972916	0.9945266
400	0.2239488	0.1471286	0.3586923	0.6775539	0.8484093	0.5084199	0.1598578	0.9747516	0.8663600	1.0094299
450	0.2746971	0.1955600	0.3795174	0.7126261	0.8359018	0.5302939	0.1746174	0.9065462	0.8698473	0.9581661
500	0.3197352	0.1811228	0.3668781	0.7066131	0.7903738	0.4780977	0.2002866	0.9192312	0.8286548	0.9586538
550	0.3075108	0.1413439	0.4115045	0.5449749	0.7402260	0.6054743	0.4709727	0.7857303	0.7028121	0.9380680
600	0.2560128	0.1978823	0.4223722	0.5458037	0.7468490	0.7087355	0.5416973	0.6626379	0.7272401	0.9842036
650	0.3026099	0.2360864	0.3087260	0.5260461	0.7181555	0.7484393	0.5664730	0.5576637	0.7932514	1.0044107
700	0.2597193	0.1706912	0.2902975	0.5357598	0.7601747	0.7687704	0.5653046	0.6787058	0.8790430	1.0013389
750	0.2594494	0.1495569	0.2840956	0.4890107	0.8271538	0.8006504	0.4912139	0.7068393	0.7931376	1.0332580
