"Time"	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C
900	0.7659502	0.3776038	0.3254247	0.6859398	0.3572029	0.7402810	0.3735905	0.3272721	0.7165937	0.8120779
950	0.7988718	0.6036777	0.3267747	0.5156006	0.3628098	0.6818874	0.2094288	0.3785288	0.8834978	0.7439496
1000	0.7232022	0.3828588	0.3820195	0.5276166	0.4353918	0.6963853	0.2411925	0.3873305	0.7399141	0.7805480

0	0.6762157	0.4939325	0.3279293	0.5320706	0.3788351	0.7498883	0.2360904	0.3625191	0.7205576	0.7747093
50	0.7730090	0.1261209	0.6636589	0.6873452	0.2805002	0.4409229	0.2316486	0.6529021	0.5409244	0.8362083
100	0.3480911	0.0207514	0.5932878	0.6038383	0.2705224	0.3664946	0.0928577	0.6727206	0.7057067	0.8196308
150	0.1960749	0.0134171	0.8405847	0.6515669	0.2550700	0.3585895	0.0858033	0.7508670	0.6949569	0.8513954
200	0.0764991	0.0011117	0.7021491	0.7205570	0.1733589	0.3596424	0.0338835	0.7215236	0.7303667	0.8695592
250	0.0347229	0.0044731	0.7757960	0.6935369	0.1762315	0.2960879	0.0243275	0.5769176	0.6466803	0.7250978
300	0.0844908	0.0019062	0.7381862	0.7036826	0.1515451	0.3024195	0.0085290	0.6651881	0.6285056	0.7413750
350	0.0652439	0.0048136	0.7934139	0.7720837	0.1717935	0.3262559	0.0094079	0.6917894	0.6143232	0.8849405
400	0.0450165	0.0037540	0.8234803	0.7160925	0.1579222	0.4446926	0.0064506	0.7930403	0.6701139	0.8199879
450	0.1259030	0.0009371	0.6677999	0.7529736	0.2171521	0.2974977	0.0097663	0.7603823	0.8331087	0.8396841
500	0.0491067	0.0120013	0.6808010	0.6856102	0.2331633	0.3429398	0.0120069	0.8615481	0.9120871	0.8163476
550	0.1097395	0.2217666	0.4913228	0.6255215	0.2282525	0.6686812	0.0120285	0.4617889	0.8751348	0.7768679
600	0.1565654	0.3430759	0.2328519	0.6202173	0.3091734	0.7543171	0.0134887	0.3680281	0.8274949	0.7813158
650	0.5781255	0.4798679	0.2932438	0.5377372	0.3516264	0.8398985	0.1187423	0.3486810	0.7144674	0.7412320
700	0.5342114	0.5763343	0.2560378	0.5850313	0.4389695	0.8048185	0.1269262	0.3614005	0.7978424	0.8152072
750	0.7158487	0.4519842	0.4274355	0.6319150	0.4659603	0.8838914	0.1840807	0.3746996	0.7748804	0.8288832
800	0.8778412	0.4001843	0.2923365	0.6211497	0.3588869	0.8401384	0.1789950	0.3224809	0.7453694	0.7152850
850	0.7154892	0.5545763	0.3238273	0.5863414	0.4681529	0.6375295	0.2457477	0.4191360	0.7583607	0.8757990
900	0.7054370	0.4841699	0.3464615	0.6173352	0.3737980	0.6119029	0.1918803	0.4459347	0.7059975	0.8470068
950	0.7279524	0.4980650	0.2761157	0.5318774	0.4525391	0.6094776	0.1586435	0.3070237	0.9121190	0.7413339
1000	0.6578027	0.5276863	0.2394684	0.6350635	0.3489859	0.7632016	0.2317142	0.4239076	0.8389908	0.8990008

0	0.7881187	0.4115158	0.3041145	0.5506626	0.3428039	0.8086374	0.2199862	0.4566138	0.7348459	0.7127917
50	0.6821345	0.4600547	0.5290604	0.5490342	0.7660495	0.2504019	0.2911509	0.4662927	0.7846743	0.8189801
100	0.6127388	0.4692349	0.6513501	0.3965955	0.7756538	0.1086627	0.2211175	0.4450446	0.6037230	0.7851305
150	0.6738016	0.4448945	0.5461289	0.5198694	0.8156429	0.0212567	0.2220126	0.4290305	0.5913446	0.7045653
200	0.6909610	0.3836320	0.7545413	0.3442268	0.7989828	0.0357188	0.2002563	0.3710885	0.7433498	0.8013056
250	0.6469030	0.3769837	0.7558018	0.3478458	0.6733016	0.0097879	0.1794343	0.3358258	0.7783700	0.7655705
300	0.6379192	0.3274687	0.6872495	0.4235359	0.7191836	0.0369598	0.1894950	0.4762565	0.6772681	0.8286112
350	0.5616513	0.2970492	0.8125462	0.3845987	0.7571467	0.0276520	0.2806090	0.3766954	0.6606759	0.7139451
400	0.5588154	0.3514923	0.6540589	0.4381702	0.7317230	0.0254749	0.2310517	0.3858189	0.5920671	0.9101063
450	0.5656545	0.3921539	0.7920216	0.4098737	0.5945558	0.0191938	0.2458170	0.3766111	0.7345166	0.7395924
500	0.7308804	0.3677255	0.7344146	0.4241971	0.6722207	0.0216478	0.2340871	0.4078167	0.6491414	0.8752288
550	0.5701748	0.4519409	0.3664880	0.4662079	0.2158506	0.6449835	0.2402269	0.3584312	0.7207167	0.8295721
600	0.5688384	0.4661926	0.4009955	0.5381145	0.3034596	0.5987866	0.1922287	0.3361336	0.6414685	0.7673247
650	0.6731553	0.4824148	0.2630968	0.5468700	0.3318058	0.7651657	0.2424225	0.3622836	0.6890696	0.7993600
700	0.7053441	0.4651731	0.2630162	0.4622759	0.3690860	0.6756553	0.2849566	0.3874281	0.7444120	0.7764188
750	0.7260975	0.4691260	0.3368801	0.4959408	0.3559624	0.7712238	0.2111540	0.4294766	0.8851418	0.7916689
800	0.7591109	0.5686018	0.2763711	0.6161388	0.4663545	0.7890554	0.1777539	0.2770512	0.9094145	0.8034747
850	0.7166456	0.4878205	0.3519844	0.5554812	0.4091680	0.6266340	0.2344752	0.4276673	0.8310511	0.9764557
900	0.7032639	0.5945238	0.3062487	0.6642539	0.3768168	0.6264815	0.2262098	0.4513432	0.8151374	0.8016146
950	0.7240704	0.3471501	0.3912270	0.6063757	0.4050053	0.6883952	0.2256693	0.4133930	0.7554437	0.8502543
1000	0.6335782	0.2482792	0.3511754	0.5412515	0.3487355	0.7991587	0.1479856	0.3924586	0.7519640	0.8792624

0	0.6814637	0.3687241	0.2686495	0.5222431	0.3363999	0.6337916	0.2158016	0.3556416	0.7419073	0.8364486
50	0.5897419	0.3841472	0.2586411	0.5990763	0.3663763	0.4159573	0.1475298	0.3802469	0.6995181	0.7294560
100	0.5992315	0.2990690	0.2566204	0.5576624	0.2701752	0.4945099	0.1337094	0.4725764	0.6665959	0.8578181
150	0.5710893	0.4266885	0.3103395	0.5131837	0.2944223	0.5290404	0.1452921	0.3543410	0.6561977	0.9057439
200	0.7600740	0.4449933	0.3131594	0.5825911	0.3359115	0.5071326	0.1334081	0.3527568	0.6326171	0.8403095
250	0.7632085	0.6066893	0.3119015	0.5006888	0.2913814	0.4113253	0.2159729	0.2916028	0.7856127	0.7438904
300	0.6663629	0.5961131	0.2516616	0.6066154	0.2790453	0.4961248	0.2994434	0.3475956	0.6917353	0.7448546
350	0.7632598	0.4852719	0.3356558	0.6635193	0.2671407	0.4027879	0.3564453	0.4153438	0.7819892	0.8534438
400	0.7580780	0.4263685	0.3126398	0.5321016	0.3091379	0.3815907	0.2532541	0.5678713	0.6894828	0.7731658
450	0.7797625	0.4664024	0.2728155	0.7896248	0.2458172	0.4676086	0.1661573	0.3482432	0.6628037	0.8533770
500	0.7579859	0.4582337	0.4202034	0.6136085	0.2738580	0.4916460	0.2234587	0.3107498	0.6847432	0.8237587
550	0.7375666	0.5069894	0.2955709	0.8664709	0.3508848	0.7309037	0.2867986	0.3141306	0.7124310	0.8922600
600	0.6707458	0.5047654	0.3979050	0.6679854	0.3286424	0.6694490	0.2420047	0.4234877	0.8335742	0.7875460
650	0.6158643	0.4485216	0.3893022	0.5702417	0.4874629	0.6741623	0.2074312	0.3733218	0.6446505	0.6782569
700	0.7241402	0.4803637	0.3240814	0.7995331	0.3347493	0.6088412	0.1936815	0.4104907	0.8905055	0.8776814
750	0.7144722	0.3441006	0.2703716	0.6358761	0.4072307	0.8082996	0.1616086	0.4231217	0.7190627	0.7448176
800	0.5293278	0.3630975	0.3485574	0.6904277	0.4609248	0.7988499	0.2070858	0.3906112	0.8799991	0.8155664
850	0.6519558	0.4793429	0.2751085	0.5736521	0.3092431	0.6887091	0.2459478	0.3227084	0.7261252	0.6912287
900	0.6574902	0.4557277	0.3779188	0.5671969	0.3485973	0.7508044	0.2198250	0.4077597	0.6916490	0.8214421
950	0.6781493	0.4745565	0.3130533	0.5079034	0.4518811	0.7028110	0.2020788	0.3386016	0.7614857	0.7313015
1000	0.7388729	0.4190248	0.3642242	0.7819056	0.4532027	0.6815894	0.2380278	0.3302568	0.6484546	0.6809341

0	0.7483793	0.4408036	0.2479878	0.6484879	0.3421559	0.7849698	0.2473755	0.3042613	0.7679341	0.8126212
50	0.7285618	0.3888968	0.5512136	0.5659831	0.3621689	0.6101468	0.5138201	0.4557552	0.6570537	0.8983678
100	0.7332843	0.2834856	0.5370973	0.5056186	0.3567913	0.6496410	0.5097804	0.4160781	0.7373197	0.8146364
150	0.5172061	0.2887112	0.6080093	0.5999416	0.3829181	0.5383377	0.7088266	0.5713349	0.7665277	0.6762666
200	0.4040120	0.2551900	0.5911206	0.5408357	0.2915851	0.4671615	0.7585293	0.5225522	0.5839727	0.8101314
250	0.5279787	0.2715265	0.4065660	0.5695399	0.2740988	0.4925000	0.7509297	0.5437523	0.7410150	0.6623570
300	0.4900626	0.2496258	0.5437546	0.7610726	0.2157598	0.3116928	0.7684725	0.5053564	0.7020451	0.9066089
350	0.3438851	0.2293634	0.6023556	0.6913523	0.2179282	0.3731585	0.6668265	0.5225749	0.6940566	0.7937182
400	0.3091254	0.3258144	0.6641849	0.6336371	0.2784004	0.3418893	0.8008162	0.4718007	0.7739541	0.7402596
450	0.3615324	0.2480369	0.5818202	0.6606480	0.2232943	0.4021091	0.8083086	0.4848690	0.7496849	0.8377678
500	0.4389723	0.1870591	0.6181635	0.5315952	0.3005780	0.4054003	0.6903426	0.5255147	0.6161630	0.7001047
550	0.4543260	0.2252372	0.3386199	0.7308607	0.2580817	0.3727877	0.2614395	0.4687296	0.6630977	0.7495011
600	0.4166068	0.2957854	0.3807870	0.8110467	0.2901568	0.5840998	0.1804851	0.4548490	0.6104627	0.6279650
650	0.4791613	0.3118663	0.2573779	0.6189455	0.2897148	0.7515189	0.1148117	0.3167158	0.8475575	0.8631189
700	0.5901914	0.4000916	0.2752288	0.6722865	0.3861594	0.7603462	0.1840150	0.3279145	0.9630175	0.8293244
750	0.5903028	0.4800283	0.3776427	0.6448737	0.3545696	0.6952917	0.1648441	0.3576587	0.7816550	0.6971817
800	0.7524640	0.4545931	0.3077811	0.7360578	0.4471001	0.7010384	0.1372306	0.4060381	0.8056057	0.7182197
850	0.6003399	0.3502491	0.3505986	0.5695957	0.4040331	0.7226075	0.1804084	0.3943858	0.8991198	0.8536709
900	0.6764439	0.4034930	0.3755939	0.5601292	0.3901849	0.7677671	0.1892069	0.3370559	0.7252326	0.7928687
950	0.7174484	0.4112288	0.2784036	0.4996864	0.3424791	0.8513652	0.1633037	0.3836117	0.8054961	0.8544910
1000	0.6958554	0.4469485	0.3672245	0.5722566	0.4358217	0.7140695	0.1598093	0.3820122	0.6687353	0.7651720
