YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W
0.9999970	0.0000002	0.0016205	0.3145597	0.7606374	0.0350824	0.2165553	0.8687420	0.0000000	0.5397250
0.8103506	0.3126546	0.5579326	0.2884850	0.9320712	0.0092380	0.3769927	0.8960504	0.2911096	0.8145929
0.5784253	0.4397853	0.3189925	0.2701697	0.9999998	0.0092962	0.2905925	0.9999746	0.0027635	0.9036314
0.8235177	0.2842370	0.5092132	0.3710852	0.5211614	0.0427896	0.2447140	0.9999995	0.0001672	0.4645652
0.6895237	0.0827059	0.3741091	0.3118283	0.8555627	0.0739489	0.2900715	0.8990369	0.2858766	0.3810589
0.8314512	0.2708900	0.6403388	0.1726818	0.9999993	0.0125925	1.0000000	0.8906251	0.0008416	0.8250594
0.7190665	0.3048181	0.4078083	0.2032343	0.8168812	0.0100838	0.3192073	0.6747149	0.0005345	0.9712335
0.6964376	0.5936745	0.8388800	0.2302498	0.9149029	0.0635526	0.5982647	0.8921014	0.0160882	0.4097030
0.9136967	0.1284494	0.1021026	0.2701712	0.9999941	0.0225434	0.7974228	0.9996747	0.0112346	0.6628079
0.5859979	0.3676136	0.7629662	0.2406481	0.8920789	0.0136332	0.8276582	0.9412793	0.2060428	0.8396474
