"Time"	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C

0	0.4674526	0.9051941	0.3809851	0.7895696	0.3123251	0.4962284	0.6372309	0.3620181	0.6342698	1.0091090
50	0.3216246	1.1160662	0.4446377	0.8113632	0.3170387	0.2674876	0.4059647	0.3718050	0.5349751	0.8634680
100	0.2023627	0.9352467	0.4276332	0.7708605	0.2530471	0.1645213	0.2889396	0.3531298	0.5057758	0.7666076
150	0.1967842	0.8932474	0.4399710	0.8453423	0.1801830	0.0549129	0.1649753	0.3300040	0.4606188	0.6885016
200	0.1704164	0.9517832	0.3566947	0.9104567	0.0776077	0.0271938	0.1299041	0.3085650	0.3781922	0.7483367
250	0.1947127	0.9375012	0.3592005	0.9400586	0.0467736	0.0173216	0.1405755	0.3589009	0.4051601	0.7156182
300	0.1949873	1.0206376	0.3467577	0.9668196	0.0372127	0.0147964	0.1411761	0.4169572	0.4001903	0.7996360
350	0.1895194	1.1235569	0.3793572	0.9791847	0.0270423	0.0150955	0.1119375	0.5272661	0.3473862	0.6694212
400	0.2034579	0.9960223	0.3375242	1.0183788	0.0164268	0.0293618	0.1158139	0.4374188	0.3280619	0.6738238
450	0.1405421	0.9370611	0.2746616	1.0696985	0.0291406	0.0163480	0.0991558	0.4213532	0.2971001	0.6893088
500	0.1434904	0.9857005	0.2850956	1.1598233	0.0285359	0.0037091	0.0671488	0.4425972	0.3900553	0.7711285
550	0.2867881	1.0346284	0.2848091	1.1469794	0.0385401	0.3053122	0.3635561	0.4572541	0.3775614	0.7755075
600	0.4083949	1.0342172	0.2190860	0.9995073	0.0911303	0.5483284	0.6407540	0.4114139	0.3275978	0.7767077
650	0.4549581	0.9305257	0.2701239	1.0447175	0.1852778	0.5549967	0.6482859	0.4836274	0.4935637	0.8618353
700	0.4611526	0.9711293	0.2295416	0.9633814	0.2362615	0.5319485	0.6457351	0.4238083	0.5314543	0.9966487
750	0.4863032	0.9789412	0.3373950	0.8729930	0.3015607	0.4396682	0.6308739	0.3897254	0.6267919	1.0301816
800	0.4784291	0.9346286	0.3254458	0.8975638	0.2993596	0.4193362	0.6089923	0.3903958	0.5649597	0.9620105
850	0.5417315	0.9672610	0.3519970	0.8863322	0.2890945	0.4647388	0.6571754	0.3930991	0.6567072	0.9939146
900	0.5256920	0.9583586	0.3110130	0.7738388	0.3104330	0.5582870	0.5788618	0.4107542	0.5342992	0.9386848
950	0.4992328	1.0073157	0.4114686	0.7626162	0.2704586	0.5659627	0.5487859	0.3339257	0.5177440	0.9660183
1000	0.4889666	1.0583123	0.4166204	0.7780769	0.2876039	0.5794903	0.6106589	0.3489597	0.5937000	0.9780525

0	0.4674526	0.9051941	0.3809851	0.7895696	0.3123251	0.4962284	0.6372309	0.3620181	0.6342698	1.0091090
50	0.5007029	0.6753754	0.2731108	0.8192537	0.3569600	0.5008555	0.6677571	0.3051383	0.7034193	1.0877115
100	0.6555167	0.4048026	0.2200685	0.6536985	0.4985950	0.5572860	0.6619245	0.2356016	0.8274433	1.1120436
150	0.7841352	0.2279133	0.2194511	0.4527065	0.6165507	0.5214052	0.6142560	0.2985340	0.8375902	1.0413547
200	0.8979174	0.2166254	0.3192879	0.3823039	0.7112661	0.5055782	0.6094329	0.2889272	0.9078830	1.1202562
250	1.0126250	0.1908137	0.3186325	0.3735944	0.7538868	0.5393586	0.5221958	0.1871565	1.0153973	0.9983526
300	1.0465004	0.1698513	0.3363488	0.3928548	0.8743593	0.4725145	0.5326310	0.1882590	1.0112121	0.9554200
350	0.9955257	0.1854122	0.4052421	0.3146611	0.7741373	0.4734666	0.5619123	0.2530138	0.9768929	1.0399750
400	0.9793799	0.2069500	0.3562328	0.2976035	0.6961426	0.5832937	0.5535542	0.2851741	0.8425623	1.0300670
450	1.1481011	0.1638503	0.3273133	0.3034728	0.7592153	0.4935384	0.4840364	0.2159933	0.9501036	0.9828974
500	1.0319175	0.1824523	0.3545031	0.3407464	0.8530146	0.4237342	0.4842275	0.2607168	1.0260030	0.9980634
550	1.0464223	0.3820962	0.6221152	0.4067525	0.5897358	0.4079347	0.4296915	0.1953268	0.9107694	1.0411041
600	0.8726883	0.7205999	0.7218108	0.4952498	0.3929916	0.4320088	0.4731387	0.2936898	0.8213960	0.9383691
650	0.7931903	0.8011374	0.7158509	0.6103470	0.2905999	0.4377180	0.5603128	0.2866543	0.7190399	0.9935702
700	0.6790079	0.9050665	0.5716243	0.7842384	0.2700887	0.4506035	0.5496361	0.3096860	0.6759160	1.0644228
750	0.5588369	1.0335833	0.4705024	0.7870034	0.2492072	0.4506784	0.5871832	0.3292839	0.6690813	1.0226026
800	0.5057627	1.1248338	0.4044247	0.7709585	0.3017494	0.4575616	0.6371970	0.3781633	0.5779365	1.0279716
850	0.4873811	1.0050967	0.3828177	0.7077441	0.2721447	0.5348041	0.7053125	0.4267999	0.5465385	0.9591628
900	0.4978292	0.9359252	0.4543729	0.7245803	0.2598630	0.5259157	0.6504973	0.3543000	0.5887884	1.0129756
950	0.5102060	1.0347483	0.3688567	0.7794334	0.3153818	0.4921124	0.6486558	0.3153912	0.6149237	0.9738419
1000	0.4551421	0.9802824	0.4430465	0.7518386	0.2778650	0.4311507	0.6473879	0.3007866	0.5629608	1.0649788

0	0.4674526	0.9051941	0.3809851	0.7895696	0.3123251	0.4962284	0.6372309	0.3620181	0.6342698	1.0091090
50	0.4891379	0.9675693	0.3752018	0.8220865	0.4382254	0.3049533	0.5801447	0.2864190	0.6068040	0.9650781
100	0.4917703	0.9800540	0.4260981	0.6544151	0.6157828	0.1649578	0.5312060	0.2510416	0.6273108	0.8821318
150	0.4328315	0.9779598	0.5473457	0.6273692	0.7488627	0.0591375	0.5833263	0.2411877	0.5657314	0.9131029
200	0.4819386	0.9432883	0.5380879	0.5614128	0.7735086	0.0817671	0.4850857	0.2330054	0.5644305	0.8689993
250	0.5218646	1.0100336	0.5552168	0.5283053	0.7677917	0.0525952	0.5292991	0.2444126	0.4951073	1.0183756
300	0.4299532	1.0709724	0.6430977	0.5265368	0.7903368	0.0319909	0.4493326	0.2506277	0.4767584	0.9667285
350	0.4596143	1.0789797	0.5881975	0.5507711	0.7999930	0.0211677	0.4146595	0.3031052	0.5103643	0.9541773
400	0.4489194	1.0727231	0.5316395	0.6170210	0.7393134	0.0148854	0.4688594	0.2518628	0.4938807	1.0395803
450	0.4875495	0.9676274	0.6037577	0.6110177	0.7400061	0.0209166	0.4376446	0.2336127	0.4186136	1.0612848
