YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W
0.0000000	0.9997813	0.7644331	0.2763968	0.3618866	0.5959559	0.4846485	0.9999996	0.4373199	1.0000000
0.2574920	0.0000052	0.7363803	0.2491044	0.3844428	0.6229840	0.5141272	0.9103618	0.4600225	1.0000000
0.7747182	0.0009077	0.0000000	0.2485298	0.3849414	0.6235778	0.5147980	0.9084228	0.4605202	1.0000000
0.7716154	0.0417817	0.0729143	0.0000000	0.3849402	0.6235770	0.5147974	0.9084240	0.4605191	1.0000000
0.2144146	0.9999278	0.9568705	0.9999626	0.0000017	0.6227208	0.5137708	0.9114487	0.4598539	1.0000000
0.3566096	0.9999284	0.9565149	0.9932992	0.0306363	0.0000009	0.8953892	0.1778960	0.0443846	1.0000000
0.3566524	0.9999284	0.9565182	0.9933003	0.0306381	0.0025979	0.0000000	0.1779146	0.0443889	1.0000000
0.1795923	0.9983444	0.5054656	0.1237106	0.5581931	0.8561283	1.0000000	0.0000000	0.6249521	1.0000000
0.4834876	0.9985839	0.5207547	0.1290183	0.5466406	0.8387487	0.9331213	0.1212762	0.0000000	1.0000000
0.2574960	0.9997402	0.7363821	0.2491074	0.3844410	0.6229831	0.5141274	0.9103604	0.4600207	0.0000045
