YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C
0.0000000	0.2408335	0.0356637	0.0592315	0.9986663	0.6418182	0.5304383	0.5525698	0.9966548	1.0000000
0.2930619	0.0000002	0.0356637	0.0592315	0.9986663	0.6418182	0.5304383	0.5525698	0.9966548	1.0000000
0.2935758	0.2404383	0.0000000	0.0592315	0.9986663	0.6418182	0.5304383	0.5525698	0.9966548	1.0000000
0.2935780	0.2406075	0.0144844	0.0000001	0.9986663	0.6418182	0.5304383	0.5525698	0.9966548	1.0000000
0.2979716	0.3481699	0.6946321	0.9999882	0.0000022	0.6418182	0.5304383	0.5525698	0.9966548	1.0000000
0.3596033	0.3481848	0.6946035	0.9999840	0.0238540	0.0000000	0.3384342	0.5525698	0.9966548	1.0000000
0.5106253	0.3481786	0.6946163	0.9999859	0.0240145	0.0283217	0.0000000	0.5525698	0.9966548	1.0000000
0.5700994	0.5895515	0.6946865	0.9999958	0.0254207	0.0450675	0.0713213	0.0000000	0.9966548	1.0000000
0.5664689	0.5849709	0.6946880	0.9999960	0.0254207	0.0450675	0.0713213	0.0080656	0.0000000	1.0000000
0.5641355	0.5819874	0.6946823	0.9999952	0.0254209	0.0450675	0.0713213	0.0125050	0.0527541	0.0000000
