YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W
0.0000000	0.2780412	0.6943019	0.2258926	0.3488075	0.4094047	0.6800312	0.0075850	0.1308866	0.3368554
0.0183076	0.0000000	0.6790313	0.2099767	0.3837352	0.5953497	0.6586797	0.0183765	0.1626144	0.4537641
0.0391618	0.2387572	0.0000000	0.2206588	0.3939741	0.4997466	0.6603095	0.0357138	0.1057339	0.3885617
0.0413176	0.2355983	0.6925402	0.0000000	0.4039668	0.5654465	0.8315438	0.0463447	0.2060104	0.3352127
0.0323013	0.2156801	0.2783003	0.8267732	0.0000000	0.4915048	0.7292613	0.0518332	0.1666072	0.5450907
0.0353744	0.2739933	0.7966345	0.0921028	0.7149283	0.0000000	0.7280208	0.0164845	0.1373214	0.4587644
0.0775271	0.3135914	0.6095572	0.1147734	0.7436930	0.1307537	0.0000000	0.0355448	0.1071706	0.0595167
0.0649077	0.2806943	0.8464459	0.2002705	0.4535591	0.5523624	0.6133142	0.0000000	0.1314140	0.4716236
0.0693567	0.3557868	0.7613292	0.2013841	0.3271718	0.5476223	0.7407063	0.0166038	0.0000000	0.4946215
0.0707771	0.3811506	0.6791620	0.2992502	0.4023748	0.4578076	0.7645370	0.0071479	0.1116512	0.0000000
