YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C
0.0913013	0.4360758	0.0200945	0.9956925	0.0813252	0.7406074	0.5447504	0.1119916	0.0422522	0.0458050
0.0445223	0.2735897	0.0395648	0.9767203	0.0834700	0.7795420	0.4718626	0.1452453	0.0183186	0.0468608
0.1266852	0.4573149	0.0296227	0.9633641	0.0657815	0.7461277	0.6000436	0.2416644	0.0349222	0.0433257
0.8497928	0.8437624	0.2845434	0.4906753	0.0866770	0.7520048	0.5793327	0.6250392	0.0480062	0.0486226
0.1647132	0.4185970	0.0419067	1.0545898	0.0616111	0.6496283	0.7226856	0.4820053	0.0222085	0.0580658
0.2197249	0.4380255	0.0245436	1.0473796	0.1341242	0.3819695	0.7490575	0.8941588	0.0326280	0.0572008
0.1950600	0.4966104	0.0548232	0.9868483	0.0318115	0.9809630	0.2827186	0.5133471	0.0330421	0.0471831
0.1977091	0.3782588	0.0438555	1.0414052	0.0700832	0.8491091	0.4311575	0.0592528	0.0132397	0.0315041
0.1472202	0.4641279	0.0552565	1.0582081	0.0677744	0.9917337	0.3664688	0.2858142	0.0132265	0.0434776
0.1779084	0.4485036	0.0488585	1.0964546	0.1103413	0.7619680	0.4958738	0.1208876	0.0204255	0.0407895
