YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W
0.0000000	0.3446841	0.4770760	0.5425382	0.3306732	0.3199478	0.9847430	0.6645930	0.7095877	1.0940148
0.0051070	0.0000000	0.4861383	0.5338981	0.3305582	0.4327614	1.1936493	0.8354559	0.7016170	1.0182519
0.0071910	0.0090460	0.0000000	0.4127164	0.3390578	0.3832741	1.0089262	0.7378686	0.6456348	1.0803591
0.8330515	0.5962158	0.9424669	0.0000000	0.3009519	0.3837009	1.0480907	0.0780290	0.6930129	0.9574433
0.1852391	0.1952664	0.3574273	0.9140007	0.0000000	0.3760978	1.0119061	1.0419130	0.6778558	0.8647387
0.2272876	0.2166617	0.4041091	0.8944123	0.0671858	0.0000000	0.9891681	0.9889541	0.5093460	0.9454756
0.7237999	0.6497824	1.0482981	0.0194332	0.7417073	0.8496314	0.0000000	0.0017327	0.6334614	1.0216928
0.8049149	0.5479117	0.7392779	0.2182715	0.3590568	0.4191255	0.9506860	0.0000000	0.7418400	1.0058638
0.7701849	0.5339454	0.8174738	0.1949897	0.3195767	0.2982670	1.1124619	0.2296028	0.0000000	1.1270799
0.6474064	0.5452527	0.6662409	0.3211334	0.3164726	0.3695698	0.9860669	0.3953242	0.9268613	0.0000000
