"Time"	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C
50	0.5896171	0.6495425	0.7590170	0.5831756	0.6971360	0.2309831	0.1035747	1.0000000	0.9504495	0.6156222
100	0.3915072	0.8190261	0.7590884	0.5841980	0.6907587	0.3156880	0.1035747	1.0000000	0.9507090	0.3462074
150	0.2198040	0.9105297	0.7593191	0.5881798	0.6793311	0.3644013	0.1035747	1.0000000	0.9516071	0.2584153
200	0.1288451	0.9522286	0.7600043	0.5952912	0.6704341	0.3876973	0.1035747	1.0000000	0.9538952	0.2349047
250	0.0889639	0.9699340	0.7613048	0.6024734	0.6682708	0.3979250	0.1035747	1.0000000	0.9571242	0.2291617
300	0.0728910	0.9772025	0.7629614	0.6066924	0.6709714	0.4022027	0.1035747	1.0000000	0.9599815	0.2278319
350	0.0666566	0.9801440	0.7644688	0.6074369	0.6744156	0.4039380	0.1035747	1.0000000	0.9615864	0.2275346
400	0.0642743	0.9813326	0.7654566	0.6062757	0.6760105	0.4046276	0.1035747	1.0000000	0.9619497	0.2274697
450	0.0633658	0.9818158	0.7658824	0.6050504	0.6756323	0.4048977	0.1035747	1.0000000	0.9616411	0.2274558
500	0.0630175	0.9820129	0.7659498	0.6046536	0.6744988	0.4050024	0.1035747	1.0000000	0.9612721	0.2274529
550	0.0670364	0.8256746	0.7659052	0.6048334	0.6766144	0.3314741	0.1035747	1.0000000	0.9611454	0.6118301
600	0.1087432	0.6576539	0.7658412	0.6026892	0.6902829	0.2467841	0.1035747	1.0000000	0.9609805	0.8812447
650	0.2207603	0.5669025	0.7654573	0.5952668	0.7041188	0.1980765	0.1035747	1.0000000	0.9595413	0.9690368
700	0.3647730	0.5253835	0.7643100	0.5860269	0.7080713	0.1747825	0.1035747	1.0000000	0.9561564	0.9925474
750	0.4822308	0.5073475	0.7624906	0.5802105	0.7038133	0.1645557	0.1035747	1.0000000	0.9521225	0.9982904
800	0.5563403	0.4993287	0.7606565	0.5793908	0.6979976	0.1602783	0.1035747	1.0000000	0.9495073	0.9996202
850	0.5971878	0.4954584	0.7594411	0.5814890	0.6952439	0.1585431	0.1035747	1.0000000	0.9490692	0.9999175
900	0.6184139	0.4934582	0.7589990	0.5836113	0.6959376	0.1578535	0.1035747	1.0000000	0.9499161	0.9999824
950	0.6292593	0.4924598	0.7590512	0.5842795	0.6979656	0.1575834	0.1035747	1.0000000	0.9507880	0.9999963
1000	0.6347152	0.4920401	0.7592158	0.5837217	0.6993261	0.1574787	0.1035747	1.0000000	0.9510651	0.9999992

0	0.6392966	0.4918053	0.7590106	0.5827943	0.6977518	0.1574159	0.1035747	1.0000000	0.9502397	1.0000000
50	0.6221724	0.4917555	0.7590169	0.5831411	0.6979976	0.1623141	0.1035747	1.0000000	0.9504482	1.0000000
100	0.6067788	0.4917331	0.7590705	0.5832199	0.6981127	0.1679548	0.1035747	1.0000000	0.9505983	1.0000000
150	0.6000783	0.4917392	0.7591203	0.5832270	0.6979384	0.1711988	0.1035747	1.0000000	0.9506514	1.0000000
200	0.5976370	0.4917588	0.7591541	0.5833104	0.6976987	0.1727502	0.1035747	1.0000000	0.9506785	1.0000000
250	0.5967917	0.4917803	0.7591839	0.5834510	0.6975833	0.1734313	0.1035747	1.0000000	0.9507309	1.0000000
300	0.5964856	0.4918012	0.7592176	0.5835637	0.6976118	0.1737162	0.1035747	1.0000000	0.9507995	1.0000000
350	0.5963528	0.4918223	0.7592512	0.5836025	0.6976978	0.1738318	0.1035747	1.0000000	0.9508515	1.0000000
400	0.5962737	0.4918431	0.7592759	0.5835835	0.6977566	0.1738777	0.1035747	1.0000000	0.9508703	1.0000000
450	0.5962123	0.4918608	0.7592880	0.5835499	0.6977620	0.1738957	0.1035747	1.0000000	0.9508637	1.0000000
500	0.5961621	0.4918729	0.7592902	0.5835323	0.6977359	0.1739026	0.1035747	1.0000000	0.9508504	1.0000000
550	0.6132899	0.4918793	0.7592884	0.5835329	0.6977694	0.1690058	0.1035747	1.0000000	0.9508431	1.0000000
600	0.6287479	0.4918817	0.7592861	0.5834905	0.6980698	0.1633656	0.1035747	1.0000000	0.9508375	1.0000000
650	0.6355009	0.4918816	0.7592770	0.5833244	0.6984396	0.1601217	0.1035747	1.0000000	0.9507993	1.0000000
700	0.6379525	0.4918775	0.7592498	0.5830874	0.6986162	0.1585704	0.1035747	1.0000000	0.9507066	1.0000000
750	0.6387790	0.4918657	0.7592037	0.5829046	0.6985723	0.1578893	0.1035747	1.0000000	0.9505911	1.0000000
800	0.6390646	0.4918446	0.7591527	0.5828405	0.6984407	0.1576044	0.1035747	1.0000000	0.9505051	1.0000000
850	0.6391908	0.4918180	0.7591138	0.5828674	0.6983506	0.1574889	0.1035747	1.0000000	0.9504733	1.0000000
900	0.6392761	0.4917929	0.7590942	0.5829179	0.6983422	0.1574429	0.1035747	1.0000000	0.9504820	1.0000000
950	0.6393463	0.4917747	0.7590900	0.5829445	0.6983821	0.1574249	0.1035747	1.0000000	0.9505020	1.0000000
1000	0.6394008	0.4917648	0.7590922	0.5829396	0.6984203	0.1574180	0.1035747	1.0000000	0.9505127	1.0000000

0	0.6392966	0.4918053	0.7590106	0.5827943	0.6977518	0.1574159	0.1035747	1.0000000	0.9502397	1.0000000
50	0.4276052	0.4917555	0.7590169	0.5831390	0.6980482	0.1575101	0.1052686	0.7604200	0.9504481	1.0000000
100	0.2366859	0.4917331	0.7590695	0.5831707	0.6984214	0.1600278	0.1164701	0.6095496	0.9505922	1.0000000
150	0.1532596	0.4917385	0.7591111	0.5830434	0.6983820	0.1703702	0.1340620	0.5658744	0.9506092	1.0000000
200	0.1229843	0.4917544	0.7591243	0.5830593	0.6975790	0.1888207	0.1485991	0.5554526	0.9505751	1.0000000
250	0.1128828	0.4917676	0.7591384	0.5835050	0.6960340	0.2094376	0.1572074	0.5531748	0.9506365	1.0000000
300	0.1096635	0.4917818	0.7592084	0.5844725	0.6942396	0.2267153	0.1614581	0.5527009	0.9509204	1.0000000
350	0.1086622	0.4918164	0.7593782	0.5857616	0.6928569	0.2387194	0.1633497	0.5526052	0.9514453	1.0000000
400	0.1083454	0.4918934	0.7596473	0.5869886	0.6922401	0.2460559	0.1641412	0.5525863	0.9520950	1.0000000
450	0.1082241	0.4920216	0.7599664	0.5878345	0.6922614	0.2501480	0.1644602	0.5525826	0.9526903	1.0000000
500	0.1081459	0.4921885	0.7602651	0.5882202	0.6925316	0.2522818	0.1645859	0.5525819	0.9530994	1.0000000
550	0.3193818	0.4923657	0.7604904	0.5882838	0.6927293	0.2528522	0.1578443	0.7921618	0.9532983	1.0000000
600	0.5097213	0.4925229	0.7606279	0.5882182	0.6929370	0.2458078	0.1372346	0.9430322	0.9533497	1.0000000
650	0.5926651	0.4926416	0.7606926	0.5880112	0.6939396	0.2273489	0.1204159	0.9867073	0.9533210	1.0000000
700	0.6225677	0.4927171	0.7606903	0.5873379	0.6959881	0.2050446	0.1111089	0.9971292	0.9531709	1.0000000
750	0.6324089	0.4927472	0.7605898	0.5860437	0.6980772	0.1862874	0.1067371	0.9994070	0.9527698	1.0000000
800	0.6354897	0.4927214	0.7603591	0.5845110	0.6991677	0.1734579	0.1048522	0.9998809	0.9521006	1.0000000
850	0.6364936	0.4926274	0.7600242	0.5833298	0.6991459	0.1657642	0.1040788	0.9999765	0.9513535	1.0000000
900	0.6369710	0.4924700	0.7596718	0.5827948	0.6986090	0.1615476	0.1037707	0.9999954	0.9507822	1.0000000
950	0.6373965	0.4922798	0.7593924	0.5827769	0.6981829	0.1593818	0.1036503	0.9999991	0.9505081	1.0000000
1000	0.6378631	0.4920989	0.7592264	0.5829484	0.6981084	0.1583222	0.1036037	0.9999998	0.9504712	1.0000000

0	0.6392966	0.4918053	0.7590106	0.5827943	0.6977518	0.1574159	0.1035747	1.0000000	0.9502397	1.0000000
50	0.6393391	0.4917555	0.7590169	0.5831390	0.6980483	0.1574794	0.1046871	0.8292808	0.9504481	1.0000000
100	0.6394293	0.4917331	0.7590695	0.5831703	0.6984300	0.1590291	0.1110475	0.7217740	0.9505922	1.0000000
150	0.6394957	0.4917385	0.7591109	0.5830324	0.6984835	0.1647556	0.1197760	0.6906521	0.9506080	1.0000000
200	0.6395119	0.4917542	0.7591217	0.5829764	0.6980433	0.1741430	0.1264137	0.6832257	0.9505616	1.0000000
250	0.6394939	0.4917661	0.7591225	0.5831807	0.6972676	0.1840468	0.1301684	0.6816026	0.9505662	1.0000000
300	0.6394680	0.4917738	0.7591497	0.5836435	0.6965113	0.1920391	0.1319757	0.6812649	0.9506960	1.0000000
350	0.6394423	0.4917887	0.7592258	0.5842036	0.6960590	0.1974526	0.1327683	0.6811967	0.9509399	1.0000000
400	0.6394024	0.4918226	0.7593439	0.5846660	0.6959569	0.2007028	0.1330971	0.6811833	0.9512189	1.0000000
450	0.6393257	0.4918784	0.7594747	0.5849268	0.6960564	0.2024925	0.1332288	0.6811806	0.9514459	1.0000000
500	0.6392012	0.4919480	0.7595866	0.5850059	0.6961751	0.2034166	0.1332806	0.6811801	0.9515781	1.0000000
550	0.6390390	0.4920175	0.7596624	0.5849923	0.6962184	0.2036788	0.1305263	0.8518993	0.9516261	1.0000000
600	0.6388650	0.4920751	0.7597036	0.5849648	0.6962465	0.2006691	0.1210629	0.9594060	0.9516292	1.0000000
650	0.6387069	0.4921157	0.7597210	0.5849126	0.6965452	0.1922682	0.1126395	0.9905279	0.9516170	1.0000000
700	0.6385829	0.4921400	0.7597196	0.5847090	0.6972518	0.1816325	0.1077270	0.9979543	0.9515727	1.0000000
750	0.6384986	0.4921493	0.7596879	0.5842693	0.6980615	0.1723652	0.1053444	0.9995774	0.9514413	1.0000000
800	0.6384555	0.4921408	0.7596102	0.5836983	0.6985760	0.1658513	0.1042966	0.9999151	0.9512031	1.0000000
850	0.6384595	0.4921088	0.7594900	0.5832079	0.6986767	0.1618616	0.1038613	0.9999833	0.9509165	1.0000000
900	0.6385202	0.4920528	0.7593549	0.5829372	0.6985284	0.1596388	0.1036866	0.9999967	0.9506758	1.0000000
950	0.6386397	0.4919816	0.7592392	0.5828753	0.6983629	0.1584821	0.1036179	0.9999994	0.9505389	1.0000000
1000	0.6388028	0.4919102	0.7591630	0.5829166	0.6983045	0.1579103	0.1035913	0.9999999	0.9504987	1.0000000

0	0.6392966	0.4918053	0.7590106	0.5827943	0.6977518	0.1574159	0.1035747	1.0000000	0.9502397	1.0000000
50	0.6393391	0.4917555	0.7590172	0.5832210	0.6958803	0.3047249	0.1035747	1.0000000	0.9504512	1.0000000
100	0.6394291	0.4917346	0.7591158	0.5858576	0.6769336	0.4743348	0.1035747	1.0000000	0.9508817	1.0000000
150	0.6394852	0.4917775	0.7596722	0.5978219	0.6412242	0.5718762	0.1035747	1.0000000	0.9532804	1.0000000
200	0.6393769	0.4920530	0.7616253	0.6201037	0.6132855	0.6185233	0.1035747	1.0000000	0.9594744	1.0000000
250	0.6387185	0.4929181	0.7654550	0.6429631	0.6059482	0.6390028	0.1035747	1.0000000	0.9673839	1.0000000
300	0.6368091	0.4946345	0.7703352	0.6568123	0.6127498	0.6475683	0.1035747	1.0000000	0.9735966	1.0000000
350	0.6330717	0.4970411	0.7747888	0.6601596	0.6218970	0.6510430	0.1035747	1.0000000	0.9768900	1.0000000
400	0.6276321	0.4996070	0.7777976	0.6575611	0.6267120	0.6524238	0.1035747	1.0000000	0.9778276	1.0000000
450	0.6213984	0.5017765	0.7792396	0.6541554	0.6267192	0.6529647	0.1035747	1.0000000	0.9775197	1.0000000
500	0.6155666	0.5032565	0.7796205	0.6525579	0.6244955	0.6531743	0.1035747	1.0000000	0.9769537	1.0000000
550	0.6110149	0.5040707	0.7795706	0.6524470	0.6306970	0.5059446	0.1035747	1.0000000	0.9766566	1.0000000
600	0.6080119	0.5044259	0.7793668	0.6456213	0.6717890	0.3363650	0.1035747	1.0000000	0.9762516	1.0000000
650	0.6063408	0.5044688	0.7782464	0.6224922	0.7160257	0.2388351	0.1035747	1.0000000	0.9734592	1.0000000
700	0.6057723	0.5040059	0.7749168	0.5931459	0.7300735	0.1921924	0.1035747	1.0000000	0.9658958	1.0000000
750	0.6065952	0.5026067	0.7694749	0.5741357	0.7170679	0.1717146	0.1035747	1.0000000	0.9549811	1.0000000
800	0.6095188	0.5001573	0.7638125	0.5710414	0.6979168	0.1631496	0.1035747	1.0000000	0.9467810	1.0000000
850	0.6148186	0.4971914	0.7599815	0.5777432	0.6882632	0.1596752	0.1035747	1.0000000	0.9453390	1.0000000
900	0.6216539	0.4945738	0.7585959	0.5848877	0.6900639	0.1582945	0.1035747	1.0000000	0.9482627	1.0000000
950	0.6283746	0.4928932	0.7588179	0.5873587	0.6966352	0.1577536	0.1035747	1.0000000	0.9512614	1.0000000
1000	0.6335242	0.4921682	0.7594166	0.5856845	0.7012714	0.1575440	0.1035747	1.0000000	0.9522965	1.0000000

0	0.6392966	0.4918053	0.7590106	0.5827943	0.6977518	0.1574159	0.1035747	1.0000000	0.9502397	1.0000000
50	0.6393391	0.4917555	0.7590173	0.5832376	0.6954055	0.3275644	0.0729241	0.9250479	0.9504518	1.0000000
100	0.6394291	0.4917349	0.7591262	0.5864942	0.6717560	0.5180894	0.0427748	0.8778485	0.9509472	1.0000000
150	0.6394828	0.4917866	0.7598043	0.6013255	0.6286745	0.6225317	0.0283085	0.8641848	0.9538802	1.0000000
200	0.6393455	0.4921223	0.7621914	0.6282580	0.5972102	0.6696662	0.0224739	0.8609244	0.9611907	1.0000000
250	0.6385412	0.4931734	0.7667745	0.6548206	0.5908209	0.6890817	0.0202598	0.8602118	0.9699724	1.0000000
300	0.6362292	0.4952250	0.7724573	0.6699799	0.5998887	0.6966627	0.0194355	0.8600635	0.9764352	1.0000000
350	0.6317659	0.4980436	0.7774950	0.6729118	0.6104980	0.6995173	0.0191293	0.8600336	0.9796460	1.0000000
400	0.6253761	0.5009859	0.7807922	0.6694226	0.6157283	0.7005630	0.0190150	0.8600277	0.9804490	1.0000000
450	0.6181786	0.5034213	0.7823016	0.6653832	0.6155957	0.7009373	0.0189722	0.8600265	0.9800552	1.0000000
500	0.6115602	0.5050456	0.7826456	0.6635444	0.6131198	0.7010685	0.0189561	0.8600263	0.9794537	1.0000000
550	0.6064848	0.5059138	0.7825396	0.6633258	0.6216627	0.5105414	0.0501772	0.9349783	0.9791434	1.0000000
600	0.6032013	0.5062733	0.7822589	0.6541919	0.6746174	0.3046537	0.0802254	0.9821778	0.9786575	1.0000000
650	0.6014261	0.5062790	0.7808070	0.6246775	0.7272255	0.2032020	0.0944223	0.9958414	0.9753229	1.0000000
700	0.6009128	0.5056653	0.7766131	0.5893170	0.7391749	0.1662318	0.1001211	0.9991019	0.9661700	1.0000000
750	0.6020694	0.5039026	0.7699596	0.5686032	0.7192050	0.1561275	0.1022852	0.9998145	0.9530060	1.0000000
800	0.6057749	0.5008993	0.7633272	0.5676389	0.6950597	0.1547765	0.1030931	0.9999627	0.9439150	1.0000000
850	0.6122890	0.4973739	0.7591784	0.5774160	0.6847598	0.1554892	0.1033942	0.9999927	0.9435762	1.0000000
900	0.6204617	0.4943961	0.7580238	0.5862352	0.6886078	0.1563034	0.1035067	0.9999986	0.9479996	1.0000000
950	0.6282291	0.4926195	0.7586363	0.5885912	0.6972386	0.1568402	0.1035490	0.9999997	0.9517465	1.0000000
1000	0.6339052	0.4919743	0.7594825	0.5859884	0.7025481	0.1571362	0.1035650	0.9999999	0.9527659	1.0000000

0	0.6392966	0.4918053	0.7590106	0.5827943	0.6977518	0.1574159	0.1035747	1.0000000	0.9502397	1.0000000
50	0.4481300	0.6349009	0.7584413	0.5569551	0.6933661	0.1543446	0.0803989	1.0000000	0.9464469	1.0000000
100	0.2277722	0.7886115	0.7550422	0.5348773	0.6708278	0.1374098	0.0567197	1.0000000	0.9304812	1.0000000
150	0.1028095	0.8714544	0.7501074	0.5328269	0.6458697	0.1138552	0.0445763	1.0000000	0.9168278	1.0000000
200	0.0471884	0.9090055	0.7466631	0.5416641	0.6350780	0.0941385	0.0392955	1.0000000	0.9156109	1.0000000
250	0.0250730	0.9247925	0.7457982	0.5499673	0.6384052	0.0811999	0.0371473	1.0000000	0.9217491	1.0000000
300	0.0167422	0.9312066	0.7465671	0.5524456	0.6467657	0.0738017	0.0363008	1.0000000	0.9272422	1.0000000
350	0.0136773	0.9338024	0.7475312	0.5502798	0.6522583	0.0699240	0.0359726	1.0000000	0.9289149	1.0000000
400	0.0125559	0.9348699	0.7478949	0.5471276	0.6527283	0.0680087	0.0358465	1.0000000	0.9276101	1.0000000
450	0.0121431	0.9353088	0.7476744	0.5455004	0.6503509	0.0671023	0.0357982	1.0000000	0.9255860	1.0000000
500	0.0119892	0.9354759	0.7472751	0.5456907	0.6480738	0.0666871	0.0357798	1.0000000	0.9245002	1.0000000
550	0.0409120	0.7902484	0.7476820	0.5745439	0.6523485	0.0687129	0.0589486	1.0000000	0.9301299	1.0000000
600	0.1121465	0.6345411	0.7513360	0.5982383	0.6774786	0.0825431	0.0826251	1.0000000	0.9461067	1.0000000
650	0.2453994	0.5517031	0.7563966	0.5987381	0.7049099	0.1044978	0.0947675	1.0000000	0.9556782	1.0000000
700	0.3964659	0.5155676	0.7597071	0.5872803	0.7156249	0.1248475	0.1000479	1.0000000	0.9562772	1.0000000
750	0.5100639	0.5013736	0.7603192	0.5775837	0.7101036	0.1392676	0.1021959	1.0000000	0.9519994	1.0000000
800	0.5765430	0.4958902	0.7593311	0.5755338	0.6995258	0.1480021	0.1030424	1.0000000	0.9480177	1.0000000
850	0.6103304	0.4934677	0.7583150	0.5790894	0.6932916	0.1527838	0.1033706	1.0000000	0.9472031	1.0000000
900	0.6265328	0.4922029	0.7580777	0.5833529	0.6934907	0.1552255	0.1034967	1.0000000	0.9487924	1.0000000
950	0.6342900	0.4916038	0.7584863	0.5852026	0.6969103	0.1564111	0.1035450	1.0000000	0.9506216	1.0000000
1000	0.6379350	0.4914734	0.7590132	0.5845888	0.6997091	0.1569654	0.1035634	1.0000000	0.9514156	1.0000000

0	0.6392966	0.4918053	0.7590106	0.5827943	0.6977518	0.1574159	0.1035747	1.0000000	0.9502397	1.0000000
50	0.6391331	0.4931540	0.7824314	0.4263284	0.7441055	0.1574146	0.1035747	1.0000000	0.9090714	1.0000000
100	0.6347094	0.5006954	0.8009004	0.2694831	0.7517511	0.1574140	0.1035747	1.0000000	0.5435410	1.0000000
150	0.6206789	0.5088291	0.7916472	0.1867444	0.7398585	0.1574138	0.1035747	1.0000000	0.1945015	1.0000000
200	0.6042146	0.5095215	0.7645782	0.1487558	0.7319153	0.1574137	0.1035747	1.0000000	0.0752686	1.0000000
250	0.5989495	0.5010921	0.7341964	0.1321607	0.7284065	0.1574137	0.1035747	1.0000000	0.0435705	1.0000000
300	0.6120017	0.4868941	0.7090445	0.1250274	0.7270708	0.1574136	0.1035747	1.0000000	0.0355325	1.0000000
350	0.6405000	0.4714216	0.6913991	0.1219635	0.7265983	0.1574136	0.1035747	1.0000000	0.0334940	1.0000000
400	0.6759705	0.4578366	0.6802507	0.1206397	0.7264380	0.1574136	0.1035747	1.0000000	0.0329662	1.0000000
450	0.7101910	0.4474470	0.6736920	0.1200631	0.7263849	0.1574136	0.1035747	1.0000000	0.0328240	1.0000000
500	0.7383565	0.4402395	0.6700251	0.1198099	0.7263676	0.1574136	0.1035747	1.0000000	0.0327833	1.0000000
550	0.7595931	0.4320169	0.6203359	0.2793959	0.6152671	0.1574136	0.1035747	1.0000000	0.0411746	1.0000000
600	0.7823666	0.4137529	0.6109876	0.4814928	0.5223861	0.1574136	0.1035747	1.0000000	0.3439415	1.0000000
650	0.8117646	0.4037163	0.6518671	0.6189307	0.5585655	0.1574136	0.1035747	1.0000000	0.7602080	1.0000000
700	0.8309898	0.4132733	0.7014961	0.6614060	0.6697017	0.1574136	0.1035747	1.0000000	0.9207924	1.0000000
750	0.8248903	0.4352455	0.7377280	0.6315358	0.7455050	0.1574136	0.1035747	1.0000000	0.9630364	1.0000000
800	0.7933917	0.4581896	0.7555608	0.5855039	0.7548198	0.1574136	0.1035747	1.0000000	0.9638213	1.0000000
850	0.7488346	0.4750726	0.7594899	0.5606031	0.7228104	0.1574136	0.1035747	1.0000000	0.9496825	1.0000000
900	0.7066751	0.4843570	0.7574304	0.5625658	0.6898768	0.1574136	0.1035747	1.0000000	0.9393244	1.0000000
950	0.6764248	0.4880394	0.7556342	0.5773503	0.6784270	0.1574136	0.1035747	1.0000000	0.9408770	1.0000000
1000	0.6591885	0.4891121	0.7561721	0.5889256	0.6859414	0.1574136	0.1035747	1.0000000	0.9478111	1.0000000

0	0.6392966	0.4918053	0.7590106	0.5827943	0.6977518	0.1574159	0.1035747	1.0000000	0.9502397	1.0000000
50	0.6393391	0.4917555	0.7590169	0.5831385	0.6980661	0.1536946	0.0766430	0.7156771	0.9504481	1.0000000
100	0.6394293	0.4917331	0.7590690	0.5831348	0.6988058	0.1356313	0.0625332	0.5366308	0.9505891	1.0000000
150	0.6394958	0.4917380	0.7591022	0.5827511	0.6998390	0.1186494	0.0744647	0.4847991	0.9505617	1.0000000
200	0.6395139	0.4917491	0.7590715	0.5821129	0.7004407	0.1169840	0.0917688	0.4724309	0.9503465	1.0000000
250	0.6395081	0.4917421	0.7589712	0.5815900	0.7001558	0.1281106	0.1037395	0.4697277	0.9500328	1.0000000
300	0.6395250	0.4917051	0.7588450	0.5815160	0.6992145	0.1430693	0.1100564	0.4691653	0.9498021	1.0000000
350	0.6395967	0.4916475	0.7587612	0.5819271	0.6981880	0.1557860	0.1129638	0.4690518	0.9497962	1.0000000
400	0.6397167	0.4915953	0.7587659	0.5825842	0.6975395	0.1644740	0.1142030	0.4690294	0.9500161	1.0000000
450	0.6398403	0.4915745	0.7588565	0.5831782	0.6973788	0.1696688	0.1147078	0.4690250	0.9503424	1.0000000
500	0.6399117	0.4915960	0.7589910	0.5835257	0.6975168	0.1725074	0.1149079	0.4690241	0.9506329	1.0000000
550	0.6398964	0.4916510	0.7591189	0.5836291	0.6976746	0.1771115	0.1322287	0.7533469	0.9508078	1.0000000
600	0.6397974	0.4917192	0.7592095	0.5836364	0.6974210	0.1878977	0.1282436	0.9323931	0.9508729	1.0000000
650	0.6396485	0.4917816	0.7592656	0.5837994	0.6967365	0.1911997	0.1174362	0.9842248	0.9509111	1.0000000
700	0.6394911	0.4918309	0.7593188	0.5841556	0.6964851	0.1853336	0.1101219	0.9965931	0.9510237	1.0000000
750	0.6393498	0.4918732	0.7593902	0.5843740	0.6970822	0.1764546	0.1064037	0.9992962	0.9511860	1.0000000
800	0.6392247	0.4919162	0.7594551	0.5841775	0.6980377	0.1688399	0.1047365	0.9998587	0.9512522	1.0000000
850	0.6391067	0.4919554	0.7594670	0.5836604	0.6986892	0.1636850	0.1040376	0.9999721	0.9511305	1.0000000
900	0.6390026	0.4919751	0.7594076	0.5831398	0.6988053	0.1606394	0.1037558	0.9999946	0.9508786	1.0000000
950	0.6389386	0.4919634	0.7593037	0.5828506	0.6985866	0.1589939	0.1036447	0.9999990	0.9506342	1.0000000
1000	0.6389401	0.4919235	0.7592020	0.5828108	0.6983482	0.1581593	0.1036016	0.9999998	0.9504952	1.0000000
