"Time"	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C

0	0.5395561	0.5344507	0.8010948	0.6611652	0.7133048	0.1784758	0.1128414	1.0992881	0.9933044	0.9959121
50	0.5493738	0.5292216	0.7464761	0.5907139	0.7263266	0.1725023	0.0651092	0.5346805	0.9492048	1.0068391
100	0.5272452	0.5220667	0.7441211	0.6384793	0.6522979	0.1567671	0.0541411	0.2786607	0.9968143	0.9381756
150	0.6113930	0.4317583	0.7791698	0.6646084	0.7294329	0.1361064	0.0604457	0.1812529	0.9598278	1.0543773
200	0.7943234	0.4040781	0.8213068	0.5493200	0.7694340	0.0818431	0.0537505	0.1365367	0.9718576	1.0822620
250	0.8628944	0.3858577	0.7044987	0.5140558	0.7692713	0.1129864	0.1089196	0.1619135	0.9816474	0.9924690
300	0.9607198	0.4397376	0.6925958	0.5003271	0.6499508	0.1289096	0.0685440	0.1887969	0.8880272	0.9709261
350	0.8198935	0.4073327	0.7505515	0.5832533	0.6232192	0.1352332	0.0622719	0.1738698	0.8699345	0.9746355
400	0.8866967	0.4613172	0.8128895	0.5843143	0.6459962	0.1381751	0.0572911	0.1921099	0.8570223	0.9183633
450	0.7021436	0.5171814	0.7683278	0.6086816	0.6669508	0.1225606	0.0723694	0.1658543	0.9218115	1.0068105
500	0.6252202	0.4873681	0.7491250	0.5717123	0.6796869	0.1282667	0.0755290	0.1554827	0.8866538	1.0888108
550	0.6063391	0.5100787	0.8150337	0.6022600	0.6952074	0.1341967	0.2402892	0.6854641	0.9351692	1.0352532
600	0.5232679	0.5543992	0.7600987	0.5901667	0.6614009	0.1901989	0.1612501	0.9194235	0.9197961	1.0294543
650	0.4932736	0.5126870	0.7566170	0.6505802	0.7652705	0.2579637	0.1179908	0.9951149	0.8568847	0.9410367
700	0.6535310	0.5093174	0.7662753	0.6128174	0.7280906	0.2385578	0.1193462	0.9718977	0.8682197	0.8944602
750	0.5501545	0.5308969	0.7148547	0.5153574	0.7204693	0.2312589	0.0956155	0.9047100	0.8649695	0.9905098
800	0.5485728	0.4788180	0.6829105	0.4833325	0.6017891	0.1912313	0.1042391	0.9957377	0.8773260	0.9896199
850	0.7227995	0.4277082	0.7400009	0.5697029	0.5902229	0.1462433	0.1077535	1.0219497	0.8803025	0.9934620
900	0.7125175	0.3564391	0.8598887	0.5945696	0.7071073	0.1686206	0.0803404	1.1383990	0.9519336	1.0624410
950	0.8147810	0.4661846	0.8143743	0.6254320	0.7970436	0.1649018	0.0666984	1.1151645	0.9704630	1.0037334
1000	0.8251769	0.4515211	0.7846461	0.5402825	0.6920788	0.1255302	0.0685606	0.9370412	0.9981174	1.0089730

0	0.5395561	0.5344507	0.8010948	0.6611652	0.7133048	0.1784758	0.1128414	1.0992881	0.9933044	0.9959121
50	0.5943638	0.6907543	0.7780441	0.5970042	0.6903528	0.1998220	0.1374996	0.9788318	0.9789247	0.5975905
100	0.4039428	0.8888146	0.7058384	0.6085493	0.7142535	0.2393852	0.1006856	1.0393016	1.0691489	0.3751405
150	0.1962007	0.8205290	0.7167070	0.6176703	0.7962516	0.3218612	0.1154708	1.0845693	0.9422132	0.2998417
200	0.1464927	0.9138795	0.7250411	0.5779752	0.7356547	0.3789078	0.1342757	0.9485312	0.8865721	0.2211855
250	0.0893162	0.9538215	0.7410691	0.6525542	0.6600538	0.4384068	0.1280586	1.1317300	0.9655215	0.2815373
300	0.0573999	0.9468115	0.8439317	0.5929953	0.7072981	0.4544954	0.0784434	1.0012532	1.0045650	0.2085501
350	0.0676930	1.0010297	0.8189689	0.6555531	0.7274447	0.4144557	0.0788773	1.1005920	1.0056160	0.2787568
400	0.0737901	0.9742195	0.8428881	0.6239547	0.6052835	0.4093848	0.0985567	1.0229179	1.0872743	0.2151036
450	0.0433911	0.9911768	0.8240090	0.5547853	0.6388360	0.4230840	0.0981328	0.9520318	0.9809077	0.2158029
500	0.0616684	1.0073468	0.7949770	0.5977686	0.7101370	0.4572304	0.1332511	0.9173779	1.0202275	0.2224545
550	0.0733756	0.8504072	0.8042797	0.5898609	0.6805537	0.3723435	0.1253715	1.0610064	1.0636093	0.6655646
600	0.1083742	0.7184839	0.7395780	0.5479769	0.6436678	0.3219166	0.1242220	0.9843890	0.9139505	0.8960987
650	0.2360125	0.5986111	0.6799842	0.5480362	0.7220084	0.2913023	0.1037633	1.0156737	0.9073961	1.0200151
700	0.3773267	0.5249113	0.6674461	0.5397876	0.7209835	0.2433871	0.1230097	0.9995975	0.9246676	1.0131230
750	0.5443434	0.4864347	0.7400939	0.4895246	0.7058851	0.2436662	0.1292301	0.9859233	0.9300496	1.0170519
800	0.5493770	0.5457509	0.7031999	0.5800061	0.6354231	0.1800612	0.1215275	0.9734950	1.0035705	0.9552345
850	0.5559165	0.4428493	0.6598232	0.5282621	0.6137782	0.2260358	0.1150503	0.9944652	0.9679547	0.9923032
900	0.6232920	0.4501875	0.7429768	0.6276523	0.6795186	0.1860549	0.1207993	1.1080359	0.9358787	0.9645342
950	0.6773027	0.4670224	0.8464518	0.5918756	0.7381153	0.1649874	0.1160655	1.0297712	0.9704135	0.9734715
1000	0.7032213	0.5320240	0.7783543	0.5366986	0.7804397	0.1725126	0.1365652	1.0181884	0.8877849	1.0268626

0	0.5395561	0.5344507	0.8010948	0.6611652	0.7133048	0.1784758	0.1128414	1.0992881	0.9933044	0.9959121
50	0.6737202	0.4975399	0.7717636	0.6050441	0.7127738	0.1853951	0.1093237	0.9393040	0.9527363	0.9886708
100	0.6769892	0.5049705	0.8330891	0.5696326	0.7087925	0.1811218	0.1237615	0.9838662	0.9950134	0.9706330
150	0.7376384	0.5387744	0.8438542	0.5098325	0.7956896	0.1818635	0.0749687	1.0007580	0.9393160	0.9196947
200	0.5466643	0.6088225	0.7463951	0.4958004	0.7055341	0.1534191	0.0755454	0.9916613	0.8937470	0.9406249
250	0.3882563	0.6039288	0.7214334	0.5087662	0.6080933	0.1273528	0.0871674	1.0736207	0.8624229	1.0569991
300	0.3892949	0.5169828	0.6700491	0.5566914	0.6780669	0.1467583	0.0854543	1.1191291	0.9132081	1.0696223
350	0.4270784	0.5251770	0.7341417	0.4815811	0.6557828	0.1426552	0.1030544	1.0080996	0.9276070	1.0019278
400	0.4372104	0.4856039	0.7270708	0.5194369	0.6914833	0.1415285	0.0869988	0.9524781	0.8932567	1.0085226
450	0.4586505	0.4846255	0.7334651	0.5554788	0.6299580	0.1496903	0.1153317	0.9708726	0.9418356	0.9146713
500	0.5088663	0.5336020	0.7288201	0.5896112	0.6714531	0.1773955	0.0850139	0.9511086	0.9862422	0.8887069
550	0.6095438	0.4771022	0.7166573	0.6444765	0.7096940	0.1757953	0.0949340	1.0970062	1.0467079	0.9598844
600	0.6908278	0.4270225	0.7426036	0.5781961	0.7613522	0.1469704	0.0891321	0.9440108	0.9118018	0.9802373
650	0.6857674	0.4510606	0.7412836	0.6563253	0.7178876	0.0892005	0.1081150	0.9895829	0.9211679	0.9517200
700	0.6689344	0.4973646	0.7037592	0.5478525	0.7844356	0.1364481	0.1222562	0.8919649	0.9934835	1.0413073
750	0.6856084	0.5135585	0.6776305	0.5368834	0.7265961	0.1684883	0.1508166	0.8904001	0.9390177	1.0327541
800	0.6427932	0.4472698	0.7202472	0.5344242	0.6564459	0.1742225	0.1395820	0.9186596	0.9372466	1.0497864
850	0.7062565	0.4369339	0.6714302	0.5913180	0.6230117	0.1734805	0.1193771	1.0090709	0.9673758	1.0984542
900	0.6618765	0.4392328	0.7049722	0.6294134	0.6472395	0.1886646	0.1129497	1.0593122	0.8563470	1.0892929
950	0.7551849	0.4445954	0.7407503	0.6247357	0.7128514	0.1908843	0.1047839	0.9839697	0.9429049	0.9678804
1000	0.8122605	0.4781273	0.8259234	0.5791654	0.7049104	0.1992235	0.0862285	0.9128002	0.9919887	0.9402428

0	0.5395561	0.5344507	0.8010948	0.6611652	0.7133048	0.1784758	0.1128414	1.0992881	0.9933044	0.9959121
50	0.3065474	0.5493572	0.8588875	0.5619648	0.6730556	0.1368218	0.0942478	0.6501127	0.8908698	1.0194114
100	0.2033991	0.5870669	0.8745513	0.5791289	0.6294369	0.1506059	0.1235840	0.5300176	0.7634326	1.1276566
150	0.1104864	0.6257334	0.8174011	0.5634950	0.6491585	0.1763940	0.1325809	0.5868763	0.8157697	1.0036234
200	0.0867281	0.6361055	0.7607774	0.6450712	0.7507040	0.2080604	0.1261889	0.5208801	1.0255173	0.9773576
250	0.0616582	0.5318846	0.7800746	0.5580078	0.7198892	0.2241463	0.1243669	0.5487981	0.9658745	0.9330400
300	0.0759631	0.5745098	0.7967422	0.5946800	0.6169537	0.2079582	0.1794960	0.5040192	0.9957766	1.0762611
350	0.0607860	0.5044788	0.7418483	0.5584452	0.6752580	0.2489581	0.1804922	0.5318149	0.9126592	1.0898995
400	0.0757761	0.4640710	0.6843072	0.5981613	0.5631857	0.3066071	0.1656118	0.4808640	0.9598734	1.0031512
450	0.1104475	0.4661474	0.6921541	0.6342271	0.6612709	0.3301068	0.2068462	0.5388112	0.9724525	0.9921841
500	0.1336831	0.4720235	0.7570729	0.6307613	0.7810865	0.2973445	0.1811736	0.5383916	1.0490590	0.9755630
550	0.3762308	0.4506904	0.7310716	0.6725177	0.7407392	0.2718332	0.1339882	0.7536250	0.9248591	1.0667964
600	0.6437481	0.4208151	0.7790160	0.5567013	0.8547746	0.2384635	0.1527851	0.9789483	0.9282671	1.0397720
650	0.7546791	0.4771091	0.7279611	0.4949948	0.7150589	0.2577951	0.0922708	0.9887615	0.8700441	0.9379727
700	0.6666118	0.5280766	0.7479472	0.5053531	0.6506991	0.2491507	0.1357953	1.1400235	0.8891301	0.9911122
750	0.5588346	0.5380257	0.7473558	0.5719381	0.6395296	0.2302925	0.1101349	1.0759713	0.8782862	0.9846200
800	0.5536471	0.5577899	0.6912062	0.6538947	0.6731666	0.2029056	0.0955673	1.1303590	0.9961093	0.8996735
850	0.5740896	0.4598102	0.7443825	0.6475663	0.6879797	0.1372028	0.1258170	1.0660075	1.0837523	0.9691835
900	0.5998734	0.3949045	0.7281991	0.6038643	0.7024699	0.1476066	0.1052265	0.9829996	0.9928013	1.0071181
950	0.8188395	0.4858609	0.7397881	0.5937809	0.7133168	0.1509310	0.1097443	0.9919752	1.0313200	0.9824673
1000	0.6768275	0.5053572	0.7404979	0.5385329	0.7109241	0.1507678	0.1030952	1.0333551	1.0166268	0.9692602

