YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C
0.0000000	0.0579684	0.4796506	0.4893311	0.6410436	0.3474317	0.4576662	0.4619160	0.7496436	0.0427659
0.8158619	0.0000000	0.5955409	0.5133293	0.6895395	0.4421030	0.3082827	0.5500788	0.9150271	0.0438079
0.3463372	0.7278732	0.0000000	0.3336379	0.5414745	0.4923869	0.7144805	0.0557054	0.2439375	0.8388533
0.6983773	0.0509600	0.5749068	0.0000000	0.5386445	0.4824611	0.3461310	0.6971876	0.8076333	0.0526621
0.6767444	0.0843207	0.3885386	0.0532535	0.0000000	0.4617614	0.3384608	0.6727149	0.7453077	0.0663979
0.6443795	0.1199727	0.7051740	0.5920575	0.6932612	0.0000000	0.2189610	0.6724154	0.6836669	0.0267701
0.7379234	0.0723361	0.5891886	0.6351198	0.6348267	0.0341508	0.0000000	0.6458085	0.7025492	0.0254512
0.6118197	0.0866213	0.4395950	0.4973285	0.3616710	0.5706672	0.6832243	0.0000000	0.8707406	0.0270068
0.6137269	0.0569882	0.5810622	0.3530290	0.4502203	0.5044783	0.7649827	0.0175022	0.0000000	0.0346160
0.7845535	0.0777778	0.5864070	0.5893721	0.4573693	0.4452959	0.3612094	0.4654987	0.6550721	0.0000000
