YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W
0.3727459	0.2351594	0.3861052	0.7092160	0.1283491	0.2304379	0.9568999	0.7735107	0.2660211	1.0000000
0.8602223	0.5790193	0.8153108	0.1707195	0.3271276	0.4630106	0.7585708	0.2050111	0.3566215	0.6832958
0.7990207	0.6784958	0.9836591	0.0282473	0.4600620	0.3583650	1.0000000	0.3228936	0.4569210	1.0000000
0.7821566	0.6495247	0.8640026	0.0845091	0.4188753	0.2094306	1.0000000	0.1788411	0.6596469	0.9881268
0.3031844	0.2099048	0.3571685	0.7880210	0.1475683	0.2455509	1.0000000	0.8098903	0.2579329	1.0000000
0.7909587	0.6640648	0.8688588	0.0239812	0.6560941	0.3976234	0.9321265	0.0070260	0.3481407	1.0000000
0.8278023	0.5436723	0.7610883	0.2145991	0.2594406	0.2600444	1.0000000	0.4565255	0.5918860	1.0000000
0.6609860	0.4720391	0.6603334	0.1239602	0.3854946	0.4699605	0.7424617	0.1972695	0.6178387	1.0000000
0.7463059	0.5963842	0.8478647	0.1451885	0.3539045	0.2729705	0.8824998	0.0959559	0.2615190	1.0000000
0.7747539	0.5918291	0.7544066	0.0193706	0.7706514	0.6076176	0.4846837	0.0036687	0.2958296	0.5716933
