YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W
0.0227060	0.9755381	0.1589768	0.2007333	0.6015554	0.3445303	1.1413151	0.1927718	0.4830089	0.9624983
0.2139013	0.4977206	0.4488843	0.5863882	0.6158223	0.4471220	1.0695217	0.3019709	0.2644124	0.9659651
0.0246805	0.9897763	0.2179992	0.5201284	0.6775124	0.3513436	1.0393275	0.3247945	0.5726905	1.0950410
0.0328173	1.0731799	0.2190584	0.2299068	0.6335292	0.3428815	0.9795609	0.3390551	0.5848675	0.9708710
0.0379731	1.0625850	0.3101457	0.5148724	0.3616837	0.4127410	1.0681267	0.2816776	0.5923646	1.0084237
0.0399199	1.0146261	0.4154478	0.4969471	0.3456364	0.1877943	0.9699615	0.4088905	0.5766600	1.0703678
0.0447920	1.0106191	0.3679521	0.5863061	0.9174900	0.7582747	0.5142332	0.3972972	0.5083180	0.9940333
0.0234154	1.0262123	0.3561887	0.3772550	0.8132311	0.3758336	1.1044548	0.1404438	0.4338869	1.0016376
0.0301987	0.9951934	0.2801090	0.4422475	0.6631495	0.3428162	1.1513072	0.2554394	0.3025303	1.0325179
0.0179987	1.0204739	0.2558232	0.3188419	0.7023902	0.4297710	0.8383485	0.2809067	0.5565591	0.4953133
