"Time"	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W
350	0.7305113	0.3090653	0.9809035	0.8646866	0.9258465	0.1646915	0.9977234	1.0434298	1.0211763	0.1139158
400	0.7055117	0.3273042	0.8548495	0.9011749	0.8359282	0.1471025	0.9973627	1.0572983	1.0748044	0.1126445
450	0.6608557	0.3009215	0.7889852	0.9565851	0.7862775	0.1313135	0.9797493	0.9960534	0.9283352	0.0935979
500	0.5659841	0.3660830	0.9351351	0.9809684	0.7736629	0.1511004	0.9257157	0.9774150	0.9877878	0.1223416
550	0.5148037	0.3524113	1.0333945	0.8323727	0.8801232	0.1660458	1.0449029	0.9901778	1.0655289	0.1196662
600	0.5471789	0.2826146	0.8820225	0.7113507	0.9486887	0.1554766	0.9521160	0.9659929	1.0471449	0.1144885
650	0.6214322	0.3439156	0.9565339	0.7125150	0.8894313	0.1619244	0.8866122	0.9904117	1.0724722	0.1017274
700	0.5110080	0.3670853	0.8034430	0.7500119	0.9398131	0.1434994	0.9459592	0.9793883	1.0053250	0.1124261
750	0.4207893	0.3877077	0.7546700	0.6664634	0.9962110	0.1591554	0.9499338	0.9345637	0.9959943	0.0797921
800	0.3747727	0.3780102	0.8129988	0.7079036	1.1162216	0.1169490	0.9596176	0.9595656	1.1139703	0.0710363
850	0.4158667	0.3328854	0.7862093	0.6799614	1.0637510	0.1470748	0.9634398	0.9981199	1.0449611	0.0755433
900	0.4805459	0.3835689	0.8188717	0.7061906	1.0090638	0.2030224	0.9815238	0.8897253	1.0707477	0.1036647
950	0.4627572	0.4276620	0.8098430	0.6396053	0.9692424	0.1458694	0.9487277	0.9489185	0.9462113	0.1312253
1000	0.5026848	0.3538002	0.8288876	0.6856030	1.0288878	0.1159450	1.0495185	0.9732171	1.0601361	0.0979980

0	0.4550697	0.4108185	0.8666485	0.7317779	1.0824281	0.1545193	0.9080413	0.9372286	1.0409799	0.1022351
50	0.3641059	0.3908087	0.9159645	0.7750353	0.8684958	0.1229643	0.9493330	0.9599630	0.8340594	0.0823608
100	0.3668759	0.3363101	0.9352193	0.6765651	0.5284234	0.1856417	0.9702754	0.9929337	0.6254722	0.0897258
150	0.4253116	0.3060901	0.9800329	0.5197037	0.4122291	0.2019952	0.9469390	0.9787153	0.4740709	0.1490607
200	0.4730752	0.2770398	0.9867408	0.3734253	0.3464528	0.2043484	0.9299016	0.9108058	0.4107103	0.2007915
250	0.4329173	0.2694366	0.8248301	0.3042287	0.3136411	0.2298208	0.9837516	0.8761345	0.3731719	0.2299578
300	0.5146440	0.4206833	0.7802887	0.2691344	0.2739989	0.2251644	0.8992563	0.8737740	0.3651303	0.3104273
350	0.5221932	0.3768790	0.6894534	0.2239233	0.2282533	0.1980407	0.9118402	0.7315151	0.3400124	0.3691280
400	0.5011694	0.4580286	0.7297961	0.2675501	0.2268200	0.2388551	1.0025139	0.6668070	0.3874955	0.3703870
450	0.5041316	0.5072868	0.7115505	0.2687014	0.2313142	0.2320465	1.0060080	0.7227087	0.3699733	0.4348918
500	0.4594264	0.4999742	0.7557355	0.2259554	0.2730423	0.2056886	0.9709993	0.7687914	0.3818044	0.3988083
550	0.4239096	0.5917282	0.4732409	0.2848806	0.4773675	0.2389922	0.9967011	0.7111435	0.4842368	0.4666837
600	0.3875352	0.6671541	0.4829152	0.3793540	0.7028857	0.1832502	1.0302412	0.8354456	0.7640309	0.3680601
650	0.3040337	0.8110305	0.6318986	0.5456069	0.8389402	0.1553812	0.9893724	0.9860208	0.8062786	0.2268894
700	0.2823779	0.6810324	0.7677442	0.7086822	1.0258591	0.1402244	0.9736040	0.9554531	0.8885439	0.1613040
750	0.2483952	0.5293646	0.7747783	0.6934455	0.9464928	0.1336612	0.9613342	0.9921924	0.9548895	0.1131019
800	0.2838019	0.5213700	0.7755378	0.8029787	0.9738567	0.1348022	1.0405430	1.0550728	0.9493557	0.0705981
850	0.2463265	0.4782505	0.9024746	0.7840969	0.9215129	0.1583847	1.0261735	1.0064308	1.0102756	0.0923501
900	0.2360433	0.4128541	0.7829947	0.7797123	0.9415343	0.1521392	0.9530119	0.9356959	0.9567412	0.0643485
950	0.2872366	0.4507966	0.7768487	0.6614236	0.9869080	0.1330893	1.0078679	0.9658166	0.8837054	0.0834883
1000	0.3191408	0.4234530	0.7803358	0.7010627	0.9589172	0.1685634	0.9599141	1.0122566	1.0041445	0.0772929

0	0.4550697	0.4108185	0.8666485	0.7317779	1.0824281	0.1545193	0.9080413	0.9372286	1.0409799	0.1022351
50	0.3699257	0.4069622	0.8022663	0.7031091	1.0271317	0.1564680	1.0049580	0.9670731	0.9456599	0.0578739
100	0.4169181	0.4084521	0.7701633	0.8233784	1.0712044	0.1479019	0.9139454	1.0274116	0.9606906	0.0931955
150	0.3819985	0.3874492	0.8699105	0.8259122	0.9806796	0.1717271	0.9054727	0.9277341	0.9256338	0.0792688
200	0.3640644	0.3940980	0.8261160	0.8069988	0.9550806	0.1495760	0.8868575	0.9866142	0.9774116	0.0795807
250	0.3681723	0.4167222	0.9116970	0.8273613	1.0401050	0.1644798	0.9050591	0.9662871	1.0294104	0.0946568
300	0.4202838	0.3806577	0.8699439	0.7633437	0.9463391	0.1593695	0.8536536	1.0236316	1.0361982	0.1078858
350	0.4415183	0.2953649	0.9094043	0.7474780	0.9627331	0.1220367	0.9387538	0.9803609	0.9222192	0.0893012
400	0.4051470	0.3886507	0.9434333	0.7789116	1.0206522	0.1879515	0.9407496	0.9634289	1.0201738	0.0982354
450	0.3639408	0.3308891	0.9382200	0.7732956	1.1037484	0.1419088	0.9792045	0.9839259	0.9509448	0.0823039
500	0.4544274	0.3156666	0.7783107	0.7522866	1.0607151	0.1714907	0.9682418	0.9824974	0.9570524	0.0791152
550	0.5221390	0.3281741	0.9455543	0.8052326	1.1122219	0.1436628	0.9700505	0.9468964	0.8967705	0.0868589
600	0.5795921	0.3416292	0.8332233	0.7978139	1.0726857	0.1485403	1.0333629	0.9765028	1.0038039	0.0827751
650	0.5524450	0.3446590	0.8489478	0.6845637	1.0678305	0.1669587	0.9103094	0.9792685	1.0523559	0.0906535
700	0.4439833	0.3470741	0.8636919	0.6933994	1.0933811	0.1407869	0.9953845	1.0140449	1.0453708	0.0946697
750	0.4908445	0.3122212	0.9018431	0.7541680	1.0911324	0.1425249	0.9882240	1.0547517	0.9592307	0.0688508
800	0.5119900	0.2557734	0.8419298	0.6721796	1.1214405	0.1338308	0.9646503	1.0116251	1.0117035	0.0831471
850	0.6133181	0.3473386	0.8550451	0.6420524	1.0029445	0.1106700	1.0366445	0.8528328	0.9644776	0.0789170
900	0.5355060	0.3664481	0.7032608	0.7112859	1.0400870	0.1642197	1.0173688	0.8926444	0.9727543	0.0775163
950	0.5281687	0.4034437	0.8132147	0.7906295	1.0311916	0.1665415	0.9448984	0.8886727	0.8988829	0.1087179
1000	0.4686096	0.3767260	0.8306726	0.6828168	0.9766690	0.1891832	0.9710425	0.8575020	0.9640471	0.0990376

0	0.4550697	0.4108185	0.8666485	0.7317779	1.0824281	0.1545193	0.9080413	0.9372286	1.0409799	0.1022351
50	0.5205899	0.2260584	1.0204319	0.7693899	1.0987662	0.1106319	0.9628477	0.9717606	0.9809517	0.0900077
100	0.5707943	0.1507372	0.9610624	0.9379804	0.9324317	0.1143538	0.9990627	0.9855027	0.9627373	0.0790571
150	0.6122150	0.0818509	0.8156383	0.8596598	1.0261641	0.1081802	0.9965309	1.0361032	0.9741018	0.0574627
200	0.5547709	0.0887062	0.9643075	0.8153127	1.0731977	0.1326795	0.9769359	0.9676481	1.0580524	0.1038805
250	0.6718748	0.0932054	0.9236927	0.8228130	1.0855606	0.1750027	0.9457742	0.8953981	1.0588396	0.0905200
300	0.5930113	0.0746054	0.9089288	0.7968545	1.0627101	0.1611971	0.9257212	0.9431764	0.9725932	0.0842019
350	0.6401899	0.1010478	0.8588682	0.7664526	0.9060077	0.1546419	0.9077294	1.0066207	1.0228482	0.0651119
400	0.6363282	0.0824402	0.8194805	0.7867391	0.9433549	0.1638472	0.9967732	1.0237700	0.9279664	0.0875506
450	0.6685566	0.0881919	0.7851017	0.8720638	1.0632362	0.1344779	1.0053324	0.9713517	0.9422695	0.0808422
500	0.6137765	0.0737761	0.9163724	0.8940710	0.9247475	0.1462833	0.9742182	0.9336767	1.0587457	0.0701573
550	0.5978147	0.1509804	0.9930357	0.7833531	1.0669526	0.1945730	0.9610875	1.0245791	1.1293790	0.0959971
600	0.5950629	0.2057338	0.8567658	0.7089600	1.0724522	0.2048289	0.9458757	0.9909641	1.1560461	0.1075926
650	0.5832135	0.2754144	0.7901417	0.7164995	1.1474816	0.1814788	1.0240398	0.9869569	1.0058308	0.1180852
700	0.5770314	0.3378187	0.7812487	0.7869652	1.0549001	0.1540084	0.9901175	0.9965523	1.0202389	0.0646269
750	0.5838698	0.3704359	0.7968415	0.7831282	1.0737861	0.1201338	1.0759144	1.0503748	1.0557714	0.0642788
800	0.6236441	0.4196715	0.8792000	0.7282469	0.9653272	0.1432689	1.1018882	1.0908276	1.0058976	0.0836463
850	0.5636424	0.2844047	0.8028441	0.6823968	0.9418806	0.0932953	1.0208931	1.0083834	0.9799730	0.1011791
900	0.5083204	0.3593645	0.7907027	0.6340581	0.9632668	0.1002670	1.0196766	1.0714120	0.9347900	0.0799195
950	0.4898898	0.4689346	0.7015719	0.6431351	1.0519794	0.1245865	1.0232704	0.9491410	0.8818150	0.0675753
1000	0.4674226	0.4170613	0.7478157	0.6556081	1.0246203	0.1040872	0.9828331	1.0312972	0.9217128	0.0987082

0	0.4550697	0.4108185	0.8666485	0.7317779	1.0824281	0.1545193	0.9080413	0.9372286	1.0409799	0.1022351
50	0.4487213	0.4070011	0.8825961	0.7685536	0.7139840	0.1605048	1.0552854	1.0305421	0.9717790	0.0817981
100	0.3753300	0.3009825	0.8552637	0.6394889	0.3861528	0.1792380	0.9915899	1.0395177	1.0051244	0.1366839
150	0.4248170	0.3170255	0.7769669	0.4673000	0.3088285	0.2034843	1.0271803	1.0522600	0.9725619	0.1952752
200	0.4608838	0.2744337	0.6671862	0.3223567	0.2632890	0.2155233	0.9433745	1.0414252	0.9950982	0.3916570
250	0.6158831	0.3233060	0.4548639	0.2887413	0.1704382	0.2526626	0.9838045	0.9450717	0.9786393	0.3873386
300	0.6536436	0.5974260	0.3311915	0.2432858	0.1557519	0.2948403	1.0236300	1.0529259	0.9874438	0.5058310
350	0.4591052	0.7677242	0.2480219	0.1782185	0.2276291	0.2978800	0.9657412	1.0785431	0.9188757	0.5025315
400	0.3461455	0.8095551	0.1534330	0.1693751	0.2183256	0.2825466	0.9557774	1.0041292	1.0116589	0.4636555
450	0.2641801	0.8975447	0.1633772	0.1888601	0.2042668	0.2687991	0.9809692	1.0690485	1.0676272	0.4947321
500	0.2785099	0.8257171	0.1638747	0.1947150	0.1458780	0.2497852	0.9258976	0.9672739	1.0330768	0.5285046
550	0.2962066	0.9006140	0.1669120	0.1731783	0.4029638	0.2392190	1.0011670	1.0447449	1.0234581	0.5266948
600	0.2136706	1.0113259	0.1654642	0.3198039	0.6305329	0.2529257	0.9088778	1.0921536	0.9901220	0.4044921
650	0.1843167	0.9295846	0.4313030	0.4669378	0.8943962	0.2256964	0.9628831	1.0984579	0.9913990	0.2338787
700	0.2129071	0.8657125	0.6038412	0.6012485	1.0403019	0.1737004	1.0591405	1.1309628	1.1406618	0.2009585
750	0.2666914	0.6824609	0.7844374	0.6181866	1.0222640	0.1315787	1.0056209	1.1435789	1.1331218	0.1367642
800	0.2451830	0.5887355	0.8077821	0.6639302	1.0527203	0.1037044	1.0918918	0.9380249	0.9764106	0.1150005
850	0.3153952	0.5474538	0.8662470	0.6991473	0.9623674	0.1136575	1.1309374	0.9637137	0.9807125	0.0884834
900	0.2718115	0.5461877	0.8255842	0.6741705	1.0532531	0.1061233	0.9843641	1.0185157	0.9252888	0.1048768
950	0.3592926	0.3980924	0.8447855	0.6810188	1.0797231	0.0910159	0.9724841	0.9963265	1.0923933	0.0973990
1000	0.3659603	0.4110268	0.8344784	0.6553040	0.9699991	0.0835430	1.0188686	0.9911764	1.0924384	0.1128485

0	0.4550697	0.4108185	0.8666485	0.7317779	1.0824281	0.1545193	0.9080413	0.9372286	1.0409799	0.1022351
50	0.5417192	0.3945091	0.8840316	0.7733732	0.9874516	0.1382259	1.0601724	0.9671635	0.8669806	0.1155998
100	0.5808030	0.3656236	0.8771586	0.7575527	1.0369277	0.1271537	0.9858322	0.9462495	0.8242803	0.1113554
150	0.5063973	0.3455206	0.8887348	0.6575219	0.9813399	0.1460917	0.9345089	0.8837231	0.6944125	0.0888966
200	0.5569492	0.3037762	0.8595795	0.6348913	1.0036668	0.1310514	0.9827292	1.0060512	0.6115389	0.0635498
250	0.5674413	0.2938016	0.8517508	0.6454570	0.9960279	0.1425262	1.0306778	0.9543827	0.5937712	0.0697487
300	0.7061164	0.2732234	0.8263204	0.7744652	0.9430139	0.1201045	0.9727942	0.9923716	0.5901918	0.0789122
350	0.6831577	0.3000586	0.8313898	0.7042576	1.0693080	0.1247474	0.9623682	0.9028808	0.5759035	0.0725335
400	0.6874219	0.3347191	0.9027300	0.7969692	1.1288187	0.1671494	0.8588419	0.9466751	0.5948684	0.0950504
450	0.5853832	0.2997123	0.9401316	0.7519085	1.1237619	0.1767628	0.8983586	0.9025639	0.5829728	0.0768776
500	0.5893606	0.2907664	0.8554620	0.8297686	1.1175102	0.1832219	0.9137679	0.8958931	0.5130189	0.0542515
550	0.6081609	0.4154894	0.7380627	0.7613760	0.9924068	0.1891051	0.9434662	0.9482047	0.6405840	0.0402792
600	0.5344852	0.4409080	0.7942688	0.6778462	1.0786193	0.1563086	0.9698812	0.9209634	0.7661628	0.0573870
650	0.4245016	0.4034749	0.7871060	0.7271054	1.0439374	0.1821463	0.9115355	0.9800307	0.8857516	0.0671412
700	0.4290111	0.4367733	0.7289907	0.7566127	1.0178190	0.1839733	1.0576537	0.8823966	0.8955065	0.0780187
750	0.4407704	0.4579794	0.8421145	0.6817898	1.1062719	0.1570306	1.0310577	0.9310501	0.9496981	0.0566945
800	0.4597743	0.4380926	0.8571373	0.7077255	1.0588838	0.1331146	1.1613863	0.8590873	0.9613499	0.0776174
850	0.3959267	0.4268535	0.8155802	0.7370647	1.0498721	0.1108374	1.0612789	0.9709161	0.9856908	0.0648091
900	0.3972940	0.4296491	0.8619710	0.6777612	1.0296105	0.1089962	1.0652587	1.0473934	0.9918725	0.0675800
950	0.3925250	0.3752417	0.8385375	0.6899942	0.9523795	0.1376885	1.0687041	1.0346858	0.9816848	0.0905163
1000	0.3983501	0.3235892	0.8482667	0.7414942	1.0269481	0.1375701	0.8370946	1.0138333	0.9812898	0.0732369

0	0.4550697	0.4108185	0.8666485	0.7317779	1.0824281	0.1545193	0.9080413	0.9372286	1.0409799	0.1022351
50	0.3154745	0.3943843	0.9059349	0.6876464	1.0749022	0.1493096	0.9664169	0.8797505	0.8387122	0.0863177
100	0.3127521	0.3357876	0.9024527	0.7883825	1.1550858	0.1217469	1.0232150	0.8554093	0.7679092	0.0557703
150	0.3837696	0.3219893	0.9956905	0.7737564	1.0764403	0.1397293	0.9678781	0.8522691	0.7621209	0.0605591
200	0.4013497	0.3604311	0.9483210	0.7922724	1.0295799	0.1343273	1.0646831	0.9597817	0.6269707	0.0378355
250	0.4540810	0.3547083	0.8006786	0.7618220	1.0021881	0.1267247	1.0247509	0.9594480	0.5913430	0.0580172
300	0.4701187	0.3978225	0.8753214	0.8147137	1.0758020	0.1274037	0.9890117	1.0024271	0.6447439	0.0638678
350	0.4128474	0.3416516	0.8459203	0.6575317	1.0639353	0.1309864	1.0044359	1.0001860	0.7192345	0.0600384
400	0.4597225	0.3636944	0.7831223	0.7655636	1.0078092	0.1111812	1.0532257	1.0847227	0.7107373	0.0554287
450	0.5384468	0.4181241	0.8700150	0.9082320	0.9823942	0.1252883	1.0518841	1.0101780	0.6846030	0.0687857
500	0.4930850	0.3687735	0.8755782	0.7611378	0.8777539	0.1304701	0.9839602	1.0070017	0.6668834	0.0679598
550	0.4849008	0.2982230	0.8455791	0.7884261	1.0897815	0.1568432	0.9721231	0.9924292	0.7742375	0.0540930
600	0.5050904	0.3479229	0.8504243	0.7186042	1.0565910	0.1753030	0.9403357	1.0087257	0.8973264	0.0821556
650	0.4819529	0.3775054	0.9441859	0.8253045	1.0483062	0.1485002	0.9708189	0.9739729	0.8840592	0.0841553
700	0.4888838	0.2818888	0.8846669	0.7553408	1.0864933	0.1686631	0.9620618	0.9793379	1.0185604	0.0663935
750	0.5588742	0.3772170	0.9141072	0.7015286	1.1213452	0.1542990	1.0366567	0.9799072	0.9713066	0.0765454
800	0.5327939	0.3659678	0.7837398	0.7705957	1.0993510	0.1562891	1.0123702	1.0073854	0.9797556	0.0693818
850	0.5543912	0.4300379	0.8330047	0.7820483	1.0344486	0.1550607	1.0351294	1.0838252	0.9006991	0.0819714
900	0.5172944	0.4268656	0.8052513	0.7123050	1.0587339	0.1350849	1.0158421	1.0257927	0.8819269	0.1054593
950	0.4907090	0.4291464	0.8981197	0.6210568	0.9242299	0.1274217	1.0082807	1.0163056	0.9791842	0.0927640
1000	0.4517619	0.3763764	0.8077003	0.6672147	0.9454770	0.1502574	0.9881221	1.0061030	1.1100506	0.0737986
