"Time"	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C
0	0.0414004	0.0590876	0.0428999	0.9171417	0.0333968	0.0623468	0.1886660	0.5443890	0.2215922	1.0000000
50	0.0414004	0.0590876	0.0428973	0.6672472	0.3189559	0.0623468	0.1886663	0.5332006	0.2215922	1.0000000
100	0.0414004	0.0590876	0.0428487	0.3063557	0.4442832	0.0623467	0.1886664	0.4074122	0.2215922	1.0000000
150	0.0414004	0.0590876	0.0426146	0.1518640	0.4992873	0.0623467	0.1886665	0.2318102	0.2215922	1.0000000
200	0.0414004	0.0590876	0.0422936	0.0952982	0.5234277	0.0623467	0.1886665	0.1557744	0.2215922	1.0000000
250	0.0414004	0.0590876	0.0421211	0.0748231	0.5340226	0.0623467	0.1886665	0.1346996	0.2215922	1.0000000
300	0.0414004	0.0590876	0.0420538	0.0672385	0.5386725	0.0623467	0.1886665	0.1295060	0.2215922	1.0000000
350	0.0414004	0.0590876	0.0420295	0.0643314	0.5407133	0.0623467	0.1886665	0.1282615	0.2215922	1.0000000
400	0.0414004	0.0590876	0.0420210	0.0631778	0.5416089	0.0623467	0.1886665	0.1279636	0.2215922	1.0000000
450	0.0414004	0.0590876	0.0420180	0.0627061	0.5420020	0.0623467	0.1886665	0.1278913	0.2215922	1.0000000
500	0.0414004	0.0590876	0.0420169	0.0625087	0.5421745	0.0623467	0.1886665	0.1278732	0.2215922	1.0000000
550	0.0414004	0.0590876	0.0420165	0.0707244	0.2566924	0.0623467	0.1886665	0.1278692	0.2215922	1.0000000
600	0.0414004	0.0590876	0.0420169	0.1201375	0.1313990	0.0623467	0.1886665	0.1278841	0.2215922	1.0000000
650	0.0414004	0.0590876	0.0420229	0.2540553	0.0764097	0.0623467	0.1886665	0.1281405	0.2215922	1.0000000
700	0.0414004	0.0590876	0.0420945	0.4678342	0.0522758	0.0623467	0.1886665	0.1326115	0.2215922	1.0000000
750	0.0414004	0.0590876	0.0423556	0.6669173	0.0416838	0.0623467	0.1886665	0.1692674	0.2215922	1.0000000
800	0.0414004	0.0590876	0.0426237	0.7936819	0.0370352	0.0623467	0.1886665	0.2692364	0.2215922	1.0000000
850	0.0414004	0.0590876	0.0427741	0.8597703	0.0349950	0.0623467	0.1886665	0.3818979	0.2215922	1.0000000
900	0.0414004	0.0590876	0.0428443	0.8911922	0.0340996	0.0623467	0.1886665	0.4595680	0.2215922	1.0000000
950	0.0414004	0.0590876	0.0428754	0.9055318	0.0337066	0.0623467	0.1886665	0.5025897	0.2215922	1.0000000
1000	0.0414004	0.0590876	0.0428890	0.9119565	0.0335341	0.0623467	0.1886665	0.5243198	0.2215922	1.0000000

0	0.0414004	0.0590876	0.0428999	0.9171417	0.0333968	0.0623468	0.1886660	0.5443890	0.2215922	1.0000000
50	0.0414005	0.0590898	0.2966458	0.9171021	0.0333981	0.0623469	0.1883811	0.8722389	0.2263091	0.5636947
100	0.0414048	0.0591736	0.3819996	0.9170831	0.0334001	0.0623545	0.1835876	0.9476541	0.2555098	0.3888044
150	0.0414455	0.0594354	0.4107107	0.9170659	0.0334136	0.0624162	0.1656002	0.9665352	0.3318117	0.3187006
200	0.0415450	0.0596242	0.4203692	0.9170149	0.0334463	0.0626637	0.1345852	0.9743445	0.4464446	0.2905999
250	0.0416439	0.0595905	0.4236196	0.9169107	0.0334744	0.0633880	0.1041130	0.9802771	0.5545194	0.2793360
300	0.0416792	0.0594588	0.4247146	0.9168094	0.0334608	0.0651250	0.0829091	0.9847054	0.6294844	0.2748209
350	0.0416535	0.0593458	0.4250837	0.9168264	0.0333772	0.0684446	0.0705239	0.9874786	0.6730870	0.2730110
400	0.0416033	0.0592766	0.4252076	0.9170866	0.0332014	0.0732282	0.0638716	0.9890278	0.6960080	0.2722855
450	0.0415559	0.0592394	0.4252486	0.9176975	0.0329258	0.0783828	0.0604513	0.9898440	0.7073319	0.2719947
500	0.0415214	0.0592203	0.4252615	0.9187077	0.0325776	0.0827077	0.0587422	0.9902656	0.7127009	0.2718782
550	0.0414963	0.0591489	0.1715211	0.9200527	0.0322136	0.0856594	0.0587751	0.8135160	0.5985137	0.7081367
600	0.0414631	0.0590979	0.0861683	0.9215582	0.0318946	0.0855057	0.0681816	0.7476116	0.3960692	0.8830083
650	0.0414327	0.0590889	0.0574568	0.9229666	0.0317382	0.0789712	0.0920786	0.6820051	0.2919556	0.9531046
700	0.0414147	0.0590877	0.0477982	0.9238576	0.0318758	0.0708918	0.1237680	0.6223713	0.2493668	0.9812023
750	0.0414062	0.0590876	0.0445488	0.9238212	0.0322357	0.0660285	0.1516565	0.5839714	0.2326581	0.9924650
800	0.0414026	0.0590876	0.0434554	0.9228870	0.0326263	0.0638541	0.1699970	0.5640028	0.2260803	0.9969797
850	0.0414013	0.0590876	0.0430874	0.9214970	0.0329325	0.0629687	0.1799691	0.5544911	0.2234449	0.9987893
900	0.0414007	0.0590876	0.0429635	0.9201181	0.0331350	0.0626097	0.1848011	0.5499197	0.2223677	0.9995147
950	0.0414005	0.0590876	0.0429216	0.9190100	0.0332562	0.0624601	0.1869922	0.5475483	0.2219198	0.9998055
1000	0.0414005	0.0590876	0.0429074	0.9182312	0.0333242	0.0623961	0.1879504	0.5461988	0.2217313	0.9999220

0	0.0414004	0.0590876	0.0428999	0.9171417	0.0333968	0.0623468	0.1886660	0.5443890	0.2215922	1.0000000
50	0.1052816	0.5420759	0.0431449	0.9063547	0.0693546	0.0630715	0.0552899	0.5256997	0.0972037	1.0000000
100	0.2292465	0.5931613	0.0478425	0.7415940	0.1727430	0.0738315	0.0253196	0.4768943	0.0584815	1.0000000
150	0.3077698	0.5985646	0.0638423	0.4580225	0.2355503	0.1429411	0.0222206	0.3673127	0.0464272	1.0000000
200	0.3446584	0.5991361	0.0798893	0.2966566	0.1897758	0.2569544	0.0242609	0.1937955	0.0426747	1.0000000
250	0.3599561	0.5991965	0.0787909	0.2816823	0.1182306	0.3066912	0.0260210	0.0821003	0.0415066	1.0000000
300	0.3658849	0.5992029	0.0740117	0.3825981	0.0761127	0.3052692	0.0269255	0.0445487	0.0411429	1.0000000
350	0.3680876	0.5992036	0.0831066	0.5445057	0.0557694	0.2926052	0.0273108	0.0508931	0.0410297	1.0000000
400	0.3688828	0.5992037	0.1040449	0.6907461	0.0469585	0.2830053	0.0274598	0.1067995	0.0409945	1.0000000
450	0.3691641	0.5992037	0.1220537	0.7849945	0.0436645	0.2777540	0.0275140	0.2048185	0.0409835	1.0000000
500	0.3692620	0.5992037	0.1325541	0.8344149	0.0427463	0.2752806	0.0275331	0.2982325	0.0409801	1.0000000
550	0.3193065	0.1162170	0.1361035	0.8570894	0.0423707	0.1236892	0.3578049	0.3694850	0.1653676	1.0000000
600	0.2019112	0.0651352	0.1210838	0.8664329	0.0424811	0.0759232	0.2927235	0.4336398	0.2040894	1.0000000
650	0.1151752	0.0597301	0.0913772	0.8709221	0.0405828	0.0650477	0.2340198	0.4774209	0.2161436	1.0000000
700	0.0716052	0.0591562	0.0669251	0.8784688	0.0377375	0.0626681	0.2063762	0.5007872	0.2198960	1.0000000
750	0.0530041	0.0590950	0.0534157	0.8893238	0.0356502	0.0622443	0.1952005	0.5136137	0.2210642	1.0000000
800	0.0456852	0.0590884	0.0472345	0.8995963	0.0344812	0.0622373	0.1909893	0.5225155	0.2214278	1.0000000
850	0.0429406	0.0590877	0.0446368	0.9070885	0.0338995	0.0622851	0.1894701	0.5295506	0.2215410	1.0000000
900	0.0419434	0.0590876	0.0435854	0.9117516	0.0336261	0.0623183	0.1889388	0.5349164	0.2215763	1.0000000
950	0.0415891	0.0590876	0.0431674	0.9143735	0.0335011	0.0623349	0.1887572	0.5386611	0.2215872	1.0000000
1000	0.0414652	0.0590876	0.0430032	0.9157505	0.0334448	0.0623421	0.1886963	0.5410583	0.2215907	1.0000000

0	0.0414004	0.0590876	0.0428999	0.9171417	0.0333968	0.0623468	0.1886660	0.5443890	0.2215922	1.0000000
50	0.0457204	0.0935061	0.3255019	0.9166164	0.0348972	0.0624874	0.1445678	0.5442657	0.2215922	1.0000000
100	0.0547896	0.0972279	0.4206439	0.9111709	0.0386581	0.0629378	0.1332572	0.5437747	0.2215922	1.0000000
150	0.0611593	0.0978508	0.4528060	0.8990170	0.0418252	0.0634070	0.1303561	0.5414296	0.2215922	1.0000000
200	0.0644184	0.0981354	0.4637783	0.8848287	0.0437339	0.0637040	0.1296121	0.5363087	0.2215922	1.0000000
250	0.0659051	0.0982930	0.4675726	0.8729719	0.0447419	0.0638458	0.1294212	0.5292858	0.2215922	1.0000000
300	0.0665571	0.0983690	0.4689051	0.8648278	0.0452442	0.0639032	0.1293723	0.5220896	0.2215922	1.0000000
350	0.0668394	0.0984017	0.4693804	0.8598817	0.0454874	0.0639241	0.1293597	0.5160437	0.2215922	1.0000000
400	0.0669608	0.0984150	0.4695525	0.8571112	0.0456032	0.0639313	0.1293565	0.5116377	0.2215922	1.0000000
450	0.0670127	0.0984202	0.4696155	0.8556424	0.0456577	0.0639337	0.1293557	0.5087460	0.2215922	1.0000000
500	0.0670346	0.0984222	0.4696389	0.8548933	0.0456831	0.0639344	0.1293554	0.5069914	0.2215922	1.0000000
550	0.0625124	0.0636402	0.1875158	0.8552920	0.0437927	0.0635104	0.1734539	0.5060076	0.2215922	1.0000000
600	0.0532137	0.0596099	0.0923822	0.8626254	0.0397508	0.0628727	0.1847646	0.5062163	0.2215922	1.0000000
650	0.0468021	0.0591451	0.0600324	0.8769347	0.0367176	0.0625479	0.1876657	0.5094873	0.2215922	1.0000000
700	0.0436204	0.0590938	0.0489008	0.8914968	0.0350054	0.0624183	0.1884098	0.5160951	0.2215922	1.0000000
750	0.0422571	0.0590883	0.0450239	0.9023709	0.0341451	0.0623710	0.1886006	0.5239667	0.2215922	1.0000000
800	0.0417179	0.0590877	0.0436583	0.9092078	0.0337374	0.0623547	0.1886496	0.5309795	0.2215922	1.0000000
850	0.0415149	0.0590876	0.0431724	0.9130751	0.0335504	0.0623493	0.1886621	0.5361925	0.2215922	1.0000000
900	0.0414409	0.0590876	0.0429981	0.9151146	0.0334662	0.0623475	0.1886654	0.5396257	0.2215922	1.0000000
950	0.0414145	0.0590876	0.0429353	0.9161387	0.0334287	0.0623470	0.1886662	0.5417008	0.2215922	1.0000000
1000	0.0414053	0.0590876	0.0429126	0.9166350	0.0334122	0.0623468	0.1886664	0.5428774	0.2215922	1.0000000

0	0.0414004	0.0590876	0.0428999	0.9171417	0.0333968	0.0623468	0.1886660	0.5443890	0.2215922	1.0000000
50	0.0414007	0.0591151	0.5218717	0.8007172	0.0333982	0.0623469	0.1884233	0.5313483	0.2255341	0.6202627
100	0.0414701	0.0606180	0.6829839	0.7673513	0.0334211	0.0623531	0.1845744	0.4994451	0.2471825	0.4680473
150	0.0422374	0.0659331	0.7371773	0.7576592	0.0336800	0.0624003	0.1711472	0.4816031	0.2956355	0.4070327
200	0.0442869	0.0705166	0.7554116	0.7541031	0.0344271	0.0625680	0.1482567	0.4911385	0.3620248	0.3825753
250	0.0466029	0.0710177	0.7615585	0.7512426	0.0353638	0.0629866	0.1241205	0.5191266	0.4239497	0.3727717
300	0.0478348	0.0690933	0.7636422	0.7481246	0.0359466	0.0638211	0.1054542	0.5489889	0.4682012	0.3688420
350	0.0477739	0.0669399	0.7643533	0.7456046	0.0359949	0.0651646	0.0933955	0.5712436	0.4948892	0.3672668
400	0.0470002	0.0653882	0.7645938	0.7444838	0.0356758	0.0668756	0.0863656	0.5849727	0.5093462	0.3666354
450	0.0460940	0.0644453	0.7646700	0.7447779	0.0352186	0.0685989	0.0825199	0.5927594	0.5166470	0.3663823
500	0.0453475	0.0639168	0.7646890	0.7459810	0.0347737	0.0700112	0.0805091	0.5972370	0.5201620	0.3662809
550	0.0447048	0.0612821	0.2858003	0.8631705	0.0343694	0.0709762	0.0805396	0.6125622	0.4517573	0.7459775
600	0.0436013	0.0594333	0.1247033	0.8981968	0.0338463	0.0709319	0.0906579	0.6236147	0.3335327	0.8981766
650	0.0425355	0.0591286	0.0704875	0.9098746	0.0333793	0.0688370	0.1134529	0.6057063	0.2692414	0.9591847
700	0.0419018	0.0590922	0.0522214	0.9146684	0.0331439	0.0660582	0.1401532	0.5803559	0.2413498	0.9836394
750	0.0416028	0.0590881	0.0460565	0.9169031	0.0331062	0.0641604	0.1616028	0.5625284	0.2298150	0.9934420
800	0.0414777	0.0590876	0.0439713	0.9178289	0.0331621	0.0631820	0.1750493	0.5529841	0.2250535	0.9973712
850	0.0414289	0.0590876	0.0432644	0.9180355	0.0332366	0.0627264	0.1822532	0.5484691	0.2230649	0.9989463
900	0.0414106	0.0590876	0.0430242	0.9179099	0.0332981	0.0625194	0.1857633	0.5464054	0.2222234	0.9995776
950	0.0414040	0.0590876	0.0429424	0.9176868	0.0333402	0.0624252	0.1873816	0.5454234	0.2218637	0.9998307
1000	0.0414017	0.0590876	0.0429144	0.9174785	0.0333663	0.0623823	0.1881049	0.5449108	0.2217090	0.9999321

0	0.0414004	0.0590876	0.0428999	0.9171417	0.0333968	0.0623468	0.1886660	0.5443890	0.2215922	1.0000000
50	0.0414004	0.0590876	0.0428999	0.9171022	0.0333978	0.0624465	0.1556961	0.5442756	0.2215922	1.0000000
100	0.0414004	0.0590876	0.0428998	0.9170859	0.0333945	0.0627332	0.1472397	0.5442179	0.2215922	1.0000000
150	0.0414004	0.0590876	0.0428998	0.9170913	0.0333842	0.0630005	0.1450708	0.5441905	0.2215922	1.0000000
200	0.0414004	0.0590876	0.0428998	0.9171221	0.0333700	0.0631577	0.1445145	0.5441827	0.2215922	1.0000000
250	0.0414004	0.0590876	0.0428998	0.9171722	0.0333566	0.0632297	0.1443718	0.5441906	0.2215922	1.0000000
300	0.0414004	0.0590876	0.0428998	0.9172285	0.0333463	0.0632582	0.1443352	0.5442107	0.2215922	1.0000000
350	0.0414004	0.0590876	0.0428998	0.9172788	0.0333396	0.0632685	0.1443258	0.5442376	0.2215922	1.0000000
400	0.0414004	0.0590876	0.0428998	0.9173173	0.0333357	0.0632720	0.1443234	0.5442652	0.2215922	1.0000000
450	0.0414004	0.0590876	0.0428998	0.9173437	0.0333335	0.0632731	0.1443228	0.5442893	0.2215922	1.0000000
500	0.0414004	0.0590876	0.0428999	0.9173602	0.0333323	0.0632735	0.1443226	0.5443079	0.2215922	1.0000000
550	0.0414004	0.0590876	0.0428999	0.9173698	0.0333325	0.0630551	0.1772928	0.5443210	0.2215922	1.0000000
600	0.0414004	0.0590876	0.0428999	0.9173701	0.0333398	0.0626889	0.1857493	0.5443292	0.2215922	1.0000000
650	0.0414004	0.0590876	0.0428999	0.9173483	0.0333543	0.0624839	0.1879182	0.5443317	0.2215922	1.0000000
700	0.0414004	0.0590876	0.0428999	0.9173013	0.0333696	0.0623970	0.1884746	0.5443244	0.2215922	1.0000000
750	0.0414004	0.0590876	0.0428999	0.9172420	0.0333815	0.0623642	0.1886172	0.5443055	0.2215922	1.0000000
800	0.0414004	0.0590876	0.0428998	0.9171858	0.0333894	0.0623525	0.1886538	0.5442783	0.2215922	1.0000000
850	0.0414004	0.0590876	0.0428998	0.9171417	0.0333940	0.0623486	0.1886632	0.5442486	0.2215922	1.0000000
900	0.0414004	0.0590876	0.0428998	0.9171111	0.0333966	0.0623473	0.1886656	0.5442219	0.2215922	1.0000000
950	0.0414004	0.0590876	0.0428998	0.9170919	0.0333979	0.0623469	0.1886663	0.5442008	0.2215922	1.0000000
1000	0.0414004	0.0590876	0.0428998	0.9170805	0.0333986	0.0623468	0.1886664	0.5441858	0.2215922	1.0000000
