YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W
0.4996977	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0373546	0.9985368	0.0458552	1.0000000
0.9998269	0.0065817	0.0533205	0.8563352	0.9229055	1.0000000	0.0373545	0.9985368	0.0458552	1.0000000
0.4627536	0.6884503	0.0266685	0.8544933	0.9211035	0.9758143	0.4456863	0.9985368	0.0458552	1.0000000
0.9999880	0.0016012	0.0734938	0.4281676	0.9229055	1.0000000	0.0373545	0.9985368	0.0458552	1.0000000
0.9995527	0.0108672	0.0547857	0.7466091	0.4614528	1.0000000	0.0373546	0.9985368	0.0458552	1.0000000
0.9996294	0.0098428	0.0555603	0.7069636	0.8524893	0.5000000	0.0373546	0.9985368	0.0458552	1.0000000
0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0186830	0.9985368	0.0458552	1.0000000
0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0373545	0.4993891	0.0458552	1.0000000
0.9993602	0.0131622	0.0533205	0.8563352	0.9229055	1.0000000	0.0313665	0.9997349	0.0229279	1.0000000
0.9993602	0.0131622	0.0533206	0.8563324	0.9229027	0.9999613	0.1355124	0.9614685	0.1750342	0.5000000
