"Time"	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C
1000	0.6949925	0.0796345	0.0151920	0.6241801	0.5472112	0.3082512	0.6275512	0.9449856	0.6091176	0.7639519

0	0.6659816	0.0461281	0.0039651	0.7047936	0.5759010	0.2852958	0.7801697	0.8086093	0.7059124	0.7634461
50	0.5475442	0.0520495	0.0028251	0.6673833	0.6561038	0.2582216	0.6569391	0.0599791	0.7321110	0.5883012
100	0.6302180	0.0604849	0.0019102	0.7351282	0.6442662	0.2601556	0.3573885	0.0787785	0.8371837	0.4888701
150	0.6708856	0.0551893	0.0029040	0.7402753	0.5401121	0.1907291	0.1698334	0.0358546	0.7306389	0.3971294
200	0.5115039	0.0454498	0.0101477	0.7462789	0.7410022	0.1389048	0.1230632	0.0991610	0.7967910	0.3790855
250	0.6877969	0.0882079	0.0070657	0.6343284	0.6258715	0.0363425	0.0558210	0.0700174	0.7245018	0.3928454
300	0.7470973	0.1194562	0.0018593	0.6477717	0.8604009	0.0332651	0.1132026	0.0427201	0.7273814	0.3625624
350	0.7212245	0.0758236	0.0045421	0.5947435	0.6317581	0.0275949	0.1037926	0.0383744	0.7400783	0.4034433
400	0.7985782	0.0522121	0.0085561	0.6169776	0.7453565	0.0421785	0.0459451	0.0259470	0.7130572	0.3387282
450	0.7330343	0.0597780	0.0034500	0.6796071	0.7991220	0.0324540	0.0226910	0.0749394	0.6989496	0.2875601
500	0.5692500	0.0714072	0.0045929	0.7129925	0.6934108	0.0186840	0.0522905	0.0472202	0.6612041	0.3494816
550	0.8250169	0.0476369	0.0045834	0.7376101	0.7235712	0.0140099	0.1751510	0.6877172	0.7135628	0.5840183
600	0.7239833	0.0692563	0.0131003	0.7597217	0.6715508	0.0259696	0.5414074	0.8178509	0.5787488	0.6863015
650	0.6491752	0.0542564	0.0197617	0.6215732	0.7521382	0.1722887	0.5211710	0.7189172	0.6396362	0.8391990
700	0.7322205	0.0557304	0.0015766	0.6302294	0.7244130	0.1853416	0.5513511	0.7423288	0.6047298	0.9287283
750	0.6781991	0.0269436	0.0085098	0.6925317	0.7993941	0.3026382	0.6928273	0.6672479	0.7704771	0.7334462
800	0.7504710	0.0473659	0.0038609	0.7590617	0.7249601	0.2963842	0.5800197	0.6846942	0.6172977	0.7188593
850	0.5639420	0.0670118	0.0033700	0.7373775	0.7533869	0.2817407	0.7025172	0.6943751	0.7171928	0.8180058
900	0.6188495	0.0890840	0.0063206	0.6949532	0.7871100	0.2873303	0.7787708	0.7259786	0.7252971	0.7452261
950	0.7015968	0.0775544	0.0008535	0.7387812	0.6067423	0.2747169	0.7833607	0.8025843	0.6630199	0.7111700
1000	0.7047137	0.0826465	0.0018095	0.7544360	0.5729807	0.2771542	0.6371873	0.7765917	0.6951984	0.8307468

0	0.6828324	0.0436392	0.0069462	0.7605084	0.6718867	0.2463629	0.7075284	0.8255432	0.7202181	0.7105494
50	0.6933918	0.0414950	0.0055051	0.7450447	0.3819285	0.4536706	0.7267479	0.7631579	0.6810135	0.8464861
100	0.6387080	0.0610948	0.0098362	0.7724006	0.5041744	0.3695019	0.8954329	0.7676600	0.7081969	0.5996367
150	0.4731477	0.0707924	0.0019502	0.7911771	0.5721540	0.4753035	0.7051732	0.8056647	0.6138223	0.7965453
200	0.6524161	0.1121694	0.0023882	0.7361833	0.5209822	0.3547120	0.7241212	0.9105437	0.7335476	0.6471765
250	0.5039571	0.0715175	0.0038482	0.7435260	0.5099137	0.3460749	0.7169537	0.7134284	0.7139428	0.7965228
300	0.6361857	0.0921441	0.0025144	0.6964233	0.5831453	0.4667588	0.7067122	0.7094883	0.7364693	0.7214979
350	0.5506400	0.0918904	0.0063503	0.7089154	0.5357596	0.4356634	0.7322381	0.7326505	0.6676127	0.6711951
400	0.6398615	0.0645478	0.0019634	0.7349307	0.4144964	0.5058354	0.6392164	0.7317126	0.8496651	0.6997452
450	0.7302401	0.0934440	0.0056910	0.7654480	0.5828436	0.4600478	0.8477462	0.5906838	0.7539270	0.7145255
500	0.6628908	0.0705456	0.0023149	0.8327839	0.4623178	0.3209923	0.6972084	0.6673996	0.7579972	0.7127110
550	0.4892495	0.0614935	0.0013726	0.7686212	0.5659943	0.2600886	0.7483295	0.7820555	0.8368202	0.7515068
600	0.6243606	0.0919634	0.0025273	0.7583845	0.6648808	0.2656333	0.5780085	0.8469406	0.6970627	0.7107749
650	0.5083190	0.0588464	0.0004943	0.7535512	0.6993136	0.2703735	0.6348155	0.7227702	0.7377761	0.6524784
700	0.5275031	0.0707569	0.0083449	0.6644127	0.6190416	0.2378538	0.7065400	0.7286457	0.8217812	0.6644667
750	0.4786218	0.0297893	0.0089764	0.7697088	0.6021814	0.3523305	0.6979052	0.7437524	0.6161349	0.6837429
800	0.5525184	0.0694305	0.0016788	0.7260117	0.6914376	0.2433351	0.6080193	0.8405946	0.6123816	0.6575319
850	0.6189998	0.0505412	0.0013945	0.8384557	0.7231459	0.2573233	0.8166743	0.7191660	0.6241924	0.8175665
900	0.6801436	0.0467350	0.0047502	0.7207129	0.7515548	0.2590519	0.7101322	0.7858327	0.6400175	0.6127323
950	0.8376726	0.0286423	0.0103723	0.7078564	0.7325492	0.2413957	0.7716712	0.7773106	0.6208527	0.6863889
1000	0.7884290	0.0740388	0.0015774	0.7123287	0.6762397	0.2653191	0.6790414	0.6871631	0.7932822	0.6886273

0	0.8039295	0.0454481	0.0018954	0.7526480	0.6561928	0.3096431	0.6660262	0.8063402	0.6338540	0.8679872
50	0.7048300	0.0916941	0.0071437	0.6363656	0.7146009	0.2802299	0.7660115	0.7694056	0.7134064	0.6673932
100	0.6875620	0.0494726	0.0005487	0.4734759	0.6683750	0.2546445	0.7283469	0.7138397	0.5803119	0.6365093
150	0.5848838	0.0364900	0.0000099	0.5930920	0.7523786	0.2861099	0.7944306	0.7122668	0.7124169	0.6362068
200	0.8196679	0.0821501	0.0000478	0.6097365	0.6772061	0.3201006	0.6616208	0.7720805	0.7761921	0.7257601
250	0.6810134	0.0663744	0.0008548	0.4818010	0.7701827	0.3022591	0.8243476	0.7938981	0.8155404	0.6417429
300	0.6519380	0.0592956	0.0003515	0.4903659	0.7230037	0.3399669	0.6569277	0.7047071	0.6769279	0.7045307
350	0.6136587	0.0477319	0.0000883	0.5350853	0.7639484	0.3015556	0.7042760	0.7911012	0.8012785	0.6028957
400	0.7214513	0.0618970	0.0008747	0.5150728	0.7241104	0.3207871	0.7728927	0.7289554	0.8180813	0.6940187
450	0.6722192	0.0508578	0.0000682	0.6024256	0.6194358	0.3677284	0.6891567	0.6337430	0.6263202	0.6192818
500	0.7725077	0.0773979	0.0004640	0.4507860	0.7682279	0.3494735	0.6855154	0.6826627	0.7597986	0.6512973
550	0.5864741	0.0416176	0.0041722	0.5944868	0.8226734	0.2655436	0.6246704	0.8562435	0.8494642	0.6915140
600	0.6420213	0.0653254	0.0208271	0.7288876	0.7511588	0.3120392	0.6114238	0.7102601	0.6332730	0.9046207
650	0.5375683	0.0317514	0.0009477	0.7173693	0.7353943	0.2436063	0.6994948	0.8367793	0.6740388	0.7655467
700	0.6330570	0.0358380	0.0083559	0.6751340	0.6838636	0.2072688	0.7143592	0.6953245	0.7635479	0.7116881
750	0.6237944	0.1092701	0.0108642	0.6720398	0.5947710	0.2242655	0.6796445	0.7991199	0.6458207	0.7564501
800	0.5587070	0.0618942	0.0017582	0.7550260	0.6970132	0.2629964	0.7425234	0.6824223	0.7041040	0.7901603
850	0.5956743	0.0613414	0.0001986	0.7372064	0.8037749	0.2153371	0.5848548	0.7169112	0.6770444	0.7994055
900	0.6451259	0.0657683	0.0011091	0.7029792	0.6073660	0.2475618	0.6948038	0.7674630	0.7406848	0.5703372
950	0.6721461	0.0650112	0.0026146	0.7629251	0.6672712	0.2785102	0.6778859	0.6806897	0.7250782	0.5945025
1000	0.6479352	0.0559639	0.0029210	0.7847074	0.5551819	0.2646559	0.6116308	0.7921614	0.7259554	0.6642956

0	0.6150196	0.0936035	0.0031870	0.7553559	0.8074822	0.3207763	0.7474266	0.7848800	0.6033360	0.6913400
50	0.5182807	0.0438494	0.0002433	0.2336837	0.8185178	0.3035571	0.6910174	0.5923847	0.7295481	0.7070262
100	0.4673777	0.0468802	0.0117539	0.1379998	0.6714981	0.3032043	0.6580638	0.7079408	0.7239129	0.7425522
150	0.4709245	0.0696239	0.0087517	0.0735642	0.8046656	0.3094054	0.6376373	0.8341567	0.8190211	0.7462467
200	0.4693321	0.0550794	0.0171664	0.0162391	0.7158012	0.3068807	0.8107186	0.7934471	0.5428225	0.5836096
250	0.4357460	0.0715416	0.3241098	0.0339125	0.5166207	0.3178300	0.6365224	0.6531008	0.6610712	0.7523937
300	0.4060933	0.1468926	0.5221261	0.0373827	0.5935216	0.2655262	0.6651303	0.5184134	0.6768886	0.9610679
350	0.2727499	0.2611114	0.4757461	0.0224394	0.4565458	0.2418860	0.7410462	0.4236902	0.7098079	0.6124927
400	0.3115568	0.2985821	0.6154614	0.0243103	0.3295866	0.0884119	0.7491701	0.4436925	0.7086888	0.7463803
450	0.1918297	0.4574902	0.8174945	0.0301300	0.3251491	0.1266693	0.9277597	0.4212590	0.7643956	0.6700549
500	0.1253706	0.5751047	0.6836339	0.0404288	0.3332240	0.1603406	0.7290668	0.4449755	0.7996993	0.7022012
550	0.1277786	0.5137978	0.1588966	0.5347412	0.5649966	0.1038316	0.5953891	0.4661289	0.5980445	0.6719268
600	0.1293372	0.2615294	0.0555665	0.6585099	0.5497062	0.1791029	0.5522471	0.5800012	0.7449390	0.7528740
650	0.1783214	0.1748124	0.0183990	0.6433344	0.6011713	0.1933003	0.5143488	0.6735055	0.7147712	0.6852495
700	0.4337180	0.1187087	0.0043755	0.5887106	0.6611771	0.1753793	0.6174073	0.7637848	0.7295999	0.8343500
750	0.4272069	0.0763741	0.0019488	0.6470271	0.7497339	0.3268528	0.5389370	0.6906071	0.7250216	0.8189743
800	0.5444886	0.0743674	0.0062949	0.7272252	0.8073534	0.1690440	0.7512827	0.6958955	0.6863835	0.7239189
850	0.5728028	0.0851820	0.0016357	0.7006018	0.7169131	0.2628572	0.6638856	0.8104210	0.6999462	0.8182893
900	0.7060931	0.0754095	0.0034798	0.6544105	0.6813437	0.2482241	0.6738715	0.8582511	0.6487199	0.7272350
950	0.8165525	0.0882762	0.0030980	0.6547815	0.7661307	0.1991408	0.6458529	0.7584966	0.6978976	0.7127740
1000	0.5890188	0.0512508	0.0027669	0.8328879	0.6341668	0.2257324	0.7149672	0.7256148	0.6849171	0.8067320

0	0.8000792	0.0557957	0.0023243	0.7931227	0.6330224	0.2349234	0.8315464	0.7252125	0.6484482	0.8049996
50	0.2149365	0.0576335	0.0010813	0.6231094	0.7068699	0.3748183	0.6345689	0.8279275	0.6452817	0.7270241
100	0.1282610	0.0325408	0.0020148	0.7140632	0.6804713	0.2812813	0.6658550	0.8120509	0.7285539	0.7032268
150	0.0582220	0.0541369	0.0023416	0.7904061	0.8173915	0.3398452	0.7631182	0.7405026	0.6345556	0.7112277
200	0.0355816	0.0853166	0.0004817	0.7675645	0.7423776	0.3333138	0.6977255	0.8633393	0.6820963	0.7691287
250	0.0425080	0.0410196	0.0008069	0.6526655	0.6392374	0.3345899	0.7349296	0.6103711	0.6797499	0.7985651
300	0.0278411	0.0935138	0.0012812	0.6328339	0.7775558	0.2279875	0.6535328	0.7402864	0.7497431	0.8017070
350	0.0320149	0.0692699	0.0073583	0.6138602	0.6516437	0.2770048	0.6697118	0.7229875	0.7343073	0.6983076
400	0.0536676	0.1079876	0.0019614	0.6249850	0.8834746	0.2756481	0.7033447	0.7181300	0.8528033	0.6634774
450	0.0164191	0.0314560	0.0011909	0.6720129	0.6095667	0.3480468	0.6863231	0.7743599	0.7847249	0.6854690
500	0.0216822	0.0392826	0.0081268	0.7112403	0.7165647	0.3086859	0.7079629	0.7437717	0.7535100	0.6192041
550	0.5420403	0.0689385	0.0062693	0.8079835	0.7607521	0.2629181	0.6483462	0.7596215	0.7573924	0.8116000
600	0.5767428	0.1294707	0.0012165	0.7900612	0.7450157	0.2092798	0.7890879	0.8422483	0.7025638	0.6589027
650	0.6178726	0.0957546	0.0063921	0.6876190	0.7297790	0.2871664	0.6566985	0.8191047	0.7191747	0.7114120
700	0.6413071	0.0660735	0.0004861	0.6256085	0.6827173	0.2921288	0.6504973	0.6154185	0.5356156	0.7577938
750	0.6519328	0.0437832	0.0013360	0.7263286	0.6916412	0.4162987	0.7114597	0.7878150	0.6098834	0.8082068
800	0.6197022	0.0857862	0.0044617	0.8451775	0.6603165	0.3284409	0.8207107	0.8434958	0.6609931	0.7529058
850	0.5895375	0.0685606	0.0037907	0.7900993	0.5720893	0.3314038	0.6536033	0.6282690	0.6228087	0.7280764
900	0.5834261	0.1118175	0.0028404	0.6799741	0.6682679	0.2393323	0.6825963	0.6976714	0.6163367	0.6573155
950	0.5573154	0.0747232	0.0003163	0.9468408	0.6511076	0.2699139	0.8526166	0.7878857	0.7511579	0.6629806
1000	0.7010011	0.0763698	0.0000951	0.8420193	0.6671521	0.2905500	0.8417606	0.8878157	0.8755122	0.7876056

0	0.6987646	0.0551247	0.0030430	0.8531283	0.6725754	0.2577838	0.6879026	0.7723895	0.6799362	0.6909404
50	0.5892547	0.1106039	0.0009815	0.6314690	0.7241216	0.2778611	0.6211931	0.6692867	0.6957911	0.7583465
100	0.5294343	0.1533736	0.0033617	0.7880561	0.7360483	0.3040182	0.6379748	0.8180107	0.6619937	0.9454755
150	0.3863253	0.1868931	0.0040319	0.7173033	0.6398704	0.2958603	0.5877794	0.7640687	0.6188105	0.8030202
200	0.3731129	0.1813523	0.0076643	0.7379534	0.6219250	0.2747944	0.6359148	0.8296776	0.5970563	0.8988822
250	0.4855995	0.2332099	0.0008424	0.6050258	0.6206661	0.2272536	0.6714158	0.6967128	0.6024545	0.7056142
300	0.5367696	0.2168933	0.0039865	0.8227563	0.6154088	0.2831184	0.7045486	0.6793455	0.6251881	0.7110079
350	0.2997297	0.2330796	0.0040209	0.7242190	0.5938349	0.2939034	0.7420445	0.7234355	0.7234508	0.8024445
400	0.3254617	0.2117604	0.0074048	0.7828987	0.6625121	0.2358072	0.7613319	0.7999183	0.7143612	0.8241344
450	0.2527752	0.1951765	0.0035075	0.7082048	0.4921139	0.2414943	0.6784135	0.8447200	0.6469893	0.6857275
500	0.4670938	0.2211347	0.0024879	0.8089253	0.6356129	0.3130534	0.6424956	0.6226424	0.7144711	0.6603677
550	0.3597677	0.1235988	0.0045177	0.7568061	0.5936583	0.2746859	0.6927783	0.6267308	0.7106035	0.8046966
600	0.5024427	0.0585540	0.0092753	0.8267565	0.8109485	0.2597433	0.6270482	0.8128511	0.6761237	0.7292685
650	0.4865561	0.1163756	0.0086669	0.6874291	0.6827697	0.3017774	0.6720284	0.7017179	0.7964502	0.5805427
700	0.6567535	0.0674739	0.0044292	0.9282963	0.6388086	0.1984417	0.6217809	0.7661999	0.6198570	0.7402845
750	0.5686701	0.0540098	0.0051377	0.6104391	0.8073331	0.1819467	0.6923010	0.5990965	0.5388040	0.7723794
800	0.5945666	0.0668340	0.0072629	0.7338638	0.6729168	0.2637685	0.7237031	0.7607665	0.7316269	0.8696128
850	0.7354109	0.0708742	0.0008209	0.7388086	0.6981610	0.2863705	0.7350286	0.8285727	0.8085586	0.7525480
900	0.6584465	0.0703989	0.0080111	0.7444473	0.7354425	0.3207138	0.5569149	0.7363375	0.6234984	0.7490293
950	0.5157061	0.0761894	0.0041927	0.9413806	0.6906435	0.3502663	0.7255054	0.7462926	0.6545746	0.7810433
1000	0.6515207	0.1272587	0.0018828	0.7485154	0.7310291	0.2362187	0.6809450	0.7578726	0.6506599	0.7914289

0	0.6785988	0.0532248	0.0038206	0.7256210	0.6479135	0.2709491	0.7152801	0.6869317	0.8079848	0.8101360
50	0.4971230	0.2779035	0.0018197	0.7331298	0.5959922	0.1723106	0.7109437	0.8487542	0.5911060	0.3266541
100	0.3643024	0.3302587	0.0031934	0.8366980	0.4020227	0.2011005	0.6199004	0.6072129	0.6373570	0.1760498
150	0.2904595	0.3591733	0.0038410	0.7371782	0.4666112	0.1991321	0.7776701	0.8856918	0.5541292	0.1197808
200	0.2051605	0.2927136	0.0034571	0.6993364	0.5216178	0.1360878	0.8383597	0.8165218	0.4234197	0.0916020
250	0.2317554	0.3448003	0.0042329	0.7854265	0.4897534	0.2312589	0.6161432	0.5960019	0.4564866	0.0709895
300	0.3612446	0.3733333	0.0006589	0.6933337	0.5180055	0.1491369	0.5472550	0.6952622	0.4389384	0.0588708
350	0.2328199	0.2714473	0.0168295	0.6440883	0.5824358	0.1576109	0.6002318	0.7025159	0.4698427	0.0649235
400	0.2653276	0.2911683	0.0011373	0.8048334	0.5096329	0.1698226	0.6161692	0.7248663	0.3970819	0.0670673
450	0.2666563	0.3481937	0.0040626	0.7741819	0.5345439	0.1765079	0.6254892	0.6669478	0.3706831	0.0879288
500	0.1589269	0.3123904	0.0034930	0.7651723	0.5481732	0.1878125	0.5810183	0.5900497	0.3766895	0.0895074
550	0.3214484	0.1570650	0.0046409	0.5983200	0.6837252	0.1633585	0.6315778	0.7594659	0.4440712	0.4016247
600	0.4166023	0.0728005	0.0017789	0.8307552	0.6185328	0.1854216	0.6639318	0.7808211	0.5618320	0.5188042
650	0.4239951	0.0541929	0.0069089	0.6731658	0.5743019	0.3096602	0.6448568	0.6678749	0.7126472	0.6284718
700	0.4527242	0.0620589	0.0042033	0.7266447	0.6673272	0.2504103	0.6909522	0.7717709	0.7546920	0.7763074
750	0.7244304	0.0671180	0.0003384	0.7666432	0.6850378	0.2890573	0.5784473	0.7921471	0.6071746	0.6846288
800	0.5776875	0.0644097	0.0085831	0.7868936	0.7012286	0.2866673	0.6970637	0.7687811	0.5104625	0.7439176
850	0.5770753	0.1259655	0.0021718	0.7460741	0.8009388	0.2457482	0.7771492	0.7353236	0.6972197	0.8318634
900	0.6591853	0.0556048	0.0019039	0.6915839	0.8050190	0.3314009	0.7793854	0.5988500	0.6145386	0.6636532
950	0.7880690	0.0594013	0.0000243	0.7545938	0.7408138	0.3578968	0.6889271	0.6807313	0.7478978	0.6631846
1000	0.7187432	0.0427693	0.0020442	0.7047975	0.6458415	0.3075113	0.6861908	0.7667005	0.6841106	0.7949282

0	0.6245135	0.0686026	0.0032874	0.6934474	0.6697802	0.2747577	0.8376201	0.6947727	0.7665004	0.7756688
50	0.5625820	0.0444601	0.0007909	0.6998991	0.5634772	0.5880054	0.6003814	0.7446258	0.8724735	0.7389572
100	0.6498916	0.0809735	0.0013370	0.6587285	0.6711635	0.5939125	0.6571140	0.7142551	0.7289746	0.5263990
150	0.6282658	0.1243884	0.0052803	0.7063252	0.7483838	0.4974991	0.6479707	0.7231160	0.7163189	0.5569969
200	0.5788230	0.0663595	0.0043457	0.7235462	0.6796209	0.5652286	0.7725445	0.6848949	0.6576802	0.4518001
250	0.6233474	0.0376265	0.0003353	0.7983611	0.5935218	0.4252875	0.6374179	0.7502734	0.5589806	0.5606656
300	0.6970040	0.0409835	0.0047202	0.7617189	0.5678480	0.6067549	0.7551339	0.6058496	0.6254782	0.4773317
350	0.6824754	0.0686808	0.0004036	0.6413286	0.6481744	0.5622998	0.6135600	0.6701434	0.6569039	0.5915831
400	0.6387746	0.0264289	0.0010098	0.6321186	0.6719533	0.6089028	0.6698149	0.6404267	0.7894220	0.4998811
450	0.5419212	0.0607528	0.0047188	0.7182850	0.7078424	0.5857409	0.7994957	0.6004370	0.6567530	0.4693718
500	0.8126435	0.0912486	0.0092231	0.6228380	0.7834422	0.5835181	0.6323887	0.6332682	0.7969555	0.5328679
550	0.6525433	0.0829381	0.0196295	0.7914081	0.6523268	0.3022565	0.6924389	0.7048062	0.7171260	0.6126991
600	0.7163968	0.1171973	0.0044058	0.7668856	0.6748435	0.2779961	0.5561085	0.6472572	0.6554252	0.7786067
650	0.6304026	0.0422735	0.0026674	0.7741613	0.7299790	0.3041736	0.6503518	0.6758781	0.7039169	0.7371657
700	0.5734110	0.0876415	0.0044829	0.7661498	0.6439618	0.2591842	0.7359794	0.6956899	0.7735554	0.7598071
750	0.6003275	0.0363199	0.0057743	0.8239138	0.7499575	0.2922167	0.7302702	0.7111115	0.6499206	0.6629380
800	0.6415699	0.1023746	0.0019795	0.6362054	0.7492796	0.3556765	0.6537014	0.7712710	0.6721324	0.8157824
850	0.6179447	0.0534196	0.0110911	0.6362093	0.6251156	0.3395376	0.7911981	0.7920766	0.7093615	0.7750856
900	0.7237857	0.0451127	0.0042235	0.7772182	0.6881049	0.3762113	0.6986171	0.6832621	0.6625679	0.6573886
950	0.6483800	0.0762989	0.0055427	0.6588418	0.5935335	0.2895682	0.6928857	0.6056860	0.7633461	0.6498755
1000	0.6879463	0.1081304	0.0013273	0.6745890	0.6957302	0.2773123	0.6210121	0.6912669	0.8520563	0.6949233
