YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C
0.0000000	0.4296162	0.0336566	1.0549970	0.0870623	0.6934163	0.6320698	0.1009663	0.0162140	0.0522526
0.0299260	0.0000000	0.0607743	0.9977422	0.0850916	0.7687715	0.5203211	0.1693276	0.0279753	0.0473034
0.1432493	0.4504209	0.0000000	1.0550940	0.0684009	0.7776202	0.4796790	0.2268292	0.0161659	0.0346376
0.8770303	1.0112955	1.0177183	0.0000000	0.0869296	0.5967404	0.6912478	0.5032393	0.0398061	0.0587536
0.1222545	0.4256994	0.0370314	1.0006000	0.0000000	0.7715006	0.5276225	0.2476035	0.0117290	0.0344815
0.1757458	0.4423024	0.0508170	1.0410024	0.8016556	0.0000000	0.3188240	0.1255893	0.0184568	0.0374204
0.1715483	0.4750510	0.0741400	1.0347495	0.0017276	0.9905625	0.0003154	0.2659136	0.0250891	0.0351859
0.1076981	0.3641502	0.0756700	1.0223443	0.0107438	1.0249508	0.0864943	0.0016250	0.0368931	0.0307074
0.2008374	0.4781208	0.0438806	0.9915660	0.0632004	0.9774452	0.2838013	0.0544552	0.0000000	0.0349385
0.1810022	0.3691315	0.0362278	0.9064160	0.0990999	0.7238625	0.6419800	0.1294214	0.0209693	0.0000000
