"Time"	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C
350	0.0653342	0.3141210	1.0708041	1.0321034	0.0386514	0.2294055	0.4592730	0.4266027	0.2725241	0.9787496
400	0.0711378	0.2364630	0.9854627	1.0063271	0.0579190	0.2261016	0.4460611	0.4043977	0.2719792	1.0261824
450	0.1134006	0.2170927	1.0039368	0.9654652	0.0614435	0.2060315	0.4730472	0.3939777	0.2720970	0.9979847
500	0.0990254	0.2394983	0.9334361	0.9844154	0.0412901	0.2083974	0.4643999	0.4241336	0.2870926	1.0300985
550	0.4814580	0.3585369	0.8525354	1.0273281	0.0587785	0.2201939	0.7760361	0.3852446	0.2630646	0.9561300
600	0.5300586	0.4243337	0.7748706	0.9742724	0.0565976	0.2182092	0.8052927	0.2460882	0.2389385	1.0162219
650	0.4816948	0.4228494	0.8401929	0.9275323	0.0605536	0.2035191	0.9177411	0.1582818	0.2233983	1.0075372
700	0.3777090	0.4380948	0.7239287	0.9478801	0.0405524	0.1678307	1.0042132	0.1396690	0.2192968	1.0439281
750	0.4066213	0.5261652	0.7454538	1.0065003	0.0332729	0.1231115	0.9845962	0.1686949	0.2182450	0.9867442
800	0.3952327	0.4489213	0.7735197	1.0197526	0.0451644	0.2050490	0.9968156	0.1681340	0.2104946	1.0120305
850	0.4069823	0.4536227	0.7951476	0.9851439	0.0356360	0.1966346	0.9656454	0.1915977	0.1858298	1.0933238
900	0.3764643	0.5052513	0.6898255	0.9002275	0.0495335	0.1868742	1.0417186	0.2058441	0.2790976	1.0755063
950	0.3792181	0.5078437	0.7395939	0.9894374	0.0423280	0.2207363	0.9175085	0.2089873	0.2295029	0.9836173
1000	0.3809812	0.4904728	0.7162341	0.9308101	0.0669765	0.2390414	0.9835414	0.2164192	0.2226390	0.9992260

0	0.3966751	0.5335100	0.7322071	1.0259275	0.0647409	0.2164746	1.0658044	0.2062148	0.2637285	1.0493140
50	0.4668467	0.4395173	0.8438297	0.9457942	0.2860436	0.0730056	0.9770191	0.1947409	0.2835227	1.0337209
100	0.4520133	0.4274243	0.9261950	0.9096258	0.4072064	0.0226360	0.9662287	0.1798718	0.3452572	0.9478739
150	0.4032568	0.3990203	1.0113261	0.8766489	0.3605114	0.0042792	0.9323260	0.2006946	0.4392773	0.9378708
200	0.4306055	0.3694414	0.9857308	0.8263988	0.3938838	0.0000000	0.9859901	0.1850057	0.4453830	1.0124422
250	0.4419195	0.3236757	0.9966798	0.8526261	0.4263916	0.0063439	0.9855898	0.1915502	0.4546803	1.0930735
300	0.4812466	0.3427410	1.0272762	0.8726343	0.3843681	0.0066665	0.9944056	0.1690186	0.4425435	1.1751620
350	0.4944823	0.3663912	1.0392519	0.8341653	0.3793882	0.0046760	0.9521480	0.1495954	0.4373991	1.0713372
400	0.4892488	0.4281779	1.0025413	0.8045749	0.3931541	0.0054424	0.9568911	0.1666867	0.4690959	0.9851566
450	0.4886651	0.3978706	1.0448736	0.7507697	0.3853272	0.0069068	0.9477634	0.1601709	0.4914077	1.0410098
500	0.4765237	0.3826607	0.9579199	0.7854527	0.3495616	0.0032585	0.9432769	0.1556461	0.4230887	1.0074220
550	0.4634408	0.3731514	0.7904430	0.9478749	0.1234197	0.0944143	0.9276131	0.1574072	0.3797786	0.9852322
600	0.4542215	0.4228084	0.8180552	1.0681239	0.0534432	0.1397159	1.0648169	0.1332374	0.3599762	0.9717461
650	0.4107226	0.4565745	0.7197303	1.0272163	0.0406900	0.1959444	0.9578329	0.1519793	0.2837720	1.0430496
700	0.3705165	0.4536526	0.6825808	1.0790706	0.0362243	0.1920159	0.9722302	0.1513114	0.2787370	0.9605961
750	0.3435838	0.4175305	0.7311829	0.9663355	0.0534895	0.1687915	0.9413683	0.1777173	0.1417656	1.0051190
800	0.3754787	0.4360197	0.6837984	1.0160396	0.0249432	0.1828653	0.9016287	0.2169724	0.1907070	0.9754924
850	0.3763020	0.5104116	0.6639780	0.9791922	0.0260269	0.2036859	0.9605565	0.2277879	0.1635601	0.9740077
900	0.3498016	0.4231965	0.7262385	0.9486221	0.0188522	0.2039321	1.0255520	0.2090558	0.1496510	0.9478663
950	0.4176948	0.4728386	0.6740749	0.9596949	0.0353349	0.2160071	1.0227559	0.2484476	0.1610543	0.9254950
1000	0.3401784	0.4964185	0.6882532	1.0683111	0.0309484	0.2058952	1.0958936	0.2660155	0.1354059	1.0096995

0	0.3966751	0.5335100	0.7322071	1.0259275	0.0647409	0.2164746	1.0658044	0.2062148	0.2637285	1.0493140
50	0.4423248	0.4536690	0.6880767	0.7586390	0.0479859	0.0601992	1.0246552	0.1815651	0.2591357	0.9522997
100	0.4121261	0.4484976	0.6793325	0.6454760	0.0193576	0.0147047	0.9964906	0.1458990	0.2490598	0.9836409
150	0.4134603	0.4960810	0.6177946	0.6464121	0.0187602	0.0020633	0.9166322	0.1698042	0.2135282	0.9630806
200	0.3904175	0.4927147	0.6193266	0.5514564	0.0130168	0.0005346	0.9892645	0.1960553	0.1739885	0.9374283
250	0.3773354	0.5452528	0.6822781	0.6238250	0.0068308	0.0000000	0.9621654	0.2033332	0.1332540	0.9709564
300	0.3449459	0.5375337	0.6310508	0.5629179	0.0059366	0.0010621	0.9856280	0.2379854	0.0938439	0.9839067
350	0.3691674	0.4576303	0.7337383	0.6589730	0.0071402	0.0008317	1.0169203	0.2304642	0.0813186	0.9937032
400	0.4269854	0.4804312	0.7097932	0.6307055	0.0163928	0.0009195	0.9541409	0.1945586	0.0767341	0.9581689
450	0.3571224	0.4686632	0.6888429	0.6151909	0.0050894	0.0024205	0.9538419	0.2169390	0.0803903	0.9075214
500	0.3738118	0.4643596	0.7488062	0.6451679	0.0115801	0.0059224	1.0097773	0.2051005	0.0681972	0.9033048
550	0.3483564	0.4919643	0.7071482	0.8529441	0.0094237	0.1408495	0.9983463	0.1731747	0.0732856	1.0427115
600	0.3715833	0.4975688	0.7126616	0.9515041	0.0331574	0.1851830	0.9815871	0.1994067	0.0640840	0.9959352
650	0.3048143	0.4636365	0.7005658	0.9618076	0.0358194	0.1837540	1.0714630	0.2085204	0.0728781	0.9201684
700	0.3420057	0.4449066	0.7162761	0.9628239	0.0655341	0.1912008	1.0630128	0.2521647	0.1666384	1.0200237
750	0.3769615	0.5045945	0.6882232	0.9724583	0.0737397	0.1986383	1.0116534	0.2381971	0.2051666	1.0179182
800	0.3991673	0.4647064	0.6264077	0.8879169	0.0652663	0.1516457	1.0296311	0.1912326	0.2461168	1.0253548
850	0.3606475	0.5171081	0.6357666	0.8750713	0.0838126	0.2176168	1.1019003	0.2126400	0.2409594	1.0200482
900	0.3239390	0.4904107	0.7263956	0.9624131	0.0782368	0.2602442	1.0050140	0.2297285	0.2570037	0.9853808
950	0.3031604	0.4513532	0.6929720	0.9777746	0.1073082	0.2507109	1.0344377	0.2624525	0.2535310	0.9621377
1000	0.3700036	0.4607510	0.7189783	0.9559163	0.0830759	0.2644779	1.0181861	0.2610774	0.2915427	1.0668799

0	0.3966751	0.5335100	0.7322071	1.0259275	0.0647409	0.2164746	1.0658044	0.2062148	0.2637285	1.0493140
50	0.1846773	0.4479237	0.7064903	0.9891167	0.0565009	0.1442272	0.9722707	0.2716107	0.4543321	1.0634916
100	0.1376948	0.4602408	0.6521220	1.0001668	0.0464943	0.1307651	1.0534235	0.3140710	0.5044438	1.0421432
150	0.1236146	0.5198983	0.6098341	1.0501888	0.0347586	0.1350320	1.0749684	0.3500899	0.4313136	1.0362485
200	0.1011470	0.5373650	0.7312427	1.0522167	0.0363945	0.1486447	0.9716707	0.4094771	0.4731019	0.8880002
250	0.0846083	0.4655239	0.7655722	1.0080134	0.0373642	0.1371850	0.9906727	0.4296988	0.4895078	0.9636946
300	0.0991408	0.4629543	0.7857396	0.9133174	0.0175639	0.1146070	0.9835262	0.3927252	0.4588624	1.0099040
350	0.0956196	0.4845811	0.7941066	0.9572619	0.0185093	0.1136256	1.0499596	0.4232025	0.3849760	1.0184902
400	0.1105183	0.4090557	0.7477783	0.9335764	0.0043418	0.1476103	1.0408535	0.4179898	0.4019039	1.0520444
450	0.1455145	0.4397059	0.7865868	0.9401504	0.0242941	0.1429674	0.9377850	0.4065989	0.3887270	1.0061859
500	0.0979110	0.4042513	0.8073014	1.0104303	0.0263198	0.1370281	0.9614112	0.4567527	0.4046304	1.0136716
550	0.3521972	0.4285375	0.7806912	1.0032888	0.0282742	0.1634047	0.9456530	0.4268619	0.2451037	1.1379057
600	0.4259733	0.4153703	0.8180623	1.0144316	0.0436727	0.2028767	0.8997621	0.3723087	0.1788978	1.1129698
650	0.4816978	0.4740485	0.7381642	0.9894985	0.0358662	0.2290736	0.8989118	0.2812065	0.2003490	1.0641734
700	0.3842095	0.4285176	0.7280452	0.9196705	0.0406800	0.2360970	0.9285870	0.2272808	0.2120584	1.0487861
750	0.3283863	0.4271592	0.7295331	0.9614603	0.0752755	0.2089061	0.9053024	0.2484384	0.1634280	0.9315105
800	0.4541531	0.4709107	0.6487355	1.0177054	0.0673068	0.2277593	0.9995900	0.2955520	0.2105177	0.9440098
850	0.3646038	0.5551395	0.6732027	1.0372210	0.0585617	0.2609932	1.0303957	0.2844329	0.2162768	1.0426294
900	0.3106194	0.5228796	0.7078622	0.9991309	0.0675373	0.2197148	1.0265490	0.2663366	0.3349785	0.9983709
950	0.3121189	0.5071460	0.6833463	0.9668525	0.0546485	0.1972433	0.9597481	0.2214396	0.2447116	1.0036638
1000	0.3329053	0.3732833	0.7259053	0.8840645	0.0613601	0.2402159	0.9557956	0.2625660	0.2424430	1.0554770
