"Time"	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C
200	0.3558490	0.5844560	0.3730242	0.9196718	0.9902646	0.0158386	0.3423242	0.9161093	0.0877472	1.0000000
250	0.4924014	0.6591865	0.3421435	0.9512091	0.9973381	0.0080844	0.3387191	0.9344946	0.0854081	1.0000000
300	0.5893962	0.7107924	0.3280349	0.9629452	0.9992975	0.0058479	0.3349307	0.9486158	0.0829397	1.0000000
350	0.6509079	0.7426949	0.3217169	0.9670641	0.9998186	0.0052121	0.3317409	0.9580505	0.0808635	1.0000000
400	0.6874813	0.7609759	0.3189392	0.9684641	0.9999538	0.0050371	0.3294121	0.9638493	0.0793537	1.0000000
450	0.7082968	0.7708916	0.3177433	0.9689310	0.9999884	0.0049929	0.3278660	0.9672287	0.0783565	1.0000000
500	0.7197482	0.7760490	0.3172420	0.9690848	0.9999971	0.0049843	0.3269050	0.9691267	0.0777399	1.0000000
550	0.7066032	0.7650903	0.5155909	0.9510088	0.9984423	0.3963474	0.3263358	0.9701227	0.0773764	1.0000000
600	0.5834283	0.6908967	0.7408858	0.8329226	0.9543698	0.6594691	0.3260391	0.9696656	0.0771846	1.0000000
650	0.4239154	0.5863019	0.8723459	0.7185371	0.8577944	0.7488149	0.3261050	0.9656579	0.0772043	1.0000000
700	0.2943783	0.4970046	0.9381083	0.6506253	0.7787824	0.7756938	0.3268321	0.9566334	0.0776071	1.0000000
750	0.2025993	0.4362044	0.9691040	0.6135242	0.7364775	0.7831647	0.3284763	0.9431629	0.0785618	1.0000000
800	0.1432507	0.3995848	0.9832743	0.5933841	0.7184239	0.7845560	0.3310145	0.9277318	0.0800904	1.0000000
850	0.1077478	0.3791273	0.9895735	0.5829971	0.7121047	0.7838430	0.3340960	0.9132892	0.0820142	1.0000000
900	0.0877389	0.3682707	0.9922345	0.5782018	0.7107713	0.7823427	0.3372097	0.9017438	0.0840272	1.0000000
950	0.0769383	0.3627356	0.9932281	0.5764101	0.7114233	0.7806409	0.3399251	0.8935726	0.0858390	1.0000000
1000	0.0712947	0.3600196	0.9934784	0.5760963	0.7127679	0.7790652	0.3420271	0.8883082	0.0872794	1.0000000

0	0.0659003	0.3579671	0.9928334	0.5786026	0.7180403	0.7753799	0.3456459	0.8816909	0.0898511	1.0000000
50	0.0658808	0.3579755	0.9931765	0.5790449	0.7255201	0.7365015	0.2144149	0.8816470	0.0696597	0.8764672
100	0.0658467	0.3578835	0.9947191	0.5762918	0.7418657	0.7550554	0.1170471	0.8816295	0.0568644	0.7428102
150	0.0657401	0.3575780	0.9962547	0.5625679	0.7335196	0.7953235	0.0799864	0.8815890	0.0576770	0.6708550
200	0.0655611	0.3571572	0.9970690	0.5413262	0.7071881	0.8224300	0.0674020	0.8814826	0.0627307	0.6385224
250	0.0653584	0.3567901	0.9972341	0.5203903	0.6820383	0.8357821	0.0632601	0.8813164	0.0671549	0.6251287
300	0.0651853	0.3565669	0.9970504	0.5040553	0.6655338	0.8414816	0.0619132	0.8811363	0.0699107	0.6198214
350	0.0650715	0.3564853	0.9967701	0.4930954	0.6566701	0.8437289	0.0614803	0.8809888	0.0713683	0.6177738
400	0.0650184	0.3564975	0.9965242	0.4865429	0.6524696	0.8445713	0.0613441	0.8808966	0.0720692	0.6169971
450	0.0650104	0.3565522	0.9963504	0.4829759	0.6506414	0.8448757	0.0613025	0.8808574	0.0723859	0.6167058
500	0.0650275	0.3566144	0.9962420	0.4811773	0.6498934	0.8449823	0.0612902	0.8808554	0.0725219	0.6165974
550	0.0650558	0.3566736	0.9956828	0.4836458	0.6410922	0.8875775	0.1926346	0.8808722	0.1011579	0.7400901
600	0.0651291	0.3568698	0.9929436	0.4962438	0.6227627	0.8657440	0.2900703	0.8808978	0.1127750	0.8737322
650	0.0653344	0.3574326	0.9901957	0.5110801	0.6327297	0.8238474	0.3271513	0.8809786	0.1070355	0.9456821
700	0.0656606	0.3581738	0.9893499	0.5279775	0.6610178	0.7969266	0.3397273	0.8811805	0.0995559	0.9780127
750	0.0659948	0.3587204	0.9898541	0.5452052	0.6867524	0.7839878	0.3438350	0.8814775	0.0946505	0.9914056
800	0.0662325	0.3589260	0.9907441	0.5590830	0.7030744	0.7785519	0.3451293	0.8817659	0.0920517	0.9967126
850	0.0663374	0.3588686	0.9915204	0.5683006	0.7116232	0.7764450	0.3455078	0.8819588	0.0908073	0.9987602
900	0.0663325	0.3586884	0.9920573	0.5736412	0.7155917	0.7756780	0.3456033	0.8820337	0.0902456	0.9995368
950	0.0662642	0.3584902	0.9923860	0.5764458	0.7172827	0.7754149	0.3456245	0.8820174	0.0900050	0.9998280
1000	0.0661748	0.3583251	0.9925721	0.5778128	0.7179567	0.7753284	0.3456349	0.8819524	0.0899104	0.9999365

0	0.0659003	0.3579671	0.9928334	0.5786026	0.7180403	0.7753799	0.3456459	0.8816909	0.0898511	1.0000000
50	0.1044652	0.2586634	0.9927883	0.6869951	0.7178256	0.7804661	0.2982446	0.8759098	0.0899376	1.0000000
100	0.1303591	0.1405626	0.9926848	0.7839409	0.7119453	0.8000625	0.2650256	0.8267611	0.0914992	1.0000000
150	0.1353328	0.0698476	0.9923026	0.8248078	0.6977518	0.8171890	0.2613182	0.7167832	0.0998432	1.0000000
200	0.1349830	0.0344764	0.9907193	0.8369680	0.6834289	0.8221094	0.2785838	0.5938574	0.1222541	1.0000000
250	0.1343531	0.0181725	0.9855166	0.8385205	0.6769069	0.8149798	0.3074540	0.5046775	0.1608884	1.0000000
300	0.1342954	0.0110014	0.9724556	0.8381978	0.6803900	0.8004951	0.3368953	0.4541676	0.2072559	1.0000000
350	0.1350064	0.0079674	0.9484525	0.8394395	0.6912983	0.7845420	0.3596707	0.4291832	0.2486169	1.0000000
400	0.1367362	0.0067676	0.9161585	0.8426305	0.7050577	0.7712108	0.3743219	0.4176031	0.2781011	1.0000000
450	0.1396446	0.0063796	0.8826939	0.8467772	0.7178050	0.7618674	0.3826639	0.4123056	0.2960719	1.0000000
500	0.1435559	0.0063452	0.8542070	0.8507822	0.7276227	0.7560658	0.3870698	0.4098314	0.3059711	1.0000000
550	0.1056223	0.1229738	0.8333118	0.7469979	0.7347261	0.7465219	0.4513718	0.4196830	0.3105958	1.0000000
600	0.0706649	0.2644121	0.8220549	0.6547313	0.7455937	0.7229297	0.4865574	0.5226082	0.2940939	1.0000000
650	0.0651949	0.3509233	0.8314627	0.6184485	0.7622614	0.7085476	0.4646602	0.6701741	0.2370513	1.0000000
700	0.0756718	0.3916678	0.8666811	0.6087973	0.7740374	0.7132960	0.4226544	0.7815523	0.1748607	1.0000000
750	0.0861584	0.4028098	0.9097938	0.6061467	0.7738569	0.7293144	0.3873991	0.8464126	0.1320687	1.0000000
800	0.0902311	0.3982135	0.9443435	0.6030148	0.7638928	0.7465179	0.3648445	0.8785048	0.1082154	1.0000000
850	0.0885388	0.3880865	0.9666653	0.5983074	0.7502535	0.7597975	0.3524102	0.8915212	0.0963526	1.0000000
900	0.0839215	0.3781139	0.9794968	0.5929828	0.7378025	0.7683104	0.3463805	0.8946363	0.0909794	1.0000000
950	0.0787837	0.3704262	0.9863825	0.5881046	0.7286365	0.7730532	0.3439586	0.8933078	0.0888725	1.0000000
1000	0.0744064	0.3652248	0.9899036	0.5842765	0.7228415	0.7753332	0.3433767	0.8905329	0.0883160	1.0000000

0	0.0659003	0.3579671	0.9928334	0.5786026	0.7180403	0.7753799	0.3456459	0.8816909	0.0898511	1.0000000
50	0.0658807	0.3579753	0.9931904	0.5787308	0.7181995	0.7753480	0.3448441	0.9055462	0.0680865	1.0000000
100	0.0658450	0.3578776	0.9948671	0.5787937	0.7181869	0.7760200	0.3408820	0.9316240	0.0482875	1.0000000
150	0.0657285	0.3575417	0.9967216	0.5786904	0.7175692	0.7779102	0.3361384	0.9458473	0.0389707	1.0000000
200	0.0655224	0.3570457	0.9980231	0.5782875	0.7160795	0.7802873	0.3326540	0.9523161	0.0350767	1.0000000
250	0.0652679	0.3565503	0.9987811	0.5775896	0.7140931	0.7823095	0.3306196	0.9550000	0.0334960	1.0000000
300	0.0650170	0.3561539	0.9991844	0.5767484	0.7121975	0.7836808	0.3295792	0.9560341	0.0328605	1.0000000
350	0.0648054	0.3558777	0.9993888	0.5759446	0.7107422	0.7844836	0.3290933	0.9563966	0.0326078	1.0000000
400	0.0646463	0.3557025	0.9994893	0.5752950	0.7097828	0.7849071	0.3288829	0.9565031	0.0325097	1.0000000
450	0.0645367	0.3555985	0.9995377	0.5748328	0.7092181	0.7851129	0.3287987	0.9565207	0.0324732	1.0000000
500	0.0644661	0.3555397	0.9995608	0.5745358	0.7089140	0.7852059	0.3287684	0.9565129	0.0324607	1.0000000
550	0.0644233	0.3555086	0.9994876	0.5743603	0.7087635	0.7852070	0.3295395	0.9323347	0.0522664	1.0000000
600	0.0644073	0.3555225	0.9988262	0.5742828	0.7087948	0.7845463	0.3333455	0.9059365	0.0711418	1.0000000
650	0.0644403	0.3556593	0.9975134	0.5743804	0.7094121	0.7826873	0.3381008	0.8915366	0.0810808	1.0000000
700	0.0645469	0.3559626	0.9960486	0.5747808	0.7108933	0.7802996	0.3417255	0.8849955	0.0859324	1.0000000
750	0.0647259	0.3563803	0.9948246	0.5754862	0.7128906	0.7782273	0.3438970	0.8823193	0.0882341	1.0000000
800	0.0649495	0.3568183	0.9939598	0.5763452	0.7148204	0.7767997	0.3450203	0.8813596	0.0892846	1.0000000
850	0.0651803	0.3572021	0.9934123	0.5771691	0.7163181	0.7759565	0.3455373	0.8811165	0.0897361	1.0000000
900	0.0653879	0.3574984	0.9930921	0.5778348	0.7173124	0.7755141	0.3457447	0.8811468	0.0899114	1.0000000
950	0.0655558	0.3577065	0.9929166	0.5783064	0.7178973	0.7753066	0.3458081	0.8812593	0.0899655	1.0000000
1000	0.0656804	0.3578422	0.9928261	0.5786068	0.7182070	0.7752225	0.3458116	0.8813763	0.0899708	1.0000000

0	0.0659003	0.3579671	0.9928334	0.5786026	0.7180403	0.7753799	0.3456459	0.8816909	0.0898511	1.0000000
50	0.0658824	0.3579809	0.9927939	0.5758304	0.7701285	0.3880782	0.3474728	0.8330271	0.0909800	1.0000000
100	0.0658824	0.3580009	0.9925402	0.6711760	0.8984303	0.1278518	0.3563830	0.7799271	0.0971395	1.0000000
150	0.0659058	0.3580742	0.9915804	0.7961387	0.9666338	0.0395633	0.3677994	0.7509531	0.1059888	1.0000000
200	0.0659853	0.3582982	0.9898370	0.8669343	0.9903009	0.0129038	0.3767053	0.7377281	0.1135311	1.0000000
250	0.0661567	0.3587321	0.9877385	0.8967388	0.9973489	0.0050981	0.3821455	0.7322022	0.1184285	1.0000000
300	0.0664280	0.3593367	0.9857963	0.9078384	0.9993005	0.0028310	0.3850183	0.7300889	0.1211169	1.0000000
350	0.0667714	0.3600037	0.9842984	0.9117339	0.9998194	0.0021731	0.3863816	0.7294336	0.1224224	1.0000000
400	0.0671381	0.3606232	0.9832876	0.9130577	0.9999540	0.0019819	0.3869587	0.7293834	0.1229830	1.0000000
450	0.0674811	0.3611274	0.9826733	0.9134990	0.9999884	0.0019261	0.3871568	0.7295611	0.1231785	1.0000000
500	0.0677689	0.3614971	0.9823330	0.9136443	0.9999971	0.0019098	0.3871855	0.7297955	0.1232097	1.0000000
550	0.0679896	0.3617453	0.9821874	0.9193160	0.9987160	0.3773678	0.3849503	0.7786302	0.1214694	1.0000000
600	0.0681410	0.3618827	0.9826612	0.8260363	0.9609673	0.6313450	0.3748240	0.8318870	0.1133631	1.0000000
650	0.0681998	0.3618360	0.9843158	0.7217955	0.8749958	0.7215456	0.3630864	0.8609789	0.1038532	1.0000000
700	0.0681242	0.3615032	0.9866242	0.6573565	0.8009305	0.7530808	0.3546586	0.8742647	0.0970314	1.0000000
750	0.0679027	0.3609145	0.9887758	0.6216199	0.7578467	0.7654269	0.3498100	0.8797892	0.0931402	1.0000000
800	0.0675733	0.3602171	0.9903859	0.6017273	0.7365485	0.7708347	0.3473560	0.8818615	0.0911946	1.0000000
850	0.0672014	0.3595603	0.9914398	0.5907281	0.7266197	0.7733366	0.3462285	0.8824736	0.0903118	1.0000000
900	0.0668477	0.3590290	0.9920703	0.5848276	0.7220516	0.7744939	0.3457639	0.8825061	0.0899510	1.0000000
950	0.0665503	0.3586435	0.9924225	0.5817756	0.7199553	0.7750075	0.3456065	0.8823434	0.0898285	1.0000000
1000	0.0663230	0.3583860	0.9926079	0.5802493	0.7190057	0.7752163	0.3455799	0.8821475	0.0898061	1.0000000
