YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C
0.0000010	0.9367578	0.9996738	0.9585460	0.0488368	0.0565370	0.0619039	0.3040388	0.8321588	0.9999414
1.0000000	0.0000000	0.9998130	0.9752284	0.0397563	0.0494351	0.0417426	0.2527554	0.9999999	0.9999880
1.0000000	0.9367624	0.0000001	0.9752211	0.0397585	0.0494394	0.0417457	0.2527576	0.9999998	0.9999879
1.0000000	0.9367578	0.9996738	0.0000006	0.0488368	0.0565370	0.0619039	0.3040388	0.8321588	0.9999414
1.0000000	0.9367578	0.9996738	0.9585460	0.0000000	0.0565370	0.0619039	0.3040388	0.8321588	0.9999414
1.0000000	0.9367578	0.9996738	0.9585461	0.0488368	0.0000013	0.0619039	0.3040388	0.8321588	0.9999414
1.0000000	0.9367636	0.9996738	0.9585474	0.0488360	0.0447890	0.0000000	0.3040347	0.8321685	1.0000000
1.0000000	0.9367635	0.9996738	1.0000000	0.0289968	0.0459917	0.0236150	0.0000009	0.8321683	0.9999988
1.0000000	0.6855654	0.0495909	0.4287374	0.5475550	0.8706339	0.8564911	0.9999999	0.0000000	0.3158554
1.0000000	0.0678510	0.9998128	0.9752032	0.0397663	0.0494465	0.0417608	0.2528035	0.9997780	0.0000000
