"Time"	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W
700	0.3251058	0.3157628	0.6679014	0.1922964	0.2378733	0.2868101	0.7680762	0.1681856	0.4358382	0.5658104
750	0.3451966	0.4666472	0.5623327	0.1396599	0.2404703	0.2996846	0.6717896	0.2249233	0.4979258	0.7494450
800	0.3872624	0.3555780	0.5428296	0.2364664	0.2412960	0.2917232	0.7762913	0.2285388	0.5777206	0.6691375
850	0.3940610	0.3214267	0.4910174	0.1921628	0.2259242	0.2419807	0.7359922	0.3024365	0.5457821	0.9003426
900	0.5742280	0.4225501	0.4330537	0.2108033	0.1909136	0.3758217	0.7808692	0.2866149	0.4333939	0.7833018
950	0.5040605	0.4065648	0.4596086	0.1536887	0.1598717	0.2424091	0.7918531	0.3276584	0.3821762	0.7654632
1000	0.5845256	0.3675478	0.5326890	0.3002635	0.2054991	0.3027893	0.7504334	0.3229042	0.4636702	0.7265859

0	0.4820634	0.4509407	0.6768140	0.2357353	0.2373100	0.2942342	0.8392032	0.2538889	0.4147108	0.6726691
50	0.5307169	0.3580521	0.6759579	0.1442702	0.2534325	0.2441187	0.6429699	0.1566866	0.3463214	0.5798056
100	0.7358629	0.4356391	0.5804851	0.0658127	0.1908390	0.3549939	0.3763608	0.1621689	0.1943523	0.4222180
150	0.7433962	0.4646680	0.7383785	0.0408623	0.1748021	0.2705758	0.2607288	0.1497044	0.1294516	0.2852582
200	0.8187420	0.4825686	0.6919212	0.0126412	0.2273628	0.4695272	0.2374214	0.1285275	0.0259669	0.3695238
250	0.7647705	0.6108826	0.8135930	0.0164518	0.2839360	0.5932869	0.1192302	0.0712770	0.0351363	0.3427305
300	0.6147962	0.5512685	0.6662839	0.0117614	0.3049691	0.7448058	0.0839637	0.0755160	0.0525674	0.2680916
350	0.9203604	0.4558007	0.6499793	0.0026876	0.5056976	0.6961734	0.0941530	0.0472734	0.0389740	0.2893573
400	0.6159065	0.4036844	0.6221773	0.0048035	0.4862063	0.6955690	0.0634806	0.0137681	0.0442792	0.2268428
450	0.7093469	0.4702365	0.7701528	0.0012706	0.4569515	0.6783720	0.0934536	0.0102769	0.0700076	0.3535286
500	0.7350853	0.4678999	0.7948746	0.0003254	0.4198762	0.6016783	0.0543859	0.0019773	0.0407391	0.3297729
550	0.6330283	0.4841619	0.7576112	0.0022083	0.4484476	0.7263909	0.2660170	0.0082045	0.2258471	0.3704387
600	0.5909029	0.5105863	0.7840835	0.0232300	0.4780341	0.5478325	0.4760000	0.0056249	0.3985412	0.6640411
650	0.5763355	0.6924992	0.7864526	0.0033807	0.4606727	0.4283964	0.6255308	0.0177708	0.4159713	0.6656148
700	0.5673858	0.4717729	0.6964311	0.0325900	0.3777806	0.3057712	0.6561367	0.0049027	0.4181981	0.6876769
750	0.7089458	0.5807572	0.7612423	0.0278249	0.3905728	0.2993062	0.7358096	0.0220642	0.4783757	0.7639075
800	0.5526282	0.5354850	0.8888773	0.0303283	0.3784709	0.2232697	0.6085138	0.0088922	0.4123821	0.6986219
850	0.7231898	0.5157205	0.7266041	0.0466176	0.2981125	0.3807778	0.6895283	0.0067736	0.3690206	0.6594136
900	0.5818462	0.5505421	0.8195749	0.0674427	0.2582224	0.2825116	0.8326771	0.0096911	0.3495166	0.6513655
950	0.5268395	0.4452663	0.7483299	0.0895399	0.2493111	0.2547121	0.8069727	0.1002415	0.5568301	0.6075896
1000	0.4772968	0.4282268	0.8339995	0.1219266	0.2243108	0.2318275	0.7345621	0.0952613	0.4447093	0.6670909

0	0.4672140	0.3853361	0.4561740	0.2208490	0.2501972	0.2388386	0.7680330	0.2697718	0.4875573	0.6946562
50	0.4040311	0.4268356	0.5460261	0.1517495	0.2130154	0.2364986	0.8309399	0.2420872	0.4667907	0.8052298
100	0.5901145	0.3185412	0.6515897	0.0973736	0.2009511	0.2791868	0.8270490	0.1278546	0.6220362	0.6217607
150	0.4495486	0.4874396	0.5285521	0.0582927	0.1586500	0.1985947	0.8455897	0.0590996	0.3007839	0.7204310
200	0.5536186	0.3840911	0.6911365	0.0238345	0.2031765	0.2559542	0.7216262	0.0586552	0.3526044	0.7192879
250	0.5297589	0.3626279	0.7380380	0.0298909	0.1647966	0.2537395	0.7752793	0.0275234	0.3164792	0.6433726
300	0.5363594	0.4370406	0.7008251	0.0129787	0.1517244	0.2757612	0.8725437	0.0443762	0.4509619	0.6898504
350	0.5243603	0.5388056	0.6501466	0.0282074	0.2174989	0.2515094	0.7420218	0.0158605	0.4140716	0.7832372
400	0.5568086	0.5567002	0.8648832	0.0238291	0.1824850	0.4269842	0.6999526	0.0171154	0.3747512	0.6819630
450	0.4910563	0.5774853	0.6362981	0.0087554	0.2534521	0.2171648	0.8009538	0.0121128	0.3594798	0.8141459
500	0.5192074	0.4104731	0.6434384	0.0167452	0.2368969	0.2705782	0.8628928	0.0093360	0.3289310	0.7577555
550	0.6212896	0.6225272	0.6863630	0.0211248	0.2128268	0.2939183	0.9219589	0.0137561	0.3693879	0.7659105
600	0.6379476	0.4959687	0.8538481	0.1017886	0.2084875	0.3917986	0.7345411	0.0286151	0.5095590	0.7197447
650	0.6556241	0.3837328	0.8740934	0.0809837	0.2051613	0.3617560	0.9193246	0.0897635	0.5431184	0.6855164
700	0.6079863	0.4860711	0.5740775	0.1252759	0.2319319	0.3769463	0.7287299	0.1077979	0.4193195	0.7999075
750	0.6090846	0.5138881	0.5368369	0.1647355	0.2045060	0.2849343	0.7032178	0.1750539	0.5071485	0.7340317
800	0.6731715	0.4514148	0.5638585	0.2413680	0.2021994	0.2676654	0.8858596	0.2303632	0.6019549	0.8194478
850	0.4731519	0.3721907	0.6805669	0.2548040	0.2755554	0.2758410	0.8126955	0.3021846	0.5276617	0.7816757
900	0.5612227	0.4183993	0.5786258	0.2230778	0.2706336	0.2867673	0.8117530	0.3040853	0.5675015	0.7900343
950	0.5370631	0.4004334	0.6483984	0.1495631	0.3421641	0.2752976	0.6698672	0.3497581	0.3916047	0.6854747
1000	0.5135816	0.4004535	0.5518206	0.1393151	0.2591108	0.3146363	0.7027802	0.2660883	0.4237918	0.7778053

0	0.5318624	0.3593392	0.5733518	0.2362186	0.2323144	0.2135349	0.8791254	0.2558492	0.4458425	0.7659419
50	0.4985589	0.3165420	0.3450436	0.2702298	0.1715094	0.3198674	0.7933482	0.2251074	0.4238161	0.7473077
100	0.5772830	0.3938398	0.3494899	0.1698699	0.1506487	0.2538220	0.7027106	0.2638386	0.4386020	0.7042644
150	0.4445942	0.3319000	0.4068787	0.2004086	0.1998867	0.2393722	0.7916798	0.3047766	0.5262774	0.6049157
200	0.3974386	0.3851225	0.3375658	0.1620639	0.2320650	0.2570257	0.7386580	0.3270703	0.5140662	0.6128075
250	0.4895199	0.3694034	0.4106903	0.1502681	0.2069075	0.2327017	0.7486305	0.2631336	0.4734550	0.5404023
300	0.5671011	0.4030714	0.4011931	0.1804204	0.1696785	0.3042416	0.7157674	0.2797793	0.5736403	0.5837138
350	0.5069174	0.5174694	0.3968260	0.1862723	0.1984942	0.2492218	0.7371598	0.2050510	0.4561153	0.6803387
400	0.5125852	0.3904922	0.3414159	0.1412348	0.2191184	0.3088936	0.7066904	0.1406025	0.4694739	0.4765916
450	0.4187375	0.3959672	0.3889352	0.1535097	0.2174349	0.2388110	0.6341542	0.1874926	0.4142845	0.5923111
500	0.5304890	0.4655470	0.4484647	0.1743952	0.3085267	0.4023034	0.7703527	0.1698385	0.5049247	0.4257360
550	0.4442650	0.4854891	0.4413068	0.1259983	0.2615245	0.2822776	0.6908667	0.1635543	0.4308343	0.6545896
600	0.4685663	0.4034606	0.5061151	0.1834529	0.2334581	0.2838640	0.6493513	0.1606285	0.3896279	0.8019207
650	0.5531027	0.4269404	0.5349314	0.1458584	0.2779627	0.2867699	0.7494316	0.1628724	0.4963684	0.7297176
700	0.4633659	0.4006413	0.5799035	0.1799865	0.2765473	0.2594784	0.7671095	0.1659790	0.6546385	0.6729800
750	0.4857750	0.4682420	0.6058996	0.2403785	0.2871741	0.2760104	0.8578167	0.2919885	0.4220167	0.6844743
800	0.5067914	0.5118259	0.5593361	0.1652279	0.2269650	0.2275066	0.9609558	0.2552829	0.5655345	0.8262145
850	0.5789656	0.4213883	0.5753012	0.1719870	0.2425782	0.3107295	0.7634740	0.2102952	0.5006835	0.8745029
900	0.5159662	0.3989192	0.6554144	0.1423532	0.1796806	0.3185056	0.8619933	0.2673413	0.4356462	0.6450390
950	0.4389866	0.3282493	0.4542155	0.2085593	0.2078092	0.3493838	0.8541124	0.3317747	0.4362316	0.7850336
1000	0.4475571	0.3661669	0.6876199	0.1286056	0.2256121	0.2975924	0.6035611	0.2629500	0.3935103	0.7416396

0	0.5100775	0.3636755	0.5470070	0.1421131	0.2027142	0.3619381	0.8507150	0.2516283	0.4584232	0.7733822
50	0.5861667	0.4372158	0.5149004	0.1576801	0.1884553	0.2798342	0.7666726	0.3277270	0.5252388	0.7860260
100	0.6315403	0.4072990	0.5408221	0.1201191	0.2013112	0.2153018	0.6481187	0.2086186	0.4833076	0.8615986
150	0.7370732	0.4183313	0.6026523	0.1120671	0.2853187	0.2343207	0.6699434	0.2313999	0.2759819	0.8705103
200	0.7128155	0.4682042	0.5257432	0.0909944	0.2135370	0.3519282	0.5156374	0.2458340	0.3036085	0.6556411
250	0.5709008	0.4405513	0.6050578	0.1137445	0.2090890	0.3202293	0.6060433	0.2721934	0.2756072	0.7625384
300	0.7045438	0.4553557	0.6530812	0.1203062	0.1914066	0.4786272	0.4820941	0.2024206	0.2352596	0.7789164
350	0.7189405	0.4005062	0.5541320	0.1477818	0.1684537	0.2932830	0.4911122	0.2001813	0.2943539	0.6724481
400	0.6989270	0.4099077	0.5734909	0.1226352	0.1947151	0.3312672	0.5207807	0.1815240	0.3027189	0.7236331
450	0.7642231	0.4577940	0.6789055	0.1105970	0.2271353	0.3229102	0.5699832	0.2318844	0.3497133	0.6816124
500	0.6651009	0.3802942	0.5645955	0.0963183	0.2663833	0.3166979	0.5834271	0.1909222	0.3010332	0.6809347
550	0.7562527	0.3598373	0.6108610	0.1240259	0.3205198	0.3753926	0.4814274	0.1448248	0.3522674	0.7055433
600	0.6359948	0.3587644	0.5296276	0.1118487	0.2421316	0.5281704	0.5553656	0.1293036	0.3993106	0.8318276
650	0.5677212	0.4714093	0.6964458	0.0832172	0.3145686	0.3465131	0.5528841	0.1318927	0.4242528	0.8658657
700	0.5819649	0.4851026	0.6269347	0.1074897	0.2738592	0.3425470	0.6224057	0.1410849	0.4714970	0.8296872
750	0.5498876	0.5281764	0.4971812	0.0880888	0.2540449	0.2926771	0.7820398	0.0710617	0.5232793	0.9312727
800	0.6459681	0.4037780	0.6787158	0.0507931	0.2395230	0.2230431	0.7282552	0.0763910	0.4461251	0.8455525
850	0.5616364	0.4729799	0.6260381	0.0800229	0.3050384	0.2906350	0.6731839	0.0865689	0.6057167	0.7065513
900	0.5472880	0.4988487	0.5072992	0.1175018	0.2293560	0.2239227	0.6534391	0.1431618	0.4745210	0.7607737
950	0.5129111	0.5176315	0.6906455	0.1343598	0.2665344	0.2920530	0.7611940	0.1670640	0.5682530	0.7796867
1000	0.5639802	0.4901792	0.7155424	0.1315407	0.2912539	0.2065410	0.6612439	0.1544445	0.5487441	0.6143030

0	0.4130549	0.3754048	0.6161433	0.2254026	0.3117970	0.3251265	0.8236097	0.2310038	0.3644315	0.7612951
50	0.4873852	0.5375126	0.6343933	0.2290234	0.4050008	0.2178893	0.7008616	0.4361814	0.4037093	0.8488054
100	0.5974076	0.4662036	0.4554677	0.1723798	0.4663319	0.2356715	0.8266884	0.3591807	0.4498850	0.8539645
150	0.5509894	0.4075316	0.5748574	0.0953564	0.7114654	0.2276730	0.8328195	0.2312576	0.3763062	0.7060233
200	0.4997487	0.4087100	0.6316329	0.0375939	0.7103356	0.2369706	0.6303148	0.2197709	0.4142844	0.6825170
250	0.4807689	0.3695690	0.7122699	0.0421331	0.7590484	0.3265070	0.6996356	0.1458747	0.5557966	0.6995323
300	0.4232859	0.3233539	0.7116599	0.0395313	0.7272478	0.3426529	0.6571626	0.1215950	0.5648950	0.8114615
350	0.5640857	0.4189330	0.7188498	0.0385691	0.7873303	0.1600034	0.7619252	0.0991398	0.5769189	0.7233709
400	0.4459362	0.4761143	0.7433587	0.0124882	0.7712952	0.2344342	0.9019635	0.0881020	0.5846477	0.6750269
450	0.5006029	0.4577338	0.7937556	0.0332911	0.7210209	0.2290351	0.7795497	0.0949595	0.5567485	0.7265222
500	0.6470872	0.5057897	0.8448763	0.0129493	0.8102157	0.1492170	0.6466847	0.1095697	0.4479315	0.7399204
550	0.5557873	0.4522648	0.7961150	0.0280223	0.5962327	0.2580255	0.7475605	0.0827738	0.5435145	0.5509385
600	0.5173209	0.5595743	0.7522372	0.0243582	0.3660696	0.2465976	0.8134269	0.0415096	0.5471992	0.6426175
650	0.6058835	0.5293531	0.7843888	0.0250962	0.2173568	0.2159507	0.8761183	0.0460312	0.3270703	0.7261396
700	0.6919796	0.4563701	0.7883339	0.0870597	0.1686816	0.2414674	0.7310140	0.0252353	0.3841192	0.8075921
750	0.4944366	0.4725595	0.7318198	0.1715843	0.1419921	0.2556958	0.6518043	0.0674235	0.4621850	0.6566501
800	0.5612143	0.5749539	0.6794106	0.2472102	0.2239684	0.2203275	0.4915885	0.1996461	0.3812699	0.9080437
850	0.6091106	0.4074776	0.5474313	0.1751491	0.1926823	0.3695640	0.6827799	0.2564189	0.5361546	0.8639538
900	0.7928818	0.4458124	0.6258781	0.2045767	0.1856989	0.2939278	0.7478856	0.2984473	0.4506811	0.7533421
950	0.7238810	0.4080196	0.4907699	0.2379309	0.2248803	0.2378121	0.7766457	0.3304954	0.4834209	0.7977240
1000	0.5159780	0.3101002	0.5593587	0.2335183	0.1654141	0.1782646	0.6950635	0.3269438	0.4542359	0.6784238

0	0.4235613	0.4826294	0.5366191	0.2944749	0.2431267	0.2991212	0.7935020	0.2578557	0.4129016	0.7066707
50	0.5355433	0.5231733	0.4482417	0.2114537	0.2414834	0.2308122	0.8002408	0.2971843	0.3967016	0.4494095
100	0.6005596	0.4004656	0.3148877	0.1140072	0.2848932	0.2062153	0.8061290	0.3416432	0.4309564	0.4381470
150	0.7251753	0.5719145	0.2942668	0.1236621	0.2172039	0.2254017	0.7665850	0.5365530	0.6385584	0.3528988
200	0.7240227	0.5696714	0.2619056	0.1561825	0.1486396	0.2323883	0.8130273	0.4261029	0.3833542	0.3202449
250	0.7207078	0.5191955	0.2926299	0.1552790	0.2299854	0.2534122	0.7198617	0.5571484	0.3692965	0.3697073
300	0.6377988	0.4844063	0.2838365	0.1811310	0.1500573	0.2308213	0.7548526	0.5572816	0.3552663	0.3176032
350	0.6045166	0.4324649	0.3063676	0.2759376	0.2627399	0.2778516	0.9937281	0.6100925	0.4573372	0.3484770
400	0.5357367	0.4685130	0.2033118	0.1865324	0.2572972	0.2305944	0.8233569	0.5363608	0.2444393	0.2289280
450	0.5805559	0.4300958	0.2824950	0.2154229	0.2375246	0.2528267	0.8750716	0.7204185	0.4090824	0.3794996
500	0.6071841	0.4921756	0.2584333	0.1733445	0.2256440	0.3065912	0.7228194	0.5526296	0.3088031	0.3512476
550	0.6110302	0.4404602	0.4118254	0.1548930	0.1692053	0.2878289	0.6019611	0.3775465	0.4498670	0.4246594
600	0.4734996	0.4074725	0.5333205	0.1440178	0.2986577	0.2751751	0.6453378	0.3684333	0.3503386	0.4656472
650	0.3786130	0.3100104	0.4348014	0.1071834	0.1834339	0.2223645	0.7059243	0.3625787	0.4138918	0.7847081
700	0.4968990	0.4027137	0.5274394	0.1765170	0.1936699	0.2748733	0.6234901	0.1830206	0.5602880	0.6243492
750	0.5253104	0.4238161	0.5885983	0.2136953	0.1654103	0.3398737	0.5732292	0.2247026	0.5810390	0.6838895
800	0.5319335	0.4712368	0.4900697	0.2453523	0.1985080	0.2702785	0.7710190	0.3646147	0.4611344	0.7102494
850	0.4779242	0.2713850	0.5521302	0.2586001	0.1645451	0.2821836	0.6057734	0.3514410	0.4187361	0.6775777
900	0.3225787	0.4343252	0.5582071	0.3419746	0.2326627	0.2622136	0.7131078	0.4389622	0.4407965	0.7289480
950	0.5107758	0.3564650	0.4927629	0.1469787	0.2379082	0.2816425	0.6836235	0.2960918	0.5065644	0.7471893
1000	0.6196571	0.3423685	0.5783739	0.2051721	0.2372470	0.2283271	0.9301608	0.3606689	0.5114825	0.7577258
