YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W
0.0000000	1.1039367	0.9377358	1.0621052	0.1946392	0.3126384	0.5079267	1.0105210	0.0000000	1.0263877
0.1331699	0.0271623	0.0000000	0.9650355	0.0536312	0.1366364	0.9680995	0.0000000	1.0018987	0.9893470
0.4304821	0.0480144	0.0000000	1.0249190	0.0925617	0.2076827	0.5631174	0.9716179	0.0000000	1.1113963
1.0587417	0.9529330	0.9246842	1.1168747	0.1038557	0.1368928	1.0624202	0.0000000	0.0000000	0.9535155
