YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W
0.0794921	0.0000000	0.6497849	0.8010465	0.9908667	0.0668243	0.0660544	0.2902374	0.5237925	0.0000008
0.3836602	0.4614424	0.9999995	0.0000006	0.0784675	0.9038968	0.9997328	0.0222243	0.0000000	0.7470850
0.3660938	0.4329377	1.0000000	0.0000000	0.9957728	0.0510102	0.0459959	0.3309376	0.5740323	0.0000000
0.0899505	0.0298087	0.9999993	0.0112545	0.0784669	0.9038968	0.9997328	0.0222243	0.0000000	0.0000000
